"","I","IIA","IIB","III","IV","V"
"2017-05-21",8.46466249268267,6.0433997860557,5.36535899868346,4.45048663973545,3.73794111414794,3.41462874768118
"2017-05-24",7.71362611864823,5.39104773382335,4.74980154004908,3.94835967159421,3.45282199402427,3.16543134755147
"2017-05-27",7.29517185588772,5.02153507935569,4.364721311313,3.70465940153382,3.34027867777226,3.0605853677376
"2017-05-30",6.95196491000763,4.82781501346366,4.10560311630345,3.55058127953614,3.28533788441118,2.99722333809888
"2017-06-02",6.47851670464844,4.28587270819484,3.70337659589227,3.26256358147443,3.09705236659569,2.87248739389778
"2017-06-05",6.07543581886896,3.98449173635833,3.44424832523317,3.11914521541443,3.04567551187823,2.84669750510411
"2017-06-08",6.00794837101742,3.75241036541657,3.28790891074887,3.10108032463874,3.02318785825785,2.78236801941869
"2017-06-11",5.71036824125317,3.52142634712636,3.13555881047722,3.03528107235877,2.96018998586451,2.71136884316467
"2017-06-14",5.5440984976823,3.34111671044014,3.01351861830653,2.95027354953625,2.90888045578665,2.72495932376203
"2017-06-17",5.40027428915252,3.26288071159248,2.97550458616733,2.94816568590504,2.90780872866524,2.71994671772263
"2017-06-20",5.34281273336993,3.18756271548619,2.94769268730536,2.90732392980067,2.88612442549029,2.71028823568692
"2017-06-23",5.13209786641311,3.06495419191038,2.88020757298456,2.85302427044027,2.86426112953206,2.65622568166599
"2017-06-26",4.90994468810619,2.92904799644373,2.79017584388837,2.75597807127023,2.80482681650164,2.62357607835344
"2017-06-29",4.75412456402781,2.80463344108905,2.72602828330837,2.67396010888142,2.76571905893011,2.54622480664261
"2017-07-02",4.90386779119876,2.81898951726871,2.79125272487628,2.90777012548565,2.82651920885236,2.61655007877693
"2017-07-05",5.54331127718865,3.71041811522729,3.78171891725931,3.1868129141327,2.95059543548397,2.66101468315303
"2017-07-08",5.12621527501874,3.15134546221849,3.35510109758555,2.92643120163717,2.82045274874474,2.61809252043513
"2017-07-11",5.0082374717263,3.06717613323999,3.21657367174416,2.85123743245201,2.77734788686505,2.58143296645947
"2017-07-14",4.81733773152245,2.95775289476299,3.07303369740578,2.73557321210548,2.74613781498836,2.57557959207588
"2017-07-17",4.73853659154761,2.85018414386865,2.96994207699139,2.66600154810472,2.72043637269486,2.55086109977294
"2017-07-20",4.59417191426249,2.74719376719507,2.8673480998919,2.59335850249657,2.69547670711082,2.54058856537152
"2017-07-23",4.38231113125731,2.64791761978309,2.77499938564837,2.5269651480868,2.66973532783147,2.48821032976121
"2017-07-26",4.25008079811445,2.60916307520331,2.73569964111448,2.51252732106939,2.66326635618592,2.46129506426466
"2017-07-29",4.28908011798438,2.55227862205033,2.76296992201865,2.62874444198176,2.79593276358284,2.63573123725925
"2017-08-01",4.49318485362283,2.52833779987272,2.75515374470737,2.62322933602173,2.78783381889092,2.53986291890253
"2017-08-04",4.3435828415167,2.50140123301461,2.69034570150456,2.57959264442507,2.73944190220095,2.50891735512446
"2017-08-07",4.33312407250947,2.4601798860468,2.66148121878297,2.53219364711026,2.69305516422115,2.45980967766384
"2017-08-10",4.1400165900202,2.40981836438929,2.60084975354006,2.4882639692206,2.63674997723119,2.42280168310528
"2017-08-13",3.96667208850255,2.35543443365475,2.55416325953127,2.45411984723293,2.60038718106775,2.42272541860655
"2017-08-16",3.71904358942682,2.29806074938023,2.48198282797403,2.40476511845976,2.56823934583532,2.37218600406896
"2017-08-19",3.73908187574343,2.33150444049902,2.51950794345343,2.4427786147921,2.5907556697778,2.40660725229863
"2017-08-22",3.42494827769927,2.26464074460569,2.40197670021068,2.36087818878337,2.52521452323923,2.35197186523734
"2017-08-25",3.27357418158008,2.24966729833576,2.38393258173304,2.35193421028063,2.50552660182204,2.35561462710556
"2017-08-28",3.15839776639625,2.2501040268442,2.39677933877393,2.37299402784347,2.52278742440514,2.35473619548805
"2017-08-31",2.9822572529943,2.23049524417567,2.36443114510245,2.33921789891392,2.51679694187522,2.37800992670608
"2017-09-03",2.87174940840191,2.26230195386236,2.37992563284839,2.34708611029997,2.54146992870174,2.37118958029265
"2017-09-06",2.69657608682713,2.23234273183629,2.34920898647692,2.32233994038458,2.505327942602,2.35629560950161
"2017-09-09",2.64167266501469,2.22448225445907,2.34233006362434,2.31335690033293,2.50448410545713,2.34463283232675
"2017-09-12",2.54813022221707,2.21183475213666,2.3242680774957,2.30262770345708,2.48321229438784,2.3156073804284
"2017-09-15",2.51183580660234,2.19717430025424,2.31534508331229,2.30160165828042,2.48943028195041,2.33491904968218
"2017-09-18",2.47747724338763,2.20321122366833,2.31352722739299,2.29887079958147,2.49206302646473,2.3219073585668
"2017-09-21",2.41924943215165,2.20706471680358,2.30615710756393,2.2981746556763,2.49444430018732,2.32717641040606
"2017-09-24",2.39849304972745,2.20693858370053,2.30767668026968,2.29120175710724,2.48538716978681,2.31324279678151
"2017-09-27",2.8850766620255,2.24041376854046,2.37030226341265,2.3948981300243,2.7043746885536,2.7226056595823
"2017-09-30",2.58914625521918,2.22128199211007,2.32584624927382,2.34525837817803,2.65221045483713,2.46059689738559
"2017-10-03",2.56681551698686,2.22932621608029,2.33185853526536,2.34950917868979,2.55305294065415,2.37318821639859
"2017-10-06",2.52860107293741,2.28463816701254,2.47867492889064,2.87290522576029,3.13008888721189,3.49642625413198
"2017-10-09",5.5819299582702,2.57570408047565,3.1260114642025,3.25875918963857,3.88400627620079,4.55241831735692
"2017-10-12",3.60590513587598,2.3003914719535,2.56957139501508,2.59012406180081,2.91493609776943,3.57225269064408
"2017-10-15",2.86010272917065,2.19643533703525,2.344947118318,2.35635296269559,2.56419065627491,2.79449250418726
"2017-10-18",3.07825686512467,2.20858909596953,2.37630830729221,2.46167851450525,2.71776156376495,2.61616694767372
"2017-10-21",3.25603011616965,2.22853941176789,2.39037067464717,2.8899944942538,3.79017717592988,4.36466513043609
"2017-10-24",2.58396790154972,2.18261496959917,2.31249915967556,2.38661363780936,2.66436347791442,2.57555987448069
"2017-10-27",15.4361346049518,4.96938699532698,6.46458376852701,8.20065533154923,7.65985098562156,7.39549090572474
"2017-10-30",8.52447932834812,2.9442768154803,3.80594066660221,4.95048350265836,4.57306308217608,4.14004101011541
"2017-11-02",7.57125853635555,2.7099146505774,3.25093037064691,3.86138592111417,3.49540647235934,3.22368842323098
"2017-11-05",6.39454230966807,2.38680873568325,2.77965525777942,3.07969783622166,2.9308886709112,2.75284252503956
"2017-11-08",8.46658969539113,4.28535269542413,4.34051635862821,4.64082528938655,4.00439280118008,3.20996609047059
"2017-11-11",19.9725162871553,14.6264334474516,16.7811393999732,15.1438236732666,10.3236221440559,8.68432988873879
"2017-11-14",19.1780835703048,13.5300461047324,16.9524014454695,14.6325006384323,10.7129338225409,10.1961876781578
"2017-11-17",17.8893424368965,13.3206546872688,16.1945135065015,12.0659947578261,7.62058908760927,5.49893610303714
"2017-11-20",13.9234005801916,8.78462865053181,10.9164328430211,8.2770693543843,5.3193004091403,3.81846772425586
"2017-11-23",16.1993399693462,12.0999802002325,15.2387220779394,11.7563024077442,6.52287910381276,5.19210069269703
"2017-11-26",22.2176272645652,17.5577179667248,19.7513802693232,14.1797543097848,10.0845960771359,7.700486613246
"2017-11-29",16.9961098788495,11.7055825031494,14.2697624207299,10.0819486693158,6.49102912572358,5.14884003101467
"2017-12-02",13.7420155144495,9.02141489449831,10.7066978156585,7.2841646572648,4.78383410939704,3.588931071802
"2017-12-05",16.5156860226298,9.52871612248625,9.91394204397314,8.67380484099418,6.81760178608646,5.49035216239569
"2017-12-08",18.0604658086742,9.60147898458435,10.1077517683479,8.5897451149552,6.98841420068862,5.41486670434438
"2017-12-11",17.494773203209,12.2374692254637,10.5954688770236,7.88554132045019,6.08618320274016,4.25962357444082
"2017-12-14",18.9838443768068,15.7883126742332,12.2159669248798,8.1368650371022,6.06675300804693,4.33877242095947
"2017-12-17",15.8142618686996,9.94561081971814,7.99143045595116,5.78332354604716,4.45231891646104,3.39179768539624
"2017-12-20",19.5190447241201,15.5800661807176,14.1794838648504,11.8464625873107,7.76725362175234,4.40806437363955
"2017-12-23",22.752904817496,20.2984712972798,21.1948649092534,18.6444681645923,15.3729825502134,13.7461283207693
"2017-12-26",21.6203069679473,21.5471427457429,19.5539318649761,16.8943815763179,12.7623217616925,8.76376101781411
"2017-12-29",17.1426951867638,15.5332283866386,13.5397728451071,11.1573072997228,8.35868851234916,5.61695685521116
"2018-01-01",19.7848927841376,16.9312987950209,14.5329942192175,11.6027937219935,8.9685953051938,6.2284309163482
"2018-01-04",18.5199807988398,14.545009256145,12.3569643447175,8.99068163703677,6.64789402525602,4.63989130849993
"2018-01-07",17.232799274804,11.2297686548798,9.80130553003747,7.53934375112147,5.52194933084805,4.12478832244974
"2018-01-10",20.9044763561628,13.7884993306748,10.2505431897588,8.88322526690348,6.82560862962453,5.80422813341878
"2018-01-13",18.5699540155713,10.5193216369345,7.96183579226173,6.01785869826965,4.62486899701205,3.6312177665013
"2018-01-16",18.8888187725064,11.9070545193183,7.69174037993242,6.84057954634591,4.97701162927307,3.82663107001287
"2018-01-19",15.9586507993258,9.13341354781497,5.99825155932027,4.6222096644682,3.78516969990811,3.13663635947631
"2018-01-22",15.2174196141111,7.81915509740482,5.13013873411624,4.03052476090585,3.5391462340844,2.84591056316944
"2018-01-25",14.849062059038,8.92018404131214,4.53932197532497,4.06621902580034,4.26473384645332,3.1912980719402
"2018-01-28",17.5634273866416,12.3759499124792,6.07175770755461,7.17093580107316,6.51878433995767,4.83867738496868
"2018-01-31",21.4342144568081,16.7969370948564,15.8049467640625,14.4666625684488,11.0872472724153,7.35915243828445
"2018-02-03",23.9158736098526,20.5696030808466,21.9746488771868,21.4506593363756,19.1841528844646,13.9030375266639
"2018-02-06",21.095391574891,22.1536080894519,16.7795854380725,16.83906479978,15.1433659236955,8.52030637613566
"2018-02-09",22.9198505779435,24.9627483359326,22.795170342775,20.6414505769964,14.8965090166874,8.47508831353487
"2018-02-12",25.0858644274292,25.0006014193496,25.3015931065901,24.2816704847872,19.7790515132978,15.2024216888482
"2018-02-15",24.8977318112895,24.3920335817956,24.2901550078944,22.9587938431197,20.1915235656919,15.323142798024
"2018-02-18",25.2898612643024,25.0023839510474,25.2109511419224,24.7571241029101,23.5689676179307,17.1760628976509
"2018-02-21",24.5996983753489,24.5332526542808,24.4470973638294,24.7723770081694,24.3388222501657,21.0444591716767
"2018-02-24",24.7117002940384,24.473658091911,24.3184682177016,24.9449768521141,24.6274967710274,21.8048516326271
"2018-02-27",25.1867280289064,25.021657539385,25.1005353615018,24.9847666019758,24.2086017559197,19.2860371828949
"2018-03-02",24.6126874455359,25.0552165587792,24.5938022230059,24.4440420889884,23.2572695521744,16.4392378787006
"2018-03-05",21.9373136970933,24.4364353202671,21.7387569797377,21.3659704543818,20.2070742012636,13.451239339743
"2018-03-08",22.8353773129557,23.9165094851218,22.4644308959854,20.6332974470467,18.3477940476693,11.8316417188385
"2018-03-11",22.7673112606789,23.6203168886868,21.0306392637321,18.8753743456463,15.7905732750736,10.3213769202053
"2018-03-14",19.2945763089743,20.4568528663296,17.4993554040171,14.8913345882384,12.3887817795893,8.41153920036641
"2018-03-17",22.247137344894,20.4647126061593,17.5784181903211,14.4392151064671,11.50131194422,8.33666299238509
"2018-03-20",19.6691877394545,19.2364676920459,15.6205112308631,11.9149872979321,9.53043130478328,6.7215356087971
"2018-03-23",19.6318349027647,18.4598086842441,15.6990205240675,13.8332035393735,12.4182514395831,10.2228652658259
"2018-03-26",23.0455943547729,20.1301836498382,18.4000811055779,18.1860758810615,14.6743082674832,11.925173435079
"2018-03-29",20.8946941321317,19.8842359134264,17.2879730822566,16.9738233872529,13.8039307544648,9.32543476361586
"2018-04-01",19.7997786777086,17.3445862576655,14.0216176726215,13.5006695816582,10.8584575833037,7.61259556874829
"2018-04-04",20.7064241314758,16.2927891426837,14.438529498121,13.9377653324395,10.6763552080071,6.93703656438602
"2018-04-07",20.4415511799612,15.4460650151713,14.3952837885268,14.0575301106982,10.9838393481573,8.9518214672269
"2018-04-10",21.603469243818,17.8633485699934,14.8808656379742,13.9909138535362,11.2396330880602,9.80904427631557
"2018-04-13",19.6513279290016,14.1765329840035,12.7536632985166,11.7000023939887,9.01016234438963,7.83271605143487
"2018-04-16",19.3620288407543,13.1550582035247,11.5771050425037,10.4702152244653,7.98391403731555,7.43955656584134
"2018-04-19",17.5340426860188,11.3886214430591,10.1453113392457,8.93377201480041,6.69582875810148,5.98745629150127
"2018-04-22",16.4466351101194,10.9726621971896,9.19146664363938,7.93711330729217,5.98813103677614,5.40836488363119
"2018-04-25",15.2765827647107,9.3301803400415,8.09730535542483,6.8561390181001,5.28165894470106,4.70513004513915
"2018-04-28",14.0222751013339,8.29305829727584,7.06678624679087,5.98477504722086,4.71111705632199,4.18351623284213
"2018-05-01",15.010160811035,7.73306579835007,6.86111060504458,5.42714391858255,4.73027125834929,4.18391184061694
"2018-05-04",14.6036659120669,9.05502365922431,6.65622874173261,4.9832780315416,4.28579082326396,3.73339346115091
"2018-05-07",12.9290744492125,7.12765016061344,5.66344308448427,4.42516631726497,3.93721405713261,3.40191068445064
"2018-05-10",12.4056372336128,6.43080964171269,5.13323871699524,3.95984906845073,3.62690737373112,3.10512565764982
"2018-05-13",14.3375934318955,5.84389314978539,5.1726126691971,4.16716509253158,4.52777140037735,5.89646646851746
"2018-05-16",16.2282159627706,6.62633184560255,6.66728031720199,4.8406974636386,4.52752969827195,6.1537299012611
"2018-05-19",15.2247043946202,5.640215085698,5.6175822524643,4.40389579844835,4.49830707615113,5.82701639828226
"2018-05-22",13.614832392924,5.141734448837,5.06492082207403,4.05417422825151,4.22480327280057,5.60625451594564
"2018-05-25",13.8256120228503,5.00504015296983,4.86794531243195,3.92583524593393,4.01108560826394,4.92292436308446
"2018-05-28",12.8683477426892,4.60009769052623,4.51807990185875,3.70695442989112,3.87216217537815,4.6432503457916
"2018-05-31",11.9447765086072,4.26277752373579,4.241516574002,3.45510070539636,3.60003658619687,4.16159116689654
"2018-06-03",12.1971571545806,4.13275167635715,4.18576911010774,3.47257096849029,3.55693718417962,3.94312797580126
"2018-06-06",11.2886629090679,3.88641946762857,3.95594434538836,3.30596687810066,3.41136709967763,3.65372689562292
"2018-06-09",10.5233794745682,3.57080218277176,3.6255637632325,3.08149581004879,3.21728351185741,3.31857185847894
"2018-06-12",9.93804384540299,3.42179111621297,3.44888641579223,2.97719390867235,3.11039855510566,3.10582125162093
"2018-06-15",9.13117080575821,3.16232442372447,3.22787987377301,2.83465432675097,2.97940588285332,2.89086332058347
"2018-06-18",8.79706874547386,3.04526708052119,3.11988555547852,2.74779273192729,2.91546358072801,2.76806356918782
"2018-06-21",8.3805564514014,2.95647916106569,3.04322588378733,2.74379158261549,2.92041891663,2.79316988394724
"2018-06-24",7.93046186485672,2.87367589868055,3.00015101558739,2.72280978347583,2.90563155728008,2.72929261583773
"2018-06-27",7.50554858670136,2.7939170582749,2.92230656036555,2.68987120343581,2.88769826514979,2.69321745683745
"2018-06-30",7.06788242529683,2.67933798157923,2.83981662338518,2.60875612986017,2.80272030800204,2.61804721341277
"2018-07-03",9.24924196517354,2.67556670906424,3.06112892825961,2.94589982326185,3.24127357686803,2.93941767206827
"2018-07-06",13.1648363858882,2.82981924988822,4.65876734149394,3.53813433296451,3.25020963484626,2.86426068908091
"2018-07-09",10.6473769590675,2.7793237461589,4.15808768392462,3.73796512254367,3.49895966437066,3.01290002897059
"2018-07-12",9.40274166329134,2.81356233988863,3.98454411536694,3.79291694878129,3.35996312324862,2.94653466244987
"2018-07-15",13.3816496532366,2.80086625002176,4.52957529306871,4.30704835495385,3.42998300270569,2.96374648892888
"2018-07-18",11.1716930410542,2.69688137005756,4.26277233672152,4.07833752347268,3.33986350904735,2.89925322886101
"2018-07-21",12.0608900681173,2.62957702035099,4.03530405219839,3.84019590440397,3.21393680320777,2.76589876595055
"2018-07-24",10.9795682361409,2.56349152348884,3.83269625190417,3.63153488734,3.12358163868499,2.69273390224985
"2018-07-27",10.1132046937464,2.49770997934267,3.55601725658338,3.37568616937948,3.00016746711797,2.60948936955769
"2018-07-30",9.33596897895219,2.4378518107268,3.32425610465269,3.13368729766188,2.89522885446815,2.55235896318366
"2018-08-02",8.79389636145052,2.41483318840125,3.18628224230586,2.95974726360291,2.83541558345619,2.56986188797104
"2018-08-05",7.97942221722032,2.3842220372422,2.97963272866464,2.80740324665527,2.76041222470784,2.50959898966293
"2018-08-08",7.76575513471579,2.33065175934242,2.87277400404393,2.71945902988873,2.7823696987881,2.57465253547917
"2018-08-11",7.14751735414262,2.33660356380842,2.80076136805271,2.63974462080967,2.72588744541976,2.47077413603786
"2018-08-14",6.68087711529016,2.31908701418683,2.70727350127702,2.57957768585431,2.68956559591842,2.42025416268801
"2018-08-17",6.94502953209697,2.28344484575069,2.65965360020085,2.56828230508644,2.70651217357999,2.44742894441484
"2018-08-20",6.00527511801186,2.28256449279557,2.59753442488367,2.49662318530119,2.64736114603424,2.46016316744385
"2018-08-23",5.83986652977346,2.26832150989954,2.55945471706791,2.47223133178233,2.62580617492826,2.42741415399924
"2018-08-26",5.77889431031453,2.26813268687975,2.55577422057731,2.47631840658503,2.62818986153914,2.40592737016847
"2018-08-29",6.17134835649896,2.28580384677882,2.55074322039079,2.46174062151282,2.62462717221688,2.41134327156349
"2018-09-01",5.03604149556298,2.2649702043821,2.45264958586461,2.37623587348634,2.55373679609935,2.36520225662669
"2018-09-04",4.66100100078554,2.2714108510006,2.45273582577098,2.36776164716471,2.54005753320726,2.35166020825788
"2018-09-07",5.00332487538816,2.2909248898167,2.51784547744237,2.47800195555547,2.76264172681298,2.61672794473967
"2018-09-10",4.63589587235616,2.2866179098029,2.4951345226274,2.4006094567331,2.59558964675688,2.404112052382
"2018-09-13",4.03345503826098,2.23106540419193,2.40221675382714,2.33699461931058,2.5173798682925,2.30457939243867
"2018-09-16",3.75089544970055,2.22285899655589,2.38987347081674,2.32555112202528,2.51047976445789,2.28437212167263
"2018-09-19",3.53702430531775,2.22458629832091,2.39283031509459,2.33259556777117,2.51812166188161,2.3174960590422
"2018-09-22",3.3704595824064,2.22612566012314,2.37170085835047,2.33204033300226,2.51348373975972,2.31563642074489
"2018-09-25",3.08241383603317,2.19339992223924,2.3488165162347,2.3087962606554,2.48978853276655,2.28881714978221
"2018-09-28",8.44454143264272,2.22145176683114,2.67014077749522,2.48316842132534,2.54960533968352,2.31826169444099
"2018-10-01",5.28164699054185,2.21012370970628,2.43087187447026,2.3602104087628,2.49986219279508,2.32502293799785
"2018-10-04",5.49568254697445,2.20320935443077,2.42893185845265,2.44251656466402,2.55440952780362,2.38297128187847
"2018-10-07",4.40445147849033,2.19632159418471,2.36198189233688,2.332146137214,2.48692624256054,2.29647153009912
"2018-10-10",3.9382218371538,2.19036920082171,2.34125582762005,2.30304736656851,2.46619283932755,2.28404097602402
"2018-10-13",4.40086655837896,2.25841590246102,2.62695781422291,2.3811642337311,2.54184612426433,2.62199209613036
"2018-10-16",5.56628414842599,2.70576577505858,3.24624104067808,2.68769443436658,2.782098687625,2.54225702173626
"2018-10-19",7.35917747944397,2.48571667646404,3.01489460058953,2.72336893838978,2.71605400688989,2.55179345057912
"2018-10-22",6.34051945654214,2.33854692741454,2.827584612604,2.49893560075657,2.61742709924947,2.46853652800653
"2018-10-25",5.09781087333984,2.24211259804909,2.56856402407749,2.35485257593239,2.49988071826517,2.34155568974651
"2018-10-28",4.3796498335231,2.20850883553057,2.43454637887841,2.29607253729695,2.46595938649824,2.30632430259151
"2018-10-31",6.25408177227947,2.22548737083045,2.75958343289298,2.39915090119261,2.5389513960122,2.43771310985742
"2018-11-03",8.45864537528113,2.55295872759934,2.90788966546108,2.7610923139646,2.744646479138,2.62546621024026
"2018-11-06",9.285571918534,3.24876977173364,3.90264584543157,3.12298827928085,3.55579716177509,3.90572304406958
"2018-11-09",6.41104747450292,2.50344291394893,2.8575384513639,2.60075343655733,2.78606497058123,2.88679316795291
"2018-11-12",5.45924957948049,2.28811834221757,2.56296423902259,2.40186826928035,2.56502054400092,2.48787714225318
"2018-11-15",4.71559161816484,2.22449687539251,2.42543142514487,2.31918242444142,2.48578775325188,2.32142642185918
"2018-11-18",4.31385842434515,2.37215554027769,2.39885350614814,2.39255425988886,2.50593228814161,2.32176357016605
"2018-11-21",11.6798028332774,7.6399598701401,6.17593882647346,3.74519647422184,3.24517643680191,2.45365551855822
"2018-11-24",15.955197736897,7.84679183256335,8.77923244058321,5.39382381604966,4.06103472967581,2.78063179600475
"2018-11-27",16.7436770595368,13.3270902896076,12.464228370657,9.75937895753092,7.16206291497596,5.54830408158486
"2018-11-30",15.8926830833365,9.02421869648711,8.73079000461722,6.40454120703184,5.1053777078313,4.43859436851199
"2018-12-03",15.0633937932462,8.19629455813876,8.69133962836518,6.64802819295536,5.36173736270424,4.10954840437696
"2018-12-06",15.7076813382175,10.9478782661822,10.3817666610418,10.4517370950094,7.04805626127509,4.87978029334167
"2018-12-09",22.8969224703795,18.4759217363077,19.3614528397063,14.5419397986585,13.921803463389,14.3179043846197
"2018-12-12",18.3310923793392,13.8479990288219,12.9901886009835,8.98061358877003,7.90373702310209,6.50692791141171
"2018-12-15",16.9255204614481,19.4082819621672,14.3330430047802,9.04769818321756,7.28567465547576,5.29417486753922
"2018-12-18",16.7239742099802,18.3113299187858,12.9467331656858,8.00377163169734,6.01167375741353,4.06149987777964
"2018-12-21",18.4269682625509,17.3258045057135,11.2930975366189,7.38480194698648,5.95520973010515,4.33934086070618
"2018-12-24",14.8140813384131,13.3563979361997,8.90753531788833,5.97092943083851,4.82814051972885,3.40060037671215
"2018-12-27",16.9865978489603,14.6805481916788,10.1406434586535,9.72178642676387,7.7481180487305,5.05509284614225
"2018-12-30",17.4123825633362,12.9112063104322,9.56731453820428,9.17429414691883,9.38538146318614,4.78284526356984
"2019-01-02",21.6175257121276,20.2578531979559,18.8422278530999,19.2604117562083,16.2384197072248,12.9648210569466
"2019-01-05",23.3314706719223,22.3977759000883,21.4656011324511,18.7884197854826,13.4384186661345,7.65473712396267
"2019-01-08",21.8975393833274,22.4260155340764,18.8568213067179,17.1258496861114,11.5930475520132,6.38510114663752
"2019-01-11",19.403093025339,22.8452383822262,18.408838741117,16.5502548966278,11.3892528035707,6.0462396109049
"2019-01-14",22.9219726238038,23.6746608017011,22.4980850265014,18.6931728620887,12.1059725539945,6.01516650848454
"2019-01-17",22.1355400882318,22.5347024109646,19.2259686553317,15.9154802750489,11.2743926069898,6.4490959358657
"2019-01-20",23.6703073329285,20.3006625267179,18.7113213420002,14.5971410229998,10.3153325621543,5.96815082098196
"2019-01-23",20.5469734586699,18.421089673224,16.027209827425,11.0296613931997,7.40306442930477,4.08722683030724
"2019-01-26",20.6268843931014,16.765643135598,13.7204799578007,11.0838254183889,7.81007191432444,4.88989081352173
"2019-01-29",18.7656576615204,16.1394548444992,13.3502001068788,10.3422832376488,7.17895088344705,4.21709736779125
"2019-02-01",17.8887652872959,14.1045659266961,10.7201576479334,7.97570341922334,5.67356363775359,3.58886316250936
"2019-02-04",18.4643341151678,19.2106229423119,13.9140687333423,12.458367345119,8.97927223196736,6.71782486027652
"2019-02-07",18.9821106491582,21.7672596405652,14.7436726942053,13.2646181502675,9.99483721149806,6.13927694003301
"2019-02-10",17.7019160979789,18.4535700786949,13.2779824516099,11.7907127181497,7.60946945561079,4.2009178105314
"2019-02-13",22.4388219402345,23.0999703790446,21.0707376466565,23.0004413336971,22.0737811218805,21.1485865439573
"2019-02-16",24.4714055535738,21.898506148319,22.5550951078394,22.9534356613284,22.884512478293,21.690867772578
"2019-02-19",20.8311742096584,19.1949362202519,17.2867857840785,18.0157237709284,16.7315247585577,14.5320885276116
"2019-02-22",17.8779624581596,15.3415051616519,13.8824466131165,14.1147787100598,12.5758899007443,11.3615258968058
"2019-02-25",17.6338852844755,13.8773758665425,12.4159000011882,13.0685392449733,11.2149290302278,11.4572776752387
"2019-02-28",14.8331781458608,10.7303544932031,9.43756472935327,9.86971828443517,8.4442378831824,8.29713487680579
"2019-03-03",15.0793821845442,9.60430900068646,7.86478252349171,8.035935432115,6.98937960080196,7.30985745757183
"2019-03-06",16.248094940289,10.9053919893002,7.26506013674851,7.30880753007469,6.9795172303611,6.88802640922672
"2019-03-09",13.1904488484491,10.4479966896298,6.21665985979472,5.71635311572141,5.45293789394594,5.22649450370441
"2019-03-12",13.6611942722465,7.6861414411283,5.17338572124255,4.83950109061891,4.70251847100039,4.64730823372845
"2019-03-15",25.3013093962027,13.1995637121277,20.5956839573385,14.3677937134834,8.91847476624568,8.97172397608132
"2019-03-18",24.8136737532594,10.6021123608129,17.7234495805629,11.7560240674611,7.03744553843805,6.01075143093345
"2019-03-21",21.8231194051502,8.76958579690208,14.2566967271963,9.85007759889796,5.98395487959256,5.23328450379638
"2019-03-24",19.8557200743365,8.3774944828189,12.4067162807658,8.44654533099777,5.2826029625491,4.54205052382003
"2019-03-27",18.7494185018342,6.80433445564912,10.8339664589808,7.4800098547567,4.9344718813733,4.17379712075944
"2019-03-30",17.0659444063383,5.82279802087462,9.19812980498962,6.31184218132355,4.33005376640646,3.61843625794013
"2019-04-02",15.6883926528304,5.0416439384492,8.08790887934121,5.55396481986067,4.01933242316803,3.42802219537758
"2019-04-05",14.1253470486027,4.43297223694194,6.80164234656915,4.75182195883608,3.67583144264464,3.21454883408298
"2019-04-08",13.5897859337395,4.35770805660445,6.34494505737637,4.85634070984745,4.13419815136279,3.38792786466554
"2019-04-11",16.9202453929429,7.69823769585851,8.40739967243353,9.3835769801544,9.70864254127445,6.56384559175281
"2019-04-14",17.9174348505973,6.84234261904592,9.50918731668173,8.51603117090716,6.53963641304479,4.42406995428653
"2019-04-17",20.0620962961517,14.092044435414,12.9758498413722,9.75927852174911,7.30717127953293,5.19932189819477
"2019-04-20",16.1365423810765,8.30553363671515,8.94000642024476,7.74513015217729,5.9048832200582,4.38475120924468
"2019-04-23",14.7944043720346,7.29731053374757,7.90470990458214,6.47826186485721,4.91992059362824,3.79194511937051
"2019-04-26",15.6189431972175,6.33121147036983,7.01087002346918,5.47567466020448,4.31327272313951,3.53955412021457
"2019-04-29",14.6721785856618,5.71159073319295,6.35442670058674,4.86100052203643,3.89701119093611,3.22137532507986
"2019-05-02",12.7601934137602,5.03210248288718,5.40576787207806,4.15402424092943,3.47562135845348,2.91665323939912
"2019-05-05",11.7958050435332,4.38169913884436,4.75780154011321,3.68406389822874,3.23095072179703,2.81086459341999
"2019-05-08",10.7638362340153,3.96026257395255,4.27746845637454,3.37011657495625,3.08739347605227,2.71702735083282
"2019-05-11",9.97355442902971,3.58186708784549,3.86058783811129,3.11914220798958,2.97767464614934,2.64014076057996
"2019-05-14",9.45238066771317,3.34686400276988,3.65255680439211,2.9975708286311,2.90580397816585,2.62704014349877
"2019-05-17",8.89881916708866,3.08565362142409,3.43589480029632,2.87856677972058,2.84384096579545,2.54120072011068
"2019-05-20",8.3314289128657,2.95309866031614,3.25511448273409,2.80206657742599,2.79105167396344,2.48462505156107
"2019-05-23",8.66583088512998,2.79930780629234,3.2235371490722,2.75410001943817,2.77304406853738,2.52937128763183
"2019-05-26",7.97786868913366,2.7224542452718,3.15369827688302,2.73195891053203,2.76652831789676,2.51988958902056
"2019-05-29",7.5373837478347,2.63597630863802,3.06999987239249,2.69794509488499,2.74311728953302,2.50457856740876
"2019-06-01",7.23706338567314,2.55219039511816,2.93336755609183,2.62799308243687,2.72993185195519,2.50528241417363
"2019-06-04",6.7241143255539,2.48155541490743,2.78247420663219,2.55678779590597,2.69568748340385,2.47230297051592
"2019-06-07",7.87389799405206,2.44644287058733,2.81366939243406,2.61866063861073,2.78048989997617,2.5468894253824
