"District","Year","Month","AverageEVI","MaxEVI","MinEVI","MedianEVI"
"Chikomba","2014","04",0.248478715005522,0.392981464582125,-0.00901431344901853,0.261445483713451
"Chimanimani","2014","04",0.293914755118652,0.457343887376182,0.0646393400133632,0.338218491259684
"Chipinge","2014","04",0.33376788714404,0.486719566125402,0.0825891487139173,0.362129698962556
"Chiredzi","2014","04",0.329532559139146,0.464179726558739,0.0724154879649709,0.330723572659911
"Chirumhanzu","2014","04",0.238224035292228,0.387062658152342,0.0692390297024494,0.261565842004712
"Chivi","2014","04",0.288703608267285,0.457368322347882,0.0145247229089571,0.318110247580179
"Gokwe North","2014","04",0.319676629614689,0.477659609557395,0.0730162133964033,0.344921699064988
"Gokwe South","2014","04",0.301461107402931,0.454286988128728,0.0819216696191727,0.306471705861674
"Goromonzi","2014","04",0.270028993713995,0.412632763613,0.0239521412009958,0.287223219614154
"Guruve","2014","04",0.339660568567746,0.487190738541546,0.170036720149923,0.343597437463276
"Gutu","2014","04",0.222264057625174,0.366174108767511,0.00944229611818688,0.239731058640324
"Gwanda","2014","04",0.272993969444057,0.436929922321524,0.0990358953273494,0.300206086998398
"Gweru","2014","04",0.266382039992708,0.40539903450857,0.0778681266526513,0.268968471419853
"Harare","2014","04",0.248251149561424,0.354776238304365,-0.00384089827991142,0.259782142467573
"Hurungwe","2014","04",0.325259076595043,0.493822533901352,0.119957446911485,0.332892373211856
"Hwange","2014","04",0.32795968499733,0.433393613433896,0.162041253829566,0.332482303334389
"Insiza","2014","04",0.265837057371758,0.416661514573708,0.102627844736626,0.288094054382075
"Kadoma","2014","04",0.292323511879032,0.431072332733805,0.1011638122497,0.297354838427652
"Kariba","2014","04",0.247871214309461,0.399474721515792,-0.0604515855341015,0.268163491649268
"Kwekwe","2014","04",0.287322810046599,0.414131558958489,0.0612379206634891,0.285283408492923
"Lupane","2014","04",0.321059827846661,0.461831074641628,0.0124184571380305,0.32228566008919
"Makonde","2014","04",0.336475388621379,0.484815075510466,0.112540384305371,0.339129843468502
"Makoni","2014","04",0.258221968930551,0.393868574946682,0.0434456261500629,0.2727037353154
"Mangwe (South)","2014","04",0.286664061962853,0.436173889792345,0.060720874907226,0.305593964892488
"Marondera","2014","04",0.243597234534241,0.37949970475553,0.0344170023201501,0.261016430801499
"Masvingo","2014","04",0.281703473208881,0.453917190539898,0.00390696750450087,0.304056880846582
"Matobo","2014","04",0.271305968632675,0.42559488389525,0.0577206067948601,0.300650206236913
"Mazowe","2014","04",0.30379272657845,0.461205013864453,0.0701308756575263,0.300323745907593
"Mberengwa","2014","04",0.284286917091025,0.457115132995649,0.0363008837126997,0.326811905896585
"Mount Darwin","2014","04",0.348547106008735,0.491402228398267,0.153692842458758,0.35775102201229
"Mudzi","2014","04",0.301713143739459,0.41858881205839,0.123609613191337,0.307891199795912
"Murehwa","2014","04",0.265000784891754,0.394211194847109,0.00346313372207634,0.280269207657044
"Mutare","2014","04",0.25800951725152,0.376313978870306,0.113570351931404,0.283828477441227
"Mutasa","2014","04",0.285748380028034,0.470600162448657,-0.026443251245545,0.314067277823751
"Mutoko","2014","04",0.2938771909181,0.402195195167734,0.0719957908185094,0.305897909256841
"Mwenezi","2014","04",0.300826739122139,0.459238067300852,0.0889721890142717,0.320566906526336
"Nkayi","2014","04",0.324963564144676,0.466391916270139,0.0372093106156106,0.33132619799739
"Nyanga","2014","04",0.298484198311371,0.434853342350738,0.0938355177910217,0.311969792519765
"Rushinga","2014","04",0.316333258006253,0.457687352550833,0.133680138906863,0.328690346623107
"Seke","2014","04",0.261100218527885,0.391868135834437,0.0662976831745015,0.263907712048438
"Shamva","2014","04",0.322363002186449,0.47326417651655,0.109931359228228,0.346999213351245
"Shurugwi","2014","04",0.248959226211025,0.408424534799894,0.0660860400289553,0.270951411778898
"Tsholotsho","2014","04",0.331847265689774,0.437905675308668,0.100436929245683,0.336554863600596
"Umguza","2014","04",0.308289878080336,0.447977416016496,0.0824941780818554,0.310503883702535
