"District","Type","Year","NDVI"
"Wedza","Max","Nov",0.452645701
"Chirumhanzu","Max","Nov",0.403489883
"Gokwe North","Max","Nov",0.381287437
"Gokwe South","Max","Nov",0.382023842
"Gweru","Max","Nov",0.400096605
"Kwekwe","Max","Nov",0.419228298
"Mberengwa","Max","Nov",0.379446769
"Shurugwi","Max","Nov",0.395184971
"Zvishavane","Max","Nov",0.353499823
"Binga","Max","Nov",0.399731892
"Bubi","Max","Nov",0.430041522
"Hwange","Max","Nov",0.4205841
"Lupane","Max","Nov",0.447751009
"Nkayi","Max","Nov",0.449169012
"Tsholotsho","Max","Nov",0.402081838
"Umguza","Max","Nov",0.430053342
"Beitbridge","Max","Nov",0.339315635
"Bulilima (North)","Max","Nov",0.37898613
"Gwanda","Max","Nov",0.363200576
"Insiza","Max","Nov",0.374884762
"Mangwe (South)","Max","Nov",0.390884892
"Matobo","Max","Nov",0.395982574
"Umzingwane","Max","Nov",0.40297247
"Bikita","Max","Nov",0.390802934
"Chiredzi","Max","Nov",0.467203051
"Chivi","Max","Nov",0.328859204
"Gutu","Max","Nov",0.369273948
"Masvingo","Max","Nov",0.41055366
"Mwenezi","Max","Nov",0.425207293
"Zaka","Max","Nov",0.406102776
"Chegutu","Max","Nov",0.405621402
"Hurungwe","Max","Nov",0.384040555
"Kadoma","Max","Nov",0.40693711
"Kariba","Max","Nov",0.375235659
"Makonde","Max","Nov",0.396789969
"Zvimba","Max","Nov",0.379480731
"Harare","Max","Dec",0.530731405
"Bulawayo","Max","Dec",0.514879112
"Buhera","Max","Dec",0.410430514
"Chimanimani","Max","Dec",0.681794428
"Chipinge","Max","Dec",0.59399333
"Makoni","Max","Dec",0.542601244
"Mutare","Max","Dec",0.53712405
"Mutasa","Max","Dec",0.65894285
"Nyanga","Max","Dec",0.603926631
"Bindura","Max","Dec",0.604175552
"Guruve","Max","Dec",0.474078013
"Mount Darwin","Max","Dec",0.520872047
"Mazowe","Max","Dec",0.586612546
"Centenary","Max","Dec",0.486931379
"Rushinga","Max","Dec",0.51876799
"Shamva","Max","Dec",0.589514685
"Chikomba","Max","Dec",0.517295678
"Goromonzi","Max","Dec",0.583505577
"Marondera","Max","Dec",0.557197664
"Mudzi","Max","Dec",0.507084942
"Mutoko","Max","Dec",0.513507216
"Murehwa","Max","Dec",0.542015735
"UMP","Max","Dec",0.525229324
"Seke","Max","Dec",0.550547959
"Wedza","Max","Dec",0.550720121
"Chirumhanzu","Max","Dec",0.510617437
"Gokwe North","Max","Dec",0.549798021
"Gokwe South","Max","Dec",0.52008165
"Gweru","Max","Dec",0.52899726
"Kwekwe","Max","Dec",0.556001414
"Mberengwa","Max","Dec",0.533959122
"Shurugwi","Max","Dec",0.510912929
"Zvishavane","Max","Dec",0.508620819
"Binga","Max","Dec",0.567657407
"Bubi","Max","Dec",0.591595248
"Hwange","Max","Dec",0.606606855
"Lupane","Max","Dec",0.555389028
"Nkayi","Max","Dec",0.555220846
"Tsholotsho","Max","Dec",0.523252418
"Umguza","Max","Dec",0.586902216
"Beitbridge","Max","Dec",0.459677569
"Bulilima (North)","Max","Dec",0.483763726
"Gwanda","Max","Dec",0.535731368
"Insiza","Max","Dec",0.548319991
"Mangwe (South)","Max","Dec",0.511923593
"Matobo","Max","Dec",0.50399456
"Umzingwane","Max","Dec",0.522001779
"Bikita","Max","Dec",0.569439129
"Chiredzi","Max","Dec",0.550106485
"Chivi","Max","Dec",0.463217487
"Gutu","Max","Dec",0.458390116
"Masvingo","Max","Dec",0.542970524
"Mwenezi","Max","Dec",0.568343464
"Zaka","Max","Dec",0.528781863
"Chegutu","Max","Dec",0.573057098
"Hurungwe","Max","Dec",0.567985149
"Kadoma","Max","Dec",0.573422065
"Kariba","Max","Dec",0.507766605
"Makonde","Max","Dec",0.57779155
"Zvimba","Max","Dec",0.581948936
"Harare","Min","Jan",0.568969949
"Bulawayo","Min","Jan",0.5376156
"Buhera","Min","Jan",0.393181596
"Chimanimani","Min","Jan",0.687038851
"Chipinge","Min","Jan",0.601768196
"Makoni","Min","Jan",0.568138774
"Mutare","Min","Jan",0.530862641
"Mutasa","Min","Jan",0.654912568
"Nyanga","Min","Jan",0.632026929
"Bindura","Min","Jan",0.658028479
"Guruve","Min","Jan",0.64061225
"Mount Darwin","Min","Jan",0.650834924
"Mazowe","Min","Jan",0.650729966
"Centenary","Min","Jan",0.638981552
"Rushinga","Min","Jan",0.691846026
"Shamva","Min","Jan",0.654005947
"Chikomba","Min","Jan",0.555353876
"Goromonzi","Min","Jan",0.618964382
"Marondera","Min","Jan",0.588709846
"Mudzi","Min","Jan",0.615165478
"Mutoko","Min","Jan",0.57518639
"Murehwa","Min","Jan",0.568980734
"UMP","Min","Jan",0.606733708
"Seke","Min","Jan",0.599502985
"Wedza","Min","Jan",0.57886444
"Chirumhanzu","Min","Jan",0.545709033
"Gokwe North","Min","Jan",0.617037014
"Gokwe South","Min","Jan",0.571427347
"Gweru","Min","Jan",0.563185086
"Kwekwe","Min","Jan",0.609527549
"Mberengwa","Min","Jan",0.515885881
"Shurugwi","Min","Jan",0.546551036
"Zvishavane","Min","Jan",0.484440197
"Binga","Min","Jan",0.617813842
"Bubi","Min","Jan",0.607532268
"Hwange","Min","Jan",0.636181397
"Lupane","Min","Jan",0.614372828
"Nkayi","Min","Jan",0.605086718
"Tsholotsho","Min","Jan",0.54354865
"Umguza","Min","Jan",0.621099502
"Beitbridge","Min","Jan",0.396876069
"Bulilima (North)","Min","Jan",0.462453508
"Gwanda","Min","Jan",0.491629629
"Insiza","Min","Jan",0.558404113
"Mangwe (South)","Min","Jan",0.496164442
"Matobo","Min","Jan",0.498642155
"Umzingwane","Min","Jan",0.559002453
"Bikita","Min","Jan",0.517150201
"Chiredzi","Min","Jan",0.543088707
"Chivi","Min","Jan",0.469603712
"Gutu","Min","Jan",0.479851461
"Masvingo","Min","Jan",0.550800221
"Mwenezi","Min","Jan",0.504336341
"Zaka","Min","Jan",0.530525739
"Chegutu","Min","Jan",0.5880874
"Hurungwe","Min","Jan",0.692917754
"Kadoma","Min","Jan",0.63498195
"Kariba","Min","Jan",0.541950341
"Makonde","Min","Jan",0.660295887
"Zvimba","Min","Jan",0.64844242
"Harare","Min","Feb",0.585167051
"Bulawayo","Min","Feb",0.524430155
"Buhera","Min","Feb",0.405898789
"Chimanimani","Min","Feb",0.691717614
"Chipinge","Min","Feb",0.61015507
"Makoni","Min","Feb",0.580209961
"Mutare","Min","Feb",0.560158254
"Mutasa","Min","Feb",0.698603329
"Nyanga","Min","Feb",0.633510482
"Bindura","Min","Feb",0.713364105
"Guruve","Min","Feb",0.674723122
"Mount Darwin","Min","Feb",0.677740003
"Mazowe","Min","Feb",0.699170906
"Centenary","Min","Feb",0.640223577
"Rushinga","Min","Feb",0.684846585
"Shamva","Min","Feb",0.706957034
"Chikomba","Min","Feb",0.549867522
"Goromonzi","Min","Feb",0.638565103
"Marondera","Min","Feb",0.56727456
"Mudzi","Min","Feb",0.59946003
"Mutoko","Min","Feb",0.603215241
"Murehwa","Min","Feb",0.603619455
"UMP","Min","Feb",0.635073293
"Seke","Min","Feb",0.560368641
"Wedza","Min","Feb",0.576469737
"Chirumhanzu","Min","Feb",0.534431931
"Gokwe North","Min","Feb",0.634294382
"Gokwe South","Min","Feb",0.567760004
"Gweru","Min","Feb",0.556555597
"Kwekwe","Min","Feb",0.592170393
"Mberengwa","Min","Feb",0.536675962
"Shurugwi","Min","Feb",0.53339769
"Zvishavane","Min","Feb",0.540931403
"Binga","Min","Feb",0.613130205
"Bubi","Min","Feb",0.594575018
"Hwange","Min","Feb",0.625852556
"Lupane","Min","Feb",0.583875665
"Nkayi","Min","Feb",0.586567466
"Tsholotsho","Min","Feb",0.546362733
"Umguza","Min","Feb",0.603240835
"Beitbridge","Min","Feb",0.452762262
"Bulilima (North)","Min","Feb",0.47692753
"Gwanda","Min","Feb",0.519969433
"Insiza","Min","Feb",0.544799233
"Mangwe (South)","Min","Feb",0.482218863
"Matobo","Min","Feb",0.52198637
"Umzingwane","Min","Feb",0.565533418
"Bikita","Min","Feb",0.538409749
"Chiredzi","Min","Feb",0.584212966
"Chivi","Min","Feb",0.497920085
"Gutu","Min","Feb",0.489123326
"Masvingo","Min","Feb",0.566246231
"Mwenezi","Min","Feb",0.5921142
"Zaka","Min","Feb",0.575090999
"Chegutu","Min","Feb",0.592393956
"Hurungwe","Min","Feb",0.705155494
"Kadoma","Min","Feb",0.619383522
"Kariba","Min","Feb",0.521136072
"Makonde","Min","Feb",0.706767839
"Zvimba","Min","Feb",0.652968834
"Harare","Min","Mar",0.55243599
"Bulawayo","Min","Mar",0.488092417
"Buhera","Min","Mar",0.363298686
"Chimanimani","Min","Mar",0.665212337
"Chipinge","Min","Mar",0.528947449
"Makoni","Min","Mar",0.571930495
"Mutare","Min","Mar",0.532803445
"Mutasa","Min","Mar",0.687549434
"Nyanga","Min","Mar",0.637190929
"Bindura","Min","Mar",0.682684407
"Guruve","Min","Mar",0.663426874
"Mount Darwin","Min","Mar",0.656782664
"Mazowe","Min","Mar",0.67822924
"Centenary","Min","Mar",0.629323702
"Rushinga","Min","Mar",0.672609782
"Shamva","Min","Mar",0.680967935
"Chikomba","Min","Mar",0.527504694
"Goromonzi","Min","Mar",0.627191277
"Marondera","Min","Mar",0.568760852
"Mudzi","Min","Mar",0.583803598
"Mutoko","Min","Mar",0.579939968
"Murehwa","Min","Mar",0.599148349
"UMP","Min","Mar",0.609416638
"Seke","Min","Mar",0.543286418
"Wedza","Min","Mar",0.55815811
"Chirumhanzu","Min","Mar",0.51346902
"Gokwe North","Min","Mar",0.637166885
"Gokwe South","Min","Mar",0.58034091
"Gweru","Min","Mar",0.550634129
"Kwekwe","Min","Mar",0.583556259
"Mberengwa","Min","Mar",0.500785012
"Shurugwi","Min","Mar",0.517050441
"Zvishavane","Min","Mar",0.499623463
"Binga","Min","Mar",0.59294309
"Bubi","Min","Mar",0.574542024
"Hwange","Min","Mar",0.589099053
"Lupane","Min","Mar",0.59171236
"Nkayi","Min","Mar",0.58809313
"Tsholotsho","Min","Mar",0.526791182
"Umguza","Min","Mar",0.578696187
"Beitbridge","Min","Mar",0.399775007
"Bulilima (North)","Min","Mar",0.454057773
"Gwanda","Min","Mar",0.460631534
"Insiza","Min","Mar",0.512690948
"Mangwe (South)","Min","Mar",0.438122297
"Matobo","Min","Mar",0.478308249
"Umzingwane","Min","Mar",0.523036351
"Bikita","Min","Mar",0.446462433
"Chiredzi","Min","Mar",0.496386175
"Chivi","Min","Mar",0.446197845
"Gutu","Min","Mar",0.45501925
"Masvingo","Min","Mar",0.513533692
"Mwenezi","Min","Mar",0.503033317
"Zaka","Min","Mar",0.483548881
"Chegutu","Min","Mar",0.581233761
"Hurungwe","Min","Mar",0.669680415
"Kadoma","Min","Mar",0.609905811
"Kariba","Min","Mar",0.499882363
"Makonde","Min","Mar",0.680775531
"Zvimba","Min","Mar",0.646599522
"Harare","Min","Apr",0.485784117
"Bulawayo","Min","Apr",0.44614305
"Buhera","Min","Apr",0.342551911
"Chimanimani","Min","Apr",0.656122346
"Chipinge","Min","Apr",0.522541798
"Makoni","Min","Apr",0.518612756
"Mutare","Min","Apr",0.516849238
"Mutasa","Min","Apr",0.673729691
"Nyanga","Min","Apr",0.587049816
"Bindura","Min","Apr",0.595914954
"Guruve","Min","Apr",0.556931551
"Mount Darwin","Min","Apr",0.533127364
"Mazowe","Min","Apr",0.565158655
"Centenary","Min","Apr",0.541441969
"Rushinga","Min","Apr",0.562701566
"Shamva","Min","Apr",0.595730928
"Chikomba","Min","Apr",0.476005572
"Goromonzi","Min","Apr",0.54550227
"Marondera","Min","Apr",0.512663988
"Mudzi","Min","Apr",0.506900047
"Mutoko","Min","Apr",0.496066261
"Murehwa","Min","Apr",0.531023343
"UMP","Min","Apr",0.513616581
"Seke","Min","Apr",0.466206229
"Wedza","Min","Apr",0.51963195
"Chirumhanzu","Min","Apr",0.473217409
"Gokwe North","Min","Apr",0.532197736
"Gokwe South","Min","Apr",0.501646812
"Gweru","Min","Apr",0.508217755
"Kwekwe","Min","Apr",0.510386947
"Mberengwa","Min","Apr",0.49614157
"Shurugwi","Min","Apr",0.507010123
"Zvishavane","Min","Apr",0.472388567
"Binga","Min","Apr",0.486782034
"Bubi","Min","Apr",0.535048398
"Hwange","Min","Apr",0.502041939
"Lupane","Min","Apr",0.538387279
"Nkayi","Min","Apr",0.526159486
"Tsholotsho","Min","Apr",0.492006712
"Umguza","Min","Apr",0.542440489
"Beitbridge","Min","Apr",0.370405539
"Bulilima (North)","Min","Apr",0.438196079
"Gwanda","Min","Apr",0.427164806
"Insiza","Min","Apr",0.482010472
"Mangwe (South)","Min","Apr",0.451774974
"Matobo","Min","Apr",0.453612325
"Umzingwane","Min","Apr",0.494717839
"Bikita","Min","Apr",0.444308054
"Chiredzi","Min","Apr",0.485753456
"Chivi","Min","Apr",0.432397602
"Gutu","Min","Apr",0.435006831
"Masvingo","Min","Apr",0.510174336
"Mwenezi","Min","Apr",0.478943628
"Zaka","Min","Apr",0.476812384
"Chegutu","Min","Apr",0.492595134
"Hurungwe","Min","Apr",0.555691646
"Kadoma","Min","Apr",0.518927118
"Kariba","Min","Apr",0.392022745
"Makonde","Min","Apr",0.589994959
"Zvimba","Min","Apr",0.536698377
"Harare","Min","May",0.435487659
"Bulawayo","Min","May",0.420873316
"Buhera","Min","May",0.313373257
"Chimanimani","Min","May",0.602710733
"Chipinge","Min","May",0.48143355
"Makoni","Min","May",0.442998885
"Mutare","Min","May",0.44097198
"Mutasa","Min","May",0.619182886
"Nyanga","Min","May",0.519078081
"Bindura","Min","May",0.502695789
"Guruve","Min","May",0.462202299
"Mount Darwin","Min","May",0.448382558
"Mazowe","Min","May",0.47574463
"Centenary","Min","May",0.459045381
"Rushinga","Min","May",0.457363891
"Shamva","Min","May",0.525386332
"Chikomba","Min","May",0.410611489
"Goromonzi","Min","May",0.474358695
"Marondera","Min","May",0.44915042
"Mudzi","Min","May",0.409679984
"Mutoko","Min","May",0.432293172
"Murehwa","Min","May",0.464895631
"UMP","Min","May",0.445231286
"Seke","Min","May",0.407851016
"Wedza","Min","May",0.443524373
"Chirumhanzu","Min","May",0.415717272
"Gokwe North","Min","May",0.452966926
"Gokwe South","Min","May",0.448596519
"Gweru","Min","May",0.434117086
"Kwekwe","Min","May",0.470739734
"Mberengwa","Min","May",0.425844584
"Shurugwi","Min","May",0.438161765
"Zvishavane","Min","May",0.40688615
"Binga","Min","May",0.41239816
"Bubi","Min","May",0.481312849
"Hwange","Min","May",0.435543774
"Lupane","Min","May",0.488367069
"Nkayi","Min","May",0.485147825
"Tsholotsho","Min","May",0.445048739
"Umguza","Min","May",0.499622062
"Beitbridge","Min","May",0.337130751
"Bulilima (North)","Min","May",0.418306561
"Gwanda","Min","May",0.37015802
"Insiza","Min","May",0.421479776
"Mangwe (South)","Min","May",0.41011422
"Matobo","Min","May",0.395164436
"Umzingwane","Min","May",0.445365466
"Bikita","Min","May",0.410863295
"Chiredzi","Min","May",0.44903721
"Chivi","Min","May",0.370809419
"Gutu","Min","May",0.375091613
"Masvingo","Min","May",0.434858899
"Mwenezi","Min","May",0.413876863
"Zaka","Min","May",0.438849681
"Chegutu","Min","May",0.441267493
"Hurungwe","Min","May",0.463471273
"Kadoma","Min","May",0.453612382
"Kariba","Min","May",0.323073022
"Makonde","Min","May",0.505572376
"Zvimba","Min","May",0.458210987
"Harare","Min","Jun",0.353884265
"Bulawayo","Min","Jun",0.327854166
"Buhera","Min","Jun",0.278541912
"Chimanimani","Min","Jun",0.541403285
"Chipinge","Min","Jun",0.421486649
"Makoni","Min","Jun",0.372874139
"Mutare","Min","Jun",0.38189892
"Mutasa","Min","Jun",0.55193966
"Nyanga","Min","Jun",0.453489702
"Bindura","Min","Jun",0.41617221
"Guruve","Min","Jun",0.397110171
"Mount Darwin","Min","Jun",0.371693308
"Mazowe","Min","Jun",0.393517765
"Centenary","Min","Jun",0.392023589
"Rushinga","Min","Jun",0.374110246
"Shamva","Min","Jun",0.437662169
"Chikomba","Min","Jun",0.34013304
"Goromonzi","Min","Jun",0.387594048
"Marondera","Min","Jun",0.370541146
"Mudzi","Min","Jun",0.348462451
"Mutoko","Min","Jun",0.37104864
"Murehwa","Min","Jun",0.385806209
"UMP","Min","Jun",0.374608192
"Seke","Min","Jun",0.336155749
"Wedza","Min","Jun",0.36801836
"Chirumhanzu","Min","Jun",0.348945263
"Gokwe North","Min","Jun",0.364382306
"Gokwe South","Min","Jun",0.375403416
"Gweru","Min","Jun",0.35245319
"Kwekwe","Min","Jun",0.377878344
"Mberengwa","Min","Jun",0.361345858
"Shurugwi","Min","Jun",0.361418007
"Zvishavane","Min","Jun",0.348143274
"Binga","Min","Jun",0.333534815
"Bubi","Min","Jun",0.37512408
"Hwange","Min","Jun",0.360972914
"Lupane","Min","Jun",0.406575191
"Nkayi","Min","Jun",0.390806354
"Tsholotsho","Min","Jun",0.365360376
"Umguza","Min","Jun",0.385684794
"Beitbridge","Min","Jun",0.301018462
"Bulilima (North)","Min","Jun",0.346368715
"Gwanda","Min","Jun",0.322424368
"Insiza","Min","Jun",0.341983083
"Mangwe (South)","Min","Jun",0.334250601
"Matobo","Min","Jun",0.337550882
"Umzingwane","Min","Jun",0.363362829
"Bikita","Min","Jun",0.355418011
"Chiredzi","Min","Jun",0.389225443
"Chivi","Min","Jun",0.326308083
"Gutu","Min","Jun",0.318824937
"Masvingo","Min","Jun",0.367532495
"Mwenezi","Min","Jun",0.359764521
"Zaka","Min","Jun",0.373328435
"Chegutu","Min","Jun",0.356038604
"Hurungwe","Min","Jun",0.392480214
"Kadoma","Min","Jun",0.36459848
"Kariba","Min","Jun",0.240519566
"Makonde","Min","Jun",0.410797926
"Zvimba","Min","Jun",0.36895313
"Harare","Min","Jul",0.312151584
"Bulawayo","Min","Jul",0.278282225
"Buhera","Min","Jul",0.252783023
"Chimanimani","Min","Jul",0.493003406
"Chipinge","Min","Jul",0.393417652
"Makoni","Min","Jul",0.326690829
"Mutare","Min","Jul",0.334146686
"Mutasa","Min","Jul",0.488521089
"Nyanga","Min","Jul",0.399059466
"Bindura","Min","Jul",0.371267752
"Guruve","Min","Jul",0.354816318
"Mount Darwin","Min","Jul",0.334895586
"Mazowe","Min","Jul",0.350308798
"Centenary","Min","Jul",0.351526523
"Rushinga","Min","Jul",0.340099534
"Shamva","Min","Jul",0.382642291
"Chikomba","Min","Jul",0.305243899
"Goromonzi","Min","Jul",0.347228746
"Marondera","Min","Jul",0.326890846
"Mudzi","Min","Jul",0.317973107
"Mutoko","Min","Jul",0.331019476
"Murehwa","Min","Jul",0.34318548
"UMP","Min","Jul",0.340016055
"Seke","Min","Jul",0.301263708
"Wedza","Min","Jul",0.327307076
"Chirumhanzu","Min","Jul",0.314744728
"Gokwe North","Min","Jul",0.320101975
"Gokwe South","Min","Jul",0.332758588
"Gweru","Min","Jul",0.31282397
"Kwekwe","Min","Jul",0.327465781
"Mberengwa","Min","Jul",0.328533979
"Shurugwi","Min","Jul",0.319316056
"Zvishavane","Min","Jul",0.310054334
"Binga","Min","Jul",0.289523357
"Bubi","Min","Jul",0.320511943
"Hwange","Min","Jul",0.323341278
"Lupane","Min","Jul",0.353088383
"Nkayi","Min","Jul",0.334426852
"Tsholotsho","Min","Jul",0.319663489
"Umguza","Min","Jul",0.323704241
"Beitbridge","Min","Jul",0.274398476
"Bulilima (North)","Min","Jul",0.300044385
"Gwanda","Min","Jul",0.295714463
"Insiza","Min","Jul",0.300087548
"Mangwe (South)","Min","Jul",0.292666995
"Matobo","Min","Jul",0.302689792
"Umzingwane","Min","Jul",0.316582659
"Bikita","Min","Jul",0.331315509
"Chiredzi","Min","Jul",0.353693639
"Chivi","Min","Jul",0.306310871
"Gutu","Min","Jul",0.288968613
"Masvingo","Min","Jul",0.34007612
"Mwenezi","Min","Jul",0.331082698
"Zaka","Min","Jul",0.360152771
"Chegutu","Min","Jul",0.312040733
"Hurungwe","Min","Jul",0.352041875
"Kadoma","Min","Jul",0.320694265
"Kariba","Min","Jul",0.202036102
"Makonde","Min","Jul",0.353244669
"Zvimba","Min","Jul",0.321036117
"Harare","Min","Aug",0.290981615
"Bulawayo","Min","Aug",0.258999725
"Buhera","Min","Aug",0.236211197
"Chimanimani","Min","Aug",0.461785666
"Chipinge","Min","Aug",0.363266953
"Makoni","Min","Aug",0.29787477
"Mutare","Min","Aug",0.307193184
"Mutasa","Min","Aug",0.444051011
"Nyanga","Min","Aug",0.366474306
"Bindura","Min","Aug",0.328804887
"Guruve","Min","Aug",0.313059501
"Mount Darwin","Min","Aug",0.300322521
"Mazowe","Min","Aug",0.316662969
"Centenary","Min","Aug",0.309245811
"Rushinga","Min","Aug",0.309583636
"Shamva","Min","Aug",0.334636567
"Chikomba","Min","Aug",0.283377016
"Goromonzi","Min","Aug",0.316348913
"Marondera","Min","Aug",0.301240038
"Mudzi","Min","Aug",0.295538716
"Mutoko","Min","Aug",0.300088061
"Murehwa","Min","Aug",0.310335406
"UMP","Min","Aug",0.306254514
"Seke","Min","Aug",0.28152003
"Wedza","Min","Aug",0.297690943
"Chirumhanzu","Min","Aug",0.293968549
"Gokwe North","Min","Aug",0.289184469
"Gokwe South","Min","Aug",0.304233199
"Gweru","Min","Aug",0.28843562
"Kwekwe","Min","Aug",0.304285648
"Mberengwa","Min","Aug",0.294992284
"Shurugwi","Min","Aug",0.293797418
"Zvishavane","Min","Aug",0.283630495
"Binga","Min","Aug",0.272833122
"Bubi","Min","Aug",0.301529445
"Hwange","Min","Aug",0.3042311
"Lupane","Min","Aug",0.330355967
"Nkayi","Min","Aug",0.309658447
"Tsholotsho","Min","Aug",0.298043985
"Umguza","Min","Aug",0.305188045
"Beitbridge","Min","Aug",0.252279067
"Bulilima (North)","Min","Aug",0.27495566
"Gwanda","Min","Aug",0.273933593
"Insiza","Min","Aug",0.278029919
"Mangwe (South)","Min","Aug",0.273947353
"Matobo","Min","Aug",0.283962478
"Umzingwane","Min","Aug",0.289515993
"Bikita","Min","Aug",0.301646672
"Chiredzi","Min","Aug",0.315111495
"Chivi","Min","Aug",0.281260021
"Gutu","Min","Aug",0.268105823
"Masvingo","Min","Aug",0.314405017
"Mwenezi","Min","Aug",0.302448899
"Zaka","Min","Aug",0.339052912
"Chegutu","Min","Aug",0.2831667
"Hurungwe","Min","Aug",0.312920778
"Kadoma","Min","Aug",0.294881192
"Kariba","Min","Aug",0.181997669
"Makonde","Min","Aug",0.310985372
"Zvimba","Min","Aug",0.288694426
"Harare","Min","Sep",0.291034043
"Bulawayo","Min","Sep",0.25415915
"Buhera","Min","Sep",0.233080664
"Chimanimani","Min","Sep",0.447868348
"Chipinge","Min","Sep",0.335674426
"Makoni","Min","Sep",0.29503586
"Mutare","Min","Sep",0.297686327
"Mutasa","Min","Sep",0.423948688
"Nyanga","Min","Sep",0.357379586
"Bindura","Min","Sep",0.31294078
"Guruve","Min","Sep",0.2940413
"Mount Darwin","Min","Sep",0.286139071
"Mazowe","Min","Sep",0.31304797
"Centenary","Min","Sep",0.286818902
"Rushinga","Min","Sep",0.292514227
"Shamva","Min","Sep",0.312475456
"Chikomba","Min","Sep",0.281949969
"Goromonzi","Min","Sep",0.312673685
"Marondera","Min","Sep",0.300870745
"Mudzi","Min","Sep",0.285054364
"Mutoko","Min","Sep",0.291123302
"Murehwa","Min","Sep",0.303454655
"UMP","Min","Sep",0.294928761
"Seke","Min","Sep",0.280304065
"Wedza","Min","Sep",0.294264218
"Chirumhanzu","Min","Sep",0.295036574
"Gokwe North","Min","Sep",0.274029228
"Gokwe South","Min","Sep",0.290454025
"Gweru","Min","Sep",0.286056192
"Kwekwe","Min","Sep",0.298730181
"Mberengwa","Min","Sep",0.282258967
"Shurugwi","Min","Sep",0.29379524
"Zvishavane","Min","Sep",0.274958092
"Binga","Min","Sep",0.274099631
"Bubi","Min","Sep",0.290811909
"Hwange","Min","Sep",0.291596998
"Lupane","Min","Sep",0.319669285
"Nkayi","Min","Sep",0.299646112
"Tsholotsho","Min","Sep",0.287637243
"Umguza","Min","Sep",0.293260762
"Beitbridge","Min","Sep",0.239792119
"Bulilima (North)","Min","Sep",0.263185946
"Gwanda","Min","Sep",0.261844639
"Insiza","Min","Sep",0.274288367
"Mangwe (South)","Min","Sep",0.261422235
"Matobo","Min","Sep",0.270048319
"Umzingwane","Min","Sep",0.277390749
"Bikita","Min","Sep",0.282228174
"Chiredzi","Min","Sep",0.285193515
"Chivi","Min","Sep",0.264360479
"Gutu","Min","Sep",0.267031437
"Masvingo","Min","Sep",0.297983039
"Mwenezi","Min","Sep",0.283834324
"Zaka","Min","Sep",0.307466458
"Chegutu","Min","Sep",0.278841731
"Hurungwe","Min","Sep",0.297958672
"Kadoma","Min","Sep",0.287547996
"Kariba","Min","Sep",0.194254663
"Makonde","Min","Sep",0.29413166
"Zvimba","Min","Sep",0.281338944
"Harare","Min","Oct",0.306733477
"Bulawayo","Min","Oct",0.256358352
"Buhera","Min","Oct",0.228327974
"Chimanimani","Min","Oct",0.448075026
"Chipinge","Min","Oct",0.334743835
"Makoni","Min","Oct",0.299416638
"Mutare","Min","Oct",0.300818486
"Mutasa","Min","Oct",0.431872775
"Nyanga","Min","Oct",0.36606833
"Bindura","Min","Oct",0.312780221
"Guruve","Min","Oct",0.293187098
"Mount Darwin","Min","Oct",0.282035474
"Mazowe","Min","Oct",0.317992191
"Centenary","Min","Oct",0.287709463
"Rushinga","Min","Oct",0.293101906
"Shamva","Min","Oct",0.312300402
"Chikomba","Min","Oct",0.289562169
"Goromonzi","Min","Oct",0.320464756
"Marondera","Min","Oct",0.310422972
"Mudzi","Min","Oct",0.282445885
"Mutoko","Min","Oct",0.291448244
"Murehwa","Min","Oct",0.307101971
"UMP","Min","Oct",0.292973763
"Seke","Min","Oct",0.286235262
"Wedza","Min","Oct",0.296467178
"Chirumhanzu","Min","Oct",0.297849475
"Gokwe North","Min","Oct",0.275963372
"Gokwe South","Min","Oct",0.291927497
"Gweru","Min","Oct",0.287196494
"Kwekwe","Min","Oct",0.301783065
"Mberengwa","Min","Oct",0.278994427
"Shurugwi","Min","Oct",0.298328618
"Zvishavane","Min","Oct",0.27232307
"Binga","Min","Oct",0.282172773
"Bubi","Min","Oct",0.293568818
"Hwange","Min","Oct",0.301185691
"Lupane","Min","Oct",0.324493095
"Nkayi","Min","Oct",0.301945404
"Tsholotsho","Min","Oct",0.291256608
"Umguza","Min","Oct",0.296987536
"Beitbridge","Min","Oct",0.234792402
"Bulilima (North)","Min","Oct",0.262840726
"Gwanda","Min","Oct",0.258451586
"Insiza","Min","Oct",0.271997803
"Mangwe (South)","Min","Oct",0.262004378
"Matobo","Min","Oct",0.27035067
"Umzingwane","Min","Oct",0.279366025
"Bikita","Min","Oct",0.281933978
"Chiredzi","Min","Oct",0.28041166
"Chivi","Min","Oct",0.261401295
"Gutu","Min","Oct",0.270114133
"Masvingo","Min","Oct",0.295725016
"Mwenezi","Min","Oct",0.28273699
"Zaka","Min","Oct",0.297854094
"Chegutu","Min","Oct",0.280876396
"Hurungwe","Min","Oct",0.299293669
"Kadoma","Min","Oct",0.29058799
"Kariba","Min","Oct",0.239727487
"Makonde","Min","Oct",0.299617655
"Zvimba","Min","Oct",0.285398482
"Harare","Min","Nov",0.341990886
"Bulawayo","Min","Nov",0.278402954
"Buhera","Min","Nov",0.237124017
"Chimanimani","Min","Nov",0.48053255
"Chipinge","Min","Nov",0.348416103
"Makoni","Min","Nov",0.361937195
"Mutare","Min","Nov",0.331201095
"Mutasa","Min","Nov",0.481447834
"Nyanga","Min","Nov",0.441620015
"Bindura","Min","Nov",0.358759959
