"District","Type","Year","NDVI"
"Mangwe (South)","Average","Nov",0.290782165566667
"Matobo","Average","Nov",0.3030317203
"Umzingwane","Average","Nov",0.3268699613
"Bikita","Average","Nov",0.3205289218
"Chiredzi","Average","Nov",0.3580693279
"Chivi","Average","Nov",0.2854402451
"Gutu","Average","Nov",0.315704663266667
"Masvingo","Average","Nov",0.339560712066667
"Mwenezi","Average","Nov",0.335966979733333
"Zaka","Average","Nov",0.3414898328
"Chegutu","Average","Nov",0.334759886033333
"Hurungwe","Average","Nov",0.321515627566667
"Kadoma","Average","Nov",0.330541416333333
"Kariba","Average","Nov",0.308915022066667
"Makonde","Average","Nov",0.338392819266667
"Zvimba","Average","Nov",0.3300448613
"Harare","Average","Dec",0.460665065096774
"Bulawayo","Average","Dec",0.445981693290323
"Buhera","Average","Dec",0.358760045580645
"Chimanimani","Average","Dec",0.638603259516129
"Chipinge","Average","Dec",0.547715560354839
"Makoni","Average","Dec",0.490486914709677
"Mutare","Average","Dec",0.491728856096774
"Mutasa","Average","Dec",0.609185173
"Nyanga","Average","Dec",0.554833606967742
"Bindura","Average","Dec",0.478055368258064
"Guruve","Average","Dec",0.370034061451613
"Mount Darwin","Average","Dec",0.385503718064516
"Mazowe","Average","Dec",0.469179038354839
"Centenary","Average","Dec",0.372936813258064
"Rushinga","Average","Dec",0.435581974225806
"Shamva","Average","Dec",0.456871860548387
"Chikomba","Average","Dec",0.457850952096774
"Goromonzi","Average","Dec",0.504608488903226
"Marondera","Average","Dec",0.507045178903226
"Mudzi","Average","Dec",0.429219267645161
"Mutoko","Average","Dec",0.437847279516129
"Murehwa","Average","Dec",0.467834092516129
"UMP","Average","Dec",0.434346002290323
"Seke","Average","Dec",0.488020967451613
"Wedza","Average","Dec",0.499879108064516
"Chirumhanzu","Average","Dec",0.452603771419355
"Gokwe North","Average","Dec",0.477291705225806
"Gokwe South","Average","Dec",0.465438218516129
"Gweru","Average","Dec",0.468601353612903
"Kwekwe","Average","Dec",0.492292726774194
"Mberengwa","Average","Dec",0.461296971677419
"Shurugwi","Average","Dec",0.449430763903226
"Zvishavane","Average","Dec",0.421868285645161
"Binga","Average","Dec",0.500610869709677
"Bubi","Average","Dec",0.521338308096774
"Hwange","Average","Dec",0.536753103548387
"Lupane","Average","Dec",0.512235271709677
"Nkayi","Average","Dec",0.511825145193548
"Tsholotsho","Average","Dec",0.477941925548387
"Umguza","Average","Dec",0.521142874612903
"Beitbridge","Average","Dec",0.415786529935484
"Bulilima (North)","Average","Dec",0.44913084083871
"Gwanda","Average","Dec",0.46356952716129
"Insiza","Average","Dec",0.460084043870968
"Mangwe (South)","Average","Dec",0.468173999451613
"Matobo","Average","Dec",0.464078925612903
"Umzingwane","Average","Dec",0.465364162451613
"Bikita","Average","Dec",0.491101943064516
"Chiredzi","Average","Dec",0.521195486354839
"Chivi","Average","Dec",0.388448687064516
"Gutu","Average","Dec",0.413755925903226
"Masvingo","Average","Dec",0.470440262806452
"Mwenezi","Average","Dec",0.50156163383871
"Zaka","Average","Dec",0.466871503709677
"Chegutu","Average","Dec",0.490946481419355
"Hurungwe","Average","Dec",0.46531913716129
"Kadoma","Average","Dec",0.494658737129032
"Kariba","Average","Dec",0.452654161903226
"Makonde","Average","Dec",0.480011399451613
"Zvimba","Average","Dec",0.480448346677419
"Harare","Max","Jan",0.636783586
"Bulawayo","Max","Jan",0.643026388
"Buhera","Max","Jan",0.470924878
"Chimanimani","Max","Jan",0.733876558
"Chipinge","Max","Jan",0.698836012
"Makoni","Max","Jan",0.641649178
"Mutare","Max","Jan",0.597542348
"Mutasa","Max","Jan",0.724523223
"Nyanga","Max","Jan",0.694270368
"Bindura","Max","Jan",0.738495577
"Guruve","Max","Jan",0.739724084
"Mount Darwin","Max","Jan",0.716202534
"Mazowe","Max","Jan",0.732527274
"Centenary","Max","Jan",0.728635551
"Rushinga","Max","Jan",0.75620294
"Shamva","Max","Jan",0.7453478
"Chikomba","Max","Jan",0.609082337
"Goromonzi","Max","Jan",0.68084532
"Marondera","Max","Jan",0.640413399
"Mudzi","Max","Jan",0.700305767
"Mutoko","Max","Jan",0.660452551
"Murehwa","Max","Jan",0.648337834
"UMP","Max","Jan",0.676697311
"Seke","Max","Jan",0.647818932
"Wedza","Max","Jan",0.635591875
"Chirumhanzu","Max","Jan",0.598476383
"Gokwe North","Max","Jan",0.703100521
"Gokwe South","Max","Jan",0.637789035
"Gweru","Max","Jan",0.622491954
"Kwekwe","Max","Jan",0.664112814
"Mberengwa","Max","Jan",0.627376336
"Shurugwi","Max","Jan",0.604950017
"Zvishavane","Max","Jan",0.601691596
"Binga","Max","Jan",0.680642254
"Bubi","Max","Jan",0.677524261
"Hwange","Max","Jan",0.691824877
"Lupane","Max","Jan",0.650705941
"Nkayi","Max","Jan",0.658360231
"Tsholotsho","Max","Jan",0.607308507
"Umguza","Max","Jan",0.695096949
"Beitbridge","Max","Jan",0.565541389
"Bulilima (North)","Max","Jan",0.551828456
"Gwanda","Max","Jan",0.632194232
"Insiza","Max","Jan",0.630628542
"Mangwe (South)","Max","Jan",0.585883016
"Matobo","Max","Jan",0.609030509
"Umzingwane","Max","Jan",0.645392468
"Bikita","Max","Jan",0.645394813
"Chiredzi","Max","Jan",0.656114452
"Chivi","Max","Jan",0.603260464
"Gutu","Max","Jan",0.536704263
"Masvingo","Max","Jan",0.63679096
"Mwenezi","Max","Jan",0.64932126
"Zaka","Max","Jan",0.632795592
"Chegutu","Max","Jan",0.65427646
"Hurungwe","Max","Jan",0.767566801
"Kadoma","Max","Jan",0.681365184
"Kariba","Max","Jan",0.644187243
"Makonde","Max","Jan",0.735200896
"Zvimba","Max","Jan",0.704353693
"Harare","Max","Feb",0.605210702
"Bulawayo","Max","Feb",0.566191859
"Buhera","Max","Feb",0.471068259
"Chimanimani","Max","Feb",0.726623542
"Chipinge","Max","Feb",0.69245005
"Makoni","Max","Feb",0.625878655
"Mutare","Max","Feb",0.595094391
"Mutasa","Max","Feb",0.720375441
"Nyanga","Max","Feb",0.676443787
"Bindura","Max","Feb",0.736715613
"Guruve","Max","Feb",0.716153405
"Mount Darwin","Max","Feb",0.717446163
"Mazowe","Max","Feb",0.725080617
"Centenary","Max","Feb",0.685004314
"Rushinga","Max","Feb",0.744006838
"Shamva","Max","Feb",0.7450452
"Chikomba","Max","Feb",0.587714524
"Goromonzi","Max","Feb",0.661174343
"Marondera","Max","Feb",0.614138861
"Mudzi","Max","Feb",0.663850772
"Mutoko","Max","Feb",0.634018183
"Murehwa","Max","Feb",0.628712508
"UMP","Max","Feb",0.671880896
"Seke","Max","Feb",0.608759117
"Wedza","Max","Feb",0.626369835
"Chirumhanzu","Max","Feb",0.575474149
"Gokwe North","Max","Feb",0.689946645
"Gokwe South","Max","Feb",0.625010952
"Gweru","Max","Feb",0.591993266
"Kwekwe","Max","Feb",0.640513342
"Mberengwa","Max","Feb",0.602872333
"Shurugwi","Max","Feb",0.582175285
"Zvishavane","Max","Feb",0.5848639
"Binga","Max","Feb",0.664680891
"Bubi","Max","Feb",0.627548521
"Hwange","Max","Feb",0.679669104
"Lupane","Max","Feb",0.623622276
"Nkayi","Max","Feb",0.629334694
"Tsholotsho","Max","Feb",0.577872928
"Umguza","Max","Feb",0.64128075
"Beitbridge","Max","Feb",0.571133447
"Bulilima (North)","Max","Feb",0.506495335
"Gwanda","Max","Feb",0.614898205
"Insiza","Max","Feb",0.590949221
"Mangwe (South)","Max","Feb",0.550993983
"Matobo","Max","Feb",0.573048968
"Umzingwane","Max","Feb",0.603611506
"Bikita","Max","Feb",0.632273453
"Chiredzi","Max","Feb",0.652637558
"Chivi","Max","Feb",0.56325622
"Gutu","Max","Feb",0.53515885
"Masvingo","Max","Feb",0.626042764
"Mwenezi","Max","Feb",0.653923693
"Zaka","Max","Feb",0.63087631
"Chegutu","Max","Feb",0.650056315
"Hurungwe","Max","Feb",0.753865424
"Kadoma","Max","Feb",0.676933486
"Kariba","Max","Feb",0.609771756
"Makonde","Max","Feb",0.731556053
"Zvimba","Max","Feb",0.701698649
"Harare","Max","Mar",0.595898667
"Bulawayo","Max","Mar",0.528312367
"Buhera","Max","Mar",0.406324415
"Chimanimani","Max","Mar",0.690472135
"Chipinge","Max","Mar",0.605891398
"Makoni","Max","Mar",0.592494698
"Mutare","Max","Mar",0.558454555
"Mutasa","Max","Mar",0.701037262
"Nyanga","Max","Mar",0.654384954
"Bindura","Max","Mar",0.721425407
"Guruve","Max","Mar",0.692179556
"Mount Darwin","Max","Mar",0.679925886
"Mazowe","Max","Mar",0.718846468
"Centenary","Max","Mar",0.651126004
"Rushinga","Max","Mar",0.700957026
"Shamva","Max","Mar",0.721465652
"Chikomba","Max","Mar",0.556267357
"Goromonzi","Max","Mar",0.654876298
"Marondera","Max","Mar",0.582387404
"Mudzi","Max","Mar",0.610683116
"Mutoko","Max","Mar",0.618928683
"Murehwa","Max","Mar",0.633874642
"UMP","Max","Mar",0.649881463
"Seke","Max","Mar",0.569705239
"Wedza","Max","Mar",0.583972859
"Chirumhanzu","Max","Mar",0.541371466
"Gokwe North","Max","Mar",0.67862289
"Gokwe South","Max","Mar",0.61242078
"Gweru","Max","Mar",0.565318841
"Kwekwe","Max","Mar",0.609933088
"Mberengwa","Max","Mar",0.535723637
"Shurugwi","Max","Mar",0.534696349
"Zvishavane","Max","Mar",0.53944647
"Binga","Max","Mar",0.644344368
"Bubi","Max","Mar",0.611126117
"Hwange","Max","Mar",0.65144125
"Lupane","Max","Mar",0.607683381
"Nkayi","Max","Mar",0.614246179
"Tsholotsho","Max","Mar",0.561781261
"Umguza","Max","Mar",0.612885741
"Beitbridge","Max","Mar",0.453286748
"Bulilima (North)","Max","Mar",0.492966934
"Gwanda","Max","Mar",0.520322248
"Insiza","Max","Mar",0.544214028
"Mangwe (South)","Max","Mar",0.482859688
"Matobo","Max","Mar",0.522546731
"Umzingwane","Max","Mar",0.565480116
"Bikita","Max","Mar",0.535751144
"Chiredzi","Max","Mar",0.582920841
"Chivi","Max","Mar",0.496495732
"Gutu","Max","Mar",0.485817509
"Masvingo","Max","Mar",0.563510197
"Mwenezi","Max","Mar",0.592103753
"Zaka","Max","Mar",0.573748026
"Chegutu","Max","Mar",0.613268271
"Hurungwe","Max","Mar",0.712334965
"Kadoma","Max","Mar",0.64099886
"Kariba","Max","Mar",0.613404558
"Makonde","Max","Mar",0.722878014
"Zvimba","Max","Mar",0.681857928
"Harare","Max","Apr",0.553861059
"Bulawayo","Max","Apr",0.489793709
"Buhera","Max","Apr",0.360830026
"Chimanimani","Max","Apr",0.665404199
"Chipinge","Max","Apr",0.552236421
"Makoni","Max","Apr",0.570742007
"Mutare","Max","Apr",0.531467967
"Mutasa","Max","Apr",0.68627045
"Nyanga","Max","Apr",0.636061736
"Bindura","Max","Apr",0.683031758
"Guruve","Max","Apr",0.665280269
"Mount Darwin","Max","Apr",0.659601442
"Mazowe","Max","Apr",0.677943005
"Centenary","Max","Apr",0.64830963
"Rushinga","Max","Apr",0.678839819
"Shamva","Max","Apr",0.681852536
"Chikomba","Max","Apr",0.528742414
"Goromonzi","Max","Apr",0.627861976
"Marondera","Max","Apr",0.567575059
"Mudzi","Max","Apr",0.600228684
"Mutoko","Max","Apr",0.578762504
"Murehwa","Max","Apr",0.599455999
"UMP","Max","Apr",0.609458464
"Seke","Max","Apr",0.543066926
"Wedza","Max","Apr",0.556666081
"Chirumhanzu","Max","Apr",0.522009669
"Gokwe North","Max","Apr",0.636667332
"Gokwe South","Max","Apr",0.579031726
"Gweru","Max","Apr",0.549461857
"Kwekwe","Max","Apr",0.579499061
"Mberengwa","Max","Apr",0.514055934
"Shurugwi","Max","Apr",0.521974458
"Zvishavane","Max","Apr",0.499940959
"Binga","Max","Apr",0.596535844
"Bubi","Max","Apr",0.571397227
"Hwange","Max","Apr",0.586354266
"Lupane","Max","Apr",0.588955745
"Nkayi","Max","Apr",0.586132125
"Tsholotsho","Max","Apr",0.533057972
"Umguza","Max","Apr",0.579935423
"Beitbridge","Max","Apr",0.398951393
"Bulilima (North)","Max","Apr",0.475780781
"Gwanda","Max","Apr",0.469567372
"Insiza","Max","Apr",0.517071622
"Mangwe (South)","Max","Apr",0.483790094
"Matobo","Max","Apr",0.488121507
"Umzingwane","Max","Apr",0.523548866
"Bikita","Max","Apr",0.500934858
"Chiredzi","Max","Apr",0.501665504
"Chivi","Max","Apr",0.443341172
"Gutu","Max","Apr",0.45713907
"Masvingo","Max","Apr",0.531521939
"Mwenezi","Max","Apr",0.500275205
"Zaka","Max","Apr",0.546911694
"Chegutu","Max","Apr",0.582257523
"Hurungwe","Max","Apr",0.669799242
"Kadoma","Max","Apr",0.608154432
"Kariba","Max","Apr",0.497758478
"Makonde","Max","Apr",0.681256959
"Zvimba","Max","Apr",0.646228106
"Harare","Max","May",0.484601232
"Bulawayo","Max","May",0.474279594
"Buhera","Max","May",0.340712124
"Chimanimani","Max","May",0.656917858
"Chipinge","Max","May",0.549260431
"Makoni","Max","May",0.516648875
"Mutare","Max","May",0.51376522
"Mutasa","Max","May",0.678372824
"Nyanga","Max","May",0.585048234
"Bindura","Max","May",0.589220643
"Guruve","Max","May",0.547135571
"Mount Darwin","Max","May",0.525318972
"Mazowe","Max","May",0.558304418
"Centenary","Max","May",0.532014572
"Rushinga","Max","May",0.552929603
"Shamva","Max","May",0.594006457
"Chikomba","Max","May",0.474795843
"Goromonzi","Max","May",0.540944777
"Marondera","Max","May",0.510286215
"Mudzi","Max","May",0.500345026
"Mutoko","Max","May",0.493779377
"Murehwa","Max","May",0.52894934
"UMP","Max","May",0.509920778
"Seke","Max","May",0.464539267
"Wedza","Max","May",0.516852984
"Chirumhanzu","Max","May",0.465013818
"Gokwe North","Max","May",0.519706773
"Gokwe South","Max","May",0.495424632
"Gweru","Max","May",0.504866527
"Kwekwe","Max","May",0.508776862
"Mberengwa","Max","May",0.496663503
"Shurugwi","Max","May",0.496536497
"Zvishavane","Max","May",0.46654598
"Binga","Max","May",0.481968121
"Bubi","Max","May",0.541695173
"Hwange","Max","May",0.502221442
"Lupane","Max","May",0.535931975
"Nkayi","Max","May",0.523889935
"Tsholotsho","Max","May",0.500266003
"Umguza","Max","May",0.556733443
"Beitbridge","Max","May",0.368609745
"Bulilima (North)","Max","May",0.46435804
"Gwanda","Max","May",0.423110144
"Insiza","Max","May",0.481603827
"Mangwe (South)","Max","May",0.474513743
"Matobo","Max","May",0.452569498
"Umzingwane","Max","May",0.502331028
"Bikita","Max","May",0.488374859
"Chiredzi","Max","May",0.498796946
"Chivi","Max","May",0.427908345
"Gutu","Max","May",0.427850532
"Masvingo","Max","May",0.511980313
"Mwenezi","Max","May",0.474963437
"Zaka","Max","May",0.535141052
"Chegutu","Max","May",0.490970535
"Hurungwe","Max","May",0.548689287
"Kadoma","Max","May",0.517254187
"Kariba","Max","May",0.385595355
"Makonde","Max","May",0.583338177
"Zvimba","Max","May",0.530892073
"Harare","Max","Jun",0.435330644
"Bulawayo","Max","Jun",0.418645234
"Buhera","Max","Jun",0.313140036
"Chimanimani","Max","Jun",0.600270342
"Chipinge","Max","Jun",0.479226959
"Makoni","Max","Jun",0.441157551
"Mutare","Max","Jun",0.439752927
"Mutasa","Max","Jun",0.618017498
"Nyanga","Max","Jun",0.518027424
"Bindura","Max","Jun",0.505902789
"Guruve","Max","Jun",0.464180993
"Mount Darwin","Max","Jun",0.449602044
"Mazowe","Max","Jun",0.473543986
"Centenary","Max","Jun",0.458314404
"Rushinga","Max","Jun",0.456163401
"Shamva","Max","Jun",0.528952416
"Chikomba","Max","Jun",0.409469143
"Goromonzi","Max","Jun",0.476472384
"Marondera","Max","Jun",0.447158253
"Mudzi","Max","Jun",0.408321637
"Mutoko","Max","Jun",0.431727439
"Murehwa","Max","Jun",0.466782771
"UMP","Max","Jun",0.445266375
"Seke","Max","Jun",0.406792
"Wedza","Max","Jun",0.439113501
"Chirumhanzu","Max","Jun",0.415116683
"Gokwe North","Max","Jun",0.449726825
"Gokwe South","Max","Jun",0.447202192
"Gweru","Max","Jun",0.432588923
"Kwekwe","Max","Jun",0.469427743
"Mberengwa","Max","Jun",0.423993505
"Shurugwi","Max","Jun",0.436523896
"Zvishavane","Max","Jun",0.405474036
"Binga","Max","Jun",0.411395516
"Bubi","Max","Jun",0.478844489
"Hwange","Max","Jun",0.433588371
"Lupane","Max","Jun",0.486564252
"Nkayi","Max","Jun",0.483764417
"Tsholotsho","Max","Jun",0.444772255
"Umguza","Max","Jun",0.497192222
"Beitbridge","Max","Jun",0.336253752
"Bulilima (North)","Max","Jun",0.417875857
"Gwanda","Max","Jun",0.368964874
"Insiza","Max","Jun",0.419294588
"Mangwe (South)","Max","Jun",0.408644548
"Matobo","Max","Jun",0.393676271
"Umzingwane","Max","Jun",0.442817919
"Bikita","Max","Jun",0.408415071
"Chiredzi","Max","Jun",0.44779842
"Chivi","Max","Jun",0.370461543
"Gutu","Max","Jun",0.374473972
"Masvingo","Max","Jun",0.433293287
"Mwenezi","Max","Jun",0.413388723
"Zaka","Max","Jun",0.437691554
"Chegutu","Max","Jun",0.440183648
"Hurungwe","Max","Jun",0.45882362
"Kadoma","Max","Jun",0.452304501
"Kariba","Max","Jun",0.34997767
"Makonde","Max","Jun",0.50195628
"Zvimba","Max","Jun",0.455606746
"Harare","Max","Jul",0.352474634
"Bulawayo","Max","Jul",0.325751976
"Buhera","Max","Jul",0.282366805
"Chimanimani","Max","Jul",0.539244795
"Chipinge","Max","Jul",0.420112593
"Makoni","Max","Jul",0.371078857
"Mutare","Max","Jul",0.380039261
"Mutasa","Max","Jul",0.549602442
"Nyanga","Max","Jul",0.451047758
"Bindura","Max","Jul",0.415162108
"Guruve","Max","Jul",0.396501598
"Mount Darwin","Max","Jul",0.372367368
"Mazowe","Max","Jul",0.392202427
"Centenary","Max","Jul",0.39133664
"Rushinga","Max","Jul",0.374565306
"Shamva","Max","Jul",0.436415562
"Chikomba","Max","Jul",0.338914936
"Goromonzi","Max","Jul",0.386741145
"Marondera","Max","Jul",0.369063969
"Mudzi","Max","Jul",0.349638646
"Mutoko","Max","Jul",0.36910476
"Murehwa","Max","Jul",0.384268759
"UMP","Max","Jul",0.375921344
"Seke","Max","Jul",0.334868794
"Wedza","Max","Jul",0.366596493
"Chirumhanzu","Max","Jul",0.347117248
"Gokwe North","Max","Jul",0.362960358
"Gokwe South","Max","Jul",0.373824209
"Gweru","Max","Jul",0.350267575
"Kwekwe","Max","Jul",0.373661771
"Mberengwa","Max","Jul",0.360030331
"Shurugwi","Max","Jul",0.359633504
"Zvishavane","Max","Jul",0.346848682
"Binga","Max","Jul",0.345829107
"Bubi","Max","Jul",0.370858939
"Hwange","Max","Jul",0.357394277
"Lupane","Max","Jul",0.400914964
"Nkayi","Max","Jul",0.386828492
"Tsholotsho","Max","Jul",0.361204863
"Umguza","Max","Jul",0.380781143
"Beitbridge","Max","Jul",0.300381013
"Bulilima (North)","Max","Jul",0.343417005
"Gwanda","Max","Jul",0.321398787
"Insiza","Max","Jul",0.340173728
"Mangwe (South)","Max","Jul",0.334238574
"Matobo","Max","Jul",0.336264484
"Umzingwane","Max","Jul",0.361470043
"Bikita","Max","Jul",0.353983365
"Chiredzi","Max","Jul",0.387543611
"Chivi","Max","Jul",0.32546429
"Gutu","Max","Jul",0.321025101
"Masvingo","Max","Jul",0.365763223
"Mwenezi","Max","Jul",0.358851447
"Zaka","Max","Jul",0.373178585
"Chegutu","Max","Jul",0.353629344
"Hurungwe","Max","Jul",0.391276843
"Kadoma","Max","Jul",0.361586736
"Kariba","Max","Jul",0.259357815
"Makonde","Max","Jul",0.408639965
"Zvimba","Max","Jul",0.36733177
"Harare","Max","Aug",0.311325942
"Bulawayo","Max","Aug",0.277378208
"Buhera","Max","Aug",0.252174498
"Chimanimani","Max","Aug",0.490504808
"Chipinge","Max","Aug",0.391792126
"Makoni","Max","Aug",0.326160369
"Mutare","Max","Aug",0.332553935
"Mutasa","Max","Aug",0.485280153
"Nyanga","Max","Aug",0.399816197
"Bindura","Max","Aug",0.370278874
"Guruve","Max","Aug",0.355334281
"Mount Darwin","Max","Aug",0.335003559
"Mazowe","Max","Aug",0.348912971
"Centenary","Max","Aug",0.350183652
"Rushinga","Max","Aug",0.340497342
"Shamva","Max","Aug",0.38160231
"Chikomba","Max","Aug",0.304669184
"Goromonzi","Max","Aug",0.346141284
"Marondera","Max","Aug",0.326168513
"Mudzi","Max","Aug",0.319544782
"Mutoko","Max","Aug",0.330656325
"Murehwa","Max","Aug",0.342283535
"UMP","Max","Aug",0.339732609
"Seke","Max","Aug",0.300670094
"Wedza","Max","Aug",0.32656603
"Chirumhanzu","Max","Aug",0.314029323
"Gokwe North","Max","Aug",0.318958985
"Gokwe South","Max","Aug",0.33169363
"Gweru","Max","Aug",0.311871939
"Kwekwe","Max","Aug",0.326954583
"Mberengwa","Max","Aug",0.327336995
"Shurugwi","Max","Aug",0.318447481
"Zvishavane","Max","Aug",0.309188949
"Binga","Max","Aug",0.302170889
"Bubi","Max","Aug",0.319840237
"Hwange","Max","Aug",0.323526614
"Lupane","Max","Aug",0.352442639
"Nkayi","Max","Aug",0.333541737
"Tsholotsho","Max","Aug",0.319374223
"Umguza","Max","Aug",0.323004496
"Beitbridge","Max","Aug",0.273784012
"Bulilima (North)","Max","Aug",0.299498755
"Gwanda","Max","Aug",0.29519696
"Insiza","Max","Aug",0.299332169
"Mangwe (South)","Max","Aug",0.292447862
"Matobo","Max","Aug",0.302102608
"Umzingwane","Max","Aug",0.315486515
"Bikita","Max","Aug",0.330696343
"Chiredzi","Max","Aug",0.352386432
"Chivi","Max","Aug",0.305901198
"Gutu","Max","Aug",0.288498363
"Masvingo","Max","Aug",0.339801415
"Mwenezi","Max","Aug",0.3302186
"Zaka","Max","Aug",0.359947594
"Chegutu","Max","Aug",0.312485622
"Hurungwe","Max","Aug",0.351907083
"Kadoma","Max","Aug",0.320714285
"Kariba","Max","Aug",0.296130536
"Makonde","Max","Aug",0.354839354
"Zvimba","Max","Aug",0.320490114
"Harare","Max","Sep",0.309113724
"Bulawayo","Max","Sep",0.258536278
"Buhera","Max","Sep",0.238932214
"Chimanimani","Max","Sep",0.458431473
"Chipinge","Max","Sep",0.359134689
"Makoni","Max","Sep",0.302427941
"Mutare","Max","Sep",0.306004961
"Mutasa","Max","Sep",0.440091518
"Nyanga","Max","Sep",0.366200704
"Bindura","Max","Sep",0.326947571
"Guruve","Max","Sep",0.311600206
"Mount Darwin","Max","Sep",0.297973911
"Mazowe","Max","Sep",0.322557621
"Centenary","Max","Sep",0.307044818
"Rushinga","Max","Sep",0.307120599
"Shamva","Max","Sep",0.331280715
"Chikomba","Max","Sep",0.294090464
"Goromonzi","Max","Sep",0.323254202
"Marondera","Max","Sep",0.313119385
"Mudzi","Max","Sep",0.293264124
"Mutoko","Max","Sep",0.297820139
"Murehwa","Max","Sep",0.310645718
"UMP","Max","Sep",0.303590529
"Seke","Max","Sep",0.288924499
"Wedza","Max","Sep",0.300449664
"Chirumhanzu","Max","Sep",0.301466712
"Gokwe North","Max","Sep",0.288810774
"Gokwe South","Max","Sep",0.303675848
"Gweru","Max","Sep",0.289818366
"Kwekwe","Max","Sep",0.303541356
"Mberengwa","Max","Sep",0.293733381
"Shurugwi","Max","Sep",0.30077887
"Zvishavane","Max","Sep",0.282466573
"Binga","Max","Sep",0.306754826
"Bubi","Max","Sep",0.300798209
"Hwange","Max","Sep",0.30406598
"Lupane","Max","Sep",0.329848931
"Nkayi","Max","Sep",0.308997038
"Tsholotsho","Max","Sep",0.297764157
"Umguza","Max","Sep",0.304468104
"Beitbridge","Max","Sep",0.251307161
"Bulilima (North)","Max","Sep",0.274489596
"Gwanda","Max","Sep",0.273180496
"Insiza","Max","Sep",0.277182929
"Mangwe (South)","Max","Sep",0.273259658
"Matobo","Max","Sep",0.283286902
"Umzingwane","Max","Sep",0.288680576
"Bikita","Max","Sep",0.299054809
"Chiredzi","Max","Sep",0.311415589
"Chivi","Max","Sep",0.279427621
"Gutu","Max","Sep",0.276158822
"Masvingo","Max","Sep",0.312296567
"Mwenezi","Max","Sep",0.300252904
"Zaka","Max","Sep",0.336368671
"Chegutu","Max","Sep",0.282089797
"Hurungwe","Max","Sep",0.31214598
"Kadoma","Max","Sep",0.293959443
"Kariba","Max","Sep",0.31664452
"Makonde","Max","Sep",0.309216295
"Zvimba","Max","Sep",0.287499726
"Harare","Max","Oct",0.339352263
"Bulawayo","Max","Oct",0.278654898
"Buhera","Max","Oct",0.235554597
"Chimanimani","Max","Oct",0.474090849
"Chipinge","Max","Oct",0.340273539
"Makoni","Max","Oct",0.358069737
"Mutare","Max","Oct",0.32555926
"Mutasa","Max","Oct",0.478356042
"Nyanga","Max","Oct",0.43952327
"Bindura","Max","Oct",0.352921885
"Guruve","Max","Oct",0.302232484
"Mount Darwin","Max","Oct",0.289928709
"Mazowe","Max","Oct",0.355992377
"Centenary","Max","Oct",0.301163158
"Rushinga","Max","Oct",0.312473915
"Shamva","Max","Oct",0.352354402
"Chikomba","Max","Oct",0.318442399
"Goromonzi","Max","Oct",0.361697128
"Marondera","Max","Oct",0.354920315
"Mudzi","Max","Oct",0.317695523
"Mutoko","Max","Oct",0.353826866
"Murehwa","Max","Oct",0.360502083
"UMP","Max","Oct",0.326034288
"Seke","Max","Oct",0.321894449
"Wedza","Max","Oct",0.340277395
"Chirumhanzu","Max","Oct",0.316051287
"Gokwe North","Max","Oct",0.28562356
"Gokwe South","Max","Oct",0.313501888
"Gweru","Max","Oct",0.314719599
"Kwekwe","Max","Oct",0.331277825
"Mberengwa","Max","Oct",0.299130818
"Shurugwi","Max","Oct",0.31507493
"Zvishavane","Max","Oct",0.286403845
"Binga","Max","Oct",0.308577069
"Bubi","Max","Oct",0.324701111
"Hwange","Max","Oct",0.316017976
"Lupane","Max","Oct",0.369840155
"Nkayi","Max","Oct",0.340902349
"Tsholotsho","Max","Oct",0.305045199
"Umguza","Max","Oct",0.326994509
"Beitbridge","Max","Oct",0.246846406
"Bulilima (North)","Max","Oct",0.274460155
"Gwanda","Max","Oct",0.264629263
"Insiza","Max","Oct",0.29242428
"Mangwe (South)","Max","Oct",0.273985671
"Matobo","Max","Oct",0.28643766
"Umzingwane","Max","Oct",0.302918698
"Bikita","Max","Oct",0.288273909
"Chiredzi","Max","Oct",0.28533291
"Chivi","Max","Oct",0.269136967
"Gutu","Max","Oct",0.284688725
"Masvingo","Max","Oct",0.302110246
"Mwenezi","Max","Oct",0.292232817
"Zaka","Max","Oct",0.307777773
"Chegutu","Max","Oct",0.303975301
"Hurungwe","Max","Oct",0.310091877
"Kadoma","Max","Oct",0.307967862
"Kariba","Max","Oct",0.310772425
"Makonde","Max","Oct",0.327053244
"Zvimba","Max","Oct",0.315077686
"Harare","Max","Nov",0.406157724
"Bulawayo","Max","Nov",0.376066995
"Buhera","Max","Nov",0.302844393
"Chimanimani","Max","Nov",0.589904037
"Chipinge","Max","Nov",0.473073949
"Makoni","Max","Nov",0.453990427
"Mutare","Max","Nov",0.442751545
"Mutasa","Max","Nov",0.569055392
"Nyanga","Max","Nov",0.525533056
"Bindura","Max","Nov",0.413028183
"Guruve","Max","Nov",0.320113824
"Mount Darwin","Max","Nov",0.329437654
"Mazowe","Max","Nov",0.391405461
"Centenary","Max","Nov",0.332734012
"Rushinga","Max","Nov",0.392668372
"Shamva","Max","Nov",0.396830795
"Chikomba","Max","Nov",0.405539477
"Goromonzi","Max","Nov",0.445956421
"Marondera","Max","Nov",0.458689828
"Mudzi","Max","Nov",0.384126067
"Mutoko","Max","Nov",0.39801635
"Murehwa","Max","Nov",0.419900695
"UMP","Max","Nov",0.383210309
"Seke","Max","Nov",0.426738758
