"District","YearBegin","MonthBegin","DayBegin","YearEnd","MonthEnd","DayEnd","SoilMoisture"
"Nyanga","2015","12","16","2015","12","18",22.9634760030048
"Bindura","2015","12","16","2015","12","18",17.0972813068147
"Guruve","2015","12","16","2015","12","18",16.4116710058489
"Mount Darwin","2015","12","16","2015","12","18",18.7101697272506
"Mazowe","2015","12","16","2015","12","18",15.8445798241874
"Centenary","2015","12","16","2015","12","18",18.0829869023812
"Rushinga","2015","12","16","2015","12","18",16.0573692905644
"Shamva","2015","12","16","2015","12","18",17.9588383990871
"Chikomba","2015","12","16","2015","12","18",18.7738644931287
"Goromonzi","2015","12","16","2015","12","18",20.6467067878369
"Marondera","2015","12","16","2015","12","18",21.691826376466
"Mudzi","2015","12","16","2015","12","18",18.2408010440692
"Mutoko","2015","12","16","2015","12","18",22.5369344823025
"Murehwa","2015","12","16","2015","12","18",23.5069678908793
"UMP","2015","12","16","2015","12","18",16.3296781559196
"Seke","2015","12","16","2015","12","18",19.9802711541868
"Wedza","2015","12","16","2015","12","18",19.5369115063449
"Chirumhanzu","2015","12","16","2015","12","18",15.1259301245491
"Gokwe North","2015","12","16","2015","12","18",6.28330157497372
"Gokwe South","2015","12","16","2015","12","18",11.6474445892464
"Gweru","2015","12","16","2015","12","18",10.9152610502139
"Kwekwe","2015","12","16","2015","12","18",13.6449322833881
"Mberengwa","2015","12","16","2015","12","18",5.18127803738876
"Shurugwi","2015","12","16","2015","12","18",7.63969112034513
"Zvishavane","2015","12","16","2015","12","18",4.98025475212009
"Binga","2015","12","16","2015","12","18",6.93375155729355
"Bubi","2015","12","16","2015","12","18",7.60795753204731
"Hwange","2015","12","16","2015","12","18",5.18096682412481
"Lupane","2015","12","16","2015","12","18",7.37354997152563
"Nkayi","2015","12","16","2015","12","18",9.92611010738667
"Tsholotsho","2015","12","16","2015","12","18",4.92598153823159
"Umguza","2015","12","16","2015","12","18",4.47254438455088
"Beitbridge","2015","12","16","2015","12","18",3.97445136405794
"Bulilima (North)","2015","12","16","2015","12","18",5.8118702383754
"Gwanda","2015","12","16","2015","12","18",3.76121204787568
"Insiza","2015","12","16","2015","12","18",7.94938959644329
"Mangwe (South)","2015","12","16","2015","12","18",3.99428981081093
"Matobo","2015","12","16","2015","12","18",3.60990512035797
"Umzingwane","2015","12","16","2015","12","18",6.77218449812359
"Bikita","2015","12","16","2015","12","18",12.5523968686436
"Chiredzi","2015","12","16","2015","12","18",3.86787687940427
"Chivi","2015","12","16","2015","12","18",4.59486948773311
"Gutu","2015","12","16","2015","12","18",14.5166311306144
"Masvingo","2015","12","16","2015","12","18",5.95993574492082
"Mwenezi","2015","12","16","2015","12","18",3.6550746687827
"Zaka","2015","12","16","2015","12","18",6.73771616499938
"Chegutu","2015","12","16","2015","12","18",19.786132513064
"Hurungwe","2015","12","16","2015","12","18",8.84961229897954
"Kadoma","2015","12","16","2015","12","18",15.3384667722201
"Kariba","2015","12","16","2015","12","18",10.4495966603751
"Makonde","2015","12","16","2015","12","18",11.110445362022
"Zvimba","2015","12","16","2015","12","18",14.4356415179745
"Harare","2015","12","19","2015","12","21",17.5604119605543
"Bulawayo","2015","12","19","2015","12","21",3.06903445275631
"Buhera","2015","12","19","2015","12","21",15.6704484684925
"Chimanimani","2015","12","19","2015","12","21",14.2026682377297
"Chipinge","2015","12","19","2015","12","21",7.22679825527904
"Makoni","2015","12","19","2015","12","21",16.9405875051551
"Mutare","2015","12","19","2015","12","21",15.6326050981967
"Mutasa","2015","12","19","2015","12","21",18.2826946636426
"Nyanga","2015","12","19","2015","12","21",19.6437707498847
"Bindura","2015","12","19","2015","12","21",18.871690011756
"Guruve","2015","12","19","2015","12","21",16.5227644539558
"Mount Darwin","2015","12","19","2015","12","21",22.5083781676093
"Mazowe","2015","12","19","2015","12","21",19.6638594664782
"Centenary","2015","12","19","2015","12","21",22.7313657020286
"Rushinga","2015","12","19","2015","12","21",21.6092530433858
"Shamva","2015","12","19","2015","12","21",19.3440829453359
"Chikomba","2015","12","19","2015","12","21",16.8355645514531
"Goromonzi","2015","12","19","2015","12","21",19.8852359362123
"Marondera","2015","12","19","2015","12","21",19.941869118696
"Mudzi","2015","12","19","2015","12","21",17.6749205534035
"Mutoko","2015","12","19","2015","12","21",20.7858700394193
"Murehwa","2015","12","19","2015","12","21",22.5622160137685
"UMP","2015","12","19","2015","12","21",19.5055930362311
"Seke","2015","12","19","2015","12","21",17.6301451852476
"Wedza","2015","12","19","2015","12","21",15.1275199904506
"Chirumhanzu","2015","12","19","2015","12","21",12.9452433700285
"Gokwe North","2015","12","19","2015","12","21",11.8243678004632
"Gokwe South","2015","12","19","2015","12","21",17.3938825191242
"Gweru","2015","12","19","2015","12","21",9.67493842701027
"Kwekwe","2015","12","19","2015","12","21",10.643959012622
"Mberengwa","2015","12","19","2015","12","21",4.13569794087919
"Shurugwi","2015","12","19","2015","12","21",8.67992559097056
"Zvishavane","2015","12","19","2015","12","21",4.84427473482156
"Binga","2015","12","19","2015","12","21",9.98291067744402
"Bubi","2015","12","19","2015","12","21",6.64986041119797
"Hwange","2015","12","19","2015","12","21",6.19416651406052
"Lupane","2015","12","19","2015","12","21",9.89011566032064
"Nkayi","2015","12","19","2015","12","21",11.636407054408
"Tsholotsho","2015","12","19","2015","12","21",3.67644268013211
"Umguza","2015","12","19","2015","12","21",3.74338211271491
"Beitbridge","2015","12","19","2015","12","21",3.05793453801181
"Bulilima (North)","2015","12","19","2015","12","21",4.0340562105387
"Gwanda","2015","12","19","2015","12","21",2.89878045098136
"Insiza","2015","12","19","2015","12","21",6.62209599003818
"Mangwe (South)","2015","12","19","2015","12","21",3.13635567213089
"Matobo","2015","12","19","2015","12","21",2.98280942523287
"Umzingwane","2015","12","19","2015","12","21",4.66418926752175
"Bikita","2015","12","19","2015","12","21",10.4596252687178
"Chiredzi","2015","12","19","2015","12","21",2.81492742242612
"Chivi","2015","12","19","2015","12","21",4.04653955580567
"Gutu","2015","12","19","2015","12","21",15.3171314680941
"Masvingo","2015","12","19","2015","12","21",6.47130378696956
"Mwenezi","2015","12","19","2015","12","21",2.7517246353578
"Zaka","2015","12","19","2015","12","21",6.40730334820031
"Chegutu","2015","12","19","2015","12","21",17.7135262208613
"Hurungwe","2015","12","19","2015","12","21",11.135661554358
"Kadoma","2015","12","19","2015","12","21",13.3092458656289
"Kariba","2015","12","19","2015","12","21",14.4392969196146
"Makonde","2015","12","19","2015","12","21",14.4526402039743
"Zvimba","2015","12","19","2015","12","21",17.8191944528282
"Harare","2015","12","22","2015","12","24",9.67352293794086
"Bulawayo","2015","12","22","2015","12","24",2.58362389700835
"Buhera","2015","12","22","2015","12","24",8.84912947074514
"Chimanimani","2015","12","22","2015","12","24",9.46016349643861
"Chipinge","2015","12","22","2015","12","24",5.46949081621694
"Makoni","2015","12","22","2015","12","24",11.3803295842591
"Mutare","2015","12","22","2015","12","24",9.00745097781569
"Mutasa","2015","12","22","2015","12","24",12.2211586971017
"Nyanga","2015","12","22","2015","12","24",13.9857896096368
"Bindura","2015","12","22","2015","12","24",12.0268022178333
"Guruve","2015","12","22","2015","12","24",11.0522756444458
"Mount Darwin","2015","12","22","2015","12","24",14.4389748738932
"Mazowe","2015","12","22","2015","12","24",13.6142828292976
"Centenary","2015","12","22","2015","12","24",15.985426084798
"Rushinga","2015","12","22","2015","12","24",11.0235407915269
"Shamva","2015","12","22","2015","12","24",10.6706270199392
"Chikomba","2015","12","22","2015","12","24",11.43295777951
"Goromonzi","2015","12","22","2015","12","24",12.6602743295523
"Marondera","2015","12","22","2015","12","24",14.405894911888
"Mudzi","2015","12","22","2015","12","24",8.99156726278358
"Mutoko","2015","12","22","2015","12","24",13.1851272310636
"Murehwa","2015","12","22","2015","12","24",17.0924878547414
"UMP","2015","12","22","2015","12","24",9.67168955912654
"Seke","2015","12","22","2015","12","24",10.8053624315739
"Wedza","2015","12","22","2015","12","24",10.4899532856449
"Chirumhanzu","2015","12","22","2015","12","24",8.10581707707377
"Gokwe North","2015","12","22","2015","12","24",5.96081823402851
"Gokwe South","2015","12","22","2015","12","24",10.507221557534
"Gweru","2015","12","22","2015","12","24",6.28342526402473
"Kwekwe","2015","12","22","2015","12","24",7.20747816834681
"Mberengwa","2015","12","22","2015","12","24",3.09417584074441
"Shurugwi","2015","12","22","2015","12","24",4.71147600642155
"Zvishavane","2015","12","22","2015","12","24",3.05566226814757
"Binga","2015","12","22","2015","12","24",5.64872019440755
"Bubi","2015","12","22","2015","12","24",4.4189599980782
"Hwange","2015","12","22","2015","12","24",4.65851278025483
"Lupane","2015","12","22","2015","12","24",5.19311992781081
"Nkayi","2015","12","22","2015","12","24",6.95739621939301
"Tsholotsho","2015","12","22","2015","12","24",2.97752916922484
"Umguza","2015","12","22","2015","12","24",3.04655309235578
"Beitbridge","2015","12","22","2015","12","24",2.6589922317417
"Bulilima (North)","2015","12","22","2015","12","24",3.47490672088207
"Gwanda","2015","12","22","2015","12","24",2.55448417840536
"Insiza","2015","12","22","2015","12","24",4.64559673107287
"Mangwe (South)","2015","12","22","2015","12","24",2.82430629157581
"Matobo","2015","12","22","2015","12","24",2.68057544915538
"Umzingwane","2015","12","22","2015","12","24",3.59964238689217
"Bikita","2015","12","22","2015","12","24",5.55447685568146
"Chiredzi","2015","12","22","2015","12","24",2.43733690568857
"Chivi","2015","12","22","2015","12","24",2.48723780691244
"Gutu","2015","12","22","2015","12","24",8.6451374728412
"Masvingo","2015","12","22","2015","12","24",3.47504833927519
"Mwenezi","2015","12","22","2015","12","24",2.42458872130736
"Zaka","2015","12","22","2015","12","24",3.56137977313372
"Chegutu","2015","12","22","2015","12","24",10.5134843309086
"Hurungwe","2015","12","22","2015","12","24",7.6776505661311
"Kadoma","2015","12","22","2015","12","24",8.23005793320371
"Kariba","2015","12","22","2015","12","24",10.4491571370774
"Makonde","2015","12","22","2015","12","24",7.91447618014218
"Zvimba","2015","12","22","2015","12","24",10.0495184883357
"Harare","2015","12","25","2015","12","27",13.684880261995
"Bulawayo","2015","12","25","2015","12","27",2.36688275207752
"Buhera","2015","12","25","2015","12","27",8.17012821078565
"Chimanimani","2015","12","25","2015","12","27",9.0182255499751
"Chipinge","2015","12","25","2015","12","27",5.71639194487687
"Makoni","2015","12","25","2015","12","27",15.068953419869
"Mutare","2015","12","25","2015","12","27",8.40144257716996
"Mutasa","2015","12","25","2015","12","27",12.5481275251681
"Nyanga","2015","12","25","2015","12","27",18.2483297396228
"Bindura","2015","12","25","2015","12","27",19.5976973813671
"Guruve","2015","12","25","2015","12","27",15.5583402530777
"Mount Darwin","2015","12","25","2015","12","27",22.0643328477101
"Mazowe","2015","12","25","2015","12","27",19.1925672849928
"Centenary","2015","12","25","2015","12","27",23.1038412941329
"Rushinga","2015","12","25","2015","12","27",13.0576790183138
"Shamva","2015","12","25","2015","12","27",17.5586670814594
"Chikomba","2015","12","25","2015","12","27",9.38167407117299
"Goromonzi","2015","12","25","2015","12","27",15.8559983483149
"Marondera","2015","12","25","2015","12","27",15.5113609336309
"Mudzi","2015","12","25","2015","12","27",11.0494878424847
"Mutoko","2015","12","25","2015","12","27",18.5906450367223
"Murehwa","2015","12","25","2015","12","27",21.3888398224386
"UMP","2015","12","25","2015","12","27",11.6203502287528
"Seke","2015","12","25","2015","12","27",11.967046175221
"Wedza","2015","12","25","2015","12","27",8.79596477260504
"Chirumhanzu","2015","12","25","2015","12","27",6.59375775846408
"Gokwe North","2015","12","25","2015","12","27",5.13422609557249
"Gokwe South","2015","12","25","2015","12","27",9.08962829311755
"Gweru","2015","12","25","2015","12","27",5.24731464844504
"Kwekwe","2015","12","25","2015","12","27",6.30131191782578
"Mberengwa","2015","12","25","2015","12","27",2.64500319393581
"Shurugwi","2015","12","25","2015","12","27",3.82722536649278
"Zvishavane","2015","12","25","2015","12","27",2.6415315787097
"Binga","2015","12","25","2015","12","27",5.43503002183522
"Bubi","2015","12","25","2015","12","27",3.63529348271913
"Hwange","2015","12","25","2015","12","27",3.77430999557321
"Lupane","2015","12","25","2015","12","27",4.45988637409045
"Nkayi","2015","12","25","2015","12","27",6.11983849140647
"Tsholotsho","2015","12","25","2015","12","27",2.88797415763189
"Umguza","2015","12","25","2015","12","27",2.76270022645607
"Beitbridge","2015","12","25","2015","12","27",2.36158338400796
"Bulilima (North)","2015","12","25","2015","12","27",3.35591211072049
"Gwanda","2015","12","25","2015","12","27",2.38330229529856
"Insiza","2015","12","25","2015","12","27",3.86324477487883
"Mangwe (South)","2015","12","25","2015","12","27",2.8451623090766
"Matobo","2015","12","25","2015","12","27",2.50139630052961
"Umzingwane","2015","12","25","2015","12","27",3.04609387766291
"Bikita","2015","12","25","2015","12","27",4.8269637341159
"Chiredzi","2015","12","25","2015","12","27",2.48002448511097
"Chivi","2015","12","25","2015","12","27",2.31448177946454
"Gutu","2015","12","25","2015","12","27",6.81475479138171
"Masvingo","2015","12","25","2015","12","27",2.97194340759767
"Mwenezi","2015","12","25","2015","12","27",2.29058335119623
"Zaka","2015","12","25","2015","12","27",3.12597665155755
"Chegutu","2015","12","25","2015","12","27",11.3820609006992
"Hurungwe","2015","12","25","2015","12","27",8.67260433034256
"Kadoma","2015","12","25","2015","12","27",8.17882065727169
"Kariba","2015","12","25","2015","12","27",9.88107026636686
"Makonde","2015","12","25","2015","12","27",10.1580619022828
"Zvimba","2015","12","25","2015","12","27",12.3211668760988
"Harare","2015","12","28","2015","12","30",11.3743743288072
"Bulawayo","2015","12","28","2015","12","30",2.26281218048959
"Buhera","2015","12","28","2015","12","30",6.46112261825761
"Chimanimani","2015","12","28","2015","12","30",7.9981996806595
"Chipinge","2015","12","28","2015","12","30",4.78619267289298
"Makoni","2015","12","28","2015","12","30",12.0865560263204
"Mutare","2015","12","28","2015","12","30",7.48804556874764
"Mutasa","2015","12","28","2015","12","30",11.0862891164248
"Nyanga","2015","12","28","2015","12","30",14.1496107291692
"Bindura","2015","12","28","2015","12","30",14.0203865880524
"Guruve","2015","12","28","2015","12","30",11.8109042543131
"Mount Darwin","2015","12","28","2015","12","30",16.7223562577203
"Mazowe","2015","12","28","2015","12","30",14.7839886184297
"Centenary","2015","12","28","2015","12","30",18.2093927911085
"Rushinga","2015","12","28","2015","12","30",9.04882473476872
"Shamva","2015","12","28","2015","12","30",11.9525705845844
"Chikomba","2015","12","28","2015","12","30",7.99156429259681
"Goromonzi","2015","12","28","2015","12","30",13.2680046392389
"Marondera","2015","12","28","2015","12","30",13.5945995717986
"Mudzi","2015","12","28","2015","12","30",7.18475863826222
"Mutoko","2015","12","28","2015","12","30",12.3397021097282
"Murehwa","2015","12","28","2015","12","30",18.6093031954956
"UMP","2015","12","28","2015","12","30",8.45643474997991
"Seke","2015","12","28","2015","12","30",9.91623817287662
"Wedza","2015","12","28","2015","12","30",7.66713777528429
"Chirumhanzu","2015","12","28","2015","12","30",5.14774715679211
"Gokwe North","2015","12","28","2015","12","30",7.04721483871328
"Gokwe South","2015","12","28","2015","12","30",8.68025869472028
"Gweru","2015","12","28","2015","12","30",4.0658358769262
"Kwekwe","2015","12","28","2015","12","30",4.70669388852204
"Mberengwa","2015","12","28","2015","12","30",2.49095967680982
"Shurugwi","2015","12","28","2015","12","30",3.15407479546578
"Zvishavane","2015","12","28","2015","12","30",2.49498441085784
"Binga","2015","12","28","2015","12","30",6.33909045951888
"Bubi","2015","12","28","2015","12","30",2.85154826273184
"Hwange","2015","12","28","2015","12","30",3.25136096362432
"Lupane","2015","12","28","2015","12","30",3.97379691799799
"Nkayi","2015","12","28","2015","12","30",4.98941312689597
"Tsholotsho","2015","12","28","2015","12","30",2.45888591842154
"Umguza","2015","12","28","2015","12","30",2.51762115225742
"Beitbridge","2015","12","28","2015","12","30",2.25676616607656
"Bulilima (North)","2015","12","28","2015","12","30",2.75950301349149
"Gwanda","2015","12","28","2015","12","30",2.3250825410988
"Insiza","2015","12","28","2015","12","30",3.24418312779967
"Mangwe (South)","2015","12","28","2015","12","30",2.51589275274663
"Matobo","2015","12","28","2015","12","30",2.37056529663699
"Umzingwane","2015","12","28","2015","12","30",2.6591632291252
"Bikita","2015","12","28","2015","12","30",3.73569273240378
"Chiredzi","2015","12","28","2015","12","30",2.2993670252398
"Chivi","2015","12","28","2015","12","30",2.26831866528602
"Gutu","2015","12","28","2015","12","30",5.16812981943091
"Masvingo","2015","12","28","2015","12","30",2.61987950183821
"Mwenezi","2015","12","28","2015","12","30",2.27401434733782
"Zaka","2015","12","28","2015","12","30",2.66168226583574
"Chegutu","2015","12","28","2015","12","30",10.1584802539584
"Hurungwe","2015","12","28","2015","12","30",8.51531103994259
"Kadoma","2015","12","28","2015","12","30",7.23941878368756
"Kariba","2015","12","28","2015","12","30",12.7290648808198
"Makonde","2015","12","28","2015","12","30",8.85093265185638
"Zvimba","2015","12","28","2015","12","30",10.9098283795406
"Harare","2015","12","31","2016","01","02",8.35596862868155
"Bulawayo","2015","12","31","2016","01","02",2.28955394632922
"Buhera","2015","12","31","2016","01","02",4.83349756207041
"Chimanimani","2015","12","31","2016","01","02",7.11451887085913
"Chipinge","2015","12","31","2016","01","02",4.2552841915445
"Makoni","2015","12","31","2016","01","02",9.69890711411244
"Mutare","2015","12","31","2016","01","02",6.21689849328262
"Mutasa","2015","12","31","2016","01","02",9.58479682669753
"Nyanga","2015","12","31","2016","01","02",12.0540762193877
"Bindura","2015","12","31","2016","01","02",10.8216703788951
"Guruve","2015","12","31","2016","01","02",10.0043318354126
"Mount Darwin","2015","12","31","2016","01","02",13.1471019227495
"Mazowe","2015","12","31","2016","01","02",11.6762065916811
"Centenary","2015","12","31","2016","01","02",15.3625950356807
"Rushinga","2015","12","31","2016","01","02",7.11507651583997
"Shamva","2015","12","31","2016","01","02",9.45334785753987
"Chikomba","2015","12","31","2016","01","02",6.19421467128074
"Goromonzi","2015","12","31","2016","01","02",9.63873240933957
"Marondera","2015","12","31","2016","01","02",10.4791149767274
"Mudzi","2015","12","31","2016","01","02",5.55031737298427
"Mutoko","2015","12","31","2016","01","02",9.39469842690537
"Murehwa","2015","12","31","2016","01","02",14.1619306262588
"UMP","2015","12","31","2016","01","02",6.51657988855674
"Seke","2015","12","31","2016","01","02",7.42423280780376
"Wedza","2015","12","31","2016","01","02",5.90947896698238
"Chirumhanzu","2015","12","31","2016","01","02",4.11177622972575
"Gokwe North","2015","12","31","2016","01","02",3.77831162590477
"Gokwe South","2015","12","31","2016","01","02",5.59784421428286
"Gweru","2015","12","31","2016","01","02",3.27508730139998
"Kwekwe","2015","12","31","2016","01","02",3.63679824264282
"Mberengwa","2015","12","31","2016","01","02",2.36529662448799
"Shurugwi","2015","12","31","2016","01","02",2.73501054042631
"Zvishavane","2015","12","31","2016","01","02",2.32320878977471
"Binga","2015","12","31","2016","01","02",4.5199655854488
"Bubi","2015","12","31","2016","01","02",2.44646624502765
"Hwange","2015","12","31","2016","01","02",2.76562058342225
"Lupane","2015","12","31","2016","01","02",3.12519450458261
"Nkayi","2015","12","31","2016","01","02",3.65267712900588
"Tsholotsho","2015","12","31","2016","01","02",2.23395784055396
"Umguza","2015","12","31","2016","01","02",2.37418224779654
"Beitbridge","2015","12","31","2016","01","02",2.19094250022888
"Bulilima (North)","2015","12","31","2016","01","02",2.37211404477659
"Gwanda","2015","12","31","2016","01","02",2.26611926169495
"Insiza","2015","12","31","2016","01","02",2.80048470675777
"Mangwe (South)","2015","12","31","2016","01","02",2.34307961913555
"Matobo","2015","12","31","2016","01","02",2.25698057435047
"Umzingwane","2015","12","31","2016","01","02",2.40573302587911
"Bikita","2015","12","31","2016","01","02",3.07189279016269
"Chiredzi","2015","12","31","2016","01","02",2.21012830638386
"Chivi","2015","12","31","2016","01","02",2.26125403653309
"Gutu","2015","12","31","2016","01","02",3.88086364962122
"Masvingo","2015","12","31","2016","01","02",2.38828292452521
"Mwenezi","2015","12","31","2016","01","02",2.23717898713368
"Zaka","2015","12","31","2016","01","02",2.46355302856518
"Chegutu","2015","12","31","2016","01","02",7.11758974547728
"Hurungwe","2015","12","31","2016","01","02",6.13683549463946
"Kadoma","2015","12","31","2016","01","02",5.08921178061735
"Kariba","2015","12","31","2016","01","02",8.67554587987705
"Makonde","2015","12","31","2016","01","02",6.48145219335018
"Zvimba","2015","12","31","2016","01","02",7.93086626460428
"Harare","2016","01","03","2016","01","05",7.34210807332359
"Bulawayo","2016","01","03","2016","01","05",2.31908787503455
"Buhera","2016","01","03","2016","01","05",3.71536176095359
"Chimanimani","2016","01","03","2016","01","05",6.17115796832905
"Chipinge","2016","01","03","2016","01","05",3.60735970647833
"Makoni","2016","01","03","2016","01","05",7.60466098394247
"Mutare","2016","01","03","2016","01","05",4.94507364749207
"Mutasa","2016","01","03","2016","01","05",7.92039011977175
"Nyanga","2016","01","03","2016","01","05",10.0844415661285
"Bindura","2016","01","03","2016","01","05",8.27205265894601
"Guruve","2016","01","03","2016","01","05",8.23818126348038
"Mount Darwin","2016","01","03","2016","01","05",10.1228193102801
"Mazowe","2016","01","03","2016","01","05",9.34831538493681
"Centenary","2016","01","03","2016","01","05",12.3602405640522
"Rushinga","2016","01","03","2016","01","05",5.50699649464046
"Shamva","2016","01","03","2016","01","05",7.29401250257255
"Chikomba","2016","01","03","2016","01","05",4.4984451951075
"Goromonzi","2016","01","03","2016","01","05",7.20999059867184
"Marondera","2016","01","03","2016","01","05",8.11684271193472
"Mudzi","2016","01","03","2016","01","05",4.26656723772181
"Mutoko","2016","01","03","2016","01","05",6.53523818426876
"Murehwa","2016","01","03","2016","01","05",10.1443164811706
"UMP","2016","01","03","2016","01","05",5.01522757292261
"Seke","2016","01","03","2016","01","05",5.82412251557603
"Wedza","2016","01","03","2016","01","05",4.35826690955226
"Chirumhanzu","2016","01","03","2016","01","05",3.21984137110148
"Gokwe North","2016","01","03","2016","01","05",2.78054739438508
"Gokwe South","2016","01","03","2016","01","05",4.11627272569014
"Gweru","2016","01","03","2016","01","05",2.77084280992941
"Kwekwe","2016","01","03","2016","01","05",2.88114733592066
"Mberengwa","2016","01","03","2016","01","05",2.3137197688535
"Shurugwi","2016","01","03","2016","01","05",2.50332526233903
"Zvishavane","2016","01","03","2016","01","05",2.26578433654317
"Binga","2016","01","03","2016","01","05",3.86543581878191
"Bubi","2016","01","03","2016","01","05",2.2752379218471
"Hwange","2016","01","03","2016","01","05",2.54409393687613
"Lupane","2016","01","03","2016","01","05",2.70241724573071
"Nkayi","2016","01","03","2016","01","05",2.89923517214426
"Tsholotsho","2016","01","03","2016","01","05",2.2045125343368
"Umguza","2016","01","03","2016","01","05",2.32173385225028
"Beitbridge","2016","01","03","2016","01","05",2.15497658284346
"Bulilima (North)","2016","01","03","2016","01","05",2.29578641448323
"Gwanda","2016","01","03","2016","01","05",2.24477148215987
"Insiza","2016","01","03","2016","01","05",2.54981581324714
"Mangwe (South)","2016","01","03","2016","01","05",2.2956070057299
"Matobo","2016","01","03","2016","01","05",2.23137548933195
"Umzingwane","2016","01","03","2016","01","05",2.29442914803445
"Bikita","2016","01","03","2016","01","05",2.57047589101919
"Chiredzi","2016","01","03","2016","01","05",2.1730221716809
"Chivi","2016","01","03","2016","01","05",2.25199393363785
"Gutu","2016","01","03","2016","01","05",2.97069936320929
"Masvingo","2016","01","03","2016","01","05",2.28867641413803
"Mwenezi","2016","01","03","2016","01","05",2.22531212005656
"Zaka","2016","01","03","2016","01","05",2.30114595842145
"Chegutu","2016","01","03","2016","01","05",5.64824995925566
"Hurungwe","2016","01","03","2016","01","05",4.93717249183337
"Kadoma","2016","01","03","2016","01","05",3.9882418220262
"Kariba","2016","01","03","2016","01","05",7.84038152338572
"Makonde","2016","01","03","2016","01","05",5.14995699270986
"Zvimba","2016","01","03","2016","01","05",6.33477159976959
"Harare","2016","01","06","2016","01","08",6.23001276769084
"Bulawayo","2016","01","06","2016","01","08",2.32367611021833
"Buhera","2016","01","06","2016","01","08",2.77619925061376
"Chimanimani","2016","01","06","2016","01","08",5.06561811305493
"Chipinge","2016","01","06","2016","01","08",3.004263138748
"Makoni","2016","01","06","2016","01","08",6.07558060634236
"Mutare","2016","01","06","2016","01","08",3.75769015667952
"Mutasa","2016","01","06","2016","01","08",6.3906660629436
"Nyanga","2016","01","06","2016","01","08",9.04595895089999
"Bindura","2016","01","06","2016","01","08",6.60612497683255
"Guruve","2016","01","06","2016","01","08",6.97612351457445
"Mount Darwin","2016","01","06","2016","01","08",8.67295525597967
"Mazowe","2016","01","06","2016","01","08",7.86881921342656
"Centenary","2016","01","06","2016","01","08",10.8375173941528
"Rushinga","2016","01","06","2016","01","08",4.3171561489053
"Shamva","2016","01","06","2016","01","08",5.74939816599775
"Chikomba","2016","01","06","2016","01","08",3.3385518500393
"Goromonzi","2016","01","06","2016","01","08",5.51083266096067
"Marondera","2016","01","06","2016","01","08",6.13831518139204
"Mudzi","2016","01","06","2016","01","08",3.25182536544186
"Mutoko","2016","01","06","2016","01","08",4.40458754174538
"Murehwa","2016","01","06","2016","01","08",7.61870314103444
"UMP","2016","01","06","2016","01","08",3.73992731033188
"Seke","2016","01","06","2016","01","08",4.52437777428336
"Wedza","2016","01","06","2016","01","08",3.1723518499879
"Chirumhanzu","2016","01","06","2016","01","08",2.66350848349262
"Gokwe North","2016","01","06","2016","01","08",2.22606060489804
"Gokwe South","2016","01","06","2016","01","08",3.00748399042521
"Gweru","2016","01","06","2016","01","08",2.36348227121558
"Kwekwe","2016","01","06","2016","01","08",2.36723834102858
"Mberengwa","2016","01","06","2016","01","08",2.30777563476151
"Shurugwi","2016","01","06","2016","01","08",2.34248407468392
"Zvishavane","2016","01","06","2016","01","08",2.24395047983744
"Binga","2016","01","06","2016","01","08",3.24801954692954
"Bubi","2016","01","06","2016","01","08",2.19859195372485
"Hwange","2016","01","06","2016","01","08",2.29428425095542
"Lupane","2016","01","06","2016","01","08",2.44873822220099
"Nkayi","2016","01","06","2016","01","08",2.48250078608776
"Tsholotsho","2016","01","06","2016","01","08",2.11956625526909
"Umguza","2016","01","06","2016","01","08",2.30678980569773
"Beitbridge","2016","01","06","2016","01","08",2.16154576999167
"Bulilima (North)","2016","01","06","2016","01","08",2.2391951976005
"Gwanda","2016","01","06","2016","01","08",2.22683126788843
"Insiza","2016","01","06","2016","01","08",2.33379880094142
"Mangwe (South)","2016","01","06","2016","01","08",2.26176342562338
"Matobo","2016","01","06","2016","01","08",2.21236068890048
"Umzingwane","2016","01","06","2016","01","08",2.2184245981794
"Bikita","2016","01","06","2016","01","08",2.29183136995619
"Chiredzi","2016","01","06","2016","01","08",2.14888098356579
"Chivi","2016","01","06","2016","01","08",2.252722265859
"Gutu","2016","01","06","2016","01","08",2.47564190696732
"Masvingo","2016","01","06","2016","01","08",2.2411352836159
"Mwenezi","2016","01","06","2016","01","08",2.22884465794438
"Zaka","2016","01","06","2016","01","08",2.23790216315286
"Chegutu","2016","01","06","2016","01","08",4.16834895637314
"Hurungwe","2016","01","06","2016","01","08",4.15903442904278
"Kadoma","2016","01","06","2016","01","08",2.98515401535497
"Kariba","2016","01","06","2016","01","08",7.18245146415455
"Makonde","2016","01","06","2016","01","08",4.14378047478503
"Zvimba","2016","01","06","2016","01","08",5.01927426850759
"Harare","2016","01","09","2016","01","11",8.56991146352776
"Bulawayo","2016","01","09","2016","01","11",3.32035423081943
"Buhera","2016","01","09","2016","01","11",3.21635462889664
"Chimanimani","2016","01","09","2016","01","11",5.62216421903626
"Chipinge","2016","01","09","2016","01","11",4.84378873411745
"Makoni","2016","01","09","2016","01","11",7.73359102727771
"Mutare","2016","01","09","2016","01","11",4.03043472966468
"Mutasa","2016","01","09","2016","01","11",6.62315608115703
"Nyanga","2016","01","09","2016","01","11",9.73912724301489
"Bindura","2016","01","09","2016","01","11",6.6522817023361
