"District","YearBegin","MonthBegin","DayBegin","YearEnd","MonthEnd","DayEnd","SoilMoisture"
"Umguza","2018","09","10","2018","09","12",2.476618
"Beitbridge","2018","09","10","2018","09","12",2.212804
"Bulilima (North)","2018","09","10","2018","09","12",2.453332
"Gwanda","2018","09","10","2018","09","12",2.340798
"Insiza","2018","09","10","2018","09","12",2.384918
"Mangwe (South)","2018","09","10","2018","09","12",2.277946
"Matobo","2018","09","10","2018","09","12",2.277776
"Umzingwane","2018","09","10","2018","09","12",2.326033
"Bikita","2018","09","10","2018","09","12",2.427695
"Chiredzi","2018","09","10","2018","09","12",2.334605
"Chivi","2018","09","10","2018","09","12",2.351754
"Gutu","2018","09","10","2018","09","12",2.409407
"Masvingo","2018","09","10","2018","09","12",2.443478
"Mwenezi","2018","09","10","2018","09","12",2.47584
"Zaka","2018","09","10","2018","09","12",2.410738
"Chegutu","2018","09","10","2018","09","12",2.233066
"Hurungwe","2018","09","10","2018","09","12",2.102893
"Kadoma","2018","09","10","2018","09","12",2.2285
"Kariba","2018","09","10","2018","09","12",6.368185
"Makonde","2018","09","10","2018","09","12",2.116626
"Zvimba","2018","09","10","2018","09","12",2.322566
"Harare","2018","09","13","2018","09","15",2.273477
"Bulawayo","2018","09","13","2018","09","15",2.320904
"Buhera","2018","09","13","2018","09","15",2.278067
"Chimanimani","2018","09","13","2018","09","15",4.544916
"Chipinge","2018","09","13","2018","09","15",2.746931
"Makoni","2018","09","13","2018","09","15",2.457643
"Mutare","2018","09","13","2018","09","15",2.25229
"Mutasa","2018","09","13","2018","09","15",3.082973
"Nyanga","2018","09","13","2018","09","15",3.772052
"Bindura","2018","09","13","2018","09","15",2.482306
"Guruve","2018","09","13","2018","09","15",2.091785
"Mount Darwin","2018","09","13","2018","09","15",2.717849
"Mazowe","2018","09","13","2018","09","15",2.393463
"Centenary","2018","09","13","2018","09","15",2.325228
"Rushinga","2018","09","13","2018","09","15",3.070485
"Shamva","2018","09","13","2018","09","15",2.563233
"Chikomba","2018","09","13","2018","09","15",2.292724
"Goromonzi","2018","09","13","2018","09","15",2.372933
"Marondera","2018","09","13","2018","09","15",2.423203
"Mudzi","2018","09","13","2018","09","15",2.824806
"Mutoko","2018","09","13","2018","09","15",2.779954
"Murehwa","2018","09","13","2018","09","15",2.504458
"UMP","2018","09","13","2018","09","15",2.659861
"Seke","2018","09","13","2018","09","15",2.271316
"Wedza","2018","09","13","2018","09","15",2.399724
"Chirumhanzu","2018","09","13","2018","09","15",2.287175
"Gokwe North","2018","09","13","2018","09","15",2.048558
"Gokwe South","2018","09","13","2018","09","15",2.307179
"Gweru","2018","09","13","2018","09","15",2.240275
"Kwekwe","2018","09","13","2018","09","15",2.258363
"Mberengwa","2018","09","13","2018","09","15",2.372049
"Shurugwi","2018","09","13","2018","09","15",2.256224
"Zvishavane","2018","09","13","2018","09","15",2.23544
"Binga","2018","09","13","2018","09","15",2.77848
"Bubi","2018","09","13","2018","09","15",2.295318
"Hwange","2018","09","13","2018","09","15",2.279651
"Lupane","2018","09","13","2018","09","15",2.478778
"Nkayi","2018","09","13","2018","09","15",2.433993
"Tsholotsho","2018","09","13","2018","09","15",2.37136
"Umguza","2018","09","13","2018","09","15",2.436018
"Beitbridge","2018","09","13","2018","09","15",2.142737
"Bulilima (North)","2018","09","13","2018","09","15",2.38164
"Gwanda","2018","09","13","2018","09","15",2.25757
"Insiza","2018","09","13","2018","09","15",2.30519
"Mangwe (South)","2018","09","13","2018","09","15",2.238647
"Matobo","2018","09","13","2018","09","15",2.236594
"Umzingwane","2018","09","13","2018","09","15",2.252497
"Bikita","2018","09","13","2018","09","15",2.289996
"Chiredzi","2018","09","13","2018","09","15",2.233237
"Chivi","2018","09","13","2018","09","15",2.305789
"Gutu","2018","09","13","2018","09","15",2.312097
"Masvingo","2018","09","13","2018","09","15",2.326194
"Mwenezi","2018","09","13","2018","09","15",2.297584
"Zaka","2018","09","13","2018","09","15",2.258772
"Chegutu","2018","09","13","2018","09","15",2.197058
"Hurungwe","2018","09","13","2018","09","15",2.047814
"Kadoma","2018","09","13","2018","09","15",2.174206
"Kariba","2018","09","13","2018","09","15",6.247995
"Makonde","2018","09","13","2018","09","15",2.076118
"Zvimba","2018","09","13","2018","09","15",2.282151
"Harare","2018","09","16","2018","09","18",2.282001
"Bulawayo","2018","09","16","2018","09","18",2.307776
"Buhera","2018","09","16","2018","09","18",2.285396
"Chimanimani","2018","09","16","2018","09","18",4.25244
"Chipinge","2018","09","16","2018","09","18",2.660077
"Makoni","2018","09","16","2018","09","18",2.435172
"Mutare","2018","09","16","2018","09","18",2.258832
"Mutasa","2018","09","16","2018","09","18",2.860547
"Nyanga","2018","09","16","2018","09","18",3.543457
"Bindura","2018","09","16","2018","09","18",2.443517
"Guruve","2018","09","16","2018","09","18",2.096563
"Mount Darwin","2018","09","16","2018","09","18",2.630217
"Mazowe","2018","09","16","2018","09","18",2.389905
"Centenary","2018","09","16","2018","09","18",2.261039
"Rushinga","2018","09","16","2018","09","18",3.014655
"Shamva","2018","09","16","2018","09","18",2.514048
"Chikomba","2018","09","16","2018","09","18",2.266804
"Goromonzi","2018","09","16","2018","09","18",2.350754
"Marondera","2018","09","16","2018","09","18",2.388823
"Mudzi","2018","09","16","2018","09","18",2.766924
"Mutoko","2018","09","16","2018","09","18",2.714952
"Murehwa","2018","09","16","2018","09","18",2.443775
"UMP","2018","09","16","2018","09","18",2.646119
"Seke","2018","09","16","2018","09","18",2.243571
"Wedza","2018","09","16","2018","09","18",2.395943
"Chirumhanzu","2018","09","16","2018","09","18",2.27271
"Gokwe North","2018","09","16","2018","09","18",2.050562
"Gokwe South","2018","09","16","2018","09","18",2.314741
"Gweru","2018","09","16","2018","09","18",2.225302
"Kwekwe","2018","09","16","2018","09","18",2.233897
"Mberengwa","2018","09","16","2018","09","18",2.35418
"Shurugwi","2018","09","16","2018","09","18",2.260097
"Zvishavane","2018","09","16","2018","09","18",2.254325
"Binga","2018","09","16","2018","09","18",2.787318
"Bubi","2018","09","16","2018","09","18",2.299967
"Hwange","2018","09","16","2018","09","18",2.2845
"Lupane","2018","09","16","2018","09","18",2.478945
"Nkayi","2018","09","16","2018","09","18",2.415956
"Tsholotsho","2018","09","16","2018","09","18",2.386701
"Umguza","2018","09","16","2018","09","18",2.418849
"Beitbridge","2018","09","16","2018","09","18",2.132772
"Bulilima (North)","2018","09","16","2018","09","18",2.384441
"Gwanda","2018","09","16","2018","09","18",2.239839
"Insiza","2018","09","16","2018","09","18",2.294821
"Mangwe (South)","2018","09","16","2018","09","18",2.234821
"Matobo","2018","09","16","2018","09","18",2.239856
"Umzingwane","2018","09","16","2018","09","18",2.224374
"Bikita","2018","09","16","2018","09","18",2.259031
"Chiredzi","2018","09","16","2018","09","18",2.224622
"Chivi","2018","09","16","2018","09","18",2.308334
"Gutu","2018","09","16","2018","09","18",2.287087
"Masvingo","2018","09","16","2018","09","18",2.304431
"Mwenezi","2018","09","16","2018","09","18",2.241812
"Zaka","2018","09","16","2018","09","18",2.264181
"Chegutu","2018","09","16","2018","09","18",2.200229
"Hurungwe","2018","09","16","2018","09","18",2.049144
"Kadoma","2018","09","16","2018","09","18",2.208753
"Kariba","2018","09","16","2018","09","18",6.233467
"Makonde","2018","09","16","2018","09","18",2.092549
"Zvimba","2018","09","16","2018","09","18",2.299268
"Harare","2018","09","19","2018","09","21",2.290571
"Bulawayo","2018","09","19","2018","09","21",2.275376
"Buhera","2018","09","19","2018","09","21",2.295346
"Chimanimani","2018","09","19","2018","09","21",3.992608
"Chipinge","2018","09","19","2018","09","21",2.646244
"Makoni","2018","09","19","2018","09","21",2.440548
"Mutare","2018","09","19","2018","09","21",2.272654
"Mutasa","2018","09","19","2018","09","21",2.717908
"Nyanga","2018","09","19","2018","09","21",3.389734
"Bindura","2018","09","19","2018","09","21",2.46893
"Guruve","2018","09","19","2018","09","21",2.099175
"Mount Darwin","2018","09","19","2018","09","21",2.620915
"Mazowe","2018","09","19","2018","09","21",2.400676
"Centenary","2018","09","19","2018","09","21",2.315552
"Rushinga","2018","09","19","2018","09","21",3.045241
"Shamva","2018","09","19","2018","09","21",2.532608
"Chikomba","2018","09","19","2018","09","21",2.271835
"Goromonzi","2018","09","19","2018","09","21",2.332889
"Marondera","2018","09","19","2018","09","21",2.409635
"Mudzi","2018","09","19","2018","09","21",2.789629
"Mutoko","2018","09","19","2018","09","21",2.723652
"Murehwa","2018","09","19","2018","09","21",2.433257
"UMP","2018","09","19","2018","09","21",2.627852
"Seke","2018","09","19","2018","09","21",2.265689
"Wedza","2018","09","19","2018","09","21",2.416455
"Chirumhanzu","2018","09","19","2018","09","21",2.310057
"Gokwe North","2018","09","19","2018","09","21",2.037067
"Gokwe South","2018","09","19","2018","09","21",2.30441
"Gweru","2018","09","19","2018","09","21",2.231272
"Kwekwe","2018","09","19","2018","09","21",2.240088
"Mberengwa","2018","09","19","2018","09","21",2.412808
"Shurugwi","2018","09","19","2018","09","21",2.301916
"Zvishavane","2018","09","19","2018","09","21",2.261982
"Binga","2018","09","19","2018","09","21",2.762309
"Bubi","2018","09","19","2018","09","21",2.308521
"Hwange","2018","09","19","2018","09","21",2.282471
"Lupane","2018","09","19","2018","09","21",2.464753
"Nkayi","2018","09","19","2018","09","21",2.443151
"Tsholotsho","2018","09","19","2018","09","21",2.3899
"Umguza","2018","09","19","2018","09","21",2.410324
"Beitbridge","2018","09","19","2018","09","21",2.1539
"Bulilima (North)","2018","09","19","2018","09","21",2.370835
"Gwanda","2018","09","19","2018","09","21",2.28534
"Insiza","2018","09","19","2018","09","21",2.336444
"Mangwe (South)","2018","09","19","2018","09","21",2.230325
"Matobo","2018","09","19","2018","09","21",2.268252
"Umzingwane","2018","09","19","2018","09","21",2.254805
"Bikita","2018","09","19","2018","09","21",2.26894
"Chiredzi","2018","09","19","2018","09","21",2.238007
"Chivi","2018","09","19","2018","09","21",2.358617
"Gutu","2018","09","19","2018","09","21",2.291318
"Masvingo","2018","09","19","2018","09","21",2.359915
"Mwenezi","2018","09","19","2018","09","21",2.317966
"Zaka","2018","09","19","2018","09","21",2.331108
"Chegutu","2018","09","19","2018","09","21",2.199175
"Hurungwe","2018","09","19","2018","09","21",2.033832
"Kadoma","2018","09","19","2018","09","21",2.197612
"Kariba","2018","09","19","2018","09","21",6.155363
"Makonde","2018","09","19","2018","09","21",2.085926
"Zvimba","2018","09","19","2018","09","21",2.293384
"Harare","2018","09","22","2018","09","24",2.320127
"Bulawayo","2018","09","22","2018","09","24",2.258553
"Buhera","2018","09","22","2018","09","24",2.289506
"Chimanimani","2018","09","22","2018","09","24",3.795601
"Chipinge","2018","09","22","2018","09","24",2.54108
"Makoni","2018","09","22","2018","09","24",2.401376
"Mutare","2018","09","22","2018","09","24",2.259631
"Mutasa","2018","09","22","2018","09","24",2.595253
"Nyanga","2018","09","22","2018","09","24",3.261622
"Bindura","2018","09","22","2018","09","24",2.470076
"Guruve","2018","09","22","2018","09","24",2.104896
"Mount Darwin","2018","09","22","2018","09","24",2.612545
"Mazowe","2018","09","22","2018","09","24",2.394604
"Centenary","2018","09","22","2018","09","24",2.313201
"Rushinga","2018","09","22","2018","09","24",2.947692
"Shamva","2018","09","22","2018","09","24",2.559025
"Chikomba","2018","09","22","2018","09","24",2.289877
"Goromonzi","2018","09","22","2018","09","24",2.321219
"Marondera","2018","09","22","2018","09","24",2.37399
"Mudzi","2018","09","22","2018","09","24",2.805162
"Mutoko","2018","09","22","2018","09","24",2.719088
"Murehwa","2018","09","22","2018","09","24",2.397492
"UMP","2018","09","22","2018","09","24",2.612586
"Seke","2018","09","22","2018","09","24",2.249107
"Wedza","2018","09","22","2018","09","24",2.398153
"Chirumhanzu","2018","09","22","2018","09","24",2.314704
"Gokwe North","2018","09","22","2018","09","24",2.055133
"Gokwe South","2018","09","22","2018","09","24",2.317371
"Gweru","2018","09","22","2018","09","24",2.210981
"Kwekwe","2018","09","22","2018","09","24",2.253321
"Mberengwa","2018","09","22","2018","09","24",2.403605
"Shurugwi","2018","09","22","2018","09","24",2.296896
"Zvishavane","2018","09","22","2018","09","24",2.274886
"Binga","2018","09","22","2018","09","24",2.781668
"Bubi","2018","09","22","2018","09","24",2.319609
"Hwange","2018","09","22","2018","09","24",2.269473
"Lupane","2018","09","22","2018","09","24",2.490357
"Nkayi","2018","09","22","2018","09","24",2.487183
"Tsholotsho","2018","09","22","2018","09","24",2.406399
"Umguza","2018","09","22","2018","09","24",2.436747
"Beitbridge","2018","09","22","2018","09","24",2.157028
"Bulilima (North)","2018","09","22","2018","09","24",2.36399
"Gwanda","2018","09","22","2018","09","24",2.276774
"Insiza","2018","09","22","2018","09","24",2.330204
"Mangwe (South)","2018","09","22","2018","09","24",2.226179
"Matobo","2018","09","22","2018","09","24",2.269205
"Umzingwane","2018","09","22","2018","09","24",2.240401
"Bikita","2018","09","22","2018","09","24",2.243048
"Chiredzi","2018","09","22","2018","09","24",2.227986
"Chivi","2018","09","22","2018","09","24",2.351987
"Gutu","2018","09","22","2018","09","24",2.28323
"Masvingo","2018","09","22","2018","09","24",2.316096
"Mwenezi","2018","09","22","2018","09","24",2.306382
"Zaka","2018","09","22","2018","09","24",2.270951
"Chegutu","2018","09","22","2018","09","24",2.180571
"Hurungwe","2018","09","22","2018","09","24",2.042506
"Kadoma","2018","09","22","2018","09","24",2.199755
"Kariba","2018","09","22","2018","09","24",6.146015
"Makonde","2018","09","22","2018","09","24",2.116398
"Zvimba","2018","09","22","2018","09","24",2.285055
"Harare","2018","09","25","2018","09","27",2.343651
"Bulawayo","2018","09","25","2018","09","27",2.226405
"Buhera","2018","09","25","2018","09","27",2.277038
"Chimanimani","2018","09","25","2018","09","27",3.446121
"Chipinge","2018","09","25","2018","09","27",2.402317
"Makoni","2018","09","25","2018","09","27",2.401703
"Mutare","2018","09","25","2018","09","27",2.24106
"Mutasa","2018","09","25","2018","09","27",2.427384
"Nyanga","2018","09","25","2018","09","27",3.061817
"Bindura","2018","09","25","2018","09","27",2.390286
"Guruve","2018","09","25","2018","09","27",2.069177
"Mount Darwin","2018","09","25","2018","09","27",2.561491
"Mazowe","2018","09","25","2018","09","27",2.338794
"Centenary","2018","09","25","2018","09","27",2.262816
"Rushinga","2018","09","25","2018","09","27",2.875686
"Shamva","2018","09","25","2018","09","27",2.530599
"Chikomba","2018","09","25","2018","09","27",2.267841
"Goromonzi","2018","09","25","2018","09","27",2.301161
"Marondera","2018","09","25","2018","09","27",2.349847
"Mudzi","2018","09","25","2018","09","27",2.738258
"Mutoko","2018","09","25","2018","09","27",2.679234
"Murehwa","2018","09","25","2018","09","27",2.379368
"UMP","2018","09","25","2018","09","27",2.567539
"Seke","2018","09","25","2018","09","27",2.24058
"Wedza","2018","09","25","2018","09","27",2.373595
"Chirumhanzu","2018","09","25","2018","09","27",2.291984
"Gokwe North","2018","09","25","2018","09","27",2.024931
"Gokwe South","2018","09","25","2018","09","27",2.295711
"Gweru","2018","09","25","2018","09","27",2.195655
"Kwekwe","2018","09","25","2018","09","27",2.228135
"Mberengwa","2018","09","25","2018","09","27",2.353299
"Shurugwi","2018","09","25","2018","09","27",2.268496
"Zvishavane","2018","09","25","2018","09","27",2.287953
"Binga","2018","09","25","2018","09","27",2.771305
"Bubi","2018","09","25","2018","09","27",2.280793
"Hwange","2018","09","25","2018","09","27",2.254717
"Lupane","2018","09","25","2018","09","27",2.48273
"Nkayi","2018","09","25","2018","09","27",2.49171
"Tsholotsho","2018","09","25","2018","09","27",2.326899
"Umguza","2018","09","25","2018","09","27",2.413608
"Beitbridge","2018","09","25","2018","09","27",2.126168
"Bulilima (North)","2018","09","25","2018","09","27",2.331874
"Gwanda","2018","09","25","2018","09","27",2.220728
"Insiza","2018","09","25","2018","09","27",2.298119
"Mangwe (South)","2018","09","25","2018","09","27",2.230571
"Matobo","2018","09","25","2018","09","27",2.251226
"Umzingwane","2018","09","25","2018","09","27",2.22971
"Bikita","2018","09","25","2018","09","27",2.24632
"Chiredzi","2018","09","25","2018","09","27",2.213092
"Chivi","2018","09","25","2018","09","27",2.312828
"Gutu","2018","09","25","2018","09","27",2.255458
"Masvingo","2018","09","25","2018","09","27",2.264339
"Mwenezi","2018","09","25","2018","09","27",2.245604
"Zaka","2018","09","25","2018","09","27",2.272822
"Chegutu","2018","09","25","2018","09","27",2.172346
"Hurungwe","2018","09","25","2018","09","27",2.004504
"Kadoma","2018","09","25","2018","09","27",2.183996
"Kariba","2018","09","25","2018","09","27",6.221182
"Makonde","2018","09","25","2018","09","27",2.09728
"Zvimba","2018","09","25","2018","09","27",2.25094
"Harare","2018","09","28","2018","09","30",2.351834
"Bulawayo","2018","09","28","2018","09","30",2.243307
"Buhera","2018","09","28","2018","09","30",2.323212
"Chimanimani","2018","09","28","2018","09","30",7.705393
"Chipinge","2018","09","28","2018","09","30",7.447478
"Makoni","2018","09","28","2018","09","30",2.701772
"Mutare","2018","09","28","2018","09","30",2.553319
"Mutasa","2018","09","28","2018","09","30",6.324192
"Nyanga","2018","09","28","2018","09","30",5.371727
"Bindura","2018","09","28","2018","09","30",2.465511
"Guruve","2018","09","28","2018","09","30",2.080485
"Mount Darwin","2018","09","28","2018","09","30",2.678489
"Mazowe","2018","09","28","2018","09","30",2.432618
"Centenary","2018","09","28","2018","09","30",2.301631
"Rushinga","2018","09","28","2018","09","30",3.131489
"Shamva","2018","09","28","2018","09","30",2.597051
"Chikomba","2018","09","28","2018","09","30",2.441666
"Goromonzi","2018","09","28","2018","09","30",2.356748
"Marondera","2018","09","28","2018","09","30",2.380114
"Mudzi","2018","09","28","2018","09","30",2.813076
"Mutoko","2018","09","28","2018","09","30",2.749075
"Murehwa","2018","09","28","2018","09","30",2.409764
"UMP","2018","09","28","2018","09","30",2.628037
"Seke","2018","09","28","2018","09","30",2.286234
"Wedza","2018","09","28","2018","09","30",3.022482
"Chirumhanzu","2018","09","28","2018","09","30",2.367054
"Gokwe North","2018","09","28","2018","09","30",2.040233
"Gokwe South","2018","09","28","2018","09","30",2.318416
"Gweru","2018","09","28","2018","09","30",2.221487
"Kwekwe","2018","09","28","2018","09","30",2.262499
"Mberengwa","2018","09","28","2018","09","30",2.67702
"Shurugwi","2018","09","28","2018","09","30",2.289381
"Zvishavane","2018","09","28","2018","09","30",2.334213
"Binga","2018","09","28","2018","09","30",2.783789
"Bubi","2018","09","28","2018","09","30",2.269019
"Hwange","2018","09","28","2018","09","30",2.267434
"Lupane","2018","09","28","2018","09","30",2.502968
"Nkayi","2018","09","28","2018","09","30",2.515442
"Tsholotsho","2018","09","28","2018","09","30",2.33856
"Umguza","2018","09","28","2018","09","30",2.410377
"Beitbridge","2018","09","28","2018","09","30",2.127709
"Bulilima (North)","2018","09","28","2018","09","30",2.405336
"Gwanda","2018","09","28","2018","09","30",2.24751
"Insiza","2018","09","28","2018","09","30",2.425635
"Mangwe (South)","2018","09","28","2018","09","30",2.245188
"Matobo","2018","09","28","2018","09","30",2.272385
"Umzingwane","2018","09","28","2018","09","30",2.216339
"Bikita","2018","09","28","2018","09","30",2.527387
"Chiredzi","2018","09","28","2018","09","30",2.258457
"Chivi","2018","09","28","2018","09","30",2.623241
"Gutu","2018","09","28","2018","09","30",2.447832
"Masvingo","2018","09","28","2018","09","30",2.997665
"Mwenezi","2018","09","28","2018","09","30",2.279419
"Zaka","2018","09","28","2018","09","30",3.468172
"Chegutu","2018","09","28","2018","09","30",2.188972
"Hurungwe","2018","09","28","2018","09","30",2.012343
"Kadoma","2018","09","28","2018","09","30",2.204547
"Kariba","2018","09","28","2018","09","30",6.199662
"Makonde","2018","09","28","2018","09","30",2.10729
"Zvimba","2018","09","28","2018","09","30",2.248162
"Harare","2018","10","01","2018","10","03",2.215557
"Bulawayo","2018","10","01","2018","10","03",2.168739
"Buhera","2018","10","01","2018","10","03",2.331618
"Chimanimani","2018","10","01","2018","10","03",5.136228
"Chipinge","2018","10","01","2018","10","03",4.226645
"Makoni","2018","10","01","2018","10","03",2.456621
"Mutare","2018","10","01","2018","10","03",2.370876
"Mutasa","2018","10","01","2018","10","03",4.211641
"Nyanga","2018","10","01","2018","10","03",4.154178
"Bindura","2018","10","01","2018","10","03",2.425368
"Guruve","2018","10","01","2018","10","03",2.115195
"Mount Darwin","2018","10","01","2018","10","03",2.685908
"Mazowe","2018","10","01","2018","10","03",2.40245
"Centenary","2018","10","01","2018","10","03",2.266579
"Rushinga","2018","10","01","2018","10","03",2.876791
"Shamva","2018","10","01","2018","10","03",2.517466
"Chikomba","2018","10","01","2018","10","03",2.3104
"Goromonzi","2018","10","01","2018","10","03",2.270397
"Marondera","2018","10","01","2018","10","03",2.338878
"Mudzi","2018","10","01","2018","10","03",2.959272
"Mutoko","2018","10","01","2018","10","03",2.611241
"Murehwa","2018","10","01","2018","10","03",2.451611
"UMP","2018","10","01","2018","10","03",2.560987
"Seke","2018","10","01","2018","10","03",2.14281
"Wedza","2018","10","01","2018","10","03",2.466168
"Chirumhanzu","2018","10","01","2018","10","03",2.271361
"Gokwe North","2018","10","01","2018","10","03",2.039414
"Gokwe South","2018","10","01","2018","10","03",2.318043
"Gweru","2018","10","01","2018","10","03",2.248199
"Kwekwe","2018","10","01","2018","10","03",2.255337
"Mberengwa","2018","10","01","2018","10","03",2.391612
"Shurugwi","2018","10","01","2018","10","03",2.27416
"Zvishavane","2018","10","01","2018","10","03",2.363498
"Binga","2018","10","01","2018","10","03",2.726376
"Bubi","2018","10","01","2018","10","03",2.25493
"Hwange","2018","10","01","2018","10","03",2.274934
"Lupane","2018","10","01","2018","10","03",2.415943
"Nkayi","2018","10","01","2018","10","03",2.432946
"Tsholotsho","2018","10","01","2018","10","03",2.252879
"Umguza","2018","10","01","2018","10","03",2.394997
"Beitbridge","2018","10","01","2018","10","03",2.177282
"Bulilima (North)","2018","10","01","2018","10","03",2.289013
"Gwanda","2018","10","01","2018","10","03",2.236294
"Insiza","2018","10","01","2018","10","03",2.262563
"Mangwe (South)","2018","10","01","2018","10","03",2.27368
"Matobo","2018","10","01","2018","10","03",2.254009
"Umzingwane","2018","10","01","2018","10","03",2.216794
"Bikita","2018","10","01","2018","10","03",2.379627
"Chiredzi","2018","10","01","2018","10","03",2.212791
"Chivi","2018","10","01","2018","10","03",2.370712
"Gutu","2018","10","01","2018","10","03",2.350594
"Masvingo","2018","10","01","2018","10","03",2.44059
"Mwenezi","2018","10","01","2018","10","03",2.272425
"Zaka","2018","10","01","2018","10","03",2.578766
"Chegutu","2018","10","01","2018","10","03",2.176095
"Hurungwe","2018","10","01","2018","10","03",2.050367
"Kadoma","2018","10","01","2018","10","03",2.178068
"Kariba","2018","10","01","2018","10","03",6.279792
"Makonde","2018","10","01","2018","10","03",2.10463
"Zvimba","2018","10","01","2018","10","03",2.237952
"Harare","2018","10","04","2018","10","06",2.227008
"Bulawayo","2018","10","04","2018","10","06",2.188197
"Buhera","2018","10","04","2018","10","06",2.38851
"Chimanimani","2018","10","04","2018","10","06",5.125803
"Chipinge","2018","10","04","2018","10","06",5.776975
"Makoni","2018","10","04","2018","10","06",2.423065
"Mutare","2018","10","04","2018","10","06",2.59297
"Mutasa","2018","10","04","2018","10","06",3.516418
"Nyanga","2018","10","04","2018","10","06",3.853548
"Bindura","2018","10","04","2018","10","06",2.397756
"Guruve","2018","10","04","2018","10","06",2.105765
"Mount Darwin","2018","10","04","2018","10","06",2.643148
"Mazowe","2018","10","04","2018","10","06",2.40148
"Centenary","2018","10","04","2018","10","06",2.234847
"Rushinga","2018","10","04","2018","10","06",2.731933
"Shamva","2018","10","04","2018","10","06",2.510296
"Chikomba","2018","10","04","2018","10","06",2.31937
"Goromonzi","2018","10","04","2018","10","06",2.287806
"Marondera","2018","10","04","2018","10","06",2.33732
"Mudzi","2018","10","04","2018","10","06",2.962904
"Mutoko","2018","10","04","2018","10","06",2.637693
"Murehwa","2018","10","04","2018","10","06",2.464588
"UMP","2018","10","04","2018","10","06",2.567153
"Seke","2018","10","04","2018","10","06",2.139094
"Wedza","2018","10","04","2018","10","06",2.422965
"Chirumhanzu","2018","10","04","2018","10","06",2.266941
"Gokwe North","2018","10","04","2018","10","06",2.023289
"Gokwe South","2018","10","04","2018","10","06",2.325214
"Gweru","2018","10","04","2018","10","06",2.29325
"Kwekwe","2018","10","04","2018","10","06",2.2454
"Mberengwa","2018","10","04","2018","10","06",2.559058
"Shurugwi","2018","10","04","2018","10","06",2.374218
"Zvishavane","2018","10","04","2018","10","06",2.487344
"Binga","2018","10","04","2018","10","06",2.721097
"Bubi","2018","10","04","2018","10","06",2.251459
"Hwange","2018","10","04","2018","10","06",2.296733
"Lupane","2018","10","04","2018","10","06",2.413393
"Nkayi","2018","10","04","2018","10","06",2.408494
"Tsholotsho","2018","10","04","2018","10","06",2.290472
"Umguza","2018","10","04","2018","10","06",2.408531
"Beitbridge","2018","10","04","2018","10","06",2.20955
"Bulilima (North)","2018","10","04","2018","10","06",2.297723
"Gwanda","2018","10","04","2018","10","06",2.272716
"Insiza","2018","10","04","2018","10","06",2.331877
"Mangwe (South)","2018","10","04","2018","10","06",2.291251
"Matobo","2018","10","04","2018","10","06",2.281433
"Umzingwane","2018","10","04","2018","10","06",2.259388
"Bikita","2018","10","04","2018","10","06",2.60707
"Chiredzi","2018","10","04","2018","10","06",2.336236
"Chivi","2018","10","04","2018","10","06",2.563804
"Gutu","2018","10","04","2018","10","06",2.353152
"Masvingo","2018","10","04","2018","10","06",2.898409
"Mwenezi","2018","10","04","2018","10","06",2.342745
"Zaka","2018","10","04","2018","10","06",3.509935
"Chegutu","2018","10","04","2018","10","06",2.173717
"Hurungwe","2018","10","04","2018","10","06",2.039453
"Kadoma","2018","10","04","2018","10","06",2.177662
"Kariba","2018","10","04","2018","10","06",6.217176
"Makonde","2018","10","04","2018","10","06",2.093281
"Zvimba","2018","10","04","2018","10","06",2.23459
"Harare","2018","10","07","2018","10","09",2.249539
"Bulawayo","2018","10","07","2018","10","09",2.144108
"Buhera","2018","10","07","2018","10","09",2.358429
"Chimanimani","2018","10","07","2018","10","09",4.356829
"Chipinge","2018","10","07","2018","10","09",3.853754
"Makoni","2018","10","07","2018","10","09",2.399176
"Mutare","2018","10","07","2018","10","09",2.348412
"Mutasa","2018","10","07","2018","10","09",3.135461
"Nyanga","2018","10","07","2018","10","09",3.601285
"Bindura","2018","10","07","2018","10","09",2.400543
"Guruve","2018","10","07","2018","10","09",2.104908
"Mount Darwin","2018","10","07","2018","10","09",2.649247
"Mazowe","2018","10","07","2018","10","09",2.40955
"Centenary","2018","10","07","2018","10","09",2.232127
"Rushinga","2018","10","07","2018","10","09",2.739374
"Shamva","2018","10","07","2018","10","09",2.492511
"Chikomba","2018","10","07","2018","10","09",2.266052
"Goromonzi","2018","10","07","2018","10","09",2.285449
"Marondera","2018","10","07","2018","10","09",2.327619
"Mudzi","2018","10","07","2018","10","09",2.891064
"Mutoko","2018","10","07","2018","10","09",2.610027
"Murehwa","2018","10","07","2018","10","09",2.473613
"UMP","2018","10","07","2018","10","09",2.541107
"Seke","2018","10","07","2018","10","09",2.137381
"Wedza","2018","10","07","2018","10","09",2.333523
"Chirumhanzu","2018","10","07","2018","10","09",2.244723
"Gokwe North","2018","10","07","2018","10","09",2.004335
"Gokwe South","2018","10","07","2018","10","09",2.304472
"Gweru","2018","10","07","2018","10","09",2.253888
"Kwekwe","2018","10","07","2018","10","09",2.239252
"Mberengwa","2018","10","07","2018","10","09",2.391252
"Shurugwi","2018","10","07","2018","10","09",2.291584
"Zvishavane","2018","10","07","2018","10","09",2.313646
"Binga","2018","10","07","2018","10","09",2.705718
"Bubi","2018","10","07","2018","10","09",2.231752
"Hwange","2018","10","07","2018","10","09",2.279699
