"District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture"
"Beitbridge","2015","05",0.0969421261143808,0.106862941855375,0.0930492989033735
"Beitbridge","2015","06",0.0921924321471422,0.0939665011499071,0.0901243918659964
"Beitbridge","2015","07",0.0919250138652674,0.093872910835292,0.0905170942974223
"Beitbridge","2015","08",0.0901509186678075,0.0917241247208793,0.0887805672266678
"Beitbridge","2015","09",0.159103710125591,0.226081903000025,0.1011694639622
"Beitbridge","2015","10",0.0925580359100568,0.0998603865594719,0.0888141364952754
"Beitbridge","2015","11",0.129946728985007,0.198335644132988,0.085241844689971
"Beitbridge","2015","12",0.143986381272934,0.186102052547785,0.0953496108291163
"Beitbridge","2016","01",0.129593933020789,0.173994270581073,0.0880705631855253
"Beitbridge","2016","02",0.121696699642596,0.191614306186912,0.0918667301053845
"Beitbridge","2016","03",0.372086584783337,0.5416502879781,0.138613059377087
"Beitbridge","2016","04",0.21534678618478,0.3006630163254,0.121965998018495
"Beitbridge","2016","05",0.102028007091245,0.11312440193448,0.0976234504621015
"Beitbridge","2016","06",0.0966522940432744,0.100483182942385,0.0932800610743786
"Beitbridge","2016","07",0.0982859779663105,0.106736999682755,0.0939839091367667
"Beitbridge","2016","08",0.0907647877986201,0.0937065622455938,0.0886684437331362
"Beitbridge","2016","09",0.0892158156875946,0.0917883720867944,0.0872139445353057
"Beitbridge","2016","10",0.097821031030918,0.129833459216258,0.0881726495242998
"Beitbridge","2016","11",0.108382260504614,0.149633805756986,0.0882228799647829
"Beitbridge","2016","12",0.246021011314873,0.395177667054212,0.104175298246822
"Beitbridge","2017","01",0.335244710602661,0.382200163742616,0.310161179669659
"Beitbridge","2017","02",0.407514145494619,0.570820600019898,0.24608478761416
"Beitbridge","2017","03",0.262100102247979,0.439999585886514,0.128837374843129
"Beitbridge","2017","04",0.125436011219503,0.163260676516029,0.100970508922617
"Beitbridge","2017","05",0.126267310759507,0.172201933700742,0.0988462688012118
"Beitbridge","2017","06",0.0950670293551487,0.0975902385949669,0.0921095518314646
"Beitbridge","2017","07",0.093543514009047,0.0940709690147793,0.0926391187401569
"Beitbridge","2017","08",0.0908190226616754,0.0919564443895621,0.0895205113892051
"Beitbridge","2017","09",0.0890616170813504,0.0916973193945367,0.0875453126880531
"Beitbridge","2017","10",0.137862611010213,0.177715800874414,0.0898221496040771
"Beitbridge","2017","11",0.177933980412613,0.257239271115182,0.097134166822747
"Beitbridge","2017","12",0.147466378891247,0.212636326563063,0.0958046578331974
"Beitbridge","2018","01",0.118464733090436,0.176367310917832,0.0882966273877037
"Beitbridge","2018","02",0.367809589133663,0.643696025012465,0.191580719581084
"Beitbridge","2018","03",0.310167389608173,0.576570855267909,0.186511096605839
"Beitbridge","2018","04",0.203014932169227,0.25849093456116,0.141799163974559
"Beitbridge","2018","05",0.162350431767496,0.223016051837942,0.104735686627833
"Beitbridge","2018","06",0.115230124152232,0.152595321468843,0.0980682997417014
"Beitbridge","2018","07",0.0987941944021705,0.102733452039591,0.095606206965616
"Beitbridge","2018","08",0.0927378225129905,0.0946919247417908,0.0913171417891035
"Beitbridge","2018","09",0.0889508034249763,0.0915197677483276,0.086753284470336
"Beitbridge","2018","10",0.0917495001200182,0.101617481477398,0.0878744901364667
"Beitbridge","2018","11",0.101929303666451,0.147454207679708,0.0881268207184513
"Beitbridge","2018","12",0.173078777224542,0.280717033947163,0.124957292524782
"Beitbridge","2019","01",0.160261020235435,0.194475771728661,0.135325603618513
"Beitbridge","2019","02",0.369182364243664,0.683060606639581,0.11992148062995
"Beitbridge","2019","03",0.173592315196155,0.32138947083153,0.100331145722206
"Beitbridge","2019","04",0.113354750709021,0.140703438705962,0.0956268878994932
"Beitbridge","2019","05",0.0945002735980502,0.0966698629116225,0.0926962593655595
"Beitbridge","2019","06",0.0964490235193749,0.0994144887858296,0.0947580909966832
"Beitbridge","2019","07",0.0945782391316405,0.0975779972973508,0.0904737628220114
"Beitbridge","2019","08",0.0907488928825898,0.0916145802937683,0.0894445458059107
"Beitbridge","2019","09",0.0898290391218733,0.0938430390111986,0.0878531434077195
"Beitbridge","2019","10",0.0903219998670252,0.102454051951409,0.0875414856402642
"Beitbridge","2019","11",0.119653360489862,0.155332106890211,0.0900340361136739
"Beitbridge","2019","12",0.189078501684522,0.339653481776119,0.0955879820541591
"Beitbridge","2020","01",0.196037653804491,0.349914789201288,0.0912638368626709
"Beitbridge","2020","02",0.422183326111324,0.759245843696067,0.144906143894576
"Beitbridge","2020","03",0.169236707855447,0.297715863135724,0.0975452052826149
"Beitbridge","2020","04",0.0958676668263576,0.104661612438084,0.0928460309273921
"Beitbridge","2020","05",0.0985999139597867,0.106830308483264,0.094121834601783
"Beitbridge","2020","06",0.0964013758128236,0.10370102050603,0.0928549536205186
"Beitbridge","2020","07",0.0928736776264425,0.0970167965941148,0.0901894521113467
"Beitbridge","2020","08",0.0936396047151467,0.117271421957554,0.0890809492348955
"Beitbridge","2020","09",0.126524292708836,0.177043763699427,0.0952313466532589
"Beitbridge","2020","10",0.144905248187529,0.187122761024031,0.100094719527053
"Beitbridge","2020","11",0.120930098865892,0.178344416760135,0.0956895382806227
"Beitbridge","2020","12",0.364841244134696,0.49630467232333,0.178166644494581
"Beitbridge","2021","01",0.464214996084374,0.654584477124849,0.35708193092141
"Beitbridge","2021","02",0.516540641599973,0.643982157644305,0.439068519989381
"Beitbridge","2021","03",0.280319927940551,0.464635179316713,0.168255712974225
"Beitbridge","2021","04",0.127219334780788,0.150368287010927,0.113412259088891
"Beitbridge","2021","05",0.124195002982272,0.131428739335898,0.117633816070919
"Beitbridge","2021","06",0.123673957646079,0.130440521587941,0.118151040020638
"Beitbridge","2021","07",0.123946066941722,0.128857490272249,0.116899651844935
"Beitbridge","2021","08",0.110532398522114,0.11611337789769,0.101887126051336
"Beitbridge","2021","09",0.0996359718417914,0.101750426369395,0.0963912776587357
"Beitbridge","2021","10",0.110720708345004,0.12222228822767,0.100235676631345
"Beitbridge","2021","11",0.156829282501108,0.277400433596122,0.103126743662287
"Beitbridge","2021","12",0.282896717179577,0.350680560057511,0.192969101858118
"Bikita","2015","05",0.152802395790468,0.244341280190393,0.101922506810021
"Bikita","2015","06",0.0981906144823681,0.0996748341424518,0.0972475314974481
"Bikita","2015","07",0.097556956166974,0.100436473856247,0.0946972838405695
"Bikita","2015","08",0.0952556716544325,0.0960808065366848,0.0944994070701178
"Bikita","2015","09",0.103646209267138,0.124135676504251,0.0917448967089877
"Bikita","2015","10",0.092705642153947,0.0956668495965265,0.0913159120687845
"Bikita","2015","11",0.142509903613555,0.238830969698636,0.091484608093831
"Bikita","2015","12",0.208138558613905,0.396350859103398,0.100452841833045
"Bikita","2016","01",0.15404902635628,0.314973879288813,0.103073444898274
"Bikita","2016","02",0.170899199088113,0.261225217874194,0.106164637139724
"Bikita","2016","03",0.458134561107634,0.774637796394338,0.216131494619325
"Bikita","2016","04",0.420253963358705,0.602287266900366,0.226960853595129
"Bikita","2016","05",0.133915116581272,0.201501162968667,0.10787906589404
"Bikita","2016","06",0.104868484642507,0.110206458497232,0.101981009727002
"Bikita","2016","07",0.103429036262349,0.111365604934832,0.0956862404663562
"Bikita","2016","08",0.0964065212807742,0.0978725845921967,0.0942561509765645
"Bikita","2016","09",0.0929276449173852,0.0941369541295637,0.0909725202391095
"Bikita","2016","10",0.100029302229694,0.125099698889823,0.0896718950661462
"Bikita","2016","11",0.220589302870329,0.404458516077569,0.090923676517313
"Bikita","2016","12",0.603440149273801,0.853817797863874,0.202943557416152
"Bikita","2017","01",0.91110056233627,0.983606314481729,0.746157669997011
"Bikita","2017","02",0.751773872990231,0.901952192531383,0.591315466812454
"Bikita","2017","03",0.752099711260931,0.911585582015152,0.50723785964178
"Bikita","2017","04",0.351796033159804,0.475555433134834,0.252496366269247
"Bikita","2017","05",0.267525084765674,0.431581167698936,0.152479227027519
"Bikita","2017","06",0.125786125142342,0.140584220901623,0.10889555475457
"Bikita","2017","07",0.108599971167276,0.114254069184061,0.105214152163799
"Bikita","2017","08",0.107464162426004,0.126750037683535,0.0955058336280345
"Bikita","2017","09",0.0956568363988511,0.0995298132402149,0.093780883814824
"Bikita","2017","10",0.135487822181421,0.276323173755595,0.0960733297480836
"Bikita","2017","11",0.312374758734451,0.449572690540892,0.179260987822648
"Bikita","2017","12",0.293426855130875,0.559564848703983,0.155770903408837
"Bikita","2018","01",0.281367640460254,0.435569235720665,0.146287169190076
"Bikita","2018","02",0.738245125966296,0.949351209774264,0.495193995492002
"Bikita","2018","03",0.64774191852866,0.929705223540312,0.450620301702058
"Bikita","2018","04",0.399246247755154,0.526633410618677,0.241732060117243
"Bikita","2018","05",0.196858602810198,0.230108187480046,0.157923765865986
"Bikita","2018","06",0.137436882298466,0.172680877815105,0.111859672892996
"Bikita","2018","07",0.165044673902489,0.193169562265801,0.118895703089931
"Bikita","2018","08",0.116469829799061,0.142732007194908,0.103583599513144
"Bikita","2018","09",0.0973264360830014,0.102031333076865,0.0931058870478026
"Bikita","2018","10",0.0991652815674565,0.105392811148407,0.0956360168885169
"Bikita","2018","11",0.150917077328594,0.31108542140157,0.0987652550365653
"Bikita","2018","12",0.306318241261819,0.482861270750269,0.186422033260248
"Bikita","2019","01",0.386210835093858,0.451553039437978,0.294805765005647
"Bikita","2019","02",0.397563950421032,0.683166458273899,0.15018886507611
"Bikita","2019","03",0.58671735303491,0.95241079581953,0.217413548157939
"Bikita","2019","04",0.380511747417979,0.533138335600108,0.263202898872041
"Bikita","2019","05",0.158076936411947,0.231227766273102,0.120277801436128
"Bikita","2019","06",0.115157365968865,0.120701819808433,0.109039239257673
"Bikita","2019","07",0.101910480369303,0.106775746394777,0.100191278201245
"Bikita","2019","08",0.106697464839489,0.121931006105678,0.100855071796768
"Bikita","2019","09",0.100708656033261,0.109524378657672,0.0940571618782102
"Bikita","2019","10",0.107818747987705,0.12471371948912,0.0941787999733242
"Bikita","2019","11",0.184806875894671,0.325393584930728,0.0959277855589977
"Bikita","2019","12",0.276211800409453,0.455179783646687,0.173012262655469
"Bikita","2020","01",0.385867370233597,0.643215846263006,0.143861989384582
"Bikita","2020","02",0.574656999455355,0.770088656681882,0.366971316184737
"Bikita","2020","03",0.325271983858489,0.53115356924974,0.187772238964525
"Bikita","2020","04",0.160837475268117,0.191458792245663,0.119235364146934
"Bikita","2020","05",0.105866686258405,0.113788975678664,0.102146150860115
"Bikita","2020","06",0.115232360728437,0.139227911369997,0.101332349116637
"Bikita","2020","07",0.106356402941889,0.121598173942344,0.101840351443636
"Bikita","2020","08",0.0990428608770199,0.101188466978898,0.0957543671267972
"Bikita","2020","09",0.100509158214017,0.111268126181584,0.094235024833596
"Bikita","2020","10",0.105798325128665,0.125296226884769,0.0936675913118969
"Bikita","2020","11",0.129039759601871,0.269773070126335,0.0948561583806061
"Bikita","2020","12",0.675696095299711,0.788475107305704,0.455976785473217
"Bikita","2021","01",0.855581117405819,0.985373377215721,0.728244841437322
"Bikita","2021","02",0.853119431435162,0.975885187913876,0.727629000510304
"Bikita","2021","03",0.467322054244293,0.798668298109078,0.240719340944124
"Bikita","2021","04",0.15305481584573,0.209361602166751,0.124200625488706
"Bikita","2021","05",0.121685891758952,0.140603185917717,0.109160686049898
"Bikita","2021","06",0.131130944417956,0.144768067420896,0.112361367169724
"Bikita","2021","07",0.118994574816605,0.130082949370466,0.112226660928807
"Bikita","2021","08",0.105238049706322,0.111274419154965,0.0985930596910534
"Bikita","2021","09",0.0999624098807872,0.10365900277099,0.0956378396581567
"Bikita","2021","10",0.105129438297593,0.117162577283751,0.0954321074619084
"Bikita","2021","11",0.149096509566384,0.296915703332945,0.0916613608191094
"Bikita","2021","12",0.27673548029469,0.49740253776749,0.115910900604619
"Bindura","2015","05",0.248171698455384,0.403980621732871,0.138556295969008
"Bindura","2015","06",0.116173774874228,0.129401382432692,0.108767019729548
"Bindura","2015","07",0.103285815627471,0.107359034666062,0.10093921830718
"Bindura","2015","08",0.0976001431735732,0.101036477753944,0.0961931074291159
"Bindura","2015","09",0.0964687121652604,0.0990847590636142,0.0945068014678166
"Bindura","2015","10",0.0976184760492992,0.0995518859917598,0.0961269393136986
"Bindura","2015","11",0.155895908319883,0.233996828695251,0.106331275780425
"Bindura","2015","12",0.386901895914873,0.658994020353431,0.108205694902624
"Bindura","2016","01",0.510326196810623,0.811494053407013,0.31220956325417
"Bindura","2016","02",0.632517340334131,0.975089161702806,0.383258346326924
"Bindura","2016","03",0.908458648433209,0.989125462341243,0.789426208003268
"Bindura","2016","04",0.523312565004446,0.696678040226413,0.286072770289605
"Bindura","2016","05",0.163793170098599,0.249818560679236,0.127108826140922
"Bindura","2016","06",0.112769822782563,0.124561248180864,0.10562327307297
"Bindura","2016","07",0.10294583988578,0.104486358191694,0.100522512655371
"Bindura","2016","08",0.103437456076787,0.104273386662225,0.102407172847094
"Bindura","2016","09",0.0981181573168521,0.102064772014764,0.0963782995394726
"Bindura","2016","10",0.104523600921577,0.115460378661251,0.0986760621131693
