"District","DateBegin","DateEnd","SoilMoisture"
"Kwekwe","SM20160417","20160419",7.070307
"Mberengwa","SM20160417","20160419",7.807588
"Shurugwi","SM20160417","20160419",8.976861
"Zvishavane","SM20160417","20160419",6.921217
"Binga","SM20160417","20160419",8.738534
"Bubi","SM20160417","20160419",4.485867
"Hwange","SM20160417","20160419",3.501278
"Lupane","SM20160417","20160419",4.881334
"Nkayi","SM20160417","20160419",6.269338
"Tsholotsho","SM20160417","20160419",2.610717
"Umguza","SM20160417","20160419",3.693211
"Beitbridge","SM20160417","20160419",4.149386
"Bulilima (North)","SM20160417","20160419",4.006633
"Gwanda","SM20160417","20160419",5.385026
"Insiza","SM20160417","20160419",6.940347
"Mangwe (South)","SM20160417","20160419",5.042199
"Matobo","SM20160417","20160419",5.906476
"Umzingwane","SM20160417","20160419",7.775449
"Bikita","SM20160417","20160419",8.746067
"Chiredzi","SM20160417","20160419",5.011828
"Chivi","SM20160417","20160419",6.967743
"Gutu","SM20160417","20160419",9.059597
"Masvingo","SM20160417","20160419",7.208524
"Mwenezi","SM20160417","20160419",6.192345
"Zaka","SM20160417","20160419",8.399699
"Chegutu","SM20160417","20160419",9.422291
"Hurungwe","SM20160417","20160419",10.20721
"Kadoma","SM20160417","20160419",9.072294
"Kariba","SM20160417","20160419",15.9984
"Makonde","SM20160417","20160419",11.57262
"Zvimba","SM20160417","20160419",11.77248
"Harare","SM20160420","20160422",14.88508
"Bulawayo","SM20160420","20160422",7.64447
"Buhera","SM20160420","20160422",9.629942
"Chimanimani","SM20160420","20160422",14.09967
"Chipinge","SM20160420","20160422",10.19101
"Makoni","SM20160420","20160422",11.10412
"Mutare","SM20160420","20160422",9.230728
"Mutasa","SM20160420","20160422",13.11636
"Nyanga","SM20160420","20160422",9.749886
"Bindura","SM20160420","20160422",8.884882
"Guruve","SM20160420","20160422",8.632923
"Mount Darwin","SM20160420","20160422",7.780062
"Mazowe","SM20160420","20160422",11.32779
"Centenary","SM20160420","20160422",10.06253
"Rushinga","SM20160420","20160422",4.321932
"Shamva","SM20160420","20160422",7.846409
"Chikomba","SM20160420","20160422",8.18004
"Goromonzi","SM20160420","20160422",10.6553
"Marondera","SM20160420","20160422",11.49327
"Mudzi","SM20160420","20160422",4.207604
"Mutoko","SM20160420","20160422",4.605548
"Murehwa","SM20160420","20160422",8.146825
"UMP","SM20160420","20160422",4.98103
"Seke","SM20160420","20160422",9.273159
"Wedza","SM20160420","20160422",11.46614
"Chirumhanzu","SM20160420","20160422",6.061308
"Gokwe North","SM20160420","20160422",6.530708
"Gokwe South","SM20160420","20160422",7.044662
"Gweru","SM20160420","20160422",6.361426
"Kwekwe","SM20160420","20160422",5.932165
"Mberengwa","SM20160420","20160422",6.553576
"Shurugwi","SM20160420","20160422",7.530041
"Zvishavane","SM20160420","20160422",5.76522
"Binga","SM20160420","20160422",7.402148
"Bubi","SM20160420","20160422",3.88653
"Hwange","SM20160420","20160422",3.096394
"Lupane","SM20160420","20160422",4.078989
"Nkayi","SM20160420","20160422",5.145746
"Tsholotsho","SM20160420","20160422",2.407255
"Umguza","SM20160420","20160422",3.243274
"Beitbridge","SM20160420","20160422",3.580193
"Bulilima (North)","SM20160420","20160422",3.383227
"Gwanda","SM20160420","20160422",4.584103
"Insiza","SM20160420","20160422",5.880859
"Mangwe (South)","SM20160420","20160422",4.216523
"Matobo","SM20160420","20160422",5.115517
"Umzingwane","SM20160420","20160422",6.698735
"Bikita","SM20160420","20160422",6.96324
"Chiredzi","SM20160420","20160422",4.089816
"Chivi","SM20160420","20160422",5.756077
"Gutu","SM20160420","20160422",7.191067
"Masvingo","SM20160420","20160422",5.904367
"Mwenezi","SM20160420","20160422",5.106759
"Zaka","SM20160420","20160422",6.808247
"Chegutu","SM20160420","20160422",8.177219
"Hurungwe","SM20160420","20160422",8.84786
"Kadoma","SM20160420","20160422",7.69635
"Kariba","SM20160420","20160422",14.39556
"Makonde","SM20160420","20160422",10.06094
"Zvimba","SM20160420","20160422",10.29708
"Harare","SM20160423","20160425",13.84827
"Bulawayo","SM20160423","20160425",6.762144
"Buhera","SM20160423","20160425",8.162988
"Chimanimani","SM20160423","20160425",13.18963
"Chipinge","SM20160423","20160425",9.444092
"Makoni","SM20160423","20160425",9.582644
"Mutare","SM20160423","20160425",8.055838
"Mutasa","SM20160423","20160425",11.75203
"Nyanga","SM20160423","20160425",8.825227
"Bindura","SM20160423","20160425",7.706807
"Guruve","SM20160423","20160425",7.553039
"Mount Darwin","SM20160423","20160425",6.676642
"Mazowe","SM20160423","20160425",10.09066
"Centenary","SM20160423","20160425",8.656693
"Rushinga","SM20160423","20160425",3.797021
"Shamva","SM20160423","20160425",6.792348
"Chikomba","SM20160423","20160425",6.711582
"Goromonzi","SM20160423","20160425",9.315161
"Marondera","SM20160423","20160425",9.853996
"Mudzi","SM20160423","20160425",3.659388
"Mutoko","SM20160423","20160425",3.845573
"Murehwa","SM20160423","20160425",6.609364
"UMP","SM20160423","20160425",4.302795
"Seke","SM20160423","20160425",8.169887
"Wedza","SM20160423","20160425",9.738001
"Chirumhanzu","SM20160423","20160425",4.992248
"Gokwe North","SM20160423","20160425",5.353997
"Gokwe South","SM20160423","20160425",5.760126
"Gweru","SM20160423","20160425",5.410043
"Kwekwe","SM20160423","20160425",4.943813
"Mberengwa","SM20160423","20160425",5.714477
"Shurugwi","SM20160423","20160425",6.364972
"Zvishavane","SM20160423","20160425",4.898003
"Binga","SM20160423","20160425",6.596789
"Bubi","SM20160423","20160425",3.480582
"Hwange","SM20160423","20160425",2.919769
"Lupane","SM20160423","20160425",3.650991
"Nkayi","SM20160423","20160425",4.31223
"Tsholotsho","SM20160423","20160425",2.370255
"Umguza","SM20160423","20160425",2.996419
"Beitbridge","SM20160423","20160425",3.100946
"Bulilima (North)","SM20160423","20160425",3.092028
"Gwanda","SM20160423","20160425",4.053155
"Insiza","SM20160423","20160425",5.151949
"Mangwe (South)","SM20160423","20160425",3.718521
"Matobo","SM20160423","20160425",4.584542
"Umzingwane","SM20160423","20160425",5.923167
"Bikita","SM20160423","20160425",6.117062
"Chiredzi","SM20160423","20160425",3.707241
"Chivi","SM20160423","20160425",4.986585
"Gutu","SM20160423","20160425",5.794182
"Masvingo","SM20160423","20160425",5.069417
"Mwenezi","SM20160423","20160425",4.325667
"Zaka","SM20160423","20160425",6.464858
"Chegutu","SM20160423","20160425",7.021426
"Hurungwe","SM20160423","20160425",7.743746
"Kadoma","SM20160423","20160425",6.504243
"Kariba","SM20160423","20160425",13.16643
"Makonde","SM20160423","20160425",8.876823
"Zvimba","SM20160423","20160425",9.121758
"Harare","SM20160426","20160428",12.86277
"Bulawayo","SM20160426","20160428",5.908582
"Buhera","SM20160426","20160428",7.725518
"Chimanimani","SM20160426","20160428",12.79638
"Chipinge","SM20160426","20160428",8.898313
"Makoni","SM20160426","20160428",8.911527
"Mutare","SM20160426","20160428",7.732196
"Mutasa","SM20160426","20160428",11.16354
"Nyanga","SM20160426","20160428",8.296452
"Bindura","SM20160426","20160428",6.729753
"Guruve","SM20160426","20160428",6.81017
"Mount Darwin","SM20160426","20160428",6.020021
"Mazowe","SM20160426","20160428",9.04073
"Centenary","SM20160426","20160428",7.828409
"Rushinga","SM20160426","20160428",3.425121
"Shamva","SM20160426","20160428",6.038928
"Chikomba","SM20160426","20160428",6.311349
"Goromonzi","SM20160426","20160428",8.30493
"Marondera","SM20160426","20160428",8.938136
"Mudzi","SM20160426","20160428",3.299941
"Mutoko","SM20160426","20160428",3.476738
"Murehwa","SM20160426","20160428",5.66794
"UMP","SM20160426","20160428",3.876025
"Seke","SM20160426","20160428",7.303909
"Wedza","SM20160426","20160428",9.188939
"Chirumhanzu","SM20160426","20160428",4.163845
"Gokwe North","SM20160426","20160428",4.539967
"Gokwe South","SM20160426","20160428",4.831752
"Gweru","SM20160426","20160428",4.513673
"Kwekwe","SM20160426","20160428",4.119487
"Mberengwa","SM20160426","20160428",5.619129
"Shurugwi","SM20160426","20160428",5.332804
"Zvishavane","SM20160426","20160428",4.518049
"Binga","SM20160426","20160428",5.938183
"Bubi","SM20160426","20160428",3.140747
"Hwange","SM20160426","20160428",2.843683
"Lupane","SM20160426","20160428",3.303219
"Nkayi","SM20160426","20160428",3.682883
"Tsholotsho","SM20160426","20160428",2.345241
"Umguza","SM20160426","20160428",2.84854
"Beitbridge","SM20160426","20160428",2.94023
"Bulilima (North)","SM20160426","20160428",2.871239
"Gwanda","SM20160426","20160428",3.567079
"Insiza","SM20160426","20160428",4.67466
"Mangwe (South)","SM20160426","20160428",3.211141
"Matobo","SM20160426","20160428",4.026848
"Umzingwane","SM20160426","20160428",5.268432
"Bikita","SM20160426","20160428",5.61397
"Chiredzi","SM20160426","20160428",3.493931
"Chivi","SM20160426","20160428",4.555579
"Gutu","SM20160426","20160428",5.073769
"Masvingo","SM20160426","20160428",4.337459
"Mwenezi","SM20160426","20160428",4.29121
"Zaka","SM20160426","20160428",5.526305
"Chegutu","SM20160426","20160428",6.109874
"Hurungwe","SM20160426","20160428",6.893158
"Kadoma","SM20160426","20160428",5.567444
"Kariba","SM20160426","20160428",12.32072
"Makonde","SM20160426","20160428",7.974998
"Zvimba","SM20160426","20160428",8.201993
"Harare","SM20160429","20160501",12.08979
"Bulawayo","SM20160429","20160501",5.167406
"Buhera","SM20160429","20160501",6.578367
"Chimanimani","SM20160429","20160501",12.16429
"Chipinge","SM20160429","20160501",8.256891
"Makoni","SM20160429","20160501",7.900562
"Mutare","SM20160429","20160501",6.791029
"Mutasa","SM20160429","20160501",10.03026
"Nyanga","SM20160429","20160501",7.544956
"Bindura","SM20160429","20160501",5.948189
"Guruve","SM20160429","20160501",5.992758
"Mount Darwin","SM20160429","20160501",5.315393
"Mazowe","SM20160429","20160501",8.118662
"Centenary","SM20160429","20160501",6.829653
"Rushinga","SM20160429","20160501",3.244765
"Shamva","SM20160429","20160501",5.293992
"Chikomba","SM20160429","20160501",5.49481
"Goromonzi","SM20160429","20160501",7.443599
"Marondera","SM20160429","20160501",7.931093
"Mudzi","SM20160429","20160501",3.086827
"Mutoko","SM20160429","20160501",3.196195
"Murehwa","SM20160429","20160501",4.846279
"UMP","SM20160429","20160501",3.526545
"Seke","SM20160429","20160501",6.582339
"Wedza","SM20160429","20160501",8.013075
"Chirumhanzu","SM20160429","20160501",3.666506
"Gokwe North","SM20160429","20160501",3.776386
"Gokwe South","SM20160429","20160501",4.153239
"Gweru","SM20160429","20160501",3.93561
"Kwekwe","SM20160429","20160501",3.534257
"Mberengwa","SM20160429","20160501",4.659933
"Shurugwi","SM20160429","20160501",4.662836
"Zvishavane","SM20160429","20160501",3.841617
"Binga","SM20160429","20160501",5.250179
"Bubi","SM20160429","20160501",2.937553
"Hwange","SM20160429","20160501",2.65299
"Lupane","SM20160429","20160501",3.02648
"Nkayi","SM20160429","20160501",3.27688
"Tsholotsho","SM20160429","20160501",2.34575
"Umguza","SM20160429","20160501",2.755938
"Beitbridge","SM20160429","20160501",2.665983
"Bulilima (North)","SM20160429","20160501",2.725337
"Gwanda","SM20160429","20160501",3.195688
"Insiza","SM20160429","20160501",3.971957
"Mangwe (South)","SM20160429","20160501",2.892317
"Matobo","SM20160429","20160501",3.632031
"Umzingwane","SM20160429","20160501",4.558431
"Bikita","SM20160429","20160501",4.829106
"Chiredzi","SM20160429","20160501",3.099365
"Chivi","SM20160429","20160501",3.871123
"Gutu","SM20160429","20160501",4.35049
"Masvingo","SM20160429","20160501",3.760684
"Mwenezi","SM20160429","20160501",3.558649
"Zaka","SM20160429","20160501",5.001735
"Chegutu","SM20160429","20160501",5.385869
"Hurungwe","SM20160429","20160501",6.032795
"Kadoma","SM20160429","20160501",4.755601
"Kariba","SM20160429","20160501",11.24731
"Makonde","SM20160429","20160501",6.922185
"Zvimba","SM20160429","20160501",7.186866
"Harare","SM20160502","20160504",11.04644
"Bulawayo","SM20160502","20160504",4.522029
"Buhera","SM20160502","20160504",5.835714
"Chimanimani","SM20160502","20160504",11.43193
"Chipinge","SM20160502","20160504",7.659458
"Makoni","SM20160502","20160504",7.12545
"Mutare","SM20160502","20160504",6.170004
"Mutasa","SM20160502","20160504",9.296777
"Nyanga","SM20160502","20160504",7.009918
"Bindura","SM20160502","20160504",5.19045
"Guruve","SM20160502","20160504",5.348366
"Mount Darwin","SM20160502","20160504",4.881242
"Mazowe","SM20160502","20160504",7.046216
"Centenary","SM20160502","20160504",6.158433
"Rushinga","SM20160502","20160504",3.260488
"Shamva","SM20160502","20160504",4.602382
"Chikomba","SM20160502","20160504",4.688029
"Goromonzi","SM20160502","20160504",6.558979
"Marondera","SM20160502","20160504",7.022198
"Mudzi","SM20160502","20160504",3.088502
"Mutoko","SM20160502","20160504",3.003991
"Murehwa","SM20160502","20160504",4.185056
"UMP","SM20160502","20160504",3.259269
"Seke","SM20160502","20160504",5.830697
"Wedza","SM20160502","20160504",7.18541
"Chirumhanzu","SM20160502","20160504",3.233766
"Gokwe North","SM20160502","20160504",3.255008
"Gokwe South","SM20160502","20160504",3.689481
"Gweru","SM20160502","20160504",3.462486
"Kwekwe","SM20160502","20160504",3.000035
"Mberengwa","SM20160502","20160504",4.075706
"Shurugwi","SM20160502","20160504",4.008247
"Zvishavane","SM20160502","20160504",3.354634
"Binga","SM20160502","20160504",4.718348
"Bubi","SM20160502","20160504",2.69621
"Hwange","SM20160502","20160504",2.519869
"Lupane","SM20160502","20160504",2.789299
"Nkayi","SM20160502","20160504",2.925321
"Tsholotsho","SM20160502","20160504",2.341662
"Umguza","SM20160502","20160504",2.61044
"Beitbridge","SM20160502","20160504",2.559522
"Bulilima (North)","SM20160502","20160504",2.542224
"Gwanda","SM20160502","20160504",2.948419
"Insiza","SM20160502","20160504",3.48748
"Mangwe (South)","SM20160502","20160504",2.664416
"Matobo","SM20160502","20160504",3.172505
"Umzingwane","SM20160502","20160504",3.958851
"Bikita","SM20160502","20160504",4.316257
"Chiredzi","SM20160502","20160504",2.947768
"Chivi","SM20160502","20160504",3.339072
"Gutu","SM20160502","20160504",3.785639
"Masvingo","SM20160502","20160504",3.381712
"Mwenezi","SM20160502","20160504",3.302906
"Zaka","SM20160502","20160504",4.410151
"Chegutu","SM20160502","20160504",4.627218
"Hurungwe","SM20160502","20160504",5.315254
"Kadoma","SM20160502","20160504",4.106085
"Kariba","SM20160502","20160504",10.60673
"Makonde","SM20160502","20160504",6.010284
"Zvimba","SM20160502","20160504",6.237791
"Harare","SM20160505","20160507",10.18553
"Bulawayo","SM20160505","20160507",4.115207
"Buhera","SM20160505","20160507",4.939758
"Chimanimani","SM20160505","20160507",10.62299
"Chipinge","SM20160505","20160507",6.927165
"Makoni","SM20160505","20160507",6.106456
"Mutare","SM20160505","20160507",5.380708
"Mutasa","SM20160505","20160507",8.40614
"Nyanga","SM20160505","20160507",6.478808
"Bindura","SM20160505","20160507",4.594092
"Guruve","SM20160505","20160507",4.690697
"Mount Darwin","SM20160505","20160507",4.447698
"Mazowe","SM20160505","20160507",6.242259
"Centenary","SM20160505","20160507",5.409459
"Rushinga","SM20160505","20160507",3.181285
"Shamva","SM20160505","20160507",4.03205
"Chikomba","SM20160505","20160507",3.976655
"Goromonzi","SM20160505","20160507",5.864531
"Marondera","SM20160505","20160507",6.136405
"Mudzi","SM20160505","20160507",3.064831
"Mutoko","SM20160505","20160507",2.86611
"Murehwa","SM20160505","20160507",3.697664
"UMP","SM20160505","20160507",3.040745
"Seke","SM20160505","20160507",5.094272
"Wedza","SM20160505","20160507",6.073499
"Chirumhanzu","SM20160505","20160507",2.904463
"Gokwe North","SM20160505","20160507",2.845469
"Gokwe South","SM20160505","20160507",3.348932
"Gweru","SM20160505","20160507",3.079852
"Kwekwe","SM20160505","20160507",2.681569
"Mberengwa","SM20160505","20160507",3.475204
"Shurugwi","SM20160505","20160507",3.414984
"Zvishavane","SM20160505","20160507",2.900441
"Binga","SM20160505","20160507",4.283442
"Bubi","SM20160505","20160507",2.521724
"Hwange","SM20160505","20160507",2.491428
"Lupane","SM20160505","20160507",2.668765
"Nkayi","SM20160505","20160507",2.765051
"Tsholotsho","SM20160505","20160507",2.303016
"Umguza","SM20160505","20160507",2.548397
"Beitbridge","SM20160505","20160507",2.438318
"Bulilima (North)","SM20160505","20160507",2.447875
"Gwanda","SM20160505","20160507",2.742083
"Insiza","SM20160505","20160507",3.079931
"Mangwe (South)","SM20160505","20160507",2.54134
"Matobo","SM20160505","20160507",2.858604
"Umzingwane","SM20160505","20160507",3.417732
"Bikita","SM20160505","20160507",3.725079
"Chiredzi","SM20160505","20160507",2.775066
"Chivi","SM20160505","20160507",2.92216
"Gutu","SM20160505","20160507",3.315433
"Masvingo","SM20160505","20160507",2.998761
"Mwenezi","SM20160505","20160507",2.974042
"Zaka","SM20160505","20160507",3.784021
"Chegutu","SM20160505","20160507",3.995864
"Hurungwe","SM20160505","20160507",4.6282
"Kadoma","SM20160505","20160507",3.55182
"Kariba","SM20160505","20160507",9.899679
"Makonde","SM20160505","20160507",5.197158
"Zvimba","SM20160505","20160507",5.418018
"Harare","SM20160508","20160510",9.580591
"Bulawayo","SM20160508","20160510",3.867205
"Buhera","SM20160508","20160510",4.353962
"Chimanimani","SM20160508","20160510",10.15014
"Chipinge","SM20160508","20160510",6.439117
"Makoni","SM20160508","20160510",5.439455
"Mutare","SM20160508","20160510",4.903145
"Mutasa","SM20160508","20160510",7.974431
"Nyanga","SM20160508","20160510",6.129403
"Bindura","SM20160508","20160510",4.096172
"Guruve","SM20160508","20160510",4.244155
"Mount Darwin","SM20160508","20160510",4.027868
"Mazowe","SM20160508","20160510",5.524127
"Centenary","SM20160508","20160510",4.790004
"Rushinga","SM20160508","20160510",3.225006
"Shamva","SM20160508","20160510",3.526822
"Chikomba","SM20160508","20160510",3.45044
"Goromonzi","SM20160508","20160510",5.108692
"Marondera","SM20160508","20160510",5.308506
"Mudzi","SM20160508","20160510",2.957866
"Mutoko","SM20160508","20160510",2.73844
"Murehwa","SM20160508","20160510",3.267593
"UMP","SM20160508","20160510",2.884292
"Seke","SM20160508","20160510",4.565421
"Wedza","SM20160508","20160510",5.286162
"Chirumhanzu","SM20160508","20160510",2.757668
"Gokwe North","SM20160508","20160510",2.642745
"Gokwe South","SM20160508","20160510",3.152485
"Gweru","SM20160508","20160510",2.917635
"Kwekwe","SM20160508","20160510",2.528175
"Mberengwa","SM20160508","20160510",3.155275
"Shurugwi","SM20160508","20160510",3.101096
"Zvishavane","SM20160508","20160510",2.736038
"Binga","SM20160508","20160510",4.070429
"Bubi","SM20160508","20160510",2.438517
"Hwange","SM20160508","20160510",2.495071
"Lupane","SM20160508","20160510",2.675092
"Nkayi","SM20160508","20160510",2.696514
"Tsholotsho","SM20160508","20160510",2.358457
"Umguza","SM20160508","20160510",2.559439
"Beitbridge","SM20160508","20160510",2.357873
"Bulilima (North)","SM20160508","20160510",2.42524
"Gwanda","SM20160508","20160510",2.66657
"Insiza","SM20160508","20160510",2.898179
"Mangwe (South)","SM20160508","20160510",2.543119
"Matobo","SM20160508","20160510",2.70215
"Umzingwane","SM20160508","20160510",3.10566
"Bikita","SM20160508","20160510",3.353739
"Chiredzi","SM20160508","20160510",2.624048
"Chivi","SM20160508","20160510",2.700787
"Gutu","SM20160508","20160510",3.081532
"Masvingo","SM20160508","20160510",2.838754
"Mwenezi","SM20160508","20160510",2.733124
"Zaka","SM20160508","20160510",3.351457
"Chegutu","SM20160508","20160510",3.474341
"Hurungwe","SM20160508","20160510",4.129635
"Kadoma","SM20160508","20160510",3.163353
"Kariba","SM20160508","20160510",9.391767
"Makonde","SM20160508","20160510",4.536525
"Zvimba","SM20160508","20160510",4.842886
"Harare","SM20160511","20160513",8.781806
"Bulawayo","SM20160511","20160513",3.479764
"Buhera","SM20160511","20160513",3.776778
"Chimanimani","SM20160511","20160513",9.42528
"Chipinge","SM20160511","20160513",5.829914
"Makoni","SM20160511","20160513",4.785044
"Mutare","SM20160511","20160513",4.389294
"Mutasa","SM20160511","20160513",7.278487
"Nyanga","SM20160511","20160513",5.730258
"Bindura","SM20160511","20160513",3.641013
"Guruve","SM20160511","20160513",3.737317
"Mount Darwin","SM20160511","20160513",3.498899
"Mazowe","SM20160511","20160513",4.837974
"Centenary","SM20160511","20160513",4.038608
"Rushinga","SM20160511","20160513",3.102546
"Shamva","SM20160511","20160513",3.123381
"Chikomba","SM20160511","20160513",2.960362
"Goromonzi","SM20160511","20160513",4.411322
"Marondera","SM20160511","20160513",4.60917
"Mudzi","SM20160511","20160513",2.929276
"Mutoko","SM20160511","20160513",2.66345
"Murehwa","SM20160511","20160513",2.980633
"UMP","SM20160511","20160513",2.766577
"Seke","SM20160511","20160513",4.069763
"Wedza","SM20160511","20160513",4.536835
"Chirumhanzu","SM20160511","20160513",2.570625
"Gokwe North","SM20160511","20160513",2.438987
"Gokwe South","SM20160511","20160513",2.938975
"Gweru","SM20160511","20160513",2.651507
"Kwekwe","SM20160511","20160513",2.40564
"Mberengwa","SM20160511","20160513",2.77203
"Shurugwi","SM20160511","20160513",2.749703
"Zvishavane","SM20160511","20160513",2.508457
"Binga","SM20160511","20160513",3.812852
"Bubi","SM20160511","20160513",2.343562
"Hwange","SM20160511","20160513",2.439935
"Lupane","SM20160511","20160513",2.585745
"Nkayi","SM20160511","20160513",2.581126
"Tsholotsho","SM20160511","20160513",2.323204
"Umguza","SM20160511","20160513",2.513314
"Beitbridge","SM20160511","20160513",2.298876
"Bulilima (North)","SM20160511","20160513",2.338294
"Gwanda","SM20160511","20160513",2.431911
"Insiza","SM20160511","20160513",2.627398
"Mangwe (South)","SM20160511","20160513",2.466823
"Matobo","SM20160511","20160513",2.492356
"Umzingwane","SM20160511","20160513",2.718832
"Bikita","SM20160511","20160513",2.977989
"Chiredzi","SM20160511","20160513",2.515948
"Chivi","SM20160511","20160513",2.400142
"Gutu","SM20160511","20160513",2.776017
"Masvingo","SM20160511","20160513",2.581428
"Mwenezi","SM20160511","20160513",2.563923
"Zaka","SM20160511","20160513",2.901584
"Chegutu","SM20160511","20160513",3.025123
"Hurungwe","SM20160511","20160513",3.632004
"Kadoma","SM20160511","20160513",2.850811
"Kariba","SM20160511","20160513",8.802741
"Makonde","SM20160511","20160513",3.894344
"Zvimba","SM20160511","20160513",4.258857
"Harare","SM20160514","20160516",8.160021
"Bulawayo","SM20160514","20160516",3.324695
"Buhera","SM20160514","20160516",3.367515
"Chimanimani","SM20160514","20160516",8.907453
"Chipinge","SM20160514","20160516",5.352678
"Makoni","SM20160514","20160516",4.249081
"Mutare","SM20160514","20160516",3.969599
"Mutasa","SM20160514","20160516",6.617366
"Nyanga","SM20160514","20160516",5.358683
"Bindura","SM20160514","20160516",3.29766
"Guruve","SM20160514","20160516",3.41543
"Mount Darwin","SM20160514","20160516",3.185478
"Mazowe","SM20160514","20160516",4.355766
"Centenary","SM20160514","20160516",3.619022
"Rushinga","SM20160514","20160516",3.040274
"Shamva","SM20160514","20160516",2.842681
"Chikomba","SM20160514","20160516",2.751546
"Goromonzi","SM20160514","20160516",3.954088
"Marondera","SM20160514","20160516",4.192255
"Mudzi","SM20160514","20160516",2.881957
"Mutoko","SM20160514","20160516",2.609819
"Murehwa","SM20160514","20160516",2.785069
"UMP","SM20160514","20160516",2.693482
"Seke","SM20160514","20160516",3.743933
"Wedza","SM20160514","20160516",4.032993
"Chirumhanzu","SM20160514","20160516",2.534669
"Gokwe North","SM20160514","20160516",2.335648
"Gokwe South","SM20160514","20160516",2.789107
"Gweru","SM20160514","20160516",2.587742
"Kwekwe","SM20160514","20160516",2.339266
"Mberengwa","SM20160514","20160516",2.669194
"Shurugwi","SM20160514","20160516",2.615083
"Zvishavane","SM20160514","20160516",2.472218
"Binga","SM20160514","20160516",3.615966
"Bubi","SM20160514","20160516",2.362452
"Hwange","SM20160514","20160516",2.409985
"Lupane","SM20160514","20160516",2.565845
"Nkayi","SM20160514","20160516",2.554892
"Tsholotsho","SM20160514","20160516",2.308791
"Umguza","SM20160514","20160516",2.536991
"Beitbridge","SM20160514","20160516",2.601668
"Bulilima (North)","SM20160514","20160516",2.313793
"Gwanda","SM20160514","20160516",2.706778
"Insiza","SM20160514","20160516",2.570348
"Mangwe (South)","SM20160514","20160516",2.47498
"Matobo","SM20160514","20160516",2.511277
"Umzingwane","SM20160514","20160516",2.597444
"Bikita","SM20160514","20160516",2.749536
"Chiredzi","SM20160514","20160516",2.432112
"Chivi","SM20160514","20160516",2.34916
"Gutu","SM20160514","20160516",2.660357
"Masvingo","SM20160514","20160516",2.504106
"Mwenezi","SM20160514","20160516",2.494242
"Zaka","SM20160514","20160516",2.654539
"Chegutu","SM20160514","20160516",2.756684
"Hurungwe","SM20160514","20160516",3.271579
"Kadoma","SM20160514","20160516",2.638602
"Kariba","SM20160514","20160516",8.33545
"Makonde","SM20160514","20160516",3.414211
"Zvimba","SM20160514","20160516",3.886041
"Harare","SM20160517","20160519",7.75873
"Bulawayo","SM20160517","20160519",3.233437
"Buhera","SM20160517","20160519",3.13485
"Chimanimani","SM20160517","20160519",8.46548
"Chipinge","SM20160517","20160519",5.013852
"Makoni","SM20160517","20160519",3.940465
"Mutare","SM20160517","20160519",3.676895
"Mutasa","SM20160517","20160519",6.1822
"Nyanga","SM20160517","20160519",5.145333
"Bindura","SM20160517","20160519",3.203227
"Guruve","SM20160517","20160519",3.209078
"Mount Darwin","SM20160517","20160519",3.068939
"Mazowe","SM20160517","20160519",4.015699
"Centenary","SM20160517","20160519",3.338371
"Rushinga","SM20160517","20160519",3.079047
"Shamva","SM20160517","20160519",2.795031
"Chikomba","SM20160517","20160519",2.623748
"Goromonzi","SM20160517","20160519",3.665975
"Marondera","SM20160517","20160519",3.88548
"Mudzi","SM20160517","20160519",2.913199
"Mutoko","SM20160517","20160519",2.620602
"Murehwa","SM20160517","20160519",2.719201
"UMP","SM20160517","20160519",2.707583
"Seke","SM20160517","20160519",3.510827
"Wedza","SM20160517","20160519",3.772066
"Chirumhanzu","SM20160517","20160519",2.444713
"Gokwe North","SM20160517","20160519",2.31037
"Gokwe South","SM20160517","20160519",2.74811
"Gweru","SM20160517","20160519",2.537444
"Kwekwe","SM20160517","20160519",2.315355
"Mberengwa","SM20160517","20160519",2.61153
"Shurugwi","SM20160517","20160519",2.490311
"Zvishavane","SM20160517","20160519",2.432594
"Binga","SM20160517","20160519",3.558152
"Bubi","SM20160517","20160519",2.378188
"Hwange","SM20160517","20160519",2.440026
"Lupane","SM20160517","20160519",2.594735
"Nkayi","SM20160517","20160519",2.551102
"Tsholotsho","SM20160517","20160519",2.355256
"Umguza","SM20160517","20160519",2.556862
"Beitbridge","SM20160517","20160519",2.442328
"Bulilima (North)","SM20160517","20160519",2.34227
"Gwanda","SM20160517","20160519",2.548424
"Insiza","SM20160517","20160519",2.527284
"Mangwe (South)","SM20160517","20160519",2.454842
"Matobo","SM20160517","20160519",2.438068
"Umzingwane","SM20160517","20160519",2.522523
"Bikita","SM20160517","20160519",2.685194
"Chiredzi","SM20160517","20160519",2.4203
"Chivi","SM20160517","20160519",2.318784
"Gutu","SM20160517","20160519",2.60599
"Masvingo","SM20160517","20160519",2.465928
"Mwenezi","SM20160517","20160519",2.521438
"Zaka","SM20160517","20160519",2.562992
"Chegutu","SM20160517","20160519",2.582158
"Hurungwe","SM20160517","20160519",3.049099
"Kadoma","SM20160517","20160519",2.550641
"Kariba","SM20160517","20160519",8.035955
"Makonde","SM20160517","20160519",3.133314
"Zvimba","SM20160517","20160519",3.602422
"Harare","SM20160520","20160522",7.235479
"Bulawayo","SM20160520","20160522",3.138829
"Buhera","SM20160520","20160522",2.987202
"Chimanimani","SM20160520","20160522",8.105546
"Chipinge","SM20160520","20160522",4.803151
