"Year","Month","Day","Precipitation","District"
"2000","09","01",0.991361596461331,"Zvishavane"
"2000","09","01",1.71832107407984,"Binga"
"2000","09","01",0.481847322684046,"Bubi"
"2000","09","01",2.93750205588933,"Hwange"
"2000","09","01",2.34809814965279,"Lupane"
"2000","09","01",1.23464810970221,"Nkayi"
"2000","09","01",1.10749121000739,"Tsholotsho"
"2000","09","01",0.767459406229604,"Umguza"
"2000","09","01",9.80849903563412,"Beitbridge"
"2000","09","01",0.432390043803253,"Bulilima (North)"
"2000","09","01",1.43302375075439,"Gwanda"
"2000","09","01",0.697802523214498,"Insiza"
"2000","09","01",0.574909554859258,"Mangwe (South)"
"2000","09","01",0.566008246419312,"Matobo"
"2000","09","01",0.216428720562116,"Umzingwane"
"2000","09","01",10.6928592555663,"Bikita"
"2000","09","01",29.4547879839572,"Chiredzi"
"2000","09","01",2.08085024730467,"Chivi"
"2000","09","01",12.9737436786769,"Gutu"
"2000","09","01",5.98604095462052,"Masvingo"
"2000","09","01",8.78479115075213,"Mwenezi"
"2000","09","01",4.67697464192615,"Zaka"
"2000","09","01",0.911267413285688,"Chegutu"
"2000","09","01",3.18688046923295,"Hurungwe"
"2000","09","01",1.4567088454616,"Kadoma"
"2000","09","01",1.15565912421592,"Kariba"
"2000","09","01",1.68405069219469,"Makonde"
"2000","09","01",0.744948846912103,"Zvimba"
"2000","10","01",1.78805740994273,"Harare"
"2000","10","01",0.493566585134934,"Bulawayo"
"2000","10","01",16.170459109311,"Buhera"
"2000","10","01",14.7037483505466,"Chimanimani"
"2000","10","01",17.5291334214456,"Chipinge"
"2000","10","01",23.9876621721568,"Makoni"
"2000","10","01",24.1618212254024,"Mutare"
"2000","10","01",10.7488503072192,"Mutasa"
"2000","10","01",14.2836386767892,"Nyanga"
"2000","10","01",2.29363779486614,"Bindura"
"2000","10","01",4.99532746463448,"Guruve"
"2000","10","01",1.59111966173,"Mount Darwin"
"2000","10","01",6.90783033638316,"Mazowe"
"2000","10","01",1.9037257306643,"Centenary"
"2000","10","01",0.890076774061091,"Rushinga"
"2000","10","01",2.04848013331785,"Shamva"
"2000","10","01",12.4769413096356,"Chikomba"
"2000","10","01",4.31059368931341,"Goromonzi"
"2000","10","01",7.35831291294273,"Marondera"
"2000","10","01",2.82034163361087,"Mudzi"
"2000","10","01",4.95191012792581,"Mutoko"
"2000","10","01",6.28823997732617,"Murehwa"
"2000","10","01",2.22072895300739,"UMP"
"2000","10","01",5.27494537395005,"Seke"
"2000","10","01",5.36531146059141,"Wedza"
"2000","10","01",6.20232810440893,"Chirumhanzu"
"2000","10","01",8.29027470626375,"Gokwe North"
"2000","10","01",14.9766035203767,"Gokwe South"
"2000","10","01",4.64947184015285,"Gweru"
"2000","10","01",12.7180936671793,"Kwekwe"
"2000","10","01",2.93997854427891,"Mberengwa"
"2000","10","01",2.9960510085136,"Shurugwi"
"2000","10","01",1.89079273220736,"Zvishavane"
"2000","10","01",10.3942590388853,"Binga"
"2000","10","01",3.86443409835372,"Bubi"
"2000","10","01",22.8983092223385,"Hwange"
"2000","10","01",7.19719304329917,"Lupane"
"2000","10","01",6.92596123171057,"Nkayi"
"2000","10","01",5.46341415793068,"Tsholotsho"
"2000","10","01",4.97594306466407,"Umguza"
"2000","10","01",12.0743928116655,"Beitbridge"
"2000","10","01",4.87005438828001,"Bulilima (North)"
"2000","10","01",6.75554173155049,"Gwanda"
"2000","10","01",6.51172219302286,"Insiza"
"2000","10","01",4.68436032910557,"Mangwe (South)"
"2000","10","01",7.30715829846175,"Matobo"
"2000","10","01",2.96141750640875,"Umzingwane"
"2000","10","01",12.818957966084,"Bikita"
"2000","10","01",24.4364765978765,"Chiredzi"
"2000","10","01",2.87505305098625,"Chivi"
"2000","10","01",14.2018100228307,"Gutu"
"2000","10","01",8.66025694909634,"Masvingo"
"2000","10","01",6.77413519975894,"Mwenezi"
"2000","10","01",3.95244620521279,"Zaka"
"2000","10","01",10.2536675991235,"Chegutu"
"2000","10","01",12.6999248562856,"Hurungwe"
"2000","10","01",17.8602222107351,"Kadoma"
"2000","10","01",5.96738825511991,"Kariba"
"2000","10","01",11.9640894513102,"Makonde"
"2000","10","01",11.5390083494943,"Zvimba"
