"Region","Year","Month","AverageEVI","MaxEVI","MinEVI","MedianEVI"
"IV","2012","02",0.33207842235932,0.424643227799347,0.0954663032903893,0.344081211973003
"IV","2012","03",0.300246331022408,0.429050090160019,0.102007612441959,0.298471056714639
"IV","2012","04",0.269395428194935,0.365745258697964,0.154238307245743,0.274630134358386
"IV","2012","05",0.233898451295442,0.274006837287885,0.192902499468053,0.235915948161779
"IV","2012","06",0.203161496770201,0.243305737019794,0.174347880787422,0.201958068198516
"IV","2012","07",0.184768714764219,0.21110707974537,0.159440562448904,0.183021035946921
"IV","2012","08",0.164953070589722,0.193910879014173,0.129861654819679,0.164002485102238
"IV","2012","09",0.152454059287319,0.179935960222538,0.121010183219043,0.151376879442049
"IV","2012","10",0.140718882649308,0.197658660667185,0.00515138163981908,0.151642149825283
"IV","2012","11",0.154223346686904,0.214536353245702,0.0227786702633698,0.170798351742642
"IV","2012","12",0.199286509906867,0.297477881794885,0.0837628250710161,0.212198824817558
"IV","2013","01",0.250202431334748,0.403664566634323,0.0277637774936161,0.248365996109693
"IV","2013","02",0.329266027557742,0.46559882972412,0.143324906621849,0.33621236235002
"IV","2013","03",0.329753534689585,0.443125829709648,0.191917051777887,0.329925963050181
"IV","2013","04",0.282640532629119,0.375619662740539,0.171188446805411,0.281567489430007
"IV","2013","05",0.252476164128893,0.321921589416976,0.124700665844464,0.253681648580639
"IV","2013","06",0.214633937447708,0.261477526417209,0.155756008179038,0.213705698035892
"IV","2013","07",0.188782351335239,0.222999037700438,0.123455109379949,0.191546146537978
"IV","2013","08",0.168287730516146,0.191759697396532,0.138168134681919,0.168140188085847
"IV","2013","09",0.156415763003384,0.182292425597123,0.0772227242612832,0.160932549686245
"IV","2013","10",0.147886233251536,0.183910555544823,0.0751849261511391,0.160205472666183
"IV","2013","11",0.16461071169585,0.24946803699039,0.00414685927964618,0.179238237130629
"IV","2013","12",0.202110283076404,0.344671991374571,0.061988871214133,0.224287071935965
"IV","2014","01",0.294322818149764,0.439638498472261,0.0702205863901342,0.310075052586867
"IV","2014","02",0.325554013309346,0.472814170372377,0.192818969686838,0.319274969717352
"IV","2014","03",0.345923253647744,0.476671778267481,0.187306303677708,0.34315496351904
"IV","2014","04",0.30569057456285,0.433726784635936,0.117671423459039,0.307112959396845
"IV","2014","05",0.276364522822772,0.344081059471962,0.177804245516639,0.279859183346848
"IV","2014","06",0.232525840032257,0.268443069165148,0.168743751090636,0.234882261807561
"IV","2014","07",0.199273624848991,0.244858617564723,0.118152705060235,0.200143310736103
"IV","2014","08",0.180123607074048,0.214468723462764,0.127273511898672,0.178668210465696
"IV","2014","09",0.164890891129346,0.188766867433432,0.138371990946653,0.162600804228445
"IV","2014","10",0.165065178279801,0.194312648159884,0.0806084580914345,0.170765412649099
"IV","2014","11",0.175748532459558,0.243776288995941,0.0363375049261531,0.183367953191884
"IV","2014","12",0.204785912308962,0.285802950364255,0.0762230956397807,0.214386536629257
"IV","2015","01",0.332892443222951,0.452611868382569,0.121338126132234,0.349996764428992
"IV","2015","02",0.362304377244414,0.481606994745655,0.266639222726739,0.363492788464014
"IV","2015","03",0.30819122348789,0.415265148075182,0.113773779992132,0.318130073762855
"IV","2015","04",0.261224720332753,0.370079502939003,0.0805276902612973,0.286422335519781
"IV","2015","05",0.279071885774185,0.341712785166386,0.233849854329885,0.275736039797768
"IV","2015","06",0.226928241412804,0.287833740535906,0.133872734534403,0.226857923143131
"IV","2015","07",0.198038931851515,0.241278739156369,0.166888736706382,0.195081571323787
"IV","2015","08",0.174235240562061,0.206197515776064,0.149088035023527,0.173491217568356
"IV","2015","09",0.157508979526406,0.187997357421833,0.10755335328872,0.159330445589333
"IV","2015","10",0.164556601459605,0.191031491689979,0.113567048424139,0.164867437476816
"IV","2015","11",0.146356455793925,0.224638683560078,0.036457590805471,0.160296030143844
"IV","2015","12",0.24252222244453,0.316513269641815,0.130623767756361,0.249889638925481
"IV","2016","01",0.266483151312474,0.347189977864778,0.155025480764574,0.275035107146721
"IV","2016","02",0.327331482234427,0.405590903379875,0.125104381050016,0.341378739412104
"IV","2016","03",0.319029887406278,0.456137286823053,0.18600193123591,0.331944869400238
"IV","2016","04",0.323167456359726,0.424874387620954,0.101256213366474,0.335247826308503
"IV","2016","05",0.273297217214199,0.352784370156536,0.159090837543074,0.274941869115126
"IV","2016","06",0.228423088899805,0.293302334552976,0.127211272941183,0.235988211078894
"IV","2016","07",0.193159478117683,0.238432766200206,0.166625968166592,0.186941404057396
"IV","2016","08",0.174667370207794,0.205100726945443,0.121823536928147,0.176127324464671
"IV","2016","09",0.158649986833154,0.181649440197375,0.100846955735442,0.159885434836328
"IV","2016","10",0.149691032442934,0.173035209978399,0.0985539979524859,0.150842501990736
"IV","2016","11",0.137779530610933,0.211715260152802,0.0182751923286369,0.146306354279291
"IV","2016","12",0.231805724672718,0.393605519451754,0.116177557866823,0.223813616741565
"IV","2017","01",0.296322115326398,0.412088588915019,0.134074922342946,0.311111462577629
"IV","2017","02",0.344524156804322,0.477240180271087,0.0828069287271501,0.347555498363499
"IV","2017","03",0.358709299931103,0.479779987433984,0.22960863753224,0.365354026967954
"IV","2017","04",0.331693873851822,0.448997093819777,0.161612680864804,0.338158453257762
"IV","2017","05",0.306549642379659,0.393608049954029,0.193588481660429,0.302353807175399
"IV","2017","06",0.264391034271521,0.327935213211435,0.201514667397472,0.261011834842493
"IV","2017","07",0.226140971153863,0.296244091157909,0.157027819913646,0.219540320556294
"IV","2017","08",0.193272075032312,0.24421723376045,0.141899140909785,0.193752080855584
"IV","2017","09",0.175796273392543,0.206413040413724,0.133391429809267,0.176997138713008
"IV","2017","10",0.156627347658248,0.212258119927466,-0.00353193267502981,0.16968894056264
"IV","2017","11",0.196775929668903,0.329266297190328,-0.0340804106202006,0.207502776714393
"IV","2017","12",0.276292919808587,0.41130404136873,0.083058809868589,0.28736708836504
"IV","2018","01",0.305655524326176,0.416013120106357,0.108724373079849,0.305060738143144
"IV","2018","02",0.235957247542295,0.3455052520299,0.0815227351772826,0.238403221994085
"IV","2018","03",0.343310141520757,0.480131402268539,0.19128445321198,0.342879384372171
"IV","2018","04",0.33394250187086,0.407501558083918,0.196898011984937,0.337186774768091
"IV","2018","05",0.285624923340492,0.361587096246337,0.194144859602911,0.291577451410467
"IV","2018","06",0.252592975901828,0.308937727847551,0.200347615325961,0.250319956827092
"IV","2018","07",0.189375547069738,0.263778953505551,0.141575765432526,0.187357532143103
"IV","2018","08",0.180072500069752,0.216088686836845,0.141245981798082,0.180080351881131
"IV","2018","09",0.170228051662343,0.19361254254758,0.119527975098931,0.172570995193143
"IV","2018","10",0.163455553587684,0.195305490933803,0.106042914994125,0.162697830251385
"IV","2018","11",0.155480936582371,0.19697053770287,0.0337447507784565,0.166766530337213
"IV","2018","12",0.231189519127346,0.358181201508489,-0.0358490963556119,0.251025213247458
"IV","2019","01",0.313629234364875,0.424231609727817,0.124607659460857,0.318253057019754
"IV","2019","02",0.319186720318491,0.469119329012159,0.0931318716721093,0.327652652460205
"IV","2019","03",0.33655943707886,0.470803222899106,0.151654654726942,0.346571167637936
"IV","2019","04",0.285119512451334,0.36563436870719,0.0967544052270906,0.28752161700151
"IV","2019","05",0.270593184374315,0.341993258939833,0.226282692686128,0.262986112531177
"IV","2019","06",0.221010544334365,0.277151981648073,0.179551651480463,0.220019038798549
"IV","2019","07",0.196614952700686,0.231311636912351,0.165844504336477,0.193800403601842
