"Date","District","dailyPRECIP","Rain_Dry","ID","newDate","month","year"
"20101123","Nkayi",5.19434969754202,0,47,2010-11-23,"11",2010
"20101123","Nyanga",6.91520279675975,0,48,2010-11-23,"11",2010
"20101123","Rushinga",2.52586770391085,1,49,2010-11-23,"11",2010
"20101123","Seke",3.17489720701344,0,50,2010-11-23,"11",2010
"20101123","Shamva",3.94389593684832,0,51,2010-11-23,"11",2010
"20101123","Shurugwi",0,1,52,2010-11-23,"11",2010
"20101123","Tsholotsho",0.0713222240921259,1,53,2010-11-23,"11",2010
"20101123","Umguza",0.20200768381753,1,54,2010-11-23,"11",2010
"20101123","UMP",4.15937858796827,0,55,2010-11-23,"11",2010
"20101123","Umzingwane",0,1,56,2010-11-23,"11",2010
"20101123","Wedza",0.0578504124539733,1,57,2010-11-23,"11",2010
"20101123","Zaka",0,1,58,2010-11-23,"11",2010
"20101123","Zvimba",5.94556178283341,0,59,2010-11-23,"11",2010
"20101123","Zvishavane",0,1,60,2010-11-23,"11",2010
"20101124","Beitbridge",0.0132905341519954,1,1,2010-11-24,"11",2010
"20101124","Bikita",1.40488028871797,1,2,2010-11-24,"11",2010
"20101124","Bindura",0.375655773518577,1,3,2010-11-24,"11",2010
"20101124","Binga",6.48803106038924,0,4,2010-11-24,"11",2010
"20101124","Bubi",0.0590607105729229,1,5,2010-11-24,"11",2010
"20101124","Buhera",2.02486995905979,1,6,2010-11-24,"11",2010
"20101124","Bulawayo",0,1,7,2010-11-24,"11",2010
"20101124","Bulilima (North)",0.169600925693535,1,8,2010-11-24,"11",2010
"20101124","Centenary",10.4303427117601,0,9,2010-11-24,"11",2010
"20101124","Chegutu",2.8681172329316,1,10,2010-11-24,"11",2010
"20101124","Chikomba",0.854439455206441,1,11,2010-11-24,"11",2010
"20101124","Chimanimani",9.52221583980747,0,12,2010-11-24,"11",2010
"20101124","Chipinge",11.424093952725,0,13,2010-11-24,"11",2010
"20101124","Chiredzi",1.62905933158021,1,14,2010-11-24,"11",2010
"20101124","Chirumhanzu",0.612823183291233,1,15,2010-11-24,"11",2010
"20101124","Chivi",1.86235413507025,1,16,2010-11-24,"11",2010
"20101124","Gokwe North",3.87817889579035,0,17,2010-11-24,"11",2010
"20101124","Gokwe South",7.52973180024402,0,18,2010-11-24,"11",2010
"20101124","Goromonzi",1.01632223903254,1,19,2010-11-24,"11",2010
"20101124","Guruve",8.19347489739025,0,20,2010-11-24,"11",2010
"20101124","Gutu",1.50786632011304,1,21,2010-11-24,"11",2010
"20101124","Gwanda",0,1,22,2010-11-24,"11",2010
"20101124","Gweru",0.0884738564705114,1,23,2010-11-24,"11",2010
"20101124","Harare",0.0210817294561811,1,24,2010-11-24,"11",2010
"20101124","Hurungwe",2.71945454477438,1,25,2010-11-24,"11",2010
"20101124","Hwange",4.83223335219092,0,26,2010-11-24,"11",2010
"20101124","Insiza",0.0631162453264519,1,27,2010-11-24,"11",2010
"20101124","Kadoma",0.989929782146811,1,28,2010-11-24,"11",2010
"20101124","Kariba",1.54877420187353,1,29,2010-11-24,"11",2010
"20101124","Kwekwe",0.331263671672107,1,30,2010-11-24,"11",2010
"20101124","Lupane",8.20377446100484,0,31,2010-11-24,"11",2010
"20101124","Makonde",2.03669607422593,1,32,2010-11-24,"11",2010
"20101124","Makoni",3.03900815256433,0,33,2010-11-24,"11",2010
"20101124","Mangwe (South)",0,1,34,2010-11-24,"11",2010
"20101124","Marondera",2.8565348493264,1,35,2010-11-24,"11",2010
"20101124","Masvingo",2.77080857905158,1,36,2010-11-24,"11",2010
"20101124","Matobo",0,1,37,2010-11-24,"11",2010
"20101124","Mazowe",0.118247096647244,1,38,2010-11-24,"11",2010
"20101124","Mberengwa",0.638951237272343,1,39,2010-11-24,"11",2010
"20101124","Mount Darwin",6.12095137989699,0,40,2010-11-24,"11",2010
"20101124","Mudzi",3.86429943778454,0,41,2010-11-24,"11",2010
"20101124","Murehwa",3.3846800688698,0,42,2010-11-24,"11",2010
"20101124","Mutare",3.39915662331918,0,43,2010-11-24,"11",2010
"20101124","Mutasa",8.64832205470728,0,44,2010-11-24,"11",2010
"20101124","Mutoko",1.64952784739767,1,45,2010-11-24,"11",2010
"20101124","Mwenezi",0.264101729402876,1,46,2010-11-24,"11",2010
"20101124","Nkayi",1.29633596678804,1,47,2010-11-24,"11",2010
"20101124","Nyanga",5.38619628321591,0,48,2010-11-24,"11",2010
"20101124","Rushinga",10.2566619655684,0,49,2010-11-24,"11",2010
"20101124","Seke",3.09077219056643,0,50,2010-11-24,"11",2010
"20101124","Shamva",3.16027973298196,0,51,2010-11-24,"11",2010
"20101124","Shurugwi",0.514978882595034,1,52,2010-11-24,"11",2010
"20101124","Tsholotsho",0.731542693438542,1,53,2010-11-24,"11",2010
"20101124","Umguza",0,1,54,2010-11-24,"11",2010
"20101124","UMP",3.59325615683727,0,55,2010-11-24,"11",2010
"20101124","Umzingwane",0,1,56,2010-11-24,"11",2010
"20101124","Wedza",1.29249011662723,1,57,2010-11-24,"11",2010
"20101124","Zaka",2.26029039942514,1,58,2010-11-24,"11",2010
"20101124","Zvimba",1.4971778992038,1,59,2010-11-24,"11",2010
"20101124","Zvishavane",0.847395677904399,1,60,2010-11-24,"11",2010
"20101125","Beitbridge",0,1,1,2010-11-25,"11",2010
"20101125","Bikita",0.175861322785868,1,2,2010-11-25,"11",2010
"20101125","Bindura",1.66279205542526,1,3,2010-11-25,"11",2010
"20101125","Binga",7.31229019208552,0,4,2010-11-25,"11",2010
"20101125","Bubi",0.0337538733423663,1,5,2010-11-25,"11",2010
"20101125","Buhera",3.30510938018441,0,6,2010-11-25,"11",2010
"20101125","Bulawayo",0,1,7,2010-11-25,"11",2010
"20101125","Bulilima (North)",0.313539504483688,1,8,2010-11-25,"11",2010
"20101125","Centenary",3.01585864814113,0,9,2010-11-25,"11",2010
"20101125","Chegutu",2.59851766487701,1,10,2010-11-25,"11",2010
"20101125","Chikomba",3.56202675145343,0,11,2010-11-25,"11",2010
"20101125","Chimanimani",3.61052672693374,0,12,2010-11-25,"11",2010
"20101125","Chipinge",7.38211101146771,0,13,2010-11-25,"11",2010
"20101125","Chiredzi",1.48798381920398,1,14,2010-11-25,"11",2010
"20101125","Chirumhanzu",3.00964726724898,0,15,2010-11-25,"11",2010
"20101125","Chivi",0,1,16,2010-11-25,"11",2010
"20101125","Gokwe North",2.26896705777649,1,17,2010-11-25,"11",2010
"20101125","Gokwe South",7.97158658256433,0,18,2010-11-25,"11",2010
"20101125","Goromonzi",2.85386063574826,1,19,2010-11-25,"11",2010
"20101125","Guruve",2.72612070315623,1,20,2010-11-25,"11",2010
"20101125","Gutu",0.35221880395782,1,21,2010-11-25,"11",2010
"20101125","Gwanda",0,1,22,2010-11-25,"11",2010
"20101125","Gweru",0.710023690069812,1,23,2010-11-25,"11",2010
"20101125","Harare",3.52122451124966,0,24,2010-11-25,"11",2010
"20101125","Hurungwe",1.96243229986071,1,25,2010-11-25,"11",2010
"20101125","Hwange",10.2931500731795,0,26,2010-11-25,"11",2010
"20101125","Insiza",0,1,27,2010-11-25,"11",2010
"20101125","Kadoma",2.66598095613602,1,28,2010-11-25,"11",2010
"20101125","Kariba",1.03023802571471,1,29,2010-11-25,"11",2010
"20101125","Kwekwe",1.76169236886617,1,30,2010-11-25,"11",2010
"20101125","Lupane",1.97646527673382,1,31,2010-11-25,"11",2010
"20101125","Makonde",0.976792246623511,1,32,2010-11-25,"11",2010
"20101125","Makoni",2.69281358034779,1,33,2010-11-25,"11",2010
"20101125","Mangwe (South)",0,1,34,2010-11-25,"11",2010
"20101125","Marondera",1.37664233572284,1,35,2010-11-25,"11",2010
"20101125","Masvingo",0.0274121588787046,1,36,2010-11-25,"11",2010
"20101125","Matobo",0,1,37,2010-11-25,"11",2010
"20101125","Mazowe",2.69141688241235,1,38,2010-11-25,"11",2010
"20101125","Mberengwa",0,1,39,2010-11-25,"11",2010
"20101125","Mount Darwin",1.20797815146982,1,40,2010-11-25,"11",2010
"20101125","Mudzi",0.19072925763009,1,41,2010-11-25,"11",2010
"20101125","Murehwa",0.900287811477946,1,42,2010-11-25,"11",2010
"20101125","Mutare",5.83528683245746,0,43,2010-11-25,"11",2010
"20101125","Mutasa",3.61346975693783,0,44,2010-11-25,"11",2010
"20101125","Mutoko",0.0230231749569225,1,45,2010-11-25,"11",2010
"20101125","Mwenezi",0,1,46,2010-11-25,"11",2010
"20101125","Nkayi",1.9325852225855,1,47,2010-11-25,"11",2010
"20101125","Nyanga",0.749051210081841,1,48,2010-11-25,"11",2010
"20101125","Rushinga",0.0676075052617899,1,49,2010-11-25,"11",2010
"20101125","Seke",0.346200240084332,1,50,2010-11-25,"11",2010
"20101125","Shamva",0.872661304917106,1,51,2010-11-25,"11",2010
"20101125","Shurugwi",0.063596997494241,1,52,2010-11-25,"11",2010
"20101125","Tsholotsho",0.967083346627419,1,53,2010-11-25,"11",2010
"20101125","Umguza",0.00461292793829368,1,54,2010-11-25,"11",2010
"20101125","UMP",0.0500146952403701,1,55,2010-11-25,"11",2010
"20101125","Umzingwane",0,1,56,2010-11-25,"11",2010
"20101125","Wedza",3.51823108158182,0,57,2010-11-25,"11",2010
"20101125","Zaka",0.00392468288172042,1,58,2010-11-25,"11",2010
"20101125","Zvimba",1.14001912020904,1,59,2010-11-25,"11",2010
"20101125","Zvishavane",0,1,60,2010-11-25,"11",2010
"20101126","Beitbridge",0.00144610498651413,1,1,2010-11-26,"11",2010
"20101126","Bikita",5.70406624416588,0,2,2010-11-26,"11",2010
"20101126","Bindura",0,1,3,2010-11-26,"11",2010
"20101126","Binga",13.5803501721992,0,4,2010-11-26,"11",2010
"20101126","Bubi",12.8831421391366,0,5,2010-11-26,"11",2010
"20101126","Buhera",20.724070310112,0,6,2010-11-26,"11",2010
"20101126","Bulawayo",1.82997808113497,1,7,2010-11-26,"11",2010
"20101126","Bulilima (North)",0.959793593002352,1,8,2010-11-26,"11",2010
"20101126","Centenary",0.0162116048526532,1,9,2010-11-26,"11",2010
"20101126","Chegutu",10.3382032940575,0,10,2010-11-26,"11",2010
"20101126","Chikomba",11.6886576332714,0,11,2010-11-26,"11",2010
"20101126","Chimanimani",3.37383748298667,0,12,2010-11-26,"11",2010
"20101126","Chipinge",0.531911331970784,1,13,2010-11-26,"11",2010
"20101126","Chiredzi",0.0350423956461232,1,14,2010-11-26,"11",2010
"20101126","Chirumhanzu",10.1092545618893,0,15,2010-11-26,"11",2010
"20101126","Chivi",0,1,16,2010-11-26,"11",2010
"20101126","Gokwe North",4.85971142713945,0,17,2010-11-26,"11",2010
"20101126","Gokwe South",12.6512063776349,0,18,2010-11-26,"11",2010
"20101126","Goromonzi",0.0741297205907034,1,19,2010-11-26,"11",2010
"20101126","Guruve",0.0432416329819881,1,20,2010-11-26,"11",2010
"20101126","Gutu",14.8933694185458,0,21,2010-11-26,"11",2010
"20101126","Gwanda",0.116491868945101,1,22,2010-11-26,"11",2010
"20101126","Gweru",11.2689550072931,0,23,2010-11-26,"11",2010
"20101126","Harare",0.649731470830392,1,24,2010-11-26,"11",2010
"20101126","Hurungwe",3.11259132333459,0,25,2010-11-26,"11",2010
"20101126","Hwange",8.43172278136123,0,26,2010-11-26,"11",2010
"20101126","Insiza",6.67114623772312,0,27,2010-11-26,"11",2010
"20101126","Kadoma",12.1418945364613,0,28,2010-11-26,"11",2010
"20101126","Kariba",1.95005617748363,1,29,2010-11-26,"11",2010
"20101126","Kwekwe",8.51287192826304,0,30,2010-11-26,"11",2010
"20101126","Lupane",8.37770709474351,0,31,2010-11-26,"11",2010
"20101126","Makonde",3.00800580492302,0,32,2010-11-26,"11",2010
"20101126","Makoni",2.68273445137074,1,33,2010-11-26,"11",2010
"20101126","Mangwe (South)",0.119672522715244,1,34,2010-11-26,"11",2010
"20101126","Marondera",4.20304298713566,0,35,2010-11-26,"11",2010
"20101126","Masvingo",2.64190562102962,1,36,2010-11-26,"11",2010
"20101126","Matobo",0.915669125340245,1,37,2010-11-26,"11",2010
"20101126","Mazowe",0.550908434806888,1,38,2010-11-26,"11",2010
"20101126","Mberengwa",0.0497426295005586,1,39,2010-11-26,"11",2010
"20101126","Mount Darwin",0,1,40,2010-11-26,"11",2010
