"District","YearBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture"
"Chiredzi","2017",6.32052454500935,23.7561098749531,2.19008176837664
"Chiredzi","2018",5.76844056737888,21.9704985884578,2.16015823694973
"Chiredzi","2019",4.76324276083044,23.6045849888364,2.15307195772347
"Chiredzi","2020",5.16958578578834,23.4689799146699,2.15111920527023
"Chiredzi","2021",5.84223886646465,23.5872034981619,2.1424948861848
"Chirumhanzu","2015",3.64989433727618,15.1259301245491,2.20284229865314
"Chirumhanzu","2016",6.53781766641417,24.5184161786849,2.17661528455313
"Chirumhanzu","2017",9.31696513232238,25.2820140236671,2.22499275508049
"Chirumhanzu","2018",6.82646612454505,25.3019474005871,2.24472289032447
"Chirumhanzu","2019",5.70060621576089,24.6428332171088,2.22925479279166
"Chirumhanzu","2020",6.32839733547634,25.1945872326642,2.22648276340466
"Chirumhanzu","2021",7.73535439634106,25.3328678889071,2.22045231363725
"Chivi","2015",2.69821955913511,6.7411022499121,2.22725115394063
"Chivi","2016",5.44082767298205,24.8068734227399,2.25199393363785
"Chivi","2017",8.62394718508377,25.2705973254745,2.27781262693156
"Chivi","2018",6.91305442062919,24.8477661577318,2.28406436531627
"Chivi","2019",5.39243264104879,23.1073876839534,2.31582892858348
"Chivi","2020",6.65904702642109,25.272031475441,2.23226280595234
"Chivi","2021",7.61012339490864,25.1978764534486,2.2962952026516
"Gokwe North","2015",2.94111535067119,11.8243678004632,1.95476471439536
"Gokwe North","2016",6.92673130283008,23.7458745516495,1.96452381376513
"Gokwe North","2017",9.46341933342927,25.3101884787322,2.04910509831626
"Gokwe North","2018",7.32797037791032,25.3029253239029,1.98940176205314
"Gokwe North","2019",5.72508997670652,23.0038051880374,1.97765878869005
"Gokwe North","2020",8.01133116393169,25.3221735993454,1.99647324047267
"Gokwe North","2021",7.23165252273697,25.2623201749537,2.02388961209391
"Gokwe South","2015",3.81745785478329,17.3938825191242,2.25477533256812
"Gokwe South","2016",7.92310078489006,24.0850626184595,2.27332979447162
"Gokwe South","2017",9.54416384987116,25.3090079172136,2.30945942769312
"Gokwe South","2018",6.98449907045619,25.3425923120924,2.25931759557017
"Gokwe South","2019",6.08347243205493,24.5734649860536,2.25379368989535
"Gokwe South","2020",7.58825956342925,24.929325544862,2.3163858280487
"Gokwe South","2021",7.40740126319587,25.3229383250044,2.25465391460486
"Goromonzi","2015",4.44003596866051,20.6467067878369,2.23855275185021
"Goromonzi","2016",8.72289665728331,25.3306682491462,2.26161808985353
"Goromonzi","2017",11.4543277721736,25.3497450886281,2.25736881246512
"Goromonzi","2018",9.94186515560211,25.3627422724251,2.27039722956233
"Goromonzi","2019",8.38875493748541,24.9982291201192,2.28006338262318
"Goromonzi","2020",8.29358123474028,25.3221071998197,2.29976535116989
"Goromonzi","2021",8.29390090972247,25.3552389506189,2.29037383069848
"Guruve","2015",3.66369246353966,16.5227644539558,2.06819247233971
"Guruve","2016",7.90132638212477,25.2024267325507,2.03418852121978
"Guruve","2017",9.64227187382369,25.3098285645024,2.08515781301603
"Guruve","2018",8.64033855517051,25.3147194752211,2.06149723689527
"Guruve","2019",7.100467611718,24.6511773041465,2.04831124294374
"Guruve","2020",7.53318195288456,25.3167378501905,2.05999391536094
"Guruve","2021",7.57885995532289,25.3269351669981,2.0627318447889
"Gutu","2015",3.74729226553927,15.3171314680941,2.25556757285873
"Gutu","2016",6.66588231478857,25.1749407466715,2.24394746823759
"Gutu","2017",9.20962968496842,25.3377079281854,2.25837754001105
"Gutu","2018",7.68855666243282,25.2616097066607,2.25545816965986
"Gutu","2019",6.84086515666549,23.5627388911749,2.24978609190378
"Gutu","2020",6.9568298083693,25.206043698052,2.27040291626241
"Gutu","2021",7.7807419848978,25.3329698316571,2.25839059755253
"Gwanda","2015",2.68417886458343,7.11326772569302,2.20775668358851
"Gwanda","2016",4.57985725017566,23.6221558569787,2.21673947835819
"Gwanda","2017",5.93152904710697,22.6884763025943,2.24149329099808
"Gwanda","2018",5.07668611759315,24.2684897634846,2.21822596299558
"Gwanda","2019",4.12946427062096,22.9932466564445,2.22199764473286
"Gwanda","2020",5.02216707234571,23.9784855201915,2.26788048978017
"Gwanda","2021",5.96234019309177,21.9110087078832,2.30796735728351
"Gweru","2015",3.52156672506519,13.863651353108,2.17455103190966
"Gweru","2016",6.68139635542675,24.4804476808915,2.18589166220774
"Gweru","2017",9.28288970761874,25.341161627244,2.197017494339
"Gweru","2018",6.45612271574009,25.1258977486774,2.17679160484067
"Gweru","2019",5.48702408306275,23.2197343751882,2.1784647215225
"Gweru","2020",6.40913575628948,25.1923973382277,2.18730020803355
"Gweru","2021",7.20615466141502,25.3362483163853,2.20765614318947
"Harare","2015",4.95671883461483,19.7598591569054,2.1684766899006
"Harare","2016",9.54440659379973,25.3576422641881,2.2227682929316
"Harare","2017",11.5996823149465,25.3538528240568,2.19443105793098
"Harare","2018",10.3684026601245,25.3848332296269,2.2155571243575
"Harare","2019",8.50702376698918,25.2402952530572,2.20688179484047
"Harare","2020",8.41684963874801,25.3353903329224,2.19074602495585
"Harare","2021",8.27297853027379,25.3604311666053,2.17589255749437
"Hurungwe","2015",3.52937648813631,11.135661554358,2.01641718841195
"Hurungwe","2016",7.28147933525839,21.4735386746209,2.00638879450651
"Hurungwe","2017",9.45353636513661,24.5704175487297,2.04057109745256
"Hurungwe","2018",8.69157793070065,25.1836011710566,2.0045036192204
"Hurungwe","2019",6.37378165852809,22.8610947406905,1.99376575890246
"Hurungwe","2020",7.49409299696061,25.2188904916803,1.99499915426784
"Hurungwe","2021",7.26649887191584,24.4611922475896,2.0120058738211
"Hwange","2015",2.97669567250988,8.13757997899813,2.19526387726797
"Hwange","2016",5.14230683624571,20.979718653455,2.241526097474
"Hwange","2017",7.62132915433949,24.8318125185711,2.25123858436943
"Hwange","2018",6.34597853019833,25.2634246047742,2.25471662746106
"Hwange","2019",4.55445554304888,23.843230696618,2.24028478221396
"Hwange","2020",6.05097636223702,23.5585452526888,2.25237605151463
"Hwange","2021",6.72675522158289,24.8223024674798,2.2641462824245
"Insiza","2015",3.08414652237445,13.5511967440306,2.22586427183823
"Insiza","2016",6.26386006705515,24.4939017364503,2.20737494647461
"Insiza","2017",8.88617658059299,24.9889515073488,2.20247036228093
"Insiza","2018",6.40814348417519,24.8250364483253,2.20587987582281
"Insiza","2019",4.95614382114947,23.6692764245647,2.25607443613624
"Insiza","2020",6.00017694343889,24.3342318720479,2.21632594621914
"Insiza","2021",7.10390721457314,25.0803528430913,2.20908693551639
"Kadoma","2015",3.4557027374939,15.3384667722201,2.15515136717799
"Kadoma","2016",6.93643351270125,24.4846201181806,2.15682249348995
"Kadoma","2017",9.27609303818925,25.3250976128965,2.17848893743681
"Kadoma","2018",7.17353800783643,25.3245445420907,2.13984805801216
"Kadoma","2019",5.92692522683549,24.6039861262547,2.1655184919865
"Kadoma","2020",7.19661264865519,23.9894051083988,2.14240231163889
"Kadoma","2021",7.37729493406883,25.3351945306624,2.1563429526583
"Kariba","2015",7.64004798134761,15.1210861406515,5.98294461542379
"Kariba","2016",11.833564373658,24.9694592496132,6.04402365449351
"Kariba","2017",13.0855860114691,25.2955087355713,6.07831671940617
"Kariba","2018",11.7303512033046,25.0747489406127,6.12288067108643
"Kariba","2019",9.15309615885681,22.2312595740026,5.97048450747852
"Kariba","2020",10.859974586315,24.95555878828,5.93963088494599
"Kariba","2021",10.5751730654877,24.8335516656111,5.97760049021706
"Kwekwe","2015",3.14943887473298,13.6449322833881,2.17675464373934
"Kwekwe","2016",6.04981171172435,22.2186028413186,2.19312657551304
"Kwekwe","2017",8.53035757691393,25.3464854354602,2.18773198605388
"Kwekwe","2018",6.24867514483458,25.2710005038083,2.1630600279129
"Kwekwe","2019",5.21593193790684,24.1675391581365,2.18201831178132
"Kwekwe","2020",6.57332327327761,25.1078013587981,2.17988715148693
"Kwekwe","2021",7.05094713510246,25.3430069904415,2.20182013710654
"Lupane","2015",3.14293496456054,9.89011566032064,2.39617293016329
"Lupane","2016",6.11174204616262,24.7105299088592,2.4157122051961
"Lupane","2017",8.1665893811515,25.3371739764606,2.42328405383373
"Lupane","2018",5.8821026236979,25.2365757337692,2.40040974742664
"Lupane","2019",4.64260745213557,21.4408439509071,2.40683222402994
"Lupane","2020",6.06581448750817,23.8287680864124,2.45106747916253
"Lupane","2021",6.96624604573853,25.2727994138505,2.42165048567527
"Makonde","2015",3.44633284421587,14.4526402039743,2.04940673808836
"Makonde","2016",8.2165498325836,24.3157491867583,2.06965577237774
"Makonde","2017",9.65273623785267,25.3433131786154,2.07794682696199
"Makonde","2018",8.66167943069242,25.3488287443672,2.04879076199987
"Makonde","2019",6.25614405565363,23.5051018356197,2.06500115553072
"Makonde","2020",7.80295124537142,25.1501991861916,2.0545047363833
"Makonde","2021",7.49522281909332,25.3209483091702,2.0476226629525
"Makoni","2015",4.53708089514632,21.228829850464,2.32291850286461
"Makoni","2016",8.63663295285206,24.9843931921432,2.33979064097378
"Makoni","2017",10.5598597804181,25.3491086996739,2.3324041965028
"Makoni","2018",8.1257751043749,25.3518594265977,2.39917601774869
"Makoni","2019",7.31593085048137,24.3360923609888,2.35600350676974
"Makoni","2020",7.17937851987566,24.0203925439629,2.3555237545421
"Makoni","2021",7.73746213811271,25.16833167951,2.42719496784123
"Mangwe (South)","2015",2.6784999368532,7.92978845277618,2.23379140797235
"Mangwe (South)","2016",5.32019185111722,25.3086067733658,2.25310498933393
"Mangwe (South)","2017",6.9460516371909,25.0793918954671,2.25502380887027
"Mangwe (South)","2018",4.52471585114871,24.75187440182,2.22617877359683
"Mangwe (South)","2019",4.16274893036448,23.7528161813118,2.2517540883414
"Mangwe (South)","2020",4.63929444064861,24.2677482319218,2.22910246487262
"Mangwe (South)","2021",5.83542731676837,22.7905458296119,2.25356208267506
"Marondera","2015",5.12851676723513,21.691826376466,2.2697886532328
"Marondera","2016",8.93450173693071,25.3312567522925,2.31067839491876
"Marondera","2017",10.9301563809682,25.3361654830983,2.28774142580776
"Marondera","2018",9.25398068464187,25.3468985344468,2.32458958143133
"Marondera","2019",7.70485350782127,23.0499005943737,2.33272925269338
"Marondera","2020",7.90972411323654,25.0694020668327,2.31671981692074
"Marondera","2021",8.63591853703213,25.3492430885526,2.34353010138187
"Masvingo","2015",2.88116695895017,9.54332986372666,2.21094592850795
"Masvingo","2016",5.57584937008976,24.8138698636078,2.21850376561359
"Masvingo","2017",9.00132047148889,25.3509639446474,2.27899711831997
"Masvingo","2018",7.79394366069516,24.9829234550599,2.21954847720676
"Masvingo","2019",6.16342332238832,23.7285304293451,2.30042450880618
"Masvingo","2020",7.29116881824015,25.3337618600851,2.22871252609741
"Masvingo","2021",7.97210588042293,25.2835589487314,2.29058850167695
"Matobo","2015",2.6854714856342,7.37314614259406,2.22884091792227
"Matobo","2016",5.16729873542548,25.0768075799058,2.21236068890048
"Matobo","2017",7.08922202608451,25.1436547067896,2.22978451820241
"Matobo","2018",5.00754134404416,24.8305161814348,2.22800091075475
"Matobo","2019",4.33408256137017,23.4995579466511,2.2455979263657
"Matobo","2020",5.00826496035966,24.4943687194297,2.22728452132688
"Matobo","2021",6.13817702554732,24.1980935735064,2.24960502809669
"Mazowe","2015",4.55296642715952,19.6638594664782,2.25830150753566
"Mazowe","2016",9.67390783200004,25.3519965829459,2.24918773166274
"Mazowe","2017",11.4281506423566,25.3569552557382,2.2577650173284
"Mazowe","2018",10.4262886543924,25.2936569451614,2.33309129574257
"Mazowe","2019",7.91410683628041,25.3379663572228,2.24517938274917
"Mazowe","2020",8.79608216323934,25.3176690875316,2.24803107651091
"Mazowe","2021",8.50016407135934,25.3209538590057,2.3059454244398
"Mberengwa","2015",2.82022229955777,10.1634457112842,2.27314143984622
"Mberengwa","2016",5.62528444713907,24.1032090768241,2.27941711423565
"Mberengwa","2017",8.37778270963357,25.2521291403564,2.35213080629511
"Mberengwa","2018",7.52162493995708,25.1668348436989,2.35329897955565
"Mberengwa","2019",5.37310497896829,24.4252979448412,2.34271106616303
"Mberengwa","2020",6.90303479534929,25.2741090081881,2.31875405997642
"Mberengwa","2021",7.71554860615135,25.0455534889412,2.33780980492815
"Mount Darwin","2015",4.172599787005,22.5083781676093,2.43307891914212
"Mount Darwin","2016",8.92883087755116,25.3492336085884,2.4352761887915
"Mount Darwin","2017",10.440012751315,25.3796431808448,2.51918949575968
"Mount Darwin","2018",8.50204709883366,25.3264452894764,2.47186511710068
"Mount Darwin","2019",7.61810972915562,25.012545127239,2.50053685532915
"Mount Darwin","2020",7.67452005347723,25.3434264760912,2.45762117313198
"Mount Darwin","2021",7.69272790784398,25.3332189539146,2.43232417128904
"Mudzi","2015",3.40280815012695,18.2408010440692,2.50848439464345
"Mudzi","2016",5.02573304798776,23.3288094698972,2.55654603868314
"Mudzi","2017",8.73255732425861,25.2975393285335,2.58134267028397
"Mudzi","2018",6.90208391449411,25.0591146255101,2.58784222808586
"Mudzi","2019",7.69532864777343,24.2757064842086,2.52900353628352
"Mudzi","2020",6.94837564632247,25.2325624054932,2.58185451335628
"Mudzi","2021",6.95841982479421,25.2664627863953,2.6039066352668
"Murehwa","2015",4.87307529762656,23.5069678908793,2.37591443615595
"Murehwa","2016",9.3762451943631,25.3352278187052,2.47105723543803
"Murehwa","2017",11.5799755722803,25.355736982015,2.41483783924738
"Murehwa","2018",9.51886704394752,25.3564329924011,2.37936831540426
"Murehwa","2019",8.09395854245269,25.2974822750346,2.42037732207616
"Murehwa","2020",8.00533372414172,25.3410845218913,2.38883354174296
"Murehwa","2021",8.67494327298303,25.3835839507039,2.49248011375427
"Mutare","2015",3.53148912366198,19.0704303987047,2.16625060481211
"Mutare","2016",6.25872306858903,22.9653842562238,2.19070781093161
"Mutare","2017",9.09905761227487,25.2620988590098,2.21105283170334
"Mutare","2018",8.05101185703269,25.3317715178915,2.24105990811686
"Mutare","2019",7.15728923728697,25.2993033408183,2.21859566042281
"Mutare","2020",7.15707955879376,23.4302540630356,2.20830204713337
"Mutare","2021",7.25219912987891,24.6771175407287,2.20445919481659
"Mutasa","2015",4.07396166251225,21.1829021901103,2.08158793462343
"Mutasa","2016",8.35382345083848,25.2271478480061,2.12648406537334
"Mutasa","2017",11.6208980739098,25.3106815384378,2.2258765277885
"Mutasa","2018",14.1269400878718,25.3742316418409,2.42738426980477
"Mutasa","2019",11.572280856783,25.2852153123083,2.57545421902129
"Mutasa","2020",11.5629865728095,25.313268496888,2.31654174757064
"Mutasa","2021",10.238861332507,25.3285262346484,2.5561941800636
"Mutoko","2015",3.95005831471507,22.5369344823025,2.51673050626057
"Mutoko","2016",6.74634314756402,25.0834576828982,2.51663146504762
"Mutoko","2017",9.40329001189968,25.3111679448876,2.55343782541774
"Mutoko","2018",7.24033455881372,25.3106412443815,2.59876396339388
"Mutoko","2019",7.63744917617451,25.0885344973996,2.4837697294643
"Mutoko","2020",7.02516788747661,25.3287403147083,2.55399220939722
"Mutoko","2021",7.17652171717266,25.353708505394,2.54703505633185
"Mwenezi","2015",2.76143154218917,7.12020657485512,2.15826047622029
"Mwenezi","2016",4.97323668081262,21.4103695227097,2.15803905897247
"Mwenezi","2017",6.75845959927289,23.8858392739696,2.26413682880763
"Mwenezi","2018",5.71657891777736,22.2949202845721,2.20192944580579
"Mwenezi","2019",4.33929137787959,24.1492393082947,2.19800541505281
"Mwenezi","2020",5.40796018726706,23.3839169087616,2.22323778685758
"Mwenezi","2021",6.32494080161012,23.3319323846165,2.24044037062079
"Nkayi","2015",3.39254985094435,12.2847755176753,2.35915398099596
"Nkayi","2016",6.66336984452755,24.3057401914437,2.33818582854665
"Nkayi","2017",8.46315727949201,25.3310629597942,2.40174860704561
"Nkayi","2018",5.89065125357971,25.0763220408112,2.35660548813277
"Nkayi","2019",4.99817196839406,23.21871278681,2.34989889604379
"Nkayi","2020",6.42007558481644,23.9349304335941,2.40195892346649
"Nkayi","2021",6.91234560082981,25.3307818503487,2.39824497871718
"Nyanga","2015",4.47910863247812,22.9634760030048,2.27982840258449
"Nyanga","2016",8.22483568331061,24.3526163974969,2.31204605550523
"Nyanga","2017",10.9459855136778,25.3305639588442,2.45159566209691
"Nyanga","2018",10.4314732338775,25.3601388062485,3.06181720259064
"Nyanga","2019",10.3478715085654,24.7266355575581,2.93057068408207
"Nyanga","2020",9.12155878453986,25.3164597075651,2.62441129850325
"Nyanga","2021",8.83820243541877,25.2145031232334,2.86454229919073
"Rushinga","2015",3.60887360670233,21.6092530433858,2.50872777226249
"Rushinga","2016",6.00260522563357,24.7741054430208,2.56658181582592
"Rushinga","2017",9.38524096494207,25.335345998371,2.578487473567
"Rushinga","2018",8.09153947186113,25.2896521470936,2.67289011810236
"Rushinga","2019",7.99956855468128,25.1177378220097,2.48062919953451
"Rushinga","2020",7.31915043734082,25.2559212466344,2.59725165332533
"Rushinga","2021",7.00383644777565,25.3081592407448,2.59057247643027
"Seke","2015",4.5597865566297,19.9802711541868,2.1236195885835
"Seke","2016",7.97586648356756,25.3508965390976,2.16238960436614
"Seke","2017",9.70595977382296,25.3663411003848,2.13101474890761
"Seke","2018",8.04294881520488,25.3412077343436,2.13738053556773
"Seke","2019",6.66864424981209,23.4537810550796,2.15728410052274
"Seke","2020",6.80251512047683,24.7082735580841,2.12378125066903
"Seke","2021",7.61677088976524,25.2909300254865,2.14894074049813
"Shamva","2015",3.89694362142794,19.3440829453359,2.39521657413143
"Shamva","2016",7.7426025611766,24.7401323217051,2.43683456823672
"Shamva","2017",9.89243436851938,25.2990664037799,2.42435588363219
"Shamva","2018",9.12098867576003,25.3099289383095,2.43106497229695
"Shamva","2019",7.57009696230067,25.2793045881963,2.46812538109187
"Shamva","2020",7.98171815327891,25.3040294423616,2.42775894641277
"Shamva","2021",7.43556603821857,25.2668606485486,2.41307698237859
"Shurugwi","2015",3.36882369036999,11.2981639309488,2.23605694077475
"Shurugwi","2016",6.80914930130057,25.3180790734522,2.21680676219171
"Shurugwi","2017",9.30472243287271,25.3305123412204,2.20728968566699
"Shurugwi","2018",6.87615740018521,25.1697770718811,2.25622376629594
"Shurugwi","2019",5.84264745881864,23.7238184394478,2.23771217264669
"Shurugwi","2020",6.8775278357025,25.3390613134143,2.2468896388682
"Shurugwi","2021",7.64173896491472,25.3344991167097,2.23562364213313
"Tsholotsho","2015",2.74509878120926,7.36249260330976,2.09434469528769
"Tsholotsho","2016",4.81574674163831,23.7917785233756,2.11956625526909
"Tsholotsho","2017",7.03002682876553,24.9133808192482,2.16441340113069
"Tsholotsho","2018",5.19984411904691,25.3147666289667,2.11957539585026
"Tsholotsho","2019",4.34656835094339,23.9615926190426,2.16866496925312
"Tsholotsho","2020",5.07636753123238,24.465930057703,2.25685598174159
"Tsholotsho","2021",6.37641877148313,25.2614038259656,2.19986711828698
"Umguza","2015",2.80922944193083,6.83331764916186,2.31737443177513
"Umguza","2016",5.63352748731968,24.249330763388,2.30678980569773
"Umguza","2017",7.79347502019846,25.283870122673,2.3541866202184
"Umguza","2018",5.35200706121198,25.1085842123027,2.35640297018947
"Umguza","2019",4.77970405883887,22.7883607701344,2.32104394666441
"Umguza","2020",5.47561493272155,25.0489822196754,2.31888715865893
"Umguza","2021",6.46242055127706,25.0757015996694,2.32277044740469
"UMP","2015",3.53691684735407,19.5055930362311,2.52779628526551
"UMP","2016",5.69415861102668,23.3519376050712,2.53153216702917
"UMP","2017",8.93379927788153,25.2812258145231,2.54870565450752
"UMP","2018",7.60910133129982,25.2106275890683,2.51545494353731
"UMP","2019",7.10162528336537,24.5803489265458,2.53523071115252
"UMP","2020",7.15616398254054,25.2818125246888,2.50543031285746
"UMP","2021",7.17761411006992,25.3308568349682,2.53720618986223
"Umzingwane","2015",2.85173988788369,8.73628152168421,2.13774903255219
"Umzingwane","2016",6.19646078821694,25.2940938501996,2.15241494914376
"Umzingwane","2017",8.6340054088672,25.172378819625,2.19536377317184
"Umzingwane","2018",5.79560440807572,24.7351943845564,2.15759379236951
"Umzingwane","2019",4.73146682975563,23.2609231586806,2.16556089658125
"Umzingwane","2020",5.65364073274365,24.7211591606482,2.16002623626982
"Umzingwane","2021",6.91919093064053,25.2042858136108,2.15372868637629
"Wedza","2015",4.23245331409167,19.5369115063449,2.29339028313128
"Wedza","2016",7.60245003197328,25.1724889496944,2.27286089140203
"Wedza","2017",9.97886389142198,25.3710601162077,2.31804918055684
"Wedza","2018",8.62814470831201,25.3143618032002,2.31513769484208
"Wedza","2019",7.11865269880478,24.3847008409714,2.33991082560963
"Wedza","2020",7.41652111869982,25.0063630009125,2.3207584521717
"Wedza","2021",7.86060124591094,25.1070427346679,2.3403816812883
"Zaka","2015",2.97409233641881,12.9637074456052,2.21456521049608
"Zaka","2016",5.73776337719671,24.5520671198773,2.2225399275938
"Zaka","2017",9.42924516127254,25.3750546861677,2.29223923937978
"Zaka","2018",9.37476572653643,25.1865728075781,2.25877242322059
"Zaka","2019",7.76186559078097,25.2913223390889,2.28697377091087
"Zaka","2020",8.4974046468678,25.3508844589686,2.26936772414259
"Zaka","2021",8.40573554296837,25.3302122262851,2.26400649239949
"Zvimba","2015",4.00586929498089,17.8191944528282,2.22500061076715
"Zvimba","2016",8.88452447483151,25.1301493499184,2.18276625703599
"Zvimba","2017",10.364528059402,25.3544463500627,2.22779772649482
"Zvimba","2018",8.6561431679465,25.2599223040951,2.22508939731376
