"District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture"
"Chipinge","2017","04",11.9446063818385,17.0434568869958,9.31645934652811
"Chiredzi","2017","04",5.73567170895432,9.39656315162448,3.47978580865321
"Chirumhanzu","2017","04",8.71857944435463,14.7065150842948,6.00270991004472
"Chivi","2017","04",8.16074945100505,13.7038438279991,5.74621843359714
"Gokwe North","2017","04",8.39224512957159,12.8221451898787,5.50904590128735
"Gokwe South","2017","04",10.143879290012,15.7271992759604,5.4132386999707
"Goromonzi","2017","04",12.166269369589,19.5123568397191,8.17800712912281
"Guruve","2017","04",10.8252984036134,14.6166131833467,8.25821872814152
"Gutu","2017","04",7.88712351133499,15.7243510622356,4.86073507463118
"Gwanda","2017","04",4.03494315782188,5.58040580459166,3.18003541606761
"Gweru","2017","04",9.46499683497768,16.3236463736963,5.82763185278927
"Harare","2017","04",14.3185810344645,22.4789685955681,11.4602461477533
"Hurungwe","2017","04",11.2784688525055,14.745176108986,9.15701493657733
"Hwange","2017","04",6.19956722972339,8.93693185754824,4.83176353115966
"Insiza","2017","04",10.2021155724086,14.9942105414347,7.25820290052242
"Kadoma","2017","04",8.16152497625067,11.0254378573293,5.48611743754935
"Kariba","2017","04",15.6071539898342,18.5674199682143,13.8227221134179
"Kwekwe","2017","04",6.87411112298385,10.6598112435524,3.86479843333082
"Lupane","2017","04",6.80349203182195,13.0939980379442,3.77468493984938
"Makonde","2017","04",9.60923251747633,13.2207004099436,7.65710294393152
"Makoni","2017","04",10.693796025664,16.0763481679037,8.56442679773025
"Mangwe (South)","2017","04",4.36866257968413,6.19342916445459,3.40309962750695
"Marondera","2017","04",10.5132126501177,14.4708244722078,8.26414571360646
"Masvingo","2017","04",8.74789507516406,14.9798182543914,6.05229237184628
"Matobo","2017","04",5.05866104733233,7.29364290463818,4.0030222085599
"Mazowe","2017","04",13.3298819220105,21.5939087546966,9.80100501291524
"Mberengwa","2017","04",7.63757086189798,11.5440062476883,5.34050640587524
"Mount Darwin","2017","04",11.8216916100798,16.1398016796273,9.82805917040527
"Mudzi","2017","04",7.82783436906947,10.8735420268329,6.15845234868519
"Murehwa","2017","04",12.9807240170364,22.0983177659607,7.10987459523519
"Mutare","2017","04",7.46941997982927,10.58148926148,5.77155692323585
"Mutasa","2017","04",10.3347596135889,13.3593529643947,8.68461175940666
"Mutoko","2017","04",8.84697595235839,17.5035464360639,4.56917473158655
"Mwenezi","2017","04",5.6100046560708,8.5273779889391,3.42697121357194
"Nkayi","2017","04",6.98674162086,14.1571417816705,3.44410620268318
"Nyanga","2017","04",11.5842982089257,16.7103892683885,10.0593092258316
"Rushinga","2017","04",8.42438007606944,10.4546043100334,7.07675110917585
"Seke","2017","04",8.61829911770851,11.8857309968659,6.43262141170325
"Shamva","2017","04",10.0522106080566,15.3500629081578,7.45046416179311
"Shurugwi","2017","04",9.34016433892693,16.453319073495,6.52065914459406
"Tsholotsho","2017","04",4.25790563974215,6.96363390640518,2.62975643396884
"Umguza","2017","04",5.65595099735168,9.67782801282642,3.27259129385321
"UMP","2017","04",8.54300904155995,11.9157507266655,6.28377553102653
"Umzingwane","2017","04",8.5909124451205,13.83269742579,6.38618202955455
"Wedza","2017","04",7.19260410063363,8.90500740295889,5.5738903022903
"Zaka","2017","04",10.3881357691575,16.467698831125,7.0399699536869
"Zvimba","2017","04",10.7316127145079,16.699918145222,7.91071871408264
"Zvishavane","2017","04",7.21659770533238,13.7928637571591,4.7497899130436
"Beitbridge","2017","05",2.87360148079584,4.12172957156194,2.35505272507671
"Bikita","2017","05",5.81910689015262,9.47318259389427,3.47028366785397
"Bindura","2017","05",7.73974447477782,9.89266643235436,5.50360795218824
"Binga","2017","05",5.67110800129059,8.67060040708774,3.97933754661486
"Bubi","2017","05",3.95932592007861,6.89921061336819,2.60680249042114
"Buhera","2017","05",4.73919249660683,6.91434382939596,3.13082463011294
"Bulawayo","2017","05",3.84984966205441,5.75051620149831,2.93828697974726
"Bulilima (North)","2017","05",2.89590269130489,3.87406481430136,2.53290614270569
"Centenary","2017","05",7.03321843714722,9.35553310807206,4.74834443496104
"Chegutu","2017","05",5.49648597282781,7.84185001594195,3.59262202455077
"Chikomba","2017","05",5.0846845681089,7.19510939270708,3.41399923015579
"Chimanimani","2017","05",9.08694569768493,11.8711931187615,6.85051504815351
"Chipinge","2017","05",8.1966842328996,11.3524380371848,5.80625096558791
"Chiredzi","2017","05",4.93781427034804,7.25770297500996,3.43509328501019
"Chirumhanzu","2017","05",5.88540871590041,9.22404457322586,3.65383914082748
"Chivi","2017","05",5.63605053116954,8.49671434845453,3.92247355166759
"Gokwe North","2017","05",4.22423488065921,6.68981991160609,2.91533341848976
"Gokwe South","2017","05",4.85168705669068,8.71641657492249,2.96360416347232
"Goromonzi","2017","05",8.41575584427962,10.7348969503052,5.94978743807344
"Guruve","2017","05",5.33029745390664,7.54700254448206,3.63213564301454
"Gutu","2017","05",6.09673902543333,9.29641665727811,3.81389009699787
"Gwanda","2017","05",3.18225853938174,4.61053117021839,2.51431014560452
"Gweru","2017","05",5.9841228609421,9.31268315271663,3.61778097766783
"Harare","2017","05",9.14967154813505,11.6709489358411,6.96364221805359
"Hurungwe","2017","05",5.9623351038957,8.31088289990435,4.29410256414671
"Hwange","2017","05",3.13729768833198,4.42044377534978,2.59267145151347
"Insiza","2017","05",6.17216281083393,9.53785541493518,3.74251742613227
"Kadoma","2017","05",5.07043815638909,7.87635357969053,3.12572324611935
"Kariba","2017","05",10.3392949786348,12.8686996520595,8.76182453254538
"Kwekwe","2017","05",4.07755265343963,6.56346953844632,2.6475632141592
"Lupane","2017","05",3.41145316166861,5.75764112768619,2.63133502623753
"Makonde","2017","05",5.29107003978902,7.65729374199429,3.70591668277152
"Makoni","2017","05",6.77657145788672,8.35562979436313,4.92622401774918
"Mangwe (South)","2017","05",2.86253613689656,3.85288191289435,2.49759075781992
"Marondera","2017","05",7.67727526160578,9.92625705558,5.48622958809063
"Masvingo","2017","05",6.3602629221482,9.25964728476483,4.55805293292511
"Matobo","2017","05",3.3745690279521,4.71205731089804,2.62327783787651
"Mazowe","2017","05",8.89509086809082,11.2285747956235,6.51117363769492
"Mberengwa","2017","05",5.73325177991637,8.65453263914138,3.96460523017459
"Mount Darwin","2017","05",6.56884911171709,8.86440472137541,4.56173980624384
"Mudzi","2017","05",4.48471519740771,5.64643307649077,3.54006253223384
"Murehwa","2017","05",9.60731457574081,12.2912920429103,6.9943465517044
"Mutare","2017","05",4.56904927501225,6.38151742746193,3.23317111576204
"Mutasa","2017","05",6.74543303130224,8.21933096642734,5.11656356376357
"Mutoko","2017","05",5.71921477115071,7.5421545111762,4.42108475326196
"Mwenezi","2017","05",4.73640664618232,7.28384169584707,3.20005658557623
"Nkayi","2017","05",3.73894889166481,6.90802868994952,2.50591035532966
"Nyanga","2017","05",7.6927432617716,9.30812044384315,6.094263285783
"Rushinga","2017","05",4.46434949405498,6.30056341688711,3.5265908935166
"Seke","2017","05",5.43905697270486,7.37141505837509,3.5333246606816
"Shamva","2017","05",6.03207097984226,7.86865285275005,4.42965735846037
"Shurugwi","2017","05",6.47843117448034,9.87844717677405,4.00741932190304
"Tsholotsho","2017","05",2.65669027555332,3.3911240357961,2.48049378919663
"Umguza","2017","05",3.35514973046809,5.22913991352014,2.67760392266757
"UMP","2017","05",5.08041566478085,6.74131573197991,3.95444798967361
"Umzingwane","2017","05",4.96127424739766,7.49590673083099,3.22763428106548
"Wedza","2017","05",5.08098274753083,6.88857837271584,3.69204275869361
"Zaka","2017","05",7.55769268757733,10.9496326511992,5.0120538585294
"Zvimba","2017","05",6.62934746200484,8.7795898011263,4.97789086954309
"Zvishavane","2017","05",5.02565796757759,7.76300639183729,3.4956543215881
"Beitbridge","2017","06",2.29254604855858,2.32782778224249,2.21628219656971
"Bikita","2017","06",2.96790495772695,3.25368334616918,2.55204692228096
"Bindura","2017","06",3.93225854247253,4.77505670175353,3.20202899633106
"Binga","2017","06",3.33838210536535,3.70025093390942,3.11789535336811
"Bubi","2017","06",2.39413957701608,2.50318602207382,2.31363805778455
"Buhera","2017","06",2.62094841090186,2.90507330348145,2.38880865398005
"Bulawayo","2017","06",2.8444886570944,2.93229294204026,2.73065790289485
