"","newDate","Moisture.1","Wet.1","Ideal.1","Dry.1","ExtremelyDry.1","Moisture.2","Wet.2","Ideal.2","Dry.2","ExtremelyDry.2","Moisture.3","Wet.3","Ideal.3","Dry.3","ExtremelyDry.3","Moisture.4","Wet.4","Ideal.4","Dry.4","ExtremelyDry.4","Moisture.5","Wet.5","Ideal.5","Dry.5","ExtremelyDry.5","Moisture.6","Wet.6","Ideal.6","Dry.6","ExtremelyDry.6"
"769",2016-05-20,29.9592265303129,0,0,0,1,13.9884953465682,0,0,0,1,13.8508261138442,0,0,0,1,11.1788941410892,0,0,0,1,10.7763709979928,0,0,0,1,10.6868448078947,0,0,0,1
"775",2016-05-23,28.291105764046,0,0,0,1,13.1118897696243,0,0,0,1,13.2224304458921,0,0,0,1,10.9211827282219,0,0,0,1,10.6791759459025,0,0,0,1,10.5262928676644,0,0,0,1
"781",2016-05-26,27.5131646457223,0,0,0,1,13.2363091109324,0,0,0,1,13.403618014853,0,0,0,1,12.3767871880861,0,0,0,1,12.5953249788545,0,0,0,1,10.836286724697,0,0,0,1
"787",2016-05-29,26.7318296866947,0,0,0,1,12.9897155506509,0,0,0,1,13.2706065149871,0,0,0,1,12.3489339519284,0,0,0,1,12.4839009752858,0,0,0,1,11.4484993838781,0,0,0,1
"793",2016-06-01,25.282728234715,0,0,0,1,12.3218712098292,0,0,0,1,12.6714649127874,0,0,0,1,11.6210588583579,0,0,0,1,11.7059217853013,0,0,0,1,10.9324011504162,0,0,0,1
"799",2016-06-04,23.9050778532215,0,0,0,1,11.8324125676276,0,0,0,1,12.2370270480153,0,0,0,1,11.0950459222871,0,0,0,1,11.1898589237647,0,0,0,1,10.6679195745934,0,0,0,1
"805",2016-06-07,22.9700160186535,0,0,0,1,11.4692261736678,0,0,0,1,11.963762412176,0,0,0,1,10.8094738968449,0,0,0,1,10.9618134003708,0,0,0,1,10.620658811315,0,0,0,1
"811",2016-06-10,22.8618167786552,0,0,0,1,11.0851430959214,0,0,0,1,11.8081546333217,0,0,0,1,10.5685275946969,0,0,0,1,10.8486813325612,0,0,0,1,10.5947019364943,0,0,0,1
"817",2016-06-13,23.6581645608753,0,0,0,1,10.9074486423008,0,0,0,1,11.9630023820289,0,0,0,1,10.6294916636454,0,0,0,1,10.9428838426894,0,0,0,1,10.4835363063516,0,0,0,1
"823",2016-06-16,22.8366391847422,0,0,0,1,10.5637482472054,0,0,0,1,11.6685358750059,0,0,0,1,10.3679709781249,0,0,0,1,10.6465008960396,0,0,0,1,10.1489192686815,0,0,0,1
"829",2016-06-19,21.9945438311652,0,0,0,1,10.277329659453,0,0,0,1,11.3486556102479,0,0,0,1,10.1396014492776,0,0,0,1,10.4476145023899,0,0,0,1,9.94068087158012,0,0,0,1
"835",2016-06-22,21.0894121770899,0,0,0,1,10.1542190128092,0,0,0,1,11.1469923095201,0,0,0,1,10.1693560997305,0,0,0,1,10.5485009975674,0,0,0,1,9.96126035026587,0,0,0,1
"841",2016-06-25,20.6057656358782,0,0,0,1,10.0435304441716,0,0,0,1,11.0486305883451,0,0,0,1,10.1400878799163,0,0,0,1,10.7551428756353,0,0,0,1,10.8101403387747,0,0,0,1
"847",2016-06-28,19.7337218240104,0,0,0,1,9.91834800781321,0,0,0,1,10.850189733581,0,0,0,1,10.0504842584685,0,0,0,1,10.5631741490791,0,0,0,1,10.6547927081012,0,0,0,1
"853",2016-07-01,18.9421377390639,0,0,0,1,9.78482515078533,0,0,0,1,10.6482720857497,0,0,0,1,9.99852584563714,0,0,0,1,10.3404992993521,0,0,0,1,10.2917666561762,0,0,0,1
"859",2016-07-04,18.9221069532061,0,0,0,1,9.82611011067621,0,0,0,1,10.6963070451645,0,0,0,1,10.1479557758777,0,0,0,1,10.3869960587982,0,0,0,1,10.0849686074986,0,0,0,1
"865",2016-07-07,18.417670911743,0,0,0,1,9.79776872025114,0,0,0,1,10.6028625768271,0,0,0,1,10.3135545083472,0,0,0,1,10.3538571172618,0,0,0,1,9.97196982147214,0,0,0,1
"871",2016-07-10,18.0588717779759,0,0,0,1,9.80028079322758,0,0,0,1,10.5899136675355,0,0,0,1,10.4897573972574,0,0,0,1,10.5645582216362,0,0,0,1,10.6736808546002,0,0,0,1
"877",2016-07-13,17.8718258495571,0,0,0,1,9.89206947621066,0,0,0,1,10.6085586834658,0,0,0,1,10.5332494204814,0,0,0,1,10.6523768569295,0,0,0,1,11.1327619996568,0,0,0,1
"883",2016-07-16,17.2519373714114,0,0,0,1,9.83615409672583,0,0,0,1,10.5501118008846,0,0,0,1,10.4518136708952,0,0,0,1,10.5087746078948,0,0,0,1,10.7069914756075,0,0,0,1
"889",2016-07-19,16.6525067877015,0,0,0,1,9.86809186795344,0,0,0,1,10.5304833674383,0,0,0,1,10.3532970685233,0,0,0,1,10.3696930455249,0,0,0,1,10.3537008348886,0,0,0,1
"895",2016-07-22,15.7506414068682,0,0,0,1,9.77758503664124,0,0,0,1,10.3466930513672,0,0,0,1,10.0830311006678,0,0,0,1,10.0957338529409,0,0,0,1,9.9242596850008,0,0,0,1
"901",2016-07-25,14.9390395035751,0,0,0,1,9.69882207167192,0,0,0,1,10.2309971756157,0,0,0,1,9.98155829786684,0,0,0,1,10.0083994895495,0,0,0,1,10.0114219399765,0,0,0,1
"907",2016-07-28,14.2363329327193,0,0,0,1,9.60195828487611,0,0,0,1,10.1536173145724,0,0,0,1,9.8866962197151,0,0,0,1,9.9667509417749,0,0,0,1,10.0465599460189,0,0,0,1
"913",2016-07-31,13.6254694517411,0,0,0,1,9.57434933870539,0,0,0,1,10.0953840763273,0,0,0,1,9.79563142368874,0,0,0,1,9.87801629009788,0,0,0,1,9.75006433242442,0,0,0,1
"919",2016-08-03,13.0797289920838,0,0,0,1,9.5237089856361,0,0,0,1,10.129880436374,0,0,0,1,9.78015579302285,0,0,0,1,9.90056791178247,0,0,0,1,9.70756861747184,0,0,0,1
"925",2016-08-06,12.7433976199716,0,0,0,1,9.53214998438294,0,0,0,1,10.167340765449,0,0,0,1,9.72538821505252,0,0,0,1,9.89323660349713,0,0,0,1,9.56544502115539,0,0,0,1
"931",2016-08-09,12.1668013871219,0,0,0,1,9.54550233917842,0,0,0,1,10.1240051191311,0,0,0,1,9.70719147856837,0,0,0,1,9.8828592899001,0,0,0,1,9.51397151588113,0,0,0,1
"937",2016-08-12,11.7526069745567,0,0,0,1,9.48275940529485,0,0,0,1,10.0387474529653,0,0,0,1,9.62318957434961,0,0,0,1,9.83375459267665,0,0,0,1,9.43044461111955,0,0,0,1
"943",2016-08-15,11.3760937294174,0,0,0,1,9.45323339901574,0,0,0,1,9.98758402920836,0,0,0,1,9.57363063342547,0,0,0,1,9.79650997147979,0,0,0,1,9.35540108853474,0,0,0,1
"949",2016-08-18,11.069701401302,0,0,0,1,9.45415691044397,0,0,0,1,9.95836587931617,0,0,0,1,9.61798528804151,0,0,0,1,9.80929078895461,0,0,0,1,9.4192140844566,0,0,0,1
"955",2016-08-21,10.7089787948527,0,0,0,1,9.3535703141,0,0,0,1,9.86584324081841,0,0,0,1,9.53218652667369,0,0,0,1,9.73156667279594,0,0,0,1,9.35555272033754,0,0,0,1
"961",2016-08-24,10.6050646560217,0,0,0,1,9.39520218661701,0,0,0,1,9.88002800189874,0,0,0,1,9.59601204642804,0,0,0,1,9.77514369544655,0,0,0,1,9.37163208099966,0,0,0,1
"967",2016-08-27,10.3370120364912,0,0,0,1,9.35651754990088,0,0,0,1,9.79313997971704,0,0,0,1,9.55077310756978,0,0,0,1,9.72434666207537,0,0,0,1,9.33040737231573,0,0,0,1
"973",2016-08-30,10.0720552186985,0,0,0,1,9.31846678369153,0,0,0,1,9.73891988500738,0,0,0,1,9.45978425251367,0,0,0,1,9.66577196423625,0,0,0,1,9.18008476946858,0,0,0,1
"979",2016-09-02,9.95168017354079,0,0,0,1,9.32243802334158,0,0,0,1,9.84084137942638,0,0,0,1,9.50862073358803,0,0,0,1,9.64657557006212,0,0,0,1,9.2191578412588,0,0,0,1
"985",2016-09-05,9.79567454030041,0,0,0,1,9.23986405030304,0,0,0,1,9.80472708151766,0,0,0,1,9.44173483328635,0,0,0,1,9.57093617276333,0,0,0,1,9.15853385179906,0,0,0,1
"991",2016-09-08,9.55697834555773,0,0,0,1,9.17035324187857,0,0,0,1,9.72514164239211,0,0,0,1,9.38415287757,0,0,0,1,9.50650916236378,0,0,0,1,9.10140112108416,0,0,0,1
"997",2016-09-11,9.37482607502011,0,0,0,1,9.13262601474429,0,0,0,1,9.69321358124239,0,0,0,1,9.40981223059728,0,0,0,1,9.55988053790828,0,0,0,1,9.19900354211244,0,0,0,1
"1003",2016-09-14,9.24050438850429,0,0,0,1,9.04298255761337,0,0,0,1,9.61846417530664,0,0,0,1,9.3213108384931,0,0,0,1,9.50247776159082,0,0,0,1,9.16278428782336,0,0,0,1
"1009",2016-09-17,9.20094198708592,0,0,0,1,9.00460730729039,0,0,0,1,9.59715770093392,0,0,0,1,9.3210475346333,0,0,0,1,9.49631293103235,0,0,0,1,9.18624063027783,0,0,0,1
"1015",2016-09-20,9.25517762272344,0,0,0,1,9.00574667128819,0,0,0,1,9.6236331279596,0,0,0,1,9.38367008592712,0,0,0,1,9.59838345259136,0,0,0,1,9.53440822094884,0,0,0,1
"1021",2016-09-23,9.17636666063432,0,0,0,1,8.94124929045778,0,0,0,1,9.54264619726352,0,0,0,1,9.29003988913832,0,0,0,1,9.4523538858272,0,0,0,1,9.32908071427151,0,0,0,1
"1027",2016-09-26,9.10171150417081,0,0,0,1,8.95737132860652,0,0,0,1,9.54319555926976,0,0,0,1,9.29812599301926,0,0,0,1,9.42463322890564,0,0,0,1,9.22673060870091,0,0,0,1
"1033",2016-09-29,9.04221956810448,0,0,0,1,8.96293152730678,0,0,0,1,9.53630434487764,0,0,0,1,9.3038528061516,0,0,0,1,9.44760401076162,0,0,0,1,9.25711430512636,0,0,0,1
"1039",2016-10-02,10.6890132118738,0,0,0,1,9.99161969784681,0,0,0,1,10.9458367714233,0,0,0,1,11.7585988435184,0,0,0,1,10.9139143490955,0,0,0,1,11.9017974729277,0,0,0,1
"1045",2016-10-05,10.6514236521406,0,0,0,1,9.93098995398701,0,0,0,1,10.9762426927588,0,0,0,1,11.5682108638797,0,0,0,1,10.4960604574674,0,0,0,1,10.7484152964851,0,0,0,1
"1051",2016-10-08,10.4509605021889,0,0,0,1,9.85063617822615,0,0,0,1,10.7629576222111,0,0,0,1,11.0408609971756,0,0,0,1,10.4433115616066,0,0,0,1,10.0919826681226,0,0,0,1
"1057",2016-10-11,9.7232409160581,0,0,0,1,9.36114626774717,0,0,0,1,10.0277327185712,0,0,0,1,9.92765235520932,0,0,0,1,9.72599838450891,0,0,0,1,9.3888163492138,0,0,0,1
"1063",2016-10-14,9.55025732469668,0,0,0,1,9.32081818720183,0,0,0,1,9.94110780330245,0,0,0,1,9.7568404100453,0,0,0,1,9.8088363967961,0,0,0,1,9.41788025653877,0,0,0,1
"1069",2016-10-17,9.18723766997138,0,0,0,1,9.06977326333869,0,0,0,1,9.65199555621203,0,0,0,1,9.4129781827278,0,0,0,1,9.53501525203266,0,0,0,1,9.18337580989048,0,0,0,1
"1075",2016-10-20,9.13127511209703,0,0,0,1,9.13864499634296,0,0,0,1,9.71639612658469,0,0,0,1,9.51967011498924,0,0,0,1,9.64328023081587,0,0,0,1,9.37089746944221,0,0,0,1
"1081",2016-10-23,9.05669403486776,0,0,0,1,9.16005439586321,0,0,0,1,9.76862669024745,0,0,0,1,9.55271157388178,0,0,0,1,9.704676289,0,0,0,1,9.76795879594363,0,0,0,1
"1087",2016-10-26,8.94494193268293,0,0,0,1,9.29810147717525,0,0,0,1,9.7517435681298,0,0,0,1,9.66512748775571,0,0,0,1,9.95445322475861,0,0,0,1,9.45162492355566,0,0,0,1
"1093",2016-10-29,8.76295703748817,0,0,0,1,9.10430377501326,0,0,0,1,9.56828933630354,0,0,0,1,9.3824836568211,0,0,0,1,9.50128250227334,0,0,0,1,9.13229713093908,0,0,0,1
"1099",2016-11-01,8.69062821725823,0,0,0,1,9.21097912708343,0,0,0,1,9.72497413365753,0,0,0,1,9.52005782023346,0,0,0,1,9.78956722863798,0,0,0,1,9.17167547375534,0,0,0,1
"1105",2016-11-04,8.62813523277323,0,0,0,1,9.74908055587953,0,0,0,1,9.92414299635432,0,0,0,1,9.82094551532717,0,0,0,1,9.99604248257284,0,0,0,1,9.23785276810133,0,0,0,1
"1111",2016-11-07,8.58785073528254,0,0,0,1,9.40083568855619,0,0,0,1,9.73514862838531,0,0,0,1,9.55889837241462,0,0,0,1,10.0571503634455,0,0,0,1,9.14428948170322,0,0,0,1
"1117",2016-11-10,14.9612026410923,0,0,0,1,11.5242042914974,0,0,0,1,12.9414956079006,0,0,0,1,12.2335952616412,0,0,0,1,11.4644034697205,0,0,0,1,10.9832917267648,0,0,0,1
"1123",2016-11-13,21.9924245242644,0,0,0,1,15.0550409765158,0,0,0,1,16.9015351070991,0,0,0,1,16.4957771152844,0,0,0,1,13.78242300753,0,0,0,1,11.936836744794,0,0,0,1
"1129",2016-11-16,31.3827668909094,0,0,0,1,19.1619931394285,0,0,0,1,20.354231863243,0,0,0,1,20.3069651931769,0,0,0,1,14.8377304981554,0,0,0,1,13.4066973827644,0,0,0,1
"1135",2016-11-19,31.3898678567125,0,0,0,1,22.4258466128304,0,0,0,1,21.8086670518261,0,0,0,1,21.0892194997691,0,0,0,1,14.8371211366199,0,0,0,1,13.0988678699824,0,0,0,1
"1141",2016-11-22,28.6974751354691,0,0,0,1,21.653799114056,0,0,0,1,19.3437309223649,0,0,0,1,19.4610913604801,0,0,0,1,14.7363336667432,0,0,0,1,11.7844897511509,0,0,0,1
"1147",2016-11-25,35.1584386207582,0,0,0,1,30.0535097661619,0,0,0,1,29.6340075747266,0,0,0,1,32.2332329120269,0,0,0,1,22.9499850935421,0,0,0,1,17.4914739737476,0,0,0,1
"1153",2016-11-28,43.4611931137396,0,0,1,0,47.0032647950033,0,0,1,0,44.2756179183572,0,0,1,0,41.053188424857,0,0,1,0,25.3455487017857,0,0,0,1,20.7256121084427,0,0,0,1
"1159",2016-12-01,39.1997319213992,0,0,0,1,42.2483569482798,0,0,1,0,38.4331251408063,0,0,0,1,33.3124909644948,0,0,0,1,19.6548271023771,0,0,0,1,17.0011623326614,0,0,0,1
"1165",2016-12-04,39.6472787554775,0,0,0,1,41.1610632775887,0,0,1,0,36.5683770028377,0,0,0,1,30.2513196078821,0,0,0,1,17.252435345817,0,0,0,1,14.6630453366126,0,0,0,1
"1171",2016-12-07,36.8995849079757,0,0,0,1,39.6997094820969,0,0,0,1,33.2899687878611,0,0,0,1,26.3180120369173,0,0,0,1,14.8245644390049,0,0,0,1,12.9575073897367,0,0,0,1
"1177",2016-12-10,51.095475112012,0,1,0,0,52.492212195691,0,1,0,0,43.3662882923234,0,0,1,0,35.1865859036434,0,0,0,1,26.1047951801853,0,0,0,1,19.6075577949518,0,0,0,1
"1183",2016-12-13,68.9282248370369,0,1,0,0,70.215448628961,0,1,0,0,67.553010639269,0,1,0,0,62.0248325491522,0,1,0,0,49.7388200914521,0,0,1,0,32.9231340829063,0,0,0,1
"1189",2016-12-16,85.8056967228558,1,0,0,0,83.293307770162,1,0,0,0,85.2936614335093,1,0,0,0,80.7681211236066,1,0,0,0,65.631976988062,0,1,0,0,45.085528524227,0,0,1,0
"1195",2016-12-19,89.6656591720285,1,0,0,0,91.190775134487,1,0,0,0,89.3252865752543,1,0,0,0,79.6810492563002,0,1,0,0,63.8431257963304,0,1,0,0,45.6308871386624,0,0,1,0
"1201",2016-12-22,87.4796019357552,1,0,0,0,90.1808582405486,1,0,0,0,87.4155826865009,1,0,0,0,70.4321259884501,0,1,0,0,53.4321529026957,0,1,0,0,38.955175986082,0,0,0,1
"1207",2016-12-25,93.2431287447293,1,0,0,0,90.3701249561074,1,0,0,0,90.9618971974495,1,0,0,0,78.2020703772235,0,1,0,0,64.5216590446986,0,1,0,0,49.9497928846007,0,0,1,0
"1213",2016-12-28,92.3500557905292,1,0,0,0,90.0281680338067,1,0,0,0,91.1439736540772,1,0,0,0,85.3668045656667,1,0,0,0,78.7791719149317,0,1,0,0,57.7359572704566,0,1,0,0
"1219",2016-12-31,91.2961869200771,1,0,0,0,90.1312457348364,1,0,0,0,93.0494066148156,1,0,0,0,88.1895784077571,1,0,0,0,80.2083063857479,1,0,0,0,59.2882827376203,0,1,0,0
"1225",2017-01-03,91.0510414605067,1,0,0,0,91.5634543789401,1,0,0,0,95.6060612009772,1,0,0,0,91.9743774045373,1,0,0,0,81.1253011582586,1,0,0,0,52.4534085995655,0,1,0,0
"1231",2017-01-06,92.9593612076559,1,0,0,0,94.1217152254426,1,0,0,0,97.268208204605,1,0,0,0,95.3247376088342,1,0,0,0,86.2464852826649,1,0,0,0,53.4097251604049,0,1,0,0
"1237",2017-01-09,97.4538109254565,1,0,0,0,95.8674623593368,1,0,0,0,98.8068360233792,1,0,0,0,97.8681736331775,1,0,0,0,89.8253369476888,1,0,0,0,56.5887549288792,0,1,0,0
"1243",2017-01-12,98.5229107887137,1,0,0,0,96.5393381852214,1,0,0,0,99.3000349282926,1,0,0,0,97.7038168237174,1,0,0,0,88.6065135379258,1,0,0,0,54.4449801443824,0,1,0,0
"1249",2017-01-15,99.3230734970853,1,0,0,0,97.582866704711,1,0,0,0,99.7644769149405,1,0,0,0,99.5662762063862,1,0,0,0,94.8398642214214,1,0,0,0,64.7913944964296,0,1,0,0
"1255",2017-01-18,98.9518379557518,1,0,0,0,98.3160759951317,1,0,0,0,99.341726373625,1,0,0,0,97.8341148946823,1,0,0,0,92.7109055851826,1,0,0,0,66.7521338209826,0,1,0,0
"1261",2017-01-21,99.2125748600417,1,0,0,0,98.3973058304428,1,0,0,0,99.1242146920372,1,0,0,0,96.7342954029934,1,0,0,0,88.6247809422558,1,0,0,0,63.2960233446621,0,1,0,0
"1267",2017-01-24,97.184217147086,1,0,0,0,97.7164136346416,1,0,0,0,97.6729571832465,1,0,0,0,95.9229322675931,1,0,0,0,88.2682363428605,1,0,0,0,60.1714088433692,0,1,0,0
"1273",2017-01-27,98.0382584821312,1,0,0,0,97.9045810696992,1,0,0,0,98.4183818061109,1,0,0,0,98.5099400278162,1,0,0,0,92.0927321631329,1,0,0,0,61.1866926163255,0,1,0,0
"1279",2017-01-30,96.2923205908876,1,0,0,0,97.5236827056013,1,0,0,0,97.2909894261832,1,0,0,0,98.3478423536625,1,0,0,0,93.11546777843,1,0,0,0,65.8994010250913,0,1,0,0
"1285",2017-02-02,94.8823567359175,1,0,0,0,96.9484755832104,1,0,0,0,96.5351286000603,1,0,0,0,97.6884955526727,1,0,0,0,90.0899718800561,1,0,0,0,62.8550370618613,0,1,0,0
"1291",2017-02-05,95.0798769825915,1,0,0,0,97.1106798856631,1,0,0,0,96.801518684082,1,0,0,0,98.4239367695742,1,0,0,0,92.004934842777,1,0,0,0,59.347371747467,0,1,0,0
"1297",2017-02-08,90.5789108007218,1,0,0,0,96.6386477810721,1,0,0,0,92.6315468406954,1,0,0,0,92.7010355297298,1,0,0,0,85.2986806864689,1,0,0,0,53.8178983693399,0,1,0,0
"1303",2017-02-11,87.504331432867,1,0,0,0,94.7912902606547,1,0,0,0,88.9721913301792,1,0,0,0,85.9126035066362,1,0,0,0,74.4993586314603,0,1,0,0,46.776457807079,0,0,1,0
"1309",2017-02-14,86.6548907925799,1,0,0,0,97.0533970863169,1,0,0,0,91.2529448947254,1,0,0,0,83.9616683550982,1,0,0,0,69.5919583511316,0,1,0,0,44.8900626101999,0,0,1,0
"1315",2017-02-17,90.4745582398115,1,0,0,0,97.355887414394,1,0,0,0,95.4193298770897,1,0,0,0,91.2978432050182,1,0,0,0,83.750276715029,1,0,0,0,72.605838238805,0,1,0,0
"1321",2017-02-20,86.0811019380496,1,0,0,0,96.6228910181512,1,0,0,0,93.2786126772583,1,0,0,0,91.6248191952123,1,0,0,0,86.6354464717774,1,0,0,0,68.9154885467172,0,1,0,0
"1327",2017-02-23,85.3321927131054,1,0,0,0,96.1289303552878,1,0,0,0,93.4196126555997,1,0,0,0,95.5384862490334,1,0,0,0,91.2871666526818,1,0,0,0,71.0210024385956,0,1,0,0
"1333",2017-02-26,96.2387659992668,1,0,0,0,97.3282079595161,1,0,0,0,97.3352124727133,1,0,0,0,98.2460726874868,1,0,0,0,93.4723600023676,1,0,0,0,70.3527305409244,0,1,0,0
"1339",2017-03-01,95.8650307026669,1,0,0,0,96.6396227844416,1,0,0,0,96.4015899281271,1,0,0,0,96.7560765810359,1,0,0,0,89.4264883814347,1,0,0,0,64.7306133792241,0,1,0,0
"1345",2017-03-04,96.7691540203935,1,0,0,0,96.7874961646417,1,0,0,0,98.0023189098098,1,0,0,0,98.9963655590255,1,0,0,0,91.1104744645749,1,0,0,0,59.9061610528338,0,1,0,0
"1351",2017-03-07,93.3320977726286,1,0,0,0,94.6257431418922,1,0,0,0,93.9136578853303,1,0,0,0,96.1313807404593,1,0,0,0,90.9548474484391,1,0,0,0,59.2316302059777,0,1,0,0
"1357",2017-03-10,90.5906455834515,1,0,0,0,92.9588875638109,1,0,0,0,88.7515413194032,1,0,0,0,90.7079912366699,1,0,0,0,84.0271225778048,1,0,0,0,55.7450244793094,0,1,0,0
"1363",2017-03-13,84.4415066275008,1,0,0,0,86.1252559717412,1,0,0,0,80.5372196157801,1,0,0,0,81.1153969994099,1,0,0,0,72.0469796940373,0,1,0,0,48.5547651707952,0,0,1,0
"1369",2017-03-16,77.3680759503621,0,1,0,0,77.6215900608517,0,1,0,0,70.751165757424,0,1,0,0,70.4147821855325,0,1,0,0,60.6088555829367,0,1,0,0,41.7476444948739,0,0,1,0
"1375",2017-03-19,79.7528919316915,0,1,0,0,74.3562654856778,0,1,0,0,67.2136129936669,0,1,0,0,64.1421291719648,0,1,0,0,53.9981801945123,0,1,0,0,37.9919915361262,0,0,0,1
"1381",2017-03-22,85.3928531896448,1,0,0,0,79.2411269211424,0,1,0,0,70.7714604918134,0,1,0,0,67.0983840830152,0,1,0,0,53.6318665404254,0,1,0,0,37.2392194287746,0,0,0,1
"1387",2017-03-25,85.6753217744103,1,0,0,0,80.9182151853374,1,0,0,0,71.5965166709324,0,1,0,0,64.1205772421325,0,1,0,0,50.0948837959989,0,1,0,0,33.8955992783027,0,0,0,1
"1393",2017-03-28,80.4149401454558,1,0,0,0,75.2631974635621,0,1,0,0,64.7431235209081,0,1,0,0,56.4809227364963,0,1,0,0,43.5666765194291,0,0,1,0,29.8690590728418,0,0,0,1
"1399",2017-03-31,74.335646256716,0,1,0,0,67.7862491121659,0,1,0,0,56.9309790007765,0,1,0,0,48.5213018282989,0,0,1,0,37.3378827239926,0,0,0,1,26.1384200212468,0,0,0,1
"1405",2017-04-03,67.7076532787446,0,1,0,0,60.7136820454308,0,1,0,0,49.3565201880583,0,0,1,0,41.5192089939345,0,0,1,0,32.0611132554771,0,0,0,1,22.722792444188,0,0,0,1
"1411",2017-04-06,62.1034646647951,0,1,0,0,54.8454840714064,0,1,0,0,43.4706169019403,0,0,1,0,36.47641942497,0,0,0,1,28.8207687027523,0,0,0,1,20.2085710920617,0,0,0,1
"1417",2017-04-09,56.4364697681809,0,1,0,0,48.4082310864081,0,0,1,0,37.5808090740753,0,0,0,1,31.2255897558748,0,0,0,1,25.4995783987645,0,0,0,1,18.3042886105159,0,0,0,1
"1423",2017-04-12,51.9233893216484,0,1,0,0,42.2947503718884,0,0,1,0,32.820411604987,0,0,0,1,26.7313279919619,0,0,0,1,22.3547936398686,0,0,0,1,16.4421979083954,0,0,0,1
"1429",2017-04-15,56.3968330357376,0,1,0,0,48.2119363630451,0,0,1,0,38.7593864882757,0,0,0,1,33.8785434399324,0,0,0,1,29.414010938776,0,0,0,1,19.9936524289587,0,0,0,1
"1435",2017-04-18,54.7889965685653,0,1,0,0,50.2044401950521,0,1,0,0,39.6962111639796,0,0,0,1,34.737691410863,0,0,0,1,27.807912575918,0,0,0,1,19.6749105244941,0,0,0,1
"1441",2017-04-21,51.1507585125307,0,1,0,0,47.0156457313565,0,0,1,0,36.6463514024521,0,0,0,1,32.7313002760828,0,0,0,1,25.7115046672175,0,0,0,1,18.2689699646724,0,0,0,1
"1447",2017-04-24,57.0866431613888,0,1,0,0,46.8099423128153,0,0,1,0,39.1481549767953,0,0,0,1,42.1175672232184,0,0,1,0,33.7758304357537,0,0,0,1,21.8401753336276,0,0,0,1
"1453",2017-04-27,55.365737045924,0,1,0,0,46.0466464586139,0,0,1,0,39.4599696764791,0,0,0,1,41.2795459375633,0,0,1,0,32.3347839490239,0,0,0,1,22.6037034090362,0,0,0,1
"1459",2017-04-30,53.6398191008621,0,1,0,0,43.8768389233284,0,0,1,0,37.5601098889077,0,0,0,1,39.2213026847304,0,0,0,1,30.6131590780749,0,0,0,1,23.9175801291595,0,0,0,1
"1465",2017-05-03,51.635832571969,0,1,0,0,41.4448687911565,0,0,1,0,35.3208602430207,0,0,0,1,36.7474746723767,0,0,0,1,28.5720508892988,0,0,0,1,24.6331716828948,0,0,0,1
"1471",2017-05-06,48.3689381528755,0,0,1,0,37.7901673127747,0,0,0,1,31.8483281843727,0,0,0,1,32.722703639889,0,0,0,1,25.348824580308,0,0,0,1,22.944492225269,0,0,0,1
"1477",2017-05-09,45.0505832302969,0,0,1,0,34.2018770431369,0,0,0,1,28.3129982121374,0,0,0,1,28.8771090313102,0,0,0,1,22.4150083446334,0,0,0,1,20.6977919756217,0,0,0,1
"1483",2017-05-12,42.5353231093276,0,0,1,0,31.8128733708587,0,0,0,1,26.2349305258979,0,0,0,1,25.9114975406221,0,0,0,1,20.2101696284202,0,0,0,1,18.7978417135328,0,0,0,1
"1489",2017-05-15,41.3198412420144,0,0,1,0,31.2152786512466,0,0,0,1,26.6934638276416,0,0,0,1,24.1747740773077,0,0,0,1,18.6045571900764,0,0,0,1,17.3602072774452,0,0,0,1
"1495",2017-05-18,39.4571030560164,0,0,0,1,29.8115385529696,0,0,0,1,25.7539390727746,0,0,0,1,22.007120756919,0,0,0,1,17.1439132963699,0,0,0,1,16.0408621010703,0,0,0,1
"1501",2017-05-21,37.4157177635084,0,0,0,1,27.5739976184251,0,0,0,1,24.2339964874739,0,0,0,1,19.904095687208,0,0,0,1,15.8891581404707,0,0,0,1,14.905079937954,0,0,0,1
"1507",2017-05-24,34.6510519319026,0,0,0,1,24.9652788944661,0,0,0,1,21.8319952857395,0,0,0,1,17.7957804500286,0,0,0,1,14.6764171046957,0,0,0,1,13.7919953402575,0,0,0,1
"1513",2017-05-27,32.1199277619115,0,0,0,1,22.6076898768679,0,0,0,1,19.6776079181194,0,0,0,1,16.1531046021907,0,0,0,1,13.7722792200849,0,0,0,1,12.9493506923823,0,0,0,1
"1519",2017-05-30,30.3015596467727,0,0,0,1,21.1706134607199,0,0,0,1,18.1772912406228,0,0,0,1,15.2340666955303,0,0,0,1,13.3332296057307,0,0,0,1,12.4482753435912,0,0,0,1
"1525",2017-06-02,28.4733343191848,0,0,0,1,19.3696898638162,0,0,0,1,16.6337305678973,0,0,0,1,14.194085865231,0,0,0,1,12.7236204733489,0,0,0,1,12.0008764713657,0,0,0,1
"1531",2017-06-05,26.6240454905733,0,0,0,1,17.8719505251647,0,0,0,1,15.3249245191531,0,0,0,1,13.3924118096597,0,0,0,1,12.3161670871518,0,0,0,1,11.6884251508257,0,0,0,1
"1537",2017-06-08,25.1181492218462,0,0,0,1,16.6504020315044,0,0,0,1,14.3311141519347,0,0,0,1,12.9159269118038,0,0,0,1,11.9789796380922,0,0,0,1,11.338407340292,0,0,0,1
