"","newDate","Moisture.1","Wet.1","Ideal.1","Dry.1","ExtremelyDry.1","Moisture.2","Wet.2","Ideal.2","Dry.2","ExtremelyDry.2","Moisture.3","Wet.3","Ideal.3","Dry.3","ExtremelyDry.3","Moisture.4","Wet.4","Ideal.4","Dry.4","ExtremelyDry.4","Moisture.5","Wet.5","Ideal.5","Dry.5","ExtremelyDry.5","Moisture.6","Wet.6","Ideal.6","Dry.6","ExtremelyDry.6"
"127",2015-07-04,14.2658202586426,0,0,0,1,10.4850377791534,0,0,0,1,11.021423769597,0,0,0,1,10.4491541416672,0,0,0,1,10.3027868019783,0,0,0,1,9.85290484073028,0,0,0,1
"133",2015-07-07,13.9661977134819,0,0,0,1,10.2918294479589,0,0,0,1,10.8781684671317,0,0,0,1,10.4650188199219,0,0,0,1,10.3011270551635,0,0,0,1,9.92479602381625,0,0,0,1
"139",2015-07-10,13.7527302827799,0,0,0,1,10.1310813591401,0,0,0,1,10.7593465596491,0,0,0,1,10.4113920620376,0,0,0,1,10.2853335441052,0,0,0,1,9.84545256472672,0,0,0,1
"145",2015-07-13,13.3685008708561,0,0,0,1,9.98972453189263,0,0,0,1,10.6329483049014,0,0,0,1,10.3302690883328,0,0,0,1,10.179144954989,0,0,0,1,9.6883864921398,0,0,0,1
"151",2015-07-16,12.9668987686242,0,0,0,1,9.85972163513218,0,0,0,1,10.4893960924091,0,0,0,1,10.2329420816281,0,0,0,1,10.0987115885614,0,0,0,1,9.61394835095791,0,0,0,1
"157",2015-07-19,12.6675416641345,0,0,0,1,9.78736794254917,0,0,0,1,10.4487711444107,0,0,0,1,10.2150670311301,0,0,0,1,10.0426272817706,0,0,0,1,9.4823910276281,0,0,0,1
"163",2015-07-22,12.4068491138058,0,0,0,1,9.80651242262816,0,0,0,1,10.4642724699217,0,0,0,1,10.2089825191684,0,0,0,1,10.0687294301843,0,0,0,1,9.49406857310838,0,0,0,1
"169",2015-07-25,12.0439654604985,0,0,0,1,9.73026907136325,0,0,0,1,10.3573437194659,0,0,0,1,10.1504501785515,0,0,0,1,10.0535504812639,0,0,0,1,9.51480177382167,0,0,0,1
"175",2015-07-28,11.6955105476879,0,0,0,1,9.72134323123781,0,0,0,1,10.33793327881,0,0,0,1,10.0851841683247,0,0,0,1,9.99903852257157,0,0,0,1,9.49008811689175,0,0,0,1
"181",2015-07-31,11.3629845743422,0,0,0,1,9.64024486143579,0,0,0,1,10.2290725173433,0,0,0,1,10.0335394411283,0,0,0,1,9.94346158527474,0,0,0,1,9.55794412700606,0,0,0,1
"187",2015-08-03,11.3623956473083,0,0,0,1,9.63175593524713,0,0,0,1,10.2228063512998,0,0,0,1,10.015266297466,0,0,0,1,9.98293948735679,0,0,0,1,9.56520269332605,0,0,0,1
"193",2015-08-06,11.2196748584569,0,0,0,1,9.57989195891109,0,0,0,1,10.1780886951787,0,0,0,1,9.99624407147695,0,0,0,1,9.94889116866838,0,0,0,1,9.50544660000121,0,0,0,1
"199",2015-08-09,10.9950054283556,0,0,0,1,9.50379941748134,0,0,0,1,10.0942476278138,0,0,0,1,9.90887486860758,0,0,0,1,9.91169148357973,0,0,0,1,9.49547335451483,0,0,0,1
"205",2015-08-12,10.7750851852088,0,0,0,1,9.43012963954881,0,0,0,1,10.0339661136451,0,0,0,1,9.81570455530678,0,0,0,1,9.82509123370968,0,0,0,1,9.39088734463556,0,0,0,1
"211",2015-08-15,10.6423298001843,0,0,0,1,9.4529403677068,0,0,0,1,10.0148266871034,0,0,0,1,9.8495781156235,0,0,0,1,9.84130991191831,0,0,0,1,9.37160850056455,0,0,0,1
"217",2015-08-18,10.4634822576312,0,0,0,1,9.38077732791407,0,0,0,1,9.92781801252237,0,0,0,1,9.81537928449747,0,0,0,1,9.80327045134044,0,0,0,1,9.35132381527493,0,0,0,1
"223",2015-08-21,10.281203080483,0,0,0,1,9.33550375184767,0,0,0,1,9.88414670546462,0,0,0,1,9.75275032372801,0,0,0,1,9.73681748673316,0,0,0,1,9.2735055320645,0,0,0,1
"229",2015-08-24,10.1655255725167,0,0,0,1,9.32623342584766,0,0,0,1,9.8805517219521,0,0,0,1,9.776299310637,0,0,0,1,9.77754935733534,0,0,0,1,9.42480885963898,0,0,0,1
"235",2015-08-27,10.0123611436933,0,0,0,1,9.28275694931986,0,0,0,1,9.84209088205707,0,0,0,1,9.75223432380158,0,0,0,1,9.79200343790338,0,0,0,1,9.43198789433152,0,0,0,1
"241",2015-08-30,9.82167734316791,0,0,0,1,9.24873486270833,0,0,0,1,9.79976665361392,0,0,0,1,9.69478956851817,0,0,0,1,9.72049890606208,0,0,0,1,9.39487320512369,0,0,0,1
"247",2015-09-02,9.93561980268084,0,0,0,1,9.18657724379544,0,0,0,1,9.76677120709569,0,0,0,1,9.68052334979454,0,0,0,1,10.0538294108428,0,0,0,1,10.4266851631034,0,0,0,1
"253",2015-09-05,11.5848351389415,0,0,0,1,9.30472407471539,0,0,0,1,10.351327218119,0,0,0,1,10.6289043452618,0,0,0,1,12.168413419286,0,0,0,1,17.776280562311,0,0,0,1
"259",2015-09-08,11.6781065411603,0,0,0,1,9.2333106213935,0,0,0,1,10.1193019593191,0,0,0,1,10.3706863701751,0,0,0,1,12.3494671940782,0,0,0,1,19.5772961089728,0,0,0,1
"265",2015-09-11,11.5622163224633,0,0,0,1,9.1983921983332,0,0,0,1,9.94201114592985,0,0,0,1,10.0370427846449,0,0,0,1,11.7884839471088,0,0,0,1,18.3591956990266,0,0,0,1
"271",2015-09-14,11.4631331833109,0,0,0,1,9.24613327377299,0,0,0,1,9.90487196153464,0,0,0,1,9.89983140234289,0,0,0,1,11.3911609740226,0,0,0,1,16.9649082572372,0,0,0,1
"277",2015-09-17,10.892827023318,0,0,0,1,9.10732656088197,0,0,0,1,9.69806946146085,0,0,0,1,9.60358530518311,0,0,0,1,10.6317374853609,0,0,0,1,14.7052636390479,0,0,0,1
"283",2015-09-20,10.6745967374644,0,0,0,1,9.10792555315076,0,0,0,1,9.69654235774629,0,0,0,1,9.54758269575422,0,0,0,1,10.5042236034334,0,0,0,1,13.6611691673485,0,0,0,1
"289",2015-09-23,10.2929566502522,0,0,0,1,9.10406927918505,0,0,0,1,9.64697034207655,0,0,0,1,9.48337009408463,0,0,0,1,10.1480630059977,0,0,0,1,12.286253366773,0,0,0,1
"295",2015-09-26,9.89715221336869,0,0,0,1,9.0571266406087,0,0,0,1,9.57731925591762,0,0,0,1,9.3946103247517,0,0,0,1,9.84682631847442,0,0,0,1,11.1048565939594,0,0,0,1
"301",2015-09-29,9.56890161468616,0,0,0,1,9.057303310371,0,0,0,1,9.58474427491289,0,0,0,1,9.40164378061024,0,0,0,1,9.60841256412881,0,0,0,1,10.1327937708017,0,0,0,1
"307",2015-10-02,9.33994449304551,0,0,0,1,9.27776037636635,0,0,0,1,9.78682232927276,0,0,0,1,9.67402124730587,0,0,0,1,9.71737867252051,0,0,0,1,9.74893296595858,0,0,0,1
"313",2015-10-05,9.14608971611057,0,0,0,1,9.26585299003404,0,0,0,1,9.8889142589401,0,0,0,1,9.53771053152571,0,0,0,1,9.61123395140724,0,0,0,1,9.50095159375302,0,0,0,1
"319",2015-10-08,8.8992852492544,0,0,0,1,9.10641116517442,0,0,0,1,9.69075427798285,0,0,0,1,9.35025286178344,0,0,0,1,9.43841408689691,0,0,0,1,9.25609037878542,0,0,0,1
"325",2015-10-11,8.75631930578658,0,0,0,1,9.00917989220299,0,0,0,1,9.57905904121016,0,0,0,1,9.29336335145941,0,0,0,1,9.36786731852681,0,0,0,1,9.16002762288547,0,0,0,1
"331",2015-10-14,8.7295980329566,0,0,0,1,9.07153682400057,0,0,0,1,9.73120879375315,0,0,0,1,9.81559579540468,0,0,0,1,9.75044080336438,0,0,0,1,9.4659053745605,0,0,0,1
"337",2015-10-17,8.88267480954635,0,0,0,1,9.26498095679712,0,0,0,1,9.98635864341109,0,0,0,1,10.3595176190514,0,0,0,1,10.1947455566018,0,0,0,1,9.93802536324452,0,0,0,1
"343",2015-10-20,8.78612887519126,0,0,0,1,9.13358228080999,0,0,0,1,9.78033060167485,0,0,0,1,9.79483614082738,0,0,0,1,9.79338913954931,0,0,0,1,9.55170710049101,0,0,0,1
"349",2015-10-23,8.76175826076528,0,0,0,1,9.0493941866689,0,0,0,1,9.65109599475079,0,0,0,1,9.50747937016789,0,0,0,1,9.65093115532927,0,0,0,1,9.34205285910256,0,0,0,1
"355",2015-10-26,8.7149841845948,0,0,0,1,9.01493463869468,0,0,0,1,9.57222931120242,0,0,0,1,9.37656548455749,0,0,0,1,9.50047396012149,0,0,0,1,9.16759651844401,0,0,0,1
"361",2015-10-29,8.94171655029858,0,0,0,1,9.17017588071584,0,0,0,1,9.68088415075547,0,0,0,1,9.31055651253086,0,0,0,1,9.42772469017722,0,0,0,1,9.08152354327436,0,0,0,1
"367",2015-11-01,8.85825281479308,0,0,0,1,9.98533492375511,0,0,0,1,10.2665556223851,0,0,0,1,9.53816863460129,0,0,0,1,9.53706534831805,0,0,0,1,9.01580039108285,0,0,0,1
"373",2015-11-04,9.10278325007729,0,0,0,1,11.3348192580869,0,0,0,1,11.2300931039473,0,0,0,1,9.97737294018122,0,0,0,1,9.85490626200627,0,0,0,1,9.2671181596153,0,0,0,1
"379",2015-11-07,8.87239715650676,0,0,0,1,10.5159401991879,0,0,0,1,10.4354614714261,0,0,0,1,9.53130342694065,0,0,0,1,9.52730681696253,0,0,0,1,8.98971697113782,0,0,0,1
"385",2015-11-10,8.60200585649292,0,0,0,1,9.7667482467368,0,0,0,1,9.82256446575918,0,0,0,1,9.31586354781829,0,0,0,1,9.31960263216708,0,0,0,1,8.840874614378,0,0,0,1
"391",2015-11-13,8.5044695978083,0,0,0,1,9.35796309929368,0,0,0,1,9.60575513461553,0,0,0,1,9.40243067113731,0,0,0,1,9.44315771332558,0,0,0,1,8.91499777919963,0,0,0,1
"397",2015-11-16,11.8706063244686,0,0,0,1,14.0033373266357,0,0,0,1,13.5630948102803,0,0,0,1,14.1401945097137,0,0,0,1,13.4725724378708,0,0,0,1,12.1291405499979,0,0,0,1
"403",2015-11-19,14.7441681208732,0,0,0,1,14.8198957809014,0,0,0,1,15.9933092269412,0,0,0,1,19.5005553903156,0,0,0,1,17.3950576602705,0,0,0,1,16.0712547656519,0,0,0,1
"409",2015-11-22,21.338123242123,0,0,0,1,23.0636888248285,0,0,0,1,25.4456432914917,0,0,0,1,24.3765501917838,0,0,0,1,20.435609308645,0,0,0,1,18.3415363537284,0,0,0,1
"415",2015-11-25,19.7521242825236,0,0,0,1,22.7041351004567,0,0,0,1,23.971270208204,0,0,0,1,21.2349373054547,0,0,0,1,15.8936278161873,0,0,0,1,15.7081374511286,0,0,0,1
"421",2015-11-28,17.7539734684544,0,0,0,1,20.0150943271899,0,0,0,1,20.7612347863848,0,0,0,1,20.3658666500334,0,0,0,1,16.749487858159,0,0,0,1,16.967909851609,0,0,0,1
"427",2015-12-01,16.0714908982911,0,0,0,1,18.0336519820977,0,0,0,1,18.4026103323608,0,0,0,1,21.4648060478323,0,0,0,1,19.2473579709771,0,0,0,1,16.7739950341129,0,0,0,1
"433",2015-12-04,14.1631598793918,0,0,0,1,17.4223866386765,0,0,0,1,15.7474596844442,0,0,0,1,18.8818200692589,0,0,0,1,17.2022287241206,0,0,0,1,14.5519656174195,0,0,0,1
"439",2015-12-07,12.4524967833035,0,0,0,1,15.4829481799605,0,0,0,1,13.2137496069675,0,0,0,1,15.5675714694327,0,0,0,1,14.4224433840955,0,0,0,1,12.7630089892292,0,0,0,1
"445",2015-12-10,11.5252149719026,0,0,0,1,14.4628005600706,0,0,0,1,11.8791161053772,0,0,0,1,14.9944685901077,0,0,0,1,13.6016130046964,0,0,0,1,12.8378782927988,0,0,0,1
"451",2015-12-13,17.4220970412631,0,0,0,1,23.2943250470102,0,0,0,1,20.4118534188663,0,0,0,1,24.0253599309791,0,0,0,1,20.1778911264159,0,0,0,1,16.8888488216341,0,0,0,1
"457",2015-12-16,48.0141594799223,0,0,1,0,39.8353578856808,0,0,0,1,46.6012707475954,0,0,1,0,36.1590610289549,0,0,0,1,23.4862762954293,0,0,0,1,17.7720545492775,0,0,0,1
"463",2015-12-19,62.1091702103986,0,1,0,0,55.7518149648763,0,1,0,0,63.7002338773369,0,1,0,0,47.5363287541507,0,0,1,0,26.5296334194812,0,0,0,1,18.1471903266544,0,0,0,1
"469",2015-12-22,56.7682237741082,0,1,0,0,52.5157505630516,0,1,0,0,56.7116504738708,0,1,0,0,40.7091385441822,0,0,1,0,22.3451134923317,0,0,0,1,15.5466650959805,0,0,0,1
"475",2015-12-25,53.0008905269561,0,1,0,0,51.5827459438331,0,1,0,0,51.9618900285168,0,1,0,0,33.9820879896476,0,0,0,1,19.4005627165433,0,0,0,1,13.3972600239913,0,0,0,1
"481",2015-12-28,50.3587067307401,0,1,0,0,52.1141978274864,0,1,0,0,48.3388612066281,0,0,1,0,29.397704594013,0,0,0,1,17.657412523598,0,0,0,1,12.541898058087,0,0,0,1
"487",2015-12-31,45.7386525858598,0,0,1,0,45.4317770977587,0,0,1,0,40.9452113338271,0,0,1,0,23.4401773291757,0,0,0,1,14.9671935039302,0,0,0,1,11.4499739543565,0,0,0,1
"493",2016-01-03,40.1517822569267,0,0,1,0,37.7695035156766,0,0,0,1,32.7152628838213,0,0,0,1,18.2917363226305,0,0,0,1,13.0510562200184,0,0,0,1,10.5500586681772,0,0,0,1
"499",2016-01-06,34.6567994376161,0,0,0,1,30.6893751229778,0,0,0,1,25.6425422511522,0,0,0,1,14.4455828076662,0,0,0,1,11.5024875728619,0,0,0,1,9.89935536259217,0,0,0,1
"505",2016-01-09,33.0071628479438,0,0,0,1,29.1512944000501,0,0,0,1,23.1853760748836,0,0,0,1,13.6693217263049,0,0,0,1,12.0852461493135,0,0,0,1,10.9864342184025,0,0,0,1
"511",2016-01-12,35.4678199646,0,0,0,1,34.8730095278707,0,0,0,1,30.3261977053938,0,0,0,1,20.6970832904295,0,0,0,1,14.6152208757957,0,0,0,1,11.8268130155154,0,0,0,1
"517",2016-01-15,40.5285531443507,0,0,1,0,46.7873216708899,0,0,1,0,41.0685034703384,0,0,1,0,33.7090082631329,0,0,0,1,27.633152126343,0,0,0,1,16.8408009695702,0,0,0,1
"523",2016-01-18,39.3525168088152,0,0,0,1,50.5134329499305,0,1,0,0,39.7123876094952,0,0,0,1,33.938356400066,0,0,0,1,28.8739517858586,0,0,0,1,21.0484850013597,0,0,0,1
"529",2016-01-21,35.6169882828244,0,0,0,1,46.4222280445469,0,0,1,0,35.0155290614916,0,0,0,1,28.5663062963403,0,0,0,1,23.4692359781368,0,0,0,1,18.2466812974302,0,0,0,1
"535",2016-01-24,37.1541600520841,0,0,0,1,51.7039735495624,0,1,0,0,39.4233175283536,0,0,0,1,33.8540353198779,0,0,0,1,27.0268109087848,0,0,0,1,18.5917570422219,0,0,0,1
"541",2016-01-27,49.7380629149126,0,0,1,0,73.0726984797299,0,1,0,0,57.1732407548956,0,1,0,0,48.6342363710272,0,0,1,0,35.7175671111716,0,0,0,1,25.8076799329288,0,0,0,1
"547",2016-01-30,50.8144615041698,0,1,0,0,76.8585992557528,0,1,0,0,58.7075416409083,0,1,0,0,51.2631998366727,0,1,0,0,38.9986807456657,0,0,0,1,30.2752283777557,0,0,0,1
"553",2016-02-02,46.4088493756367,0,0,1,0,73.1713709763982,0,1,0,0,50.9855293409181,0,1,0,0,43.2649005502541,0,0,1,0,32.6290379492686,0,0,0,1,26.6753542747784,0,0,0,1
"559",2016-02-05,44.6790203109635,0,0,1,0,70.2103654819946,0,1,0,0,46.6000117938642,0,0,1,0,38.4964296603826,0,0,0,1,30.655456732187,0,0,0,1,23.9049729529165,0,0,0,1
"565",2016-02-08,41.1590264409892,0,0,1,0,67.3066499239086,0,1,0,0,42.3882856732717,0,0,1,0,35.9456798854823,0,0,0,1,29.3012258452909,0,0,0,1,21.0817001718373,0,0,0,1
"571",2016-02-11,36.5507105396395,0,0,0,1,61.7436037807473,0,1,0,0,36.0176412658839,0,0,0,1,31.42916439323,0,0,0,1,25.5884158879928,0,0,0,1,18.3064852226859,0,0,0,1
"577",2016-02-14,32.4424445791483,0,0,0,1,57.6177434997654,0,1,0,0,30.923376744216,0,0,0,1,27.2819995534381,0,0,0,1,22.4350083027699,0,0,0,1,16.3945046724804,0,0,0,1
"583",2016-02-17,28.7690217679114,0,0,0,1,51.8756139635891,0,1,0,0,25.9156564106476,0,0,0,1,22.7108920541908,0,0,0,1,19.0703496656088,0,0,0,1,14.9675760394018,0,0,0,1
"589",2016-02-20,25.9728919277523,0,0,0,1,44.9624431653648,0,0,1,0,22.0792597434404,0,0,0,1,20.87878803465,0,0,0,1,17.4784505766028,0,0,0,1,13.9070636410781,0,0,0,1
"595",2016-02-23,25.3166799823281,0,0,0,1,46.644042753331,0,0,1,0,22.6854943458412,0,0,0,1,26.6344248271445,0,0,0,1,24.9376715333693,0,0,0,1,15.8884630637017,0,0,0,1
"601",2016-02-26,37.7367427972645,0,0,0,1,66.0720698486874,0,1,0,0,43.99034529069,0,0,1,0,42.9465236148696,0,0,1,0,35.1174646341951,0,0,0,1,19.1432660741507,0,0,0,1
"607",2016-02-29,55.6186289473511,0,1,0,0,82.871969780236,1,0,0,0,73.6441137427248,0,1,0,0,63.4289329249351,0,1,0,0,45.9791028317436,0,0,1,0,27.0787217596372,0,0,0,1
"613",2016-03-03,55.0846570811147,0,1,0,0,83.1326328866509,1,0,0,0,72.3908219864447,0,1,0,0,60.6130818262298,0,1,0,0,43.2663120322854,0,0,1,0,25.412159506441,0,0,0,1
"619",2016-03-06,53.5742179182404,0,1,0,0,84.3789731052207,1,0,0,0,73.6453174098493,0,1,0,0,61.1801534348318,0,1,0,0,43.6143942194797,0,0,1,0,22.8732893100497,0,0,0,1
"625",2016-03-09,54.266492550955,0,1,0,0,82.3089445599295,1,0,0,0,72.5484255451157,0,1,0,0,66.2159771866385,0,1,0,0,55.3410888479412,0,1,0,0,37.6659843663549,0,0,0,1
"631",2016-03-12,62.3828030451947,0,1,0,0,81.4362438437181,1,0,0,0,71.247204662496,0,1,0,0,68.0846743542421,0,1,0,0,61.7442537200675,0,1,0,0,46.5035939934108,0,0,1,0
"637",2016-03-15,65.2525349449357,0,1,0,0,84.034559969687,1,0,0,0,73.5900535956579,0,1,0,0,68.1480431154446,0,1,0,0,60.0694767257568,0,1,0,0,44.3208204441147,0,0,1,0
"643",2016-03-18,77.0408433662919,0,1,0,0,83.6459883126815,1,0,0,0,79.0802856582645,0,1,0,0,74.6233722449498,0,1,0,0,65.4627374886499,0,1,0,0,50.8118283259028,0,1,0,0
"649",2016-03-21,95.8115653004775,1,0,0,0,86.8691730489999,1,0,0,0,89.9162899563045,1,0,0,0,83.0869924900856,1,0,0,0,70.2017372425107,0,1,0,0,57.0937531707152,0,1,0,0
"655",2016-03-24,92.9631347066767,1,0,0,0,84.5546863966764,1,0,0,0,85.6624310315596,1,0,0,0,77.4037622843876,0,1,0,0,63.4493704506754,0,1,0,0,52.9784865801212,0,1,0,0
"661",2016-03-27,86.0068704108153,1,0,0,0,78.1125943025683,0,1,0,0,76.3171191413501,0,1,0,0,67.1623409019381,0,1,0,0,53.1160049874624,0,1,0,0,45.206992763851,0,0,1,0
"667",2016-03-30,78.5716105917845,0,1,0,0,70.553053379344,0,1,0,0,65.6725405569555,0,1,0,0,56.1722067796437,0,1,0,0,43.8856893832952,0,0,1,0,37.4077877864603,0,0,0,1
"673",2016-04-02,74.0211659202062,0,1,0,0,64.9770709065275,0,1,0,0,57.2086875691702,0,1,0,0,47.2094902774884,0,0,1,0,37.5902554779219,0,0,0,1,31.8728674071509,0,0,0,1
"679",2016-04-05,73.4812574051795,0,1,0,0,62.079210896078,0,1,0,0,52.6546601168149,0,1,0,0,43.9796500166068,0,0,1,0,36.8266802267046,0,0,0,1,31.6007770146159,0,0,0,1
"685",2016-04-08,80.7009076462703,1,0,0,0,64.6442905102217,0,1,0,0,64.0384669070946,0,1,0,0,54.6885824792648,0,1,0,0,41.5701681366328,0,0,1,0,36.2750140497789,0,0,0,1
"691",2016-04-11,79.5843279246327,0,1,0,0,66.3856077878377,0,1,0,0,66.0353194163247,0,1,0,0,56.3334148921777,0,1,0,0,39.1056480251167,0,0,0,1,36.2758033346297,0,0,0,1
"697",2016-04-14,74.5431306990281,0,1,0,0,61.5274937049985,0,1,0,0,59.5925228907254,0,1,0,0,49.5582835624545,0,0,1,0,33.6078331836542,0,0,0,1,31.5541890098868,0,0,0,1
"703",2016-04-17,68.830059497425,0,1,0,0,54.7895325343313,0,1,0,0,52.088897681516,0,1,0,0,41.4782478622689,0,0,1,0,28.2928058539477,0,0,0,1,26.7506308898476,0,0,0,1
"709",2016-04-20,63.0253233799844,0,1,0,0,48.215336608568,0,0,1,0,45.0165403066577,0,0,1,0,34.5467664672088,0,0,0,1,23.9358755089799,0,0,0,1,22.8126814198854,0,0,0,1
"715",2016-04-23,57.1826720662242,0,1,0,0,41.8405654781602,0,0,1,0,38.2745557511811,0,0,0,1,28.5995525615208,0,0,0,1,20.5426297616859,0,0,0,1,19.3620223611683,0,0,0,1
"721",2016-04-26,53.4034772872215,0,1,0,0,36.4031013555709,0,0,0,1,33.7815732072775,0,0,0,1,24.3789461978012,0,0,0,1,18.214041481346,0,0,0,1,17.2206936063272,0,0,0,1
"727",2016-04-29,49.5861550576207,0,0,1,0,32.0251603801093,0,0,0,1,29.882998219089,0,0,0,1,21.1328180207875,0,0,0,1,16.2596434204199,0,0,0,1,15.3569221465908,0,0,0,1
"733",2016-05-02,46.3756515646161,0,0,1,0,28.1304600917287,0,0,0,1,26.4925260134866,0,0,0,1,18.4861368323312,0,0,0,1,14.7197827445113,0,0,0,1,13.9567883249927,0,0,0,1
"739",2016-05-05,42.6337815926201,0,0,1,0,24.483172560143,0,0,0,1,22.9595400474369,0,0,0,1,16.1230153549738,0,0,0,1,13.3946055996597,0,0,0,1,12.7815231885861,0,0,0,1
"745",2016-05-08,39.4319107018112,0,0,0,1,21.397540193629,0,0,0,1,20.1006717513674,0,0,0,1,14.4675334816041,0,0,0,1,12.4795057029031,0,0,0,1,11.8430904058084,0,0,0,1
"751",2016-05-11,37.0053971137745,0,0,0,1,18.7707663083594,0,0,0,1,17.9153474540577,0,0,0,1,13.1579644023028,0,0,0,1,11.771300462074,0,0,0,1,11.2628551589113,0,0,0,1
"757",2016-05-14,34.2668498392704,0,0,0,1,16.7158208285211,0,0,0,1,16.0841728648796,0,0,0,1,12.2053946127825,0,0,0,1,11.2228213859555,0,0,0,1,11.0183551371455,0,0,0,1
"763",2016-05-17,31.8439123911981,0,0,0,1,15.127410442411,0,0,0,1,14.7358286428564,0,0,0,1,11.5796677139734,0,0,0,1,10.9547232121719,0,0,0,1,10.9764813241684,0,0,0,1
