"","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","AverageIdeal","MaxIdeal","MinIdeal","AverageWet","MaxWet","MinWet","AverageDry","MaxDry","MinDry"
"980","Chipinge",2016,"12",96.200243544309,147.719784556093,40.8479969139015,0,0,0,1,1,1,0,0,0
"981","Chipinge",2017,"01",147.107331141436,154.269163916016,135.009807669235,0,0,0,1,1,1,0,0,0
"982","Chipinge",2017,"02",127.594691482235,144.522551524269,112.94060809353,0,0,0,1,1,1,0,0,0
"983","Chipinge",2017,"03",125.650162674118,136.980167795035,105.649000771659,0,0,0,1,1,1,0,0,0
"984","Chipinge",2017,"04",78.1503503900717,94.8313432302622,67.4349584802649,0,0,0,1,1,1,0,0,0
"985","Chipinge",2017,"05",59.2082122382162,80.7332053344726,41.022953405527,0,0,0,1,1,1,0,0,0
"986","Chipinge",2017,"06",34.0031567725582,38.583107189975,29.497913810227,0,0,0,1,1,1,0,0,0
"987","Chipinge",2017,"07",25.8148374309012,28.243433358882,23.0761007043189,0,0,0,1,1,1,0,0,0
"988","Chipinge",2017,"08",22.5637258365902,25.4251079626062,18.2887101425506,0,0,0,1,1,1,0,0,0
"989","Chipinge",2017,"09",15.9291555815913,17.599176829512,14.8841688854343,0,0,0,1,1,1,0,0,0
"990","Chipinge",2017,"10",25.7777187211643,64.8112884291429,15.7658134461623,0,0,0,1,1,1,0,0,0
"991","Chipinge",2017,"11",59.5517811290297,69.4264831032554,46.6410017174019,0,0,0,1,1,1,0,0,0
"992","Chipinge",2017,"12",74.4250807204681,102.727555945025,55.8781858200912,0,0,0,1,1,1,0,0,0
"993","Chipinge",2018,"01",85.385117118369,99.703344149948,68.2214385211148,0,0,0,1,1,1,0,0,0
"994","Chipinge",2018,"02",139.236940044267,155.118518325933,114.892471618116,0,0,0,1,1,1,0,0,0
"995","Chipinge",2018,"03",132.558454404163,153.672032602164,110.367248046473,0,0,0,1,1,1,0,0,0
"996","Chipinge",2018,"04",105.590798143304,124.356934640201,79.8305971900353,0,0,0,1,1,1,0,0,0
"997","Chipinge",2018,"05",70.7085454287122,80.0055450714447,57.0206256174276,0,0,0,1,1,1,0,0,0
"998","Chipinge",2018,"06",49.4885326791013,65.2976455182589,36.3610478847965,0,0,0,1,1,1,0,0,0
"999","Chipinge",2018,"07",45.6741177002624,50.426390331109,36.0490410291232,0,0,0,1,1,1,0,0,0
"1000","Chipinge",2018,"08",32.8028407294758,42.4396937264914,25.5918108708811,0,0,0,1,1,1,0,0,0
"1001","Chipinge",2018,"09",19.8510136530128,24.202997904918,16.5819083225963,0,0,0,1,1,1,0,0,0
"1002","Chipinge",2018,"10",24.2659265248454,28.493385249949,19.4833540476369,0,0,0,1,1,1,0,0,0
"1003","Chipinge",2018,"11",35.0615986791992,67.0724568072644,23.9211217490731,0,0,0,1,1,1,0,0,0
"1004","Chipinge",2018,"12",77.6018477542165,95.7901647127592,64.8602199964251,0,0,0,1,1,1,0,0,0
"1005","Chipinge",2019,"01",112.129255053106,120.317377179894,96.6126131491358,0,0,0,1,1,1,0,0,0
"1006","Chipinge",2019,"02",100.525398420045,133.081148391824,69.3457428532527,0,0,0,1,1,1,0,0,0
"1007","Chipinge",2019,"03",112.50977770047,148.063302203302,69.9253057459569,0,0,0,1,1,1,0,0,0
"1008","Chipinge",2019,"04",89.552063037874,107.433397571472,75.1201583856939,0,0,0,1,1,1,0,0,0
"1009","Chipinge",2019,"05",49.4143297303621,69.0326676466722,35.676728154545,0,0,0,1,1,1,0,0,0
"1010","Chipinge",2019,"06",34.52523664035,37.3879543037834,30.276521763963,0,0,0,1,1,1,0,0,0
"1011","Chipinge",2019,"07",28.7366580432034,35.4699778543996,23.8714227029486,0,0,0,1,1,1,0,0,0
"1012","Chipinge",2019,"08",22.9438729503422,25.8417999129243,21.2130446976882,0,0,0,1,1,1,0,0,0
"1013","Chipinge",2019,"09",26.3774438525206,32.4498074960897,22.4876316470303,0,0,0,1,1,1,0,0,0
"1014","Chipinge",2019,"10",29.3538450295333,36.0262056468922,20.8182068039779,0,0,0,1,1,1,0,0,0
"1015","Chipinge",2019,"11",31.9602296019737,53.4504440885775,21.6302609568166,0,0,0,1,1,1,0,0,0
"1016","Chipinge",2019,"12",68.4007942908624,94.705164960924,35.6971182887486,0,0,0,1,1,1,0,0,0
"1017","Chipinge",2020,"01",99.932306062277,134.401530731268,57.4229951672565,0,0,0,1,1,1,0,0,0
"1018","Chipinge",2020,"02",126.885728254506,147.864800145948,99.1389616922567,0,0,0,1,1,1,0,0,0
"1019","Chipinge",2020,"03",98.8210304905416,126.328564952607,77.2736050362388,0,0,0,1,1,1,0,0,0
"1020","Chipinge",2020,"04",82.9218213033689,93.7232356984903,73.338414438604,0,0,0,1,1,1,0,0,0
"1021","Chipinge",2020,"05",49.7800186081553,69.3661027843098,35.2676522615202,0,0,0,1,1,1,0,0,0
"1022","Chipinge",2020,"06",32.4232024724621,37.5411624391661,27.3081894964365,0,0,0,1,1,1,0,0,0
"1023","Chipinge",2020,"07",27.3500489709753,33.7762765857739,23.068874866058,0,0,0,1,1,1,0,0,0
"1024","Chipinge",2020,"08",19.8441861045469,21.4794802069193,17.7598502277249,0,0,0,1,1,1,0,0,0
"1025","Chipinge",2020,"09",22.3002374000633,28.8532342472118,16.8291795827845,0,0,0,1,1,1,0,0,0
"1026","Chipinge",2020,"10",18.3538592610571,20.6835029563652,15.8996501859728,0,0,0,1,1,1,0,0,0
"1027","Chipinge",2020,"11",25.0426609825118,49.6819637920338,16.437405758885,0,0,0,1,1,1,0,0,0
"1028","Chipinge",2020,"12",109.982988343883,126.929576993905,80.6285585520315,0,0,0,1,1,1,0,0,0
"1029","Chipinge",2021,"01",143.201684446156,155.524812791828,127.166653150353,0,0,0,1,1,1,0,0,0
"1030","Chipinge",2021,"02",147.450107119457,154.176719999141,138.546443592516,0,0,0,1,1,1,0,0,0
"1031","Chipinge",2021,"03",97.8917672259016,144.28439881726,61.7157077381176,0,0,0,1,1,1,0,0,0
"1032","Chipinge",2021,"04",39.3242168232861,55.2041164877084,28.5899631492028,0,0,0,1,1,1,0,0,0
"1033","Chipinge",2021,"05",27.9091597752162,32.4267897409628,23.758594274349,0,0,0,1,1,1,0,0,0
"1034","Chipinge",2021,"06",25.7961495686458,30.1699415799654,22.8581462327894,0,0,0,1,1,1,0,0,0
"1035","Chipinge",2021,"07",24.4678415226947,26.4721979449094,23.3992586782435,0,0,0,1,1,1,0,0,0
"1036","Chipinge",2021,"08",21.6966515621677,23.3285809821831,20.3589893310044,0,0,0,1,1,1,0,0,0
"1037","Chipinge",2021,"09",20.211759766061,21.5685920590244,18.2294279615801,0,0,0,1,1,1,0,0,0
"1038","Chipinge",2021,"10",23.6414662518713,27.914061144701,19.3186062965812,0,0,0,1,1,1,0,0,0
"1039","Chipinge",2021,"11",26.0644512857609,46.544484668673,16.2220628791055,0,0,0,1,1,1,0,0,0
"1040","Chipinge",2021,"12",47.1010983017857,82.9429895684882,22.7144463840191,0,0,0,1,1,1,0,0,0
"1041","Chiredzi",2015,"05",16.1528398971884,18.7358508737331,15.0101531518324,0,0,0,1,1,1,0,0,0
"1042","Chiredzi",2015,"06",15.2170080219154,15.4304722672769,14.9807464917659,0,0,0,1,1,1,0,0,0
"1043","Chiredzi",2015,"07",14.6515637512806,15.2136429195756,14.2472532011699,0,0,0,1,1,1,0,0,0
"1044","Chiredzi",2015,"08",14.3707623391266,14.5255746821419,14.1981489964834,0,0,0,1,1,1,0,0,0
"1045","Chiredzi",2015,"09",20.0782265606196,25.6527380812623,14.2352181558564,0,0,0,1,1,1,0,0,0
"1046","Chiredzi",2015,"10",14.0951090695105,14.6360913954403,13.6656124461867,0,0,0,1,1,1,0,0,0
"1047","Chiredzi",2015,"11",18.1731380288242,24.986408080788,13.3704120948524,0,0,0,1,1,1,0,0,0
"1048","Chiredzi",2015,"12",18.1008153501391,21.8134255581173,15.0995004507345,0,0,0,1,1,1,0,0,0
"1049","Chiredzi",2016,"01",24.6306570773614,53.7073029596459,13.9346909687371,0,0,0,1,1,1,0,0,0
"1050","Chiredzi",2016,"02",28.266443720133,48.1701422097318,17.8570917829298,0,0,0,1,1,1,0,0,0
"1051","Chiredzi",2016,"03",42.3715513765594,61.0739448324355,24.2725091269228,0,0,0,1,1,1,0,0,0
"1052","Chiredzi",2016,"04",37.3765429554781,51.1600041653232,23.2293058574114,0,0,0,1,1,1,0,0,0
"1053","Chiredzi",2016,"05",17.1719220665785,21.3538187365337,15.3071343672909,0,0,0,1,1,1,0,0,0
"1054","Chiredzi",2016,"06",16.4636723617023,17.1005662558874,15.6925722150764,0,0,0,1,1,1,0,0,0
"1055","Chiredzi",2016,"07",15.6819551490103,16.4722758895323,15.0567656645672,0,0,0,1,1,1,0,0,0
"1056","Chiredzi",2016,"08",14.2802646180345,14.7948073036511,13.956116441145,0,0,0,1,1,1,0,0,0
"1057","Chiredzi",2016,"09",13.944849727403,14.3627548854417,13.7568351844868,0,0,0,1,1,1,0,0,0
"1058","Chiredzi",2016,"10",14.329573741747,14.6928022245061,13.8616749546248,0,0,0,1,1,1,0,0,0
"1059","Chiredzi",2016,"11",17.4144696883068,30.6865075169509,13.4563214667324,0,0,0,1,1,1,0,0,0
"1060","Chiredzi",2016,"12",60.5734560012886,99.714391957542,18.1013235045775,0,0,0,1,1,1,0,0,0
"1061","Chiredzi",2017,"01",106.467712501233,135.320155196363,78.7752039390628,0,0,0,1,1,1,0,0,0
"1062","Chiredzi",2017,"02",91.9472090089768,108.979971188228,70.6185620180152,0,0,0,1,1,1,0,0,0
"1063","Chiredzi",2017,"03",69.5482989087221,91.654782288115,45.692019311896,0,0,0,1,1,1,0,0,0
"1064","Chiredzi",2017,"04",35.1837608465673,43.6205644494945,27.5460772685535,0,0,0,1,1,1,0,0,0
"1065","Chiredzi",2017,"05",35.2387649831635,47.6426374310328,23.9695237061502,0,0,0,1,1,1,0,0,0
"1066","Chiredzi",2017,"06",19.3491240449178,22.5800908860918,16.9170158450934,0,0,0,1,1,1,0,0,0
"1067","Chiredzi",2017,"07",16.6324599253235,17.2708827276281,16.2089736230671,0,0,0,1,1,1,0,0,0
"1068","Chiredzi",2017,"08",16.0293286533014,18.2761193480739,14.6677927754245,0,0,0,1,1,1,0,0,0
"1069","Chiredzi",2017,"09",14.76177450732,17.0129162338518,14.2109339395113,0,0,0,1,1,1,0,0,0
"1070","Chiredzi",2017,"10",19.6006611082551,36.4877227911496,15.3723047655469,0,0,0,1,1,1,0,0,0
"1071","Chiredzi",2017,"11",33.1382037786769,44.5611254346468,24.1303189284376,0,0,0,1,1,1,0,0,0
"1072","Chiredzi",2017,"12",31.6780521192028,57.7916749193857,20.6127755569732,0,0,0,1,1,1,0,0,0
"1073","Chiredzi",2018,"01",29.7301532906385,42.7562323818719,20.5569719504198,0,0,0,1,1,1,0,0,0
"1074","Chiredzi",2018,"02",88.3353010973337,131.600107577734,49.8042725982679,0,0,0,1,1,1,0,0,0
"1075","Chiredzi",2018,"03",83.2448076317487,125.271030087705,57.0863050599367,0,0,0,1,1,1,0,0,0
"1076","Chiredzi",2018,"04",53.4797584204205,67.6035979460593,36.780354446881,0,0,0,1,1,1,0,0,0
"1077","Chiredzi",2018,"05",35.7880635476554,44.891421716437,24.3496285627525,0,0,0,1,1,1,0,0,0
"1078","Chiredzi",2018,"06",24.6400109751833,34.3973889411062,19.2085908307081,0,0,0,1,1,1,0,0,0
"1079","Chiredzi",2018,"07",18.7816852395162,20.240280106007,17.0035519513012,0,0,0,1,1,1,0,0,0
"1080","Chiredzi",2018,"08",15.7902775917304,16.7562182653224,15.0314561050332,0,0,0,1,1,1,0,0,0
"1081","Chiredzi",2018,"09",14.4820648741065,15.0559663916402,14.2140869770608,0,0,0,1,1,1,0,0,0
"1082","Chiredzi",2018,"10",14.5443312633879,15.4262619657479,13.9609123436994,0,0,0,1,1,1,0,0,0
"1083","Chiredzi",2018,"11",17.2327782888831,23.568609024211,14.3777916361959,0,0,0,1,1,1,0,0,0
"1084","Chiredzi",2018,"12",32.3555381632669,48.9664214673804,23.0372204294351,0,0,0,1,1,1,0,0,0
"1085","Chiredzi",2019,"01",45.5282829141285,62.8192887796017,31.4273084524264,0,0,0,1,1,1,0,0,0
"1086","Chiredzi",2019,"02",72.4413795728143,131.198085370086,19.3810904208567,0,0,0,1,1,1,0,0,0
"1087","Chiredzi",2019,"03",64.4261951705857,78.7552413671337,50.5615708835222,0,0,0,1,1,1,0,0,0
"1088","Chiredzi",2019,"04",35.4841799647344,44.2767028896952,28.0329915641317,0,0,0,1,1,1,0,0,0
"1089","Chiredzi",2019,"05",19.7010274689289,25.445867012716,16.3536279391947,0,0,0,1,1,1,0,0,0
"1090","Chiredzi",2019,"06",16.0800840309696,17.3503755473934,15.7427840915644,0,0,0,1,1,1,0,0,0
"1091","Chiredzi",2019,"07",15.5444560156961,16.7186190701788,14.8463492384172,0,0,0,1,1,1,0,0,0
"1092","Chiredzi",2019,"08",15.1601165383967,15.7209855467203,14.7730842012457,0,0,0,1,1,1,0,0,0
"1093","Chiredzi",2019,"09",14.6778171941957,15.5002853448651,13.9285830785883,0,0,0,1,1,1,0,0,0
"1094","Chiredzi",2019,"10",14.9544969320036,16.7576862756196,13.9379728554402,0,0,0,1,1,1,0,0,0
"1095","Chiredzi",2019,"11",19.7619111567658,31.5616906282296,13.8067410151918,0,0,0,1,1,1,0,0,0
"1096","Chiredzi",2019,"12",30.897315729939,53.1969867938047,19.3497492584141,0,0,0,1,1,1,0,0,0
"1097","Chiredzi",2020,"01",43.2359089045499,78.4979951966848,15.1198200668739,0,0,0,1,1,1,0,0,0
"1098","Chiredzi",2020,"02",78.8216890119779,122.962810380292,39.4547039135398,0,0,0,1,1,1,0,0,0
"1099","Chiredzi",2020,"03",35.8434909591149,56.7409225887202,22.0661819671364,0,0,0,1,1,1,0,0,0
"1100","Chiredzi",2020,"04",23.8961530730368,27.6734724784906,20.1942341123036,0,0,0,1,1,1,0,0,0
"1101","Chiredzi",2020,"05",17.4827837040384,22.1588897520767,15.1961453918726,0,0,0,1,1,1,0,0,0
"1102","Chiredzi",2020,"06",16.5232555285047,18.9931269680575,15.111145191981,0,0,0,1,1,1,0,0,0
"1103","Chiredzi",2020,"07",15.4651069170291,17.030404186884,14.627619256017,0,0,0,1,1,1,0,0,0
"1104","Chiredzi",2020,"08",14.516429291134,15.5273680341583,13.9581024535146,0,0,0,1,1,1,0,0,0
"1105","Chiredzi",2020,"09",16.8560408005063,22.1830645428536,13.9105208623017,0,0,0,1,1,1,0,0,0
"1106","Chiredzi",2020,"10",16.9429836135361,21.0985241276518,14.3415515874007,0,0,0,1,1,1,0,0,0
"1107","Chiredzi",2020,"11",16.9513081474864,30.8322595973626,14.0284565428308,0,0,0,1,1,1,0,0,0
"1108","Chiredzi",2020,"12",76.5432441368748,98.6962762906366,49.0631209206908,0,0,0,1,1,1,0,0,0
"1109","Chiredzi",2021,"01",103.741527868916,139.251723787165,78.0890551599028,0,0,0,1,1,1,0,0,0
"1110","Chiredzi",2021,"02",111.913077129046,132.172903215859,98.1681066364646,0,0,0,1,1,1,0,0,0
"1111","Chiredzi",2021,"03",58.0115594012242,98.9179769799527,29.7599144617775,0,0,0,1,1,1,0,0,0
"1112","Chiredzi",2021,"04",19.0927300315298,26.1439805094471,15.7023500140549,0,0,0,1,1,1,0,0,0
"1113","Chiredzi",2021,"05",16.9485589537329,17.8937002303449,16.0411969866724,0,0,0,1,1,1,0,0,0
"1114","Chiredzi",2021,"06",17.5581640564434,19.1631918931101,16.1763680520701,0,0,0,1,1,1,0,0,0
"1115","Chiredzi",2021,"07",16.2601230776306,17.5707693228875,15.4594965231801,0,0,0,1,1,1,0,0,0
"1116","Chiredzi",2021,"08",14.8651838163676,15.3078504258824,14.3449391506735,0,0,0,1,1,1,0,0,0
"1117","Chiredzi",2021,"09",14.2916936849443,14.5404478825571,13.9042368573735,0,0,0,1,1,1,0,0,0
"1118","Chiredzi",2021,"10",16.1510272783206,17.3947704440381,14.9239861665014,0,0,0,1,1,1,0,0,0
"1119","Chiredzi",2021,"11",19.7048914723746,35.666972454695,13.745778919286,0,0,0,1,1,1,0,0,0
"1120","Chiredzi",2021,"12",34.2962420527849,55.1736281273205,17.6854765525004,0,0,0,1,1,1,0,0,0
"1121","Chirumhanzu",2015,"05",25.6774246122126,43.9983655998455,14.9296205101061,0,0,0,1,1,1,0,0,0
"1122","Chirumhanzu",2015,"06",12.6509979118252,14.1816456309295,12.0004868322881,0,0,0,1,1,1,0,0,0
"1123","Chirumhanzu",2015,"07",12.321034351371,12.5426525133906,11.9978800117591,0,0,0,1,1,1,0,0,0
"1124","Chirumhanzu",2015,"08",11.9012782454084,12.1228180162109,11.7978350618911,0,0,0,1,1,1,0,0,0
"1125","Chirumhanzu",2015,"09",11.133569907782,12.0978927955727,10.6571329696629,0,0,0,1,1,1,0,0,0
"1126","Chirumhanzu",2015,"10",11.2865354167261,12.8072004228265,10.7428120261376,0,0,0,1,1,1,0,0,0
"1127","Chirumhanzu",2015,"11",18.5400453237034,30.9775084814292,10.743046998238,0,0,0,1,1,1,0,0,0
"1128","Chirumhanzu",2015,"12",32.3317926223249,54.1936298670258,17.6574727515737,0,0,0,1,1,1,0,0,0
"1129","Chirumhanzu",2016,"01",30.8212986432973,55.018482806557,14.1413239245973,0,0,0,1,1,1,0,0,0
"1130","Chirumhanzu",2016,"02",30.5659409527653,57.1783072721291,15.5691787243196,0,0,0,1,1,1,0,0,0
"1131","Chirumhanzu",2016,"03",69.4548127741922,88.5096606348904,48.0358736230286,0,0,0,1,1,1,0,0,0
"1132","Chirumhanzu",2016,"04",39.3396366213749,53.8970322541863,20.9517042884785,0,0,0,1,1,1,0,0,0
"1133","Chirumhanzu",2016,"05",13.646196729495,18.4227728302177,12.0095159194605,0,0,0,1,1,1,0,0,0
"1134","Chirumhanzu",2016,"06",11.3814784743262,12.0138243866696,11.1294748585906,0,0,0,1,1,1,0,0,0
"1135","Chirumhanzu",2016,"07",11.5076647772992,11.735810118472,11.2833148184077,0,0,0,1,1,1,0,0,0
"1136","Chirumhanzu",2016,"08",11.0795147443995,11.382638776404,10.8546980767765,0,0,0,1,1,1,0,0,0
"1137","Chirumhanzu",2016,"09",10.8047028255494,10.9947119583518,10.6974682705947,0,0,0,1,1,1,0,0,0
"1138","Chirumhanzu",2016,"10",11.4369954713601,13.5397321056298,10.4661052477167,0,0,0,1,1,1,0,0,0
"1139","Chirumhanzu",2016,"11",21.7990511719268,47.7490754630959,10.6357247000376,0,0,0,1,1,1,0,0,0
"1140","Chirumhanzu",2016,"12",73.0746613333673,109.729284135434,33.6368293632691,0,0,0,1,1,1,0,0,0
"1141","Chirumhanzu",2017,"01",114.045143377951,115.326495515765,111.732260071589,0,0,0,1,1,1,0,0,0
"1142","Chirumhanzu",2017,"02",107.926473485726,115.27116936738,95.0257103191696,0,0,0,1,1,1,0,0,0
"1143","Chirumhanzu",2017,"03",90.9371285696631,115.313432713393,57.2384753468122,0,0,0,1,1,1,0,0,0
"1144","Chirumhanzu",2017,"04",41.9207921195243,51.053160452806,33.6159256720729,0,0,0,1,1,1,0,0,0
"1145","Chirumhanzu",2017,"05",31.2458219396737,47.5387057657742,18.95066235753,0,0,0,1,1,1,0,0,0
"1146","Chirumhanzu",2017,"06",15.3108720065312,17.7133909728846,13.6164439694261,0,0,0,1,1,1,0,0,0
"1147","Chirumhanzu",2017,"07",13.3014805403548,14.5573466508321,12.1255395368017,0,0,0,1,1,1,0,0,0
"1148","Chirumhanzu",2017,"08",11.7661204424722,12.3146946383266,11.3486144371076,0,0,0,1,1,1,0,0,0
"1149","Chirumhanzu",2017,"09",11.0180788698386,11.2396535839638,10.8091452807044,0,0,0,1,1,1,0,0,0
"1150","Chirumhanzu",2017,"10",13.3387384457287,25.323507458592,10.9054676646658,0,0,0,1,1,1,0,0,0
"1151","Chirumhanzu",2017,"11",46.4395916056062,68.2272835421691,16.6182677462828,0,0,0,1,1,1,0,0,0
"1152","Chirumhanzu",2017,"12",36.8284215846372,53.8506707544268,20.4714431516224,0,0,0,1,1,1,0,0,0
"1153","Chirumhanzu",2018,"01",24.119341592524,44.1189400594514,12.9132724153758,0,0,0,1,1,1,0,0,0
"1154","Chirumhanzu",2018,"02",85.9158830411022,114.916631612897,47.7652787154945,0,0,0,1,1,1,0,0,0
"1155","Chirumhanzu",2018,"03",86.4241331616258,114.568125281255,61.0646910224255,0,0,0,1,1,1,0,0,0
"1156","Chirumhanzu",2018,"04",61.7990323242247,78.8926973479669,38.7244277754729,0,0,0,1,1,1,0,0,0
"1157","Chirumhanzu",2018,"05",24.0804034631675,33.8008248384561,17.8054816347394,0,0,0,1,1,1,0,0,0
"1158","Chirumhanzu",2018,"06",14.5269027677052,16.9908902696145,12.7581747135685,0,0,0,1,1,1,0,0,0
"1159","Chirumhanzu",2018,"07",15.0157171260499,16.8615136499272,12.7049272240852,0,0,0,1,1,1,0,0,0
"1160","Chirumhanzu",2018,"08",12.1935843151738,12.9724152830976,11.9201160403014,0,0,0,1,1,1,0,0,0
"1161","Chirumhanzu",2018,"09",11.2619151841322,11.6727092690685,10.9768064354833,0,0,0,1,1,1,0,0,0
"1162","Chirumhanzu",2018,"10",11.1675328316868,11.8043244712706,10.7812517149074,0,0,0,1,1,1,0,0,0
"1163","Chirumhanzu",2018,"11",14.7126559401752,29.2105886425148,10.9824716901497,0,0,0,1,1,1,0,0,0
"1164","Chirumhanzu",2018,"12",28.2775113462129,44.8471588630202,17.9771052159208,0,0,0,1,1,1,0,0,0
"1165","Chirumhanzu",2019,"01",51.8459540418896,63.5739291217395,33.5417337297949,0,0,0,1,1,1,0,0,0
"1166","Chirumhanzu",2019,"02",66.0773500155317,107.652036747446,28.0311469391973,0,0,0,1,1,1,0,0,0
"1167","Chirumhanzu",2019,"03",45.8098598539512,62.9600516711564,29.2781032758093,0,0,0,1,1,1,0,0,0
"1168","Chirumhanzu",2019,"04",28.6806969222493,39.0873028158353,20.8767284897493,0,0,0,1,1,1,0,0,0
"1169","Chirumhanzu",2019,"05",14.1177422893848,19.7921270393074,12.3554805132858,0,0,0,1,1,1,0,0,0
"1170","Chirumhanzu",2019,"06",11.7540390466066,12.2114520281354,11.2865446870549,0,0,0,1,1,1,0,0,0
"1171","Chirumhanzu",2019,"07",11.3062428574091,11.4674527406037,11.2251010315972,0,0,0,1,1,1,0,0,0
"1172","Chirumhanzu",2019,"08",11.5464306283633,11.8832175849033,11.1689333467707,0,0,0,1,1,1,0,0,0
"1173","Chirumhanzu",2019,"09",11.0664447826368,11.4477959023924,10.744406572479,0,0,0,1,1,1,0,0,0
"1174","Chirumhanzu",2019,"10",11.5228509672551,12.9405358360533,10.9975761958417,0,0,0,1,1,1,0,0,0
"1175","Chirumhanzu",2019,"11",23.4969666724186,37.870800111056,12.3983168218838,0,0,0,1,1,1,0,0,0
"1176","Chirumhanzu",2019,"12",30.2580945007192,57.3888521912938,15.8551345962546,0,0,0,1,1,1,0,0,0
"1177","Chirumhanzu",2020,"01",41.5401359569624,68.7147699714221,12.688830028034,0,0,0,1,1,1,0,0,0
"1178","Chirumhanzu",2020,"02",60.6387037268029,88.6237023835596,28.1457960876889,0,0,0,1,1,1,0,0,0
"1179","Chirumhanzu",2020,"03",28.3830383621641,48.4732679567555,14.8136932369828,0,0,0,1,1,1,0,0,0
"1180","Chirumhanzu",2020,"04",13.4580259647441,15.2769544127906,11.5871793711443,0,0,0,1,1,1,0,0,0
"1181","Chirumhanzu",2020,"05",11.2281035810432,11.3646290803175,11.1101289832903,0,0,0,1,1,1,0,0,0
"1182","Chirumhanzu",2020,"06",11.5674346220366,12.1711533505751,11.1845826932485,0,0,0,1,1,1,0,0,0
"1183","Chirumhanzu",2020,"07",11.369182828913,11.6874131137177,11.1775670416118,0,0,0,1,1,1,0,0,0
"1184","Chirumhanzu",2020,"08",11.1371757986804,11.2794341216653,11.0150372344446,0,0,0,1,1,1,0,0,0
"1185","Chirumhanzu",2020,"09",10.9958818860393,11.5443266886437,10.7308649667593,0,0,0,1,1,1,0,0,0
"1186","Chirumhanzu",2020,"10",17.5503250817559,27.0102233652994,11.5013792532154,0,0,0,1,1,1,0,0,0
"1187","Chirumhanzu",2020,"11",16.5872007669911,27.8878367350191,11.6073802407677,0,0,0,1,1,1,0,0,0
"1188","Chirumhanzu",2020,"12",98.2028038355276,114.304124041695,46.3431081098776,0,0,0,1,1,1,0,0,0
"1189","Chirumhanzu",2021,"01",114.189068191669,115.250926583557,110.012438732816,0,0,0,1,1,1,0,0,0
"1190","Chirumhanzu",2021,"02",109.560110955583,115.244756646244,100.970917637391,0,0,0,1,1,1,0,0,0
"1191","Chirumhanzu",2021,"03",70.5048093698216,104.938208509546,42.2229633993766,0,0,0,1,1,1,0,0,0
"1192","Chirumhanzu",2021,"04",23.7741230302193,36.6511058876039,16.90357395614,0,0,0,1,1,1,0,0,0
"1193","Chirumhanzu",2021,"05",15.2678801323017,17.8611593391235,13.8153186688416,0,0,0,1,1,1,0,0,0
"1194","Chirumhanzu",2021,"06",13.7800061834366,14.2560708007384,13.3587054193896,0,0,0,1,1,1,0,0,0
"1195","Chirumhanzu",2021,"07",13.2220819799346,13.7563129638695,12.8106985129566,0,0,0,1,1,1,0,0,0
"1196","Chirumhanzu",2021,"08",12.3067909021464,13.0895020828384,11.3373940416623,0,0,0,1,1,1,0,0,0
"1197","Chirumhanzu",2021,"09",11.2265408951382,11.395311174231,11.0410306472267,0,0,0,1,1,1,0,0,0
"1198","Chirumhanzu",2021,"10",11.5400504452661,12.0631568585143,10.7908793881978,0,0,0,1,1,1,0,0,0
"1199","Chirumhanzu",2021,"11",21.6640657955906,38.9090064509759,12.1401280934954,0,0,0,1,1,1,0,0,0
"1200","Chirumhanzu",2021,"12",38.0275327656899,63.2649273817201,19.8103083815397,0,0,0,1,1,1,0,0,0
"1201","Chivi",2015,"05",14.8562630841001,19.4550613107832,12.7346096400218,0,0,0,1,1,1,0,0,0
"1202","Chivi",2015,"06",13.1226385362711,13.316092899675,12.7851224975319,0,0,0,1,1,1,0,0,0
"1203","Chivi",2015,"07",12.9809599525857,13.2454153562391,12.7123153202216,0,0,0,1,1,1,0,0,0
"1204","Chivi",2015,"08",12.7524287976547,12.9090667496307,12.615743580395,0,0,0,1,1,1,0,0,0
"1205","Chivi",2015,"09",18.6140361469361,24.6023244689029,12.7818262264276,0,0,0,1,1,1,0,0,0
"1206","Chivi",2015,"10",12.7448642019682,13.2223999765048,12.3161475538522,0,0,0,1,1,1,0,0,0
"1207","Chivi",2015,"11",14.5444187317941,18.3484356209853,11.9450539714114,0,0,0,1,1,1,0,0,0
"1208","Chivi",2015,"12",15.2295131657064,21.5024859680884,12.1449896463849,0,0,0,1,1,1,0,0,0
"1209","Chivi",2016,"01",19.7780628321718,32.4220782935509,12.0109551957752,0,0,0,1,1,1,0,0,0
"1210","Chivi",2016,"02",19.8585102864609,35.0185723400763,12.8395922718069,0,0,0,1,1,1,0,0,0
"1211","Chivi",2016,"03",56.7397139207548,83.8891573611632,28.0413763395491,0,0,0,1,1,1,0,0,0
"1212","Chivi",2016,"04",45.9602014595756,64.7021706196863,24.9969477578799,0,0,0,1,1,1,0,0,0
"1213","Chivi",2016,"05",14.9785008511848,21.7443279878594,12.7522335444384,0,0,0,1,1,1,0,0,0
"1214","Chivi",2016,"06",13.8216692757798,14.897402200717,13.1600790670674,0,0,0,1,1,1,0,0,0
"1215","Chivi",2016,"07",13.6023879393448,14.6114760459706,12.6406935535713,0,0,0,1,1,1,0,0,0
