"","...1","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","group","AverageIdeal","MaxIdeal","MinIdeal","AverageWet","MaxWet","MinWet","AverageDry","MaxDry","MinDry"
"220",220,"Kadoma",2018,"01",7.93724497432477,16.6779561088817,4.01098908464931,"D",0,0,0,0,0,0,1,1,1
"221",221,"Kadoma",2018,"02",23.6859821230334,25.3245445420907,18.7112240827842,"E",1,0,0,0,1,0,0,0,1
"222",222,"Kadoma",2018,"03",18.1455962572855,25.0570434153592,13.5654158020061,"F",0,0,0,0,1,0,1,0,1
"223",223,"Kadoma",2018,"04",10.2750076962537,15.2008890645905,5.45083772429495,"G",0,0,0,0,0,0,1,1,1
"224",224,"Kadoma",2018,"05",3.58352873784323,4.71432652809795,2.89699898302254,"H",0,0,0,0,0,0,1,1,1
"225",225,"Kariba",2017,"10",7.0891843369839,11.4457232401694,6.1914573020683,"A",0,0,0,0,0,0,1,1,1
"226",226,"Kariba",2017,"11",9.72764278717246,14.4773174164031,6.78334140044378,"B",0,0,0,0,0,0,1,1,1
"227",227,"Kariba",2017,"12",16.5582395457634,22.9025148803029,9.21185251391692,"C",0,1,0,0,0,0,1,0,1
"228",228,"Kariba",2018,"01",15.2131473655556,18.5248451689536,11.8671495615333,"D",0,0,0,0,0,0,1,1,1
"229",229,"Kariba",2018,"02",24.1976146898281,25.0747489406127,22.8591540415624,"E",1,0,1,0,1,0,0,0,0
"230",230,"Kariba",2018,"03",22.3071287199787,24.6169052929403,18.2472042800309,"F",1,1,0,0,0,0,0,0,1
"231",231,"Kariba",2018,"04",17.1352010763498,21.0962316809296,12.6914500761649,"G",0,1,0,0,0,0,1,0,1
"232",232,"Kariba",2018,"05",10.3916783382844,13.3478560513047,8.35737555996704,"H",0,0,0,0,0,0,1,1,1
"233",233,"Kwekwe",2017,"10",3.20581523623505,6.89782909909094,2.23309235979846,"A",0,0,0,0,0,0,1,1,1
"234",234,"Kwekwe",2017,"11",9.20526041747036,16.1240351802311,2.54577503421419,"B",0,0,0,0,0,0,1,1,1
"235",235,"Kwekwe",2017,"12",8.34465381338122,17.5248683769587,3.68917566372256,"C",0,0,0,0,0,0,1,1,1
"236",236,"Kwekwe",2018,"01",5.82233796840553,16.3809798185262,2.56022113055838,"D",0,0,0,0,0,0,1,1,1
"237",237,"Kwekwe",2018,"02",21.6411144345554,25.2710005038083,12.6282453018548,"E",1,0,0,0,1,0,0,0,1
"238",238,"Kwekwe",2018,"03",15.3198302239325,24.6343249502842,9.86177808127675,"F",0,1,0,0,0,0,1,0,1
"239",239,"Kwekwe",2018,"04",7.52169462487278,11.8469847573363,3.66450987080255,"G",0,0,0,0,0,0,1,1,1
"240",240,"Kwekwe",2018,"05",2.81863396484617,3.20661286720288,2.61163886238167,"H",0,0,0,0,0,0,1,1,1
"241",241,"Lupane",2017,"10",3.71833842798825,7.07865426270479,2.49690588777227,"A",0,0,0,0,0,0,1,1,1
"242",242,"Lupane",2017,"11",6.15229853880269,10.1868554560468,2.51157530286631,"B",0,0,0,0,0,0,1,1,1
"243",243,"Lupane",2017,"12",7.22948797337365,14.3314559595856,3.42564386285744,"C",0,0,0,0,0,0,1,1,1
"244",244,"Lupane",2018,"01",5.05079922873877,10.9065493501,2.87418710298678,"D",0,0,0,0,0,0,1,1,1
"245",245,"Lupane",2018,"02",20.80536990909,25.130223286797,16.3786387610104,"E",1,0,0,0,1,0,0,0,1
"246",246,"Lupane",2018,"03",14.3370614383789,25.2365757337692,7.29725724423331,"F",0,0,0,0,1,0,1,0,1
"247",247,"Lupane",2018,"04",6.6724735596113,11.192064469019,3.2639582908481,"G",0,0,0,0,0,0,1,1,1
"248",248,"Lupane",2018,"05",2.80341254302628,3.01866066501288,2.67385874663097,"H",0,0,0,0,0,0,1,1,1
"249",249,"Makonde",2017,"10",2.55391964110976,5.57560176675719,2.07794682696199,"A",0,0,0,0,0,0,1,1,1
"250",250,"Makonde",2017,"11",8.2171266865665,15.552461310751,2.17258831541277,"B",0,0,0,0,0,0,1,1,1
"251",251,"Makonde",2017,"12",12.7870466376061,22.5228680689768,6.78528650420158,"C",0,1,0,0,0,0,1,0,1
"252",252,"Makonde",2018,"01",12.9414678305263,16.5508203087368,8.83050326841411,"D",0,0,0,0,0,0,1,1,1
"253",253,"Makonde",2018,"02",24.253808656455,25.3488287443672,20.4494646153332,"E",1,0,1,0,1,0,0,0,0
"254",254,"Makonde",2018,"03",21.7379362853262,25.2703216758862,18.5496889907554,"F",1,0,0,0,1,0,0,0,1
"255",255,"Makonde",2018,"04",12.8971561943071,16.8659913096199,7.67957201930853,"G",0,0,0,0,0,0,1,1,1
"256",256,"Makonde",2018,"05",5.09236179476791,7.75039777563202,3.29939063578226,"H",0,0,0,0,0,0,1,1,1
"257",257,"Makoni",2017,"10",2.97195660632927,6.01980161924835,2.34699885285148,"A",0,0,0,0,0,0,1,1,1
"258",258,"Makoni",2017,"11",14.060744400618,22.5902777691004,2.65373022856694,"B",0,1,0,0,0,0,1,0,1
"259",259,"Makoni",2017,"12",14.4165921290062,22.5115696308755,9.52266905575241,"C",0,1,0,0,0,0,1,0,1
"260",260,"Makoni",2018,"01",9.03629991680244,15.0932667199182,4.29746392796139,"D",0,0,0,0,0,0,1,1,1
"261",261,"Makoni",2018,"02",23.1678120798295,25.3518594265977,15.00056287483,"E",1,0,0,0,1,0,0,0,1
"262",262,"Makoni",2018,"03",18.9917835613419,24.1838751613689,15.6515064147139,"F",0,1,0,0,0,0,1,0,1
"263",263,"Makoni",2018,"04",10.8372844390572,13.7088903939398,6.79137434248774,"G",0,0,0,0,0,0,1,1,1
"264",264,"Makoni",2018,"05",5.73297773906364,7.44076975713251,4.52135544930585,"H",0,0,0,0,0,0,1,1,1
"265",265,"Mangwe (South)",2017,"10",3.36009956802287,4.42233506613703,2.39643301562223,"A",0,0,0,0,0,0,1,1,1
"266",266,"Mangwe (South)",2017,"11",4.97709322298547,8.73970521338207,2.26568680376254,"B",0,0,0,0,0,0,1,1,1
"267",267,"Mangwe (South)",2017,"12",4.67959219196349,11.0275247313642,2.70760084843086,"C",0,0,0,0,0,0,1,1,1
"268",268,"Mangwe (South)",2018,"01",3.01741385610856,6.17384152897948,2.2461603053171,"D",0,0,0,0,0,0,1,1,1
"269",269,"Mangwe (South)",2018,"02",14.6805339342303,24.75187440182,5.45939388397446,"E",0,1,0,0,0,0,1,0,1
"270",270,"Mangwe (South)",2018,"03",10.5123516201914,18.3810163792304,5.84063041854525,"F",0,0,0,0,0,0,1,1,1
"271",271,"Mangwe (South)",2018,"04",4.71153417040755,7.20009347916684,2.58534603464752,"G",0,0,0,0,0,0,1,1,1
"272",272,"Mangwe (South)",2018,"05",2.71206037400143,3.4416603091668,2.38682714316728,"H",0,0,0,0,0,0,1,1,1
"273",273,"Marondera",2017,"10",2.73314828040525,4.05879093394152,2.2981083688042,"A",0,0,0,0,0,0,1,1,1
"274",274,"Marondera",2017,"11",14.9328715492242,22.5696149961758,2.39650053495182,"B",0,1,0,0,0,0,1,0,1
"275",275,"Marondera",2017,"12",16.0241469114591,23.5977849974541,10.9835191515766,"C",0,1,0,0,0,0,1,0,1
"276",276,"Marondera",2018,"01",9.12527819244332,17.7999995171804,3.59878311155855,"D",0,0,0,0,0,0,1,1,1
"277",277,"Marondera",2018,"02",24.4124523045798,25.3468985344468,21.4835175972144,"E",1,0,1,0,1,0,0,0,0
"278",278,"Marondera",2018,"03",21.0244596992437,24.9213524158507,18.2876639736343,"F",1,1,0,0,0,0,0,0,1
"279",279,"Marondera",2018,"04",15.8397511785039,20.173852500315,10.2014097970041,"G",0,1,0,0,0,0,1,0,1
"280",280,"Marondera",2018,"05",7.87948793119462,9.94212663486326,6.31169593082644,"H",0,0,0,0,0,0,1,1,1
"281",281,"Masvingo",2017,"10",4.2533069928825,13.9271914013756,2.32226687131747,"A",0,0,0,0,0,0,1,1,1
"282",282,"Masvingo",2017,"11",8.70819164578495,15.6921405263148,4.01185710893192,"B",0,0,0,0,0,0,1,1,1
"283",283,"Masvingo",2017,"12",8.2830057802669,14.820340560823,4.54062419246697,"C",0,0,0,0,0,0,1,1,1
"284",284,"Masvingo",2018,"01",7.51275502002062,12.0602636771798,3.9503153451813,"D",0,0,0,0,0,0,1,1,1
"285",285,"Masvingo",2018,"02",21.9073284124204,24.9829234550599,15.0896821601475,"E",1,1,0,0,0,0,0,0,1
"286",286,"Masvingo",2018,"03",17.0431412421939,22.8935870757878,10.8801437488821,"F",0,1,0,0,0,0,1,0,1
"287",287,"Masvingo",2018,"04",13.2061539645877,18.9083556060482,7.79569936468545,"G",0,0,0,0,0,0,1,1,1
"288",288,"Masvingo",2018,"05",6.38708079891016,8.12846052643157,4.79174413443497,"H",0,0,0,0,0,0,1,1,1
"289",289,"Matobo",2017,"10",3.16018542803977,4.91989360537105,2.33667556455954,"A",0,0,0,0,0,0,1,1,1
"290",290,"Matobo",2017,"11",5.98030252582011,10.258989675364,2.38989552520413,"B",0,0,0,0,0,0,1,1,1
"291",291,"Matobo",2017,"12",5.68228276886324,12.6553493413424,3.33377959622366,"C",0,0,0,0,0,0,1,1,1
"292",292,"Matobo",2018,"01",3.64964085115283,7.22923386277113,2.43958153936661,"D",0,0,0,0,0,0,1,1,1
"293",293,"Matobo",2018,"02",15.9761724680873,24.8305161814348,6.90258752583128,"E",0,1,0,0,0,0,1,0,1
"294",294,"Matobo",2018,"03",11.9203813082092,19.3532454104087,6.73275171608915,"F",0,0,0,0,0,0,1,1,1
"295",295,"Matobo",2018,"04",6.2081574512765,9.26920796413921,3.38109457158162,"G",0,0,0,0,0,0,1,1,1
"296",296,"Matobo",2018,"05",3.10637995747745,3.84003367159279,2.63787993426939,"H",0,0,0,0,0,0,1,1,1
"297",297,"Mazowe",2017,"10",2.63944658818096,4.95256718187216,2.2577650173284,"A",0,0,0,0,0,0,1,1,1
"298",298,"Mazowe",2017,"11",12.7631106739469,21.0555746054565,2.43014530187478,"B",0,1,0,0,0,0,1,0,1
"299",299,"Mazowe",2017,"12",17.6086512359376,24.6147063388416,12.2357227061259,"C",0,1,0,0,0,0,1,0,1
"300",300,"Mazowe",2018,"01",15.4398210168228,21.4170418626636,10.0900064674083,"D",0,1,0,0,0,0,1,0,1
"301",301,"Mazowe",2018,"02",24.5944275032311,25.2368876946144,23.1808117591845,"E",1,0,1,0,1,0,0,0,0
"302",302,"Mazowe",2018,"03",22.5604969042493,25.2936569451614,19.1702575704693,"F",1,0,0,0,1,0,0,0,1
"303",303,"Mazowe",2018,"04",15.3646374391725,20.9198685560843,10.226476764677,"G",0,1,0,0,0,0,1,0,1
"304",304,"Mazowe",2018,"05",7.88574680937305,11.4278616576181,5.84680387511041,"H",0,0,0,0,0,0,1,1,1
"305",305,"Mberengwa",2017,"10",4.52514574417659,12.1316975932826,2.49495030334741,"A",0,0,0,0,0,0,1,1,1
"306",306,"Mberengwa",2017,"11",7.41518740057422,14.0039595262467,3.56875285388662,"B",0,0,0,0,0,0,1,1,1
"307",307,"Mberengwa",2017,"12",7.72202768194258,15.6735042362836,3.89843318175016,"C",0,0,0,0,0,0,1,1,1
"308",308,"Mberengwa",2018,"01",6.10454864301837,9.8881349555047,2.68795586230509,"D",0,0,0,0,0,0,1,1,1
"309",309,"Mberengwa",2018,"02",22.1062485919747,25.1668348436989,15.4636456630091,"E",1,0,0,0,1,0,0,0,1
"310",310,"Mberengwa",2018,"03",16.6997595209798,23.4058439836487,10.1741584940646,"F",0,1,0,0,0,0,1,0,1
"311",311,"Mberengwa",2018,"04",13.1397625252702,19.2940040909435,8.26092969625152,"G",0,0,0,0,0,0,1,1,1
"312",312,"Mberengwa",2018,"05",6.78397689273788,9.1034086385589,4.97148670677943,"H",0,0,0,0,0,0,1,1,1
"313",313,"Mount Darwin",2017,"10",2.68361982220296,3.20941456512884,2.51918949575968,"A",0,0,0,0,0,0,1,1,1
"314",314,"Mount Darwin",2017,"11",8.91435254675595,16.2835675654673,2.52272357044717,"B",0,0,0,0,0,0,1,1,1
"315",315,"Mount Darwin",2017,"12",14.2656146395745,22.4778591763475,6.60602432478876,"C",0,1,0,0,0,0,1,0,1
"316",316,"Mount Darwin",2018,"01",10.7058267907257,18.6638255803716,5.79498996091609,"D",0,0,0,0,0,0,1,1,1
"317",317,"Mount Darwin",2018,"02",22.6107525989721,25.0929909339318,16.3205131830734,"E",1,0,0,0,1,0,0,0,1
"318",318,"Mount Darwin",2018,"03",19.9014282933527,25.3264452894764,14.049092364581,"F",0,0,0,0,1,0,1,0,1
"319",319,"Mount Darwin",2018,"04",8.81219396215132,12.2086893901787,5.10520934818517,"G",0,0,0,0,0,0,1,1,1
"320",320,"Mount Darwin",2018,"05",4.10067238818163,5.67588822221157,3.2436779693541,"H",0,0,0,0,0,0,1,1,1
"321",321,"Mudzi",2017,"10",2.92748465868236,3.34152296635016,2.75799557881383,"A",0,0,0,0,0,0,1,1,1
"322",322,"Mudzi",2017,"11",6.71189410789472,12.8959672132119,2.58134267028397,"B",0,0,0,0,0,0,1,1,1
"323",323,"Mudzi",2017,"12",10.5498888667379,18.2498080074379,5.24820599866845,"C",0,0,0,0,0,0,1,1,1
"324",324,"Mudzi",2018,"01",6.30009945767342,13.3392310620895,3.14276366470052,"D",0,0,0,0,0,0,1,1,1
"325",325,"Mudzi",2018,"02",20.8207274129336,25.0591146255101,12.481701972279,"E",1,0,0,0,1,0,0,0,1
"326",326,"Mudzi",2018,"03",16.3045243254304,23.6013678247105,10.0481949774286,"F",0,1,0,0,0,0,1,0,1
"327",327,"Mudzi",2018,"04",5.74192026307725,8.42785987190027,3.35730800307769,"G",0,0,0,0,0,0,1,1,1
"328",328,"Mudzi",2018,"05",3.47889397702186,3.80362877957899,3.26415258382236,"H",0,0,0,0,0,0,1,1,1
"329",329,"Murehwa",2017,"10",2.72070525435702,3.07292552684784,2.5785267034022,"A",0,0,0,0,0,0,1,1,1
"330",330,"Murehwa",2017,"11",15.6043153642845,24.4692906144206,2.49279755072912,"B",0,1,0,0,0,0,1,0,1
"331",331,"Murehwa",2017,"12",16.775050734417,23.2622522070821,11.4546255301793,"C",0,1,0,0,0,0,1,0,1
"332",332,"Murehwa",2018,"01",10.0314778402022,18.1602359422048,4.30330705994288,"D",0,0,0,0,0,0,1,1,1
"333",333,"Murehwa",2018,"02",24.3670864629449,25.3564329924011,22.6449836302185,"E",1,0,1,0,1,0,0,0,0
"334",334,"Murehwa",2018,"03",21.5247164256592,25.3389055071513,16.8195933119456,"F",1,0,0,0,1,0,0,0,1
"335",335,"Murehwa",2018,"04",13.5273256786575,19.2686229872894,7.82272270149867,"G",0,0,0,0,0,0,1,1,1
"336",336,"Murehwa",2018,"05",6.61509872725516,9.06530874895731,4.95503087767283,"H",0,0,0,0,0,0,1,1,1
"337",337,"Mutare",2017,"10",3.51755950960597,10.0114815002879,2.22536076267534,"A",0,0,0,0,0,0,1,1,1
"338",338,"Mutare",2017,"11",12.6794443990601,23.5417593974706,3.25328666611073,"B",0,1,0,0,0,0,1,0,1
"339",339,"Mutare",2017,"12",13.1454957737437,20.9540569318518,8.52102356612332,"C",0,1,0,0,0,0,1,0,1
"340",340,"Mutare",2018,"01",9.57965058768446,14.1829188311934,5.17586188708512,"D",0,0,0,0,0,0,1,1,1
"341",341,"Mutare",2018,"02",23.4329424054754,25.3317715178915,16.1653398374703,"E",1,0,0,0,1,0,0,0,1
"342",342,"Mutare",2018,"03",18.2552008505535,24.6005427335274,12.8278137466033,"F",0,1,0,0,0,0,1,0,1
"343",343,"Mutare",2018,"04",11.4841285704105,14.2629128063325,7.06868797987017,"G",0,0,0,0,0,0,1,1,1
"344",344,"Mutare",2018,"05",5.30071868846409,6.83063655410271,3.82338718210193,"H",0,0,0,0,0,0,1,1,1
"345",345,"Mutasa",2017,"10",5.28904111984218,19.3776364734899,2.41104040148894,"A",0,0,0,0,0,0,1,1,1
"346",346,"Mutasa",2017,"11",18.1003734526506,25.2127493644895,7.16926776922394,"B",0,0,0,0,1,0,1,0,1
"347",347,"Mutasa",2017,"12",21.362141567751,25.0371845049347,17.8633631679838,"C",1,0,0,0,1,0,0,0,1
"348",348,"Mutasa",2018,"01",20.5392812033693,23.7359554845342,15.628655827246,"D",1,1,0,0,0,0,0,0,1
"349",349,"Mutasa",2018,"02",24.9319019963763,25.3742316418409,23.6440057067084,"E",1,0,1,0,1,0,0,0,0
"350",350,"Mutasa",2018,"03",22.873993879173,25.0263447389694,20.4620254431708,"F",1,0,1,0,1,0,0,0,0
"351",351,"Mutasa",2018,"04",20.3663617517341,23.7629231873787,15.1844401143183,"G",1,1,0,0,0,0,0,0,1
"352",352,"Mutasa",2018,"05",15.0614452985901,18.7986207680437,12.3306139296512,"H",0,0,0,0,0,0,1,1,1
"353",353,"Mutoko",2017,"10",2.7206981717414,3.19348551293796,2.58781457783362,"A",0,0,0,0,0,0,1,1,1
"354",354,"Mutoko",2017,"11",10.190847730207,18.0625074641676,2.55343782541774,"B",0,0,0,0,0,0,1,1,1
"355",355,"Mutoko",2017,"12",10.6915091376785,17.9838217311047,5.95762198546723,"C",0,0,0,0,0,0,1,1,1
"356",356,"Mutoko",2018,"01",6.10219669858013,11.9558275924476,3.16566702912917,"D",0,0,0,0,0,0,1,1,1
"357",357,"Mutoko",2018,"02",21.7507752433914,25.3106412443815,14.1537295894111,"E",1,0,0,0,1,0,0,0,1
"358",358,"Mutoko",2018,"03",17.3979333170564,24.3568113270132,10.6004939500492,"F",0,1,0,0,0,0,1,0,1
"359",359,"Mutoko",2018,"04",5.80398273311921,9.02142361177525,3.17328680685037,"G",0,0,0,0,0,0,1,1,1
"360",360,"Mutoko",2018,"05",3.30539470961316,3.98605854829119,3.01099717548557,"H",0,0,0,0,0,0,1,1,1
"361",361,"Mwenezi",2017,"10",4.56752348530509,9.93863493446297,2.35778471880173,"A",0,0,0,0,0,0,1,1,1
"362",362,"Mwenezi",2017,"11",6.04123637057879,11.9239946277059,3.09216957919169,"B",0,0,0,0,0,0,1,1,1
"363",363,"Mwenezi",2017,"12",5.27110937524909,13.6457263130529,2.48402131811321,"C",0,0,0,0,0,0,1,1,1
"364",364,"Mwenezi",2018,"01",4.05458014002572,7.19869932342459,2.29580455847978,"D",0,0,0,0,0,0,1,1,1
"365",365,"Mwenezi",2018,"02",17.3262785172486,22.2949202845721,8.5892950817873,"E",0,1,0,0,0,0,1,0,1
"366",366,"Mwenezi",2018,"03",11.5371229415576,18.0769299509015,6.7661743395187,"F",0,0,0,0,0,0,1,1,1
"367",367,"Mwenezi",2018,"04",8.18858755533367,11.8211959791934,4.9663667159637,"G",0,0,0,0,0,0,1,1,1
"368",368,"Mwenezi",2018,"05",5.95500957077619,7.77759048261388,3.38124512785293,"H",0,0,0,0,0,0,1,1,1
"369",369,"Nkayi",2017,"10",3.55667586950245,5.89608738685213,2.45000923208274,"A",0,0,0,0,0,0,1,1,1
"370",370,"Nkayi",2017,"11",8.03044794713109,13.0045217022912,2.67362527031565,"B",0,0,0,0,0,0,1,1,1
"371",371,"Nkayi",2017,"12",7.75669033413412,15.0572496308726,4.10589649235018,"C",0,0,0,0,0,0,1,1,1
"372",372,"Nkayi",2018,"01",4.87128567379799,11.9727449928331,2.57338928558445,"D",0,0,0,0,0,0,1,1,1
"373",373,"Nkayi",2018,"02",19.7053097766407,25.0763220408112,12.1356933704878,"E",0,0,0,0,1,0,1,0,1
"374",374,"Nkayi",2018,"03",14.1897988866203,24.5456598106217,8.00347209334382,"F",0,1,0,0,0,0,1,0,1
"375",375,"Nkayi",2018,"04",6.4179622947834,9.97230794033106,3.16332041590666,"G",0,0,0,0,0,0,1,1,1
"376",376,"Nkayi",2018,"05",2.82303777740842,2.99675672326807,2.69583070678074,"H",0,0,0,0,0,0,1,1,1
"377",377,"Nyanga",2017,"10",3.61678331122647,8.69824907106842,2.51307537174295,"A",0,0,0,0,0,0,1,1,1
"378",378,"Nyanga",2017,"11",12.7597693675288,19.605996868997,4.32739620097766,"B",0,0,0,0,0,0,1,1,1
"379",379,"Nyanga",2017,"12",15.0831045508681,20.7876671590623,12.0027840287394,"C",0,1,0,0,0,0,1,0,1
"380",380,"Nyanga",2018,"01",12.7184168898916,16.0655614127409,9.89004506889597,"D",0,0,0,0,0,0,1,1,1
"381",381,"Nyanga",2018,"02",22.9072527382278,25.3601388062485,16.6283654410836,"E",1,0,0,0,1,0,0,0,1
"382",382,"Nyanga",2018,"03",18.8288551842425,22.9383444705859,16.1994207629304,"F",0,1,0,0,0,0,1,0,1
"383",383,"Nyanga",2018,"04",12.8657764875307,14.8325885085835,9.43163159214046,"G",0,0,0,0,0,0,1,1,1
"384",384,"Nyanga",2018,"05",9.67709430619649,11.3883928535578,8.16472315022744,"H",0,0,0,0,0,0,1,1,1
"385",385,"Rushinga",2017,"10",3.18388346981903,4.35503053568106,2.84631609757171,"A",0,0,0,0,0,0,1,1,1
"386",386,"Rushinga",2017,"11",8.12153943623478,14.7110541502705,2.578487473567,"B",0,0,0,0,0,0,1,1,1
"387",387,"Rushinga",2017,"12",12.6663990053299,20.7824698366655,6.16825498895006,"C",0,1,0,0,0,0,1,0,1
"388",388,"Rushinga",2018,"01",8.93223032128494,17.2464329277627,4.27560031908435,"D",0,0,0,0,0,0,1,1,1
"389",389,"Rushinga",2018,"02",21.7873446689684,24.9710089419198,16.3786828964462,"E",1,1,0,0,0,0,0,0,1
"390",390,"Rushinga",2018,"03",18.0399908743873,25.2896521470936,11.6318785431913,"F",0,0,0,0,1,0,1,0,1
"391",391,"Rushinga",2018,"04",6.47753857235095,9.53974128871667,3.85961084645286,"G",0,0,0,0,0,0,1,1,1
"392",392,"Rushinga",2018,"05",4.13770204035815,5.06847978567473,3.51771602358285,"H",0,0,0,0,0,0,1,1,1
"393",393,"Seke",2017,"10",2.52345904957081,4.13790198580224,2.14765249718739,"A",0,0,0,0,0,0,1,1,1
"394",394,"Seke",2017,"11",12.7853899700757,20.5091329817143,2.23536200542003,"B",0,1,0,0,0,0,1,0,1
"395",395,"Seke",2017,"12",11.8599157867781,19.4886729993202,7.15020430849485,"C",0,0,0,0,0,0,1,1,1
"396",396,"Seke",2018,"01",7.46806438719957,18.3360852637777,3.32001413934416,"D",0,0,0,0,0,0,1,1,1
"397",397,"Seke",2018,"02",24.1443809357054,25.3412077343436,20.3218549472383,"E",1,0,1,0,1,0,0,0,0
"398",398,"Seke",2018,"03",19.8670520939209,24.8463747021915,16.1791604059507,"F",0,1,0,0,0,0,1,0,1
"399",399,"Seke",2018,"04",13.6618542960724,17.8614373489938,8.88307518870742,"G",0,0,0,0,0,0,1,1,1
"400",400,"Seke",2018,"05",6.37966837515186,8.3012315345997,4.88399297196452,"H",0,0,0,0,0,0,1,1,1
"401",401,"Shamva",2017,"10",2.518436,2.768942,2.424356,"A",0,0,0,0,0,0,1,1,1
"402",402,"Shamva",2017,"11",8.688888,16.70239,2.466799,"B",0,0,0,0,0,0,1,1,1
"403",403,"Shamva",2017,"12",13.39772,21.84378,7.550653,"C",0,1,0,0,0,0,1,0,1
"404",404,"Shamva",2018,"01",11.35817,17.80178,6.471724,"D",0,0,0,0,0,0,1,1,1
"405",405,"Shamva",2018,"02",23.38096,25.22394,19.45494,"E",1,0,0,0,1,0,0,0,1
"406",406,"Shamva",2018,"03",20.84267,25.30993,17.08884,"F",1,0,0,0,1,0,0,0,1
"407",407,"Shamva",2018,"04",11.58942,16.09366,6.930144,"G",0,0,0,0,0,0,1,1,1
"408",408,"Shamva",2018,"05",5.062498,9.42384,3.388786,"H",0,0,0,0,0,0,1,1,1
"409",409,"Shurugwi",2017,"10",3.750592,11.51096,2.207477,"A",0,0,0,0,0,0,1,1,1
"410",410,"Shurugwi",2017,"11",9.504665,16.8412,3.405721,"B",0,0,0,0,0,0,1,1,1
"411",411,"Shurugwi",2017,"12",8.69659,18.46073,3.81149,"C",0,0,0,0,0,0,1,1,1
"412",412,"Shurugwi",2018,"01",6.226393,11.86277,2.70891,"D",0,0,0,0,0,0,1,1,1
"413",413,"Shurugwi",2018,"02",22.73239,25.16978,15.24501,"E",1,0,0,0,1,0,0,0,1
"414",414,"Shurugwi",2018,"03",16.71262,24.1379,9.543132,"F",0,1,0,0,0,0,1,0,1
"415",415,"Shurugwi",2018,"04",11.20228,15.58297,5.910085,"G",0,0,0,0,0,0,1,1,1
"416",416,"Shurugwi",2018,"05",4.061098,5.248802,3.216534,"H",0,0,0,0,0,0,1,1,1
"417",417,"Tsholotsho",2017,"10",3.677001,9.242028,2.270592,"A",0,0,0,0,0,0,1,1,1
"418",418,"Tsholotsho",2017,"11",5.970677,10.86664,2.546452,"B",0,0,0,0,0,0,1,1,1
"419",419,"Tsholotsho",2017,"12",5.167846,10.83621,2.581479,"C",0,0,0,0,0,0,1,1,1
"420",420,"Tsholotsho",2018,"01",3.669873,9.27355,2.20593,"D",0,0,0,0,0,0,1,1,1
"421",421,"Tsholotsho",2018,"02",20.35337,25.31477,12.29337,"E",1,0,0,0,1,0,0,0,1
"422",422,"Tsholotsho",2018,"03",11.48705,24.26473,4.350619,"F",0,1,0,0,0,0,1,0,1
"423",423,"Tsholotsho",2018,"04",4.771457,7.531136,2.665635,"G",0,0,0,0,0,0,1,1,1
"424",424,"Tsholotsho",2018,"05",2.716685,2.912893,2.576839,"H",0,0,0,0,0,0,1,1,1
"425",425,"Umguza",2017,"10",3.667657,8.158407,2.372422,"A",0,0,0,0,0,0,1,1,1
"426",426,"Umguza",2017,"11",7.878154,16.10085,2.580822,"B",0,0,0,0,0,0,1,1,1
"427",427,"Umguza",2017,"12",6.311763,13.93881,2.957248,"C",0,0,0,0,0,0,1,1,1
"428",428,"Umguza",2018,"01",4.293045,10.49275,2.466344,"D",0,0,0,0,0,0,1,1,1
"429",429,"Umguza",2018,"02",18.9902,25.10858,10.11523,"E",0,0,0,0,1,0,1,0,1
"430",430,"Umguza",2018,"03",10.62531,22.28828,4.414219,"F",0,1,0,0,0,0,1,0,1
"431",431,"Umguza",2018,"04",5.45527,8.10778,2.894094,"G",0,0,0,0,0,0,1,1,1
"432",432,"Umguza",2018,"05",2.829007,3.164972,2.627875,"H",0,0,0,0,0,0,1,1,1
"433",433,"UMP",2017,"10",2.74277,3.141186,2.62434,"A",0,0,0,0,0,0,1,1,1
"434",434,"UMP",2017,"11",7.35667,14.84521,2.548706,"B",0,0,0,0,0,0,1,1,1
"435",435,"UMP",2017,"12",10.57722,19.48995,5.419823,"C",0,0,0,0,0,0,1,1,1
"436",436,"UMP",2018,"01",7.162039,14.21657,3.566046,"D",0,0,0,0,0,0,1,1,1
"437",437,"UMP",2018,"02",22.1748,25.14147,15.35711,"E",1,0,0,0,1,0,0,0,1
"438",438,"UMP",2018,"03",18.8328,25.21063,13.18289,"F",0,0,0,0,1,0,1,0,1
"439",439,"UMP",2018,"04",7.679704,11.1947,4.141105,"G",0,0,0,0,0,0,1,1,1
"440",440,"UMP",2018,"05",3.533451,4.897035,2.943605,"H",0,0,0,0,0,0,1,1,1
"441",441,"Umzingwane",2017,"10",3.477627,6.221143,2.341422,"A",0,0,0,0,0,0,1,1,1
"442",442,"Umzingwane",2017,"11",7.823976,14.4283,2.526624,"B",0,0,0,0,0,0,1,1,1
"443",443,"Umzingwane",2017,"12",7.448752,16.0797,4.020401,"C",0,0,0,0,0,0,1,1,1
"444",444,"Umzingwane",2018,"01",4.853313,10.19846,2.445572,"D",0,0,0,0,0,0,1,1,1
"445",445,"Umzingwane",2018,"02",18.51534,24.73519,8.666736,"E",0,1,0,0,0,0,1,0,1
"446",446,"Umzingwane",2018,"03",13.96204,21.78503,8.493707,"F",0,1,0,0,0,0,1,0,1
