"","...1","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","group","AverageIdeal","MaxIdeal","MinIdeal","AverageWet","MaxWet","MinWet","AverageDry","MaxDry","MinDry"
"223",223,"Kadoma",2017,"04",44.1456579680589,53.4858632010386,35.0600635696162,"G",1,1,1,0,0,0,0,0,0
"224",224,"Kadoma",2017,"05",30.1312692544418,46.2596104273016,17.8314266801962,"H",1,1,0,0,0,0,0,0,1
"225",225,"Kariba",2016,"10",13.4824311818979,13.7867294397468,13.2603121674781,"A",0,0,0,0,0,0,1,1,1
"226",226,"Kariba",2016,"11",24.4582771452586,55.1891899584552,13.4401981763623,"B",0,1,0,0,0,0,1,0,1
"227",227,"Kariba",2016,"12",82.1649404288712,117.080747104371,40.1670563145393,"C",1,0,1,0,1,0,0,0,0
"228",228,"Kariba",2017,"01",129.872747667549,133.170209817796,119.860486047488,"D",0,0,0,1,1,1,0,0,0
"229",229,"Kariba",2017,"02",132.506756384393,133.02909944412,131.859459351806,"E",0,0,0,1,1,1,0,0,0
"230",230,"Kariba",2017,"03",123.32888612812,133.176545160601,104.451684626975,"F",0,0,0,1,1,1,0,0,0
"231",231,"Kariba",2017,"04",82.9669403382574,95.6815256257748,72.4796577305183,"G",1,1,1,0,0,0,0,0,0
"232",232,"Kariba",2017,"05",47.1098747139018,68.2599840091917,33.2783005425658,"H",1,1,1,0,0,0,0,0,0
"233",233,"Kwekwe",2016,"10",9.90394039269556,10.2538216561,9.62407646206764,"A",0,0,0,0,0,0,1,1,1
"234",234,"Kwekwe",2016,"11",16.8694243050739,39.3589002471848,9.9248662800707,"B",0,1,0,0,0,0,1,0,1
"235",235,"Kwekwe",2016,"12",46.0998069327119,77.8825515686987,25.8700053967837,"C",1,1,1,0,0,0,0,0,0
"236",236,"Kwekwe",2017,"01",101.391109605643,104.974346532095,89.8272138318594,"D",0,0,1,1,1,0,0,0,0
"237",237,"Kwekwe",2017,"02",96.7780759152533,104.921919747559,86.6904608923221,"E",1,0,1,0,1,0,0,0,0
"238",238,"Kwekwe",2017,"03",75.0737780920651,104.780362444719,39.7311182690493,"F",1,0,1,0,1,0,0,0,0
"239",239,"Kwekwe",2017,"04",29.3607397054395,35.7170798326735,20.818242399478,"G",1,1,0,0,0,0,0,0,1
"240",240,"Kwekwe",2017,"05",19.8102953979008,31.8314628466746,12.0942687460055,"H",0,1,0,0,0,0,1,0,1
"241",241,"Lupane",2016,"10",8.67992033302328,9.19568949225018,8.40522851597496,"A",0,0,0,0,0,0,1,1,1
"242",242,"Lupane",2016,"11",11.695501387749,23.132319982419,8.67658739350829,"B",0,0,0,0,0,0,1,1,1
"243",243,"Lupane",2016,"12",38.1520691820856,70.7514069212318,14.1971200266498,"C",1,1,0,0,0,0,0,0,1
"244",244,"Lupane",2017,"01",80.7213420990671,82.8168324370514,75.3819310619059,"D",1,1,1,0,0,0,0,0,0
"245",245,"Lupane",2017,"02",77.4594381972569,82.7417329424953,69.5547249057385,"E",1,1,1,0,0,0,0,0,0
"246",246,"Lupane",2017,"03",57.8055117341529,82.4523064914358,31.1189973683657,"F",1,1,1,0,0,0,0,0,0
"247",247,"Lupane",2017,"04",23.4238562185868,29.7397114238063,17.3823282850397,"G",0,1,0,0,0,0,1,0,1
"248",248,"Lupane",2017,"05",13.6827359392879,22.7747600477774,9.37629354423597,"H",0,0,0,0,0,0,1,1,1
"249",249,"Makonde",2016,"10",12.6954297540582,13.246806873362,12.3310056639245,"A",0,0,0,0,0,0,1,1,1
"250",250,"Makonde",2016,"11",21.7003700320833,47.4478072015747,12.4013542656642,"B",0,1,0,0,0,0,1,0,1
"251",251,"Makonde",2016,"12",92.7997122197356,131.545772698052,46.1857832272594,"C",1,0,1,0,1,0,0,0,0
"252",252,"Makonde",2017,"01",139.092301923506,140.628665227136,132.768816535489,"D",0,0,0,1,1,1,0,0,0
"253",253,"Makonde",2017,"02",139.561484102467,140.463703582641,137.363555997655,"E",0,0,0,1,1,1,0,0,0
"254",254,"Makonde",2017,"03",119.023445270628,139.715704817366,93.6228816386621,"F",0,0,1,1,1,0,0,0,0
"255",255,"Makonde",2017,"04",61.1772888038741,82.718837214008,52.965375468061,"G",1,1,1,0,0,0,0,0,0
"256",256,"Makonde",2017,"05",35.0658759532906,51.2553863283531,22.8951608241348,"H",1,1,0,0,0,0,0,0,1
"257",257,"Makoni",2016,"10",13.8026732963391,15.9872256755341,12.705670541302,"A",0,0,0,0,0,0,1,1,1
"258",258,"Makoni",2016,"11",28.8925031282941,70.3367789753165,12.858830015724,"B",1,1,0,0,0,0,0,0,1
"259",259,"Makoni",2016,"12",99.8955252897537,126.27704265204,57.2366944458755,"C",1,0,1,0,1,0,0,0,0
"260",260,"Makoni",2017,"01",127.971096412643,129.241124761968,126.051699557579,"D",0,0,0,1,1,1,0,0,0
"261",261,"Makoni",2017,"02",124.200666007224,126.559238754118,121.224266854136,"E",0,0,0,1,1,1,0,0,0
"262",262,"Makoni",2017,"03",107.664649242778,128.038300210978,86.9014414263836,"F",0,0,1,1,1,0,0,0,0
"263",263,"Makoni",2017,"04",58.635845331927,75.6130682278771,51.3290608679543,"G",1,1,1,0,0,0,0,0,0
"264",264,"Makoni",2017,"05",38.6120193064069,50.502159482226,28.5682370782503,"H",1,1,1,0,0,0,0,0,0
"265",265,"Mangwe (South)",2016,"10",11.7898982554933,12.8664872482273,11.1046752285732,"A",0,0,0,0,0,0,1,1,1
"266",266,"Mangwe (South)",2016,"11",16.1487757592229,19.789412148367,11.1963821272977,"B",0,0,0,0,0,0,1,1,1
"267",267,"Mangwe (South)",2016,"12",44.9010861275833,97.5263950697951,11.5004313955587,"C",1,1,0,0,0,0,0,0,1
"268",268,"Mangwe (South)",2017,"01",100.573932769519,108.877097558163,90.833964878616,"D",0,0,1,1,1,0,0,0,0
"269",269,"Mangwe (South)",2017,"02",100.634742178864,110.510043504373,77.2577975403589,"E",0,0,1,1,1,0,0,0,0
"270",270,"Mangwe (South)",2017,"03",66.1470417521033,104.19490258806,27.6857240595414,"F",1,0,1,0,1,0,0,0,0
"271",271,"Mangwe (South)",2017,"04",19.5530969868378,23.1748051801147,15.8460926145087,"G",0,0,0,0,0,0,1,1,1
"272",272,"Mangwe (South)",2017,"05",14.3981140173459,19.7533521390819,12.1327673287942,"H",0,0,0,0,0,0,1,1,1
"273",273,"Marondera",2016,"10",12.349425150588,13.9605359221292,11.5549440313339,"A",0,0,0,0,0,0,1,1,1
"274",274,"Marondera",2016,"11",32.7006379370528,75.4974366944071,12.1266980624812,"B",1,1,0,0,0,0,0,0,1
"275",275,"Marondera",2016,"12",98.9907499088289,120.315628127966,58.8548246865006,"C",1,0,1,0,1,0,0,0,0
"276",276,"Marondera",2017,"01",120.015897622587,120.337979358232,118.904687189661,"D",0,0,0,1,1,1,0,0,0
"277",277,"Marondera",2017,"02",118.818985893787,120.318560844242,113.322250914132,"E",0,0,0,1,1,1,0,0,0
"278",278,"Marondera",2017,"03",99.4488644634271,120.176103519751,77.3593421368265,"F",1,0,1,0,1,0,0,0,0
"279",279,"Marondera",2017,"04",53.2913776527429,67.3321163663866,46.6824507930646,"G",1,1,1,0,0,0,0,0,0
"280",280,"Marondera",2017,"05",39.6662079833764,49.7282818395579,29.1859075204475,"H",1,1,1,0,0,0,0,0,0
"281",281,"Masvingo",2016,"10",12.8418217844563,15.8328517547429,11.3764091408515,"A",0,0,0,0,0,0,1,1,1
"282",282,"Masvingo",2016,"11",17.5076938203603,40.3269716936133,11.4075067981544,"B",0,1,0,0,0,0,1,0,1
"283",283,"Masvingo",2016,"12",77.4588423851663,117.868142597566,20.4740523611465,"C",1,0,0,0,1,0,0,0,1
"284",284,"Masvingo",2017,"01",115.730678579113,121.62753345533,109.729562697356,"D",0,0,0,1,1,1,0,0,0
"285",285,"Masvingo",2017,"02",108.301806470925,119.735840779358,86.3171213913166,"E",0,0,1,1,1,0,0,0,0
"286",286,"Masvingo",2017,"03",99.4867076917392,120.119360658135,69.385122253674,"F",1,0,1,0,1,0,0,0,0
"287",287,"Masvingo",2017,"04",46.1861806860208,59.5947255550692,37.5738010799198,"G",1,1,1,0,0,0,0,0,0
"288",288,"Masvingo",2017,"05",36.9497494701328,52.7862630641185,24.9556625515499,"H",1,1,0,0,0,0,0,0,1
"289",289,"Matobo",2016,"10",12.8588323562304,14.2974810506016,11.9960523573677,"A",0,0,0,0,0,0,1,1,1
"290",290,"Matobo",2016,"11",15.8965207756154,18.5231505897298,12.0136297386556,"B",0,0,0,0,0,0,1,1,1
"291",291,"Matobo",2016,"12",52.2072052253195,112.650144109172,13.6440737335641,"C",1,0,0,0,1,0,0,0,1
"292",292,"Matobo",2017,"01",108.170646335573,114.493603686715,99.651997953542,"D",0,0,1,1,1,0,0,0,0
"293",293,"Matobo",2017,"02",107.775396418956,120.470667120371,80.8828760817279,"E",0,0,1,1,1,0,0,0,0
"294",294,"Matobo",2017,"03",78.7115685721201,114.275292652626,40.7220291176025,"F",1,0,1,0,1,0,0,0,0
"295",295,"Matobo",2017,"04",26.9223616834144,34.8608478616634,22.5085975798084,"G",1,1,0,0,0,0,0,0,1
"296",296,"Matobo",2017,"05",19.5098553512073,27.4071890741794,14.5745483020971,"H",0,1,0,0,0,0,1,0,1
"297",297,"Mazowe",2016,"10",13.934823875766,15.0514153395953,13.4086957606946,"A",0,0,0,0,0,0,1,1,1
"298",298,"Mazowe",2016,"11",28.1691960622546,74.0659630173063,13.5211427735814,"B",1,1,0,0,0,0,0,0,1
"299",299,"Mazowe",2016,"12",114.269810409222,138.296084934005,64.9453412043011,"C",0,0,1,1,1,0,0,0,0
"300",300,"Mazowe",2017,"01",138.159214015778,138.289906080518,137.937167834306,"D",0,0,0,1,1,1,0,0,0
"301",301,"Mazowe",2017,"02",137.564760331192,138.267954313181,136.599136533437,"E",0,0,0,1,1,1,0,0,0
"302",302,"Mazowe",2017,"03",120.182071280023,137.282437636895,101.98704902579,"F",0,0,0,1,1,1,0,0,0
"303",303,"Mazowe",2017,"04",78.577496848242,90.4287769280762,64.4276813991889,"G",1,1,1,0,0,0,0,0,0
"304",304,"Mazowe",2017,"05",55.9172714652003,73.5423132497186,41.0732699301448,"H",1,1,1,0,0,0,0,0,0
"305",305,"Mberengwa",2016,"10",13.5096369042752,16.239282743673,12.1886642212121,"A",0,0,0,0,0,0,1,1,1
"306",306,"Mberengwa",2016,"11",17.6843912535998,36.0715299547962,12.1997039412241,"B",0,1,0,0,0,0,1,0,1
"307",307,"Mberengwa",2016,"12",56.9031012411433,103.976292652124,18.1073479489049,"C",1,0,0,0,1,0,0,0,1
"308",308,"Mberengwa",2017,"01",109.727861208469,124.831098018423,90.32134377685,"D",0,0,1,1,1,0,0,0,0
"309",309,"Mberengwa",2017,"02",113.161783273464,125.919470148776,79.8671354445032,"E",0,0,1,1,1,0,0,0,0
"310",310,"Mberengwa",2017,"03",96.31404415105,121.838494469433,62.7240604285169,"F",1,0,1,0,1,0,0,0,0
"311",311,"Mberengwa",2017,"04",40.0865163538678,53.1970373871264,31.2646222315267,"G",1,1,1,0,0,0,0,0,0
"312",312,"Mberengwa",2017,"05",33.6516029853579,48.6120078854973,22.3518717520042,"H",1,1,0,0,0,0,0,0,1
"313",313,"Mount Darwin",2016,"10",14.7853551842567,15.1701836077036,14.4523250210363,"A",0,0,0,0,0,0,1,1,1
"314",314,"Mount Darwin",2016,"11",22.9692977795541,57.7822910690189,14.6670415075202,"B",0,1,0,0,0,0,1,0,1
"315",315,"Mount Darwin",2016,"12",102.059123170155,136.855639399748,45.4115233207583,"C",0,0,1,1,1,0,0,0,0
"316",316,"Mount Darwin",2017,"01",138.820013312561,139.117822398207,137.615725533133,"D",0,0,0,1,1,1,0,0,0
"317",317,"Mount Darwin",2017,"02",137.103056317515,139.051440727165,129.727835249646,"E",0,0,0,1,1,1,0,0,0
"318",318,"Mount Darwin",2017,"03",124.339069594099,138.946910759391,105.690211781601,"F",0,0,0,1,1,1,0,0,0
"319",319,"Mount Darwin",2017,"04",73.7648354712951,95.7018287714132,65.9202810525275,"G",1,1,1,0,0,0,0,0,0
"320",320,"Mount Darwin",2017,"05",42.0888855360295,60.266920497684,28.9975235822304,"H",1,1,1,0,0,0,0,0,0
"321",321,"Mudzi",2016,"10",15.6795682953747,16.1548294040065,15.2746805613986,"A",0,0,0,0,0,0,1,1,1
"322",322,"Mudzi",2016,"11",17.7909874419764,30.4438341780465,15.3937150475875,"B",0,1,0,0,0,0,1,0,1
"323",323,"Mudzi",2016,"12",49.753113835781,86.3465466910059,21.6901103519593,"C",1,1,0,0,0,0,0,0,1
"324",324,"Mudzi",2017,"01",121.126124931103,134.454519076191,79.038192493343,"D",0,0,1,1,1,0,0,0,0
"325",325,"Mudzi",2017,"02",118.677714105485,128.692616357424,104.225386976396,"E",0,0,0,1,1,1,0,0,0
"326",326,"Mudzi",2017,"03",99.1000925791789,123.482351390611,78.5294427374691,"F",1,0,1,0,1,0,0,0,0
"327",327,"Mudzi",2017,"04",47.9976815889868,67.5205255257612,41.3395810691595,"G",1,1,1,0,0,0,0,0,0
"328",328,"Mudzi",2017,"05",27.3910916667872,37.3777013703671,21.1615028824286,"H",1,1,0,0,0,0,0,0,1
"329",329,"Murehwa",2016,"10",9.83961424019114,11.3870540606181,9.02956889556885,"A",0,0,0,0,0,0,1,1,1
"330",330,"Murehwa",2016,"11",26.2082071244558,69.3331618767293,9.20568707748413,"B",1,1,0,0,0,0,0,0,1
"331",331,"Murehwa",2016,"12",74.4968862365861,85.2669004974365,50.449814953715,"C",1,1,1,0,0,0,0,0,0
"332",332,"Murehwa",2017,"01",85.5350253165655,86.4295329792022,84.4199586918131,"D",1,1,1,0,0,0,0,0,0
"333",333,"Murehwa",2017,"02",84.9315819668395,86.3474229983896,84.4258662408447,"E",1,1,1,0,0,0,0,0,0
"334",334,"Murehwa",2017,"03",72.3049003611986,84.6681510491943,54.9226593024699,"F",1,1,1,0,0,0,0,0,0
"335",335,"Murehwa",2017,"04",45.313045643809,55.1471727510579,30.218788046875,"G",1,1,1,0,0,0,0,0,0
"336",336,"Murehwa",2017,"05",35.2168237193044,44.8003002223714,26.3037490524801,"H",1,1,1,0,0,0,0,0,0
"337",337,"Mutare",2016,"10",13.1318491152395,15.7120528903329,12.0962753399125,"A",0,0,0,0,0,0,1,1,1
"338",338,"Mutare",2016,"11",22.8665700857962,41.9198372662184,11.7674545094264,"B",0,1,0,0,0,0,1,0,1
"339",339,"Mutare",2016,"12",73.4266079831516,105.076873180272,26.7769532335592,"C",1,0,1,0,1,0,0,0,0
"340",340,"Mutare",2017,"01",120.059814739008,127.726625782934,100.335862854059,"D",0,0,0,1,1,1,0,0,0
"341",341,"Mutare",2017,"02",103.154286509244,116.788128514287,90.8871800750748,"E",0,0,1,1,1,0,0,0,0
"342",342,"Mutare",2017,"03",95.5199363585396,119.661707060722,67.5058785223353,"F",1,0,1,0,1,0,0,0,0
"343",343,"Mutare",2017,"04",42.3187723975684,57.6814684008367,35.702613017729,"G",1,1,1,0,0,0,0,0,0
"344",344,"Mutare",2017,"05",26.8969316349457,37.8268711709135,18.4760613628273,"H",1,1,0,0,0,0,0,0,1
"345",345,"Mutasa",2016,"10",12.5547321066762,14.1255370739681,11.5266526025006,"A",0,0,0,0,0,0,1,1,1
"346",346,"Mutasa",2016,"11",22.6219749730937,54.6881589809119,11.5574679132264,"B",0,1,0,0,0,0,1,0,1
"347",347,"Mutasa",2016,"12",86.214921201418,117.174732004093,45.5498125013141,"C",1,0,1,0,1,0,0,0,0
"348",348,"Mutasa",2017,"01",126.869879974813,129.776676165417,118.224531691558,"D",0,0,0,1,1,1,0,0,0
"349",349,"Mutasa",2017,"02",119.007289853913,123.302321246116,113.504949076559,"E",0,0,0,1,1,1,0,0,0
"350",350,"Mutasa",2017,"03",105.130140151248,122.870324909948,87.6300348516871,"F",0,0,1,1,1,0,0,0,0
"351",351,"Mutasa",2017,"04",58.9287495983559,78.1135724154135,49.8450535408256,"G",1,1,1,0,0,0,0,0,0
"352",352,"Mutasa",2017,"05",38.7656207813569,48.2725427463988,29.6104514928327,"H",1,1,1,0,0,0,0,0,0
"353",353,"Mutoko",2016,"10",9.37510628985498,10.0371210398601,9.02009811988132,"A",0,0,0,0,0,0,1,1,1
"354",354,"Mutoko",2016,"11",14.1190391807113,41.2391446644447,8.68996434084455,"B",0,1,0,0,0,0,1,0,1
"355",355,"Mutoko",2016,"12",50.5092396452515,72.4295524845162,24.431913696584,"C",1,1,0,0,0,0,0,0,1
"356",356,"Mutoko",2017,"01",79.1565527538452,82.7946425233945,71.3663957165355,"D",1,1,1,0,0,0,0,0,0
"357",357,"Mutoko",2017,"02",73.8323362309997,77.7564374453018,70.4443600216542,"E",1,1,1,0,0,0,0,0,0
"358",358,"Mutoko",2017,"03",59.2623298194608,75.2577844129086,43.114306944537,"F",1,1,1,0,0,0,0,0,0
"359",359,"Mutoko",2017,"04",29.7379956161093,37.8492028111886,18.6692213317027,"G",1,1,0,0,0,0,0,0,1
"360",360,"Mutoko",2017,"05",20.2204928539598,25.6688509125593,16.2518208999162,"H",0,1,0,0,0,0,1,0,1
"361",361,"Mwenezi",2016,"10",14.563411883018,16.8370483199947,13.5715292309314,"A",0,0,0,0,0,0,1,1,1
"362",362,"Mwenezi",2016,"11",17.636291116966,32.2018247051936,13.4214091964171,"B",0,1,0,0,0,0,1,0,1
"363",363,"Mwenezi",2016,"12",60.0405945412933,108.022649266214,18.6080763245821,"C",1,0,0,0,1,0,0,0,1
"364",364,"Mwenezi",2017,"01",104.963372443147,129.692794442571,80.0566072315411,"D",0,0,1,1,1,0,0,0,0
"365",365,"Mwenezi",2017,"02",103.046794070423,125.433961713183,72.8448831575377,"E",0,0,1,1,1,0,0,0,0
"366",366,"Mwenezi",2017,"03",76.002072863287,110.066822426331,42.7704594969652,"F",1,0,1,0,1,0,0,0,0
"367",367,"Mwenezi",2017,"04",31.8328238039448,38.0667240777877,24.6531265376195,"G",1,1,0,0,0,0,0,0,1
"368",368,"Mwenezi",2017,"05",31.6601493722209,43.8203030607356,20.8628708433484,"H",1,1,0,0,0,0,0,0,1
"369",369,"Nkayi",2016,"10",9.32202839368923,9.64952374847743,9.10779006930972,"A",0,0,0,0,0,0,1,1,1
"370",370,"Nkayi",2016,"11",15.4529511067339,36.7586565818507,9.41263451796202,"B",0,1,0,0,0,0,1,0,1
"371",371,"Nkayi",2016,"12",45.5660745053432,78.6651384558788,20.8449184021482,"C",1,1,0,0,0,0,0,0,1
"372",372,"Nkayi",2017,"01",89.7182639308527,91.4168675420083,85.9956172860101,"D",1,1,1,0,0,0,0,0,0
"373",373,"Nkayi",2017,"02",84.9437564080778,91.339046971022,74.1775054351632,"E",1,1,1,0,0,0,0,0,0
"374",374,"Nkayi",2017,"03",63.8227122994163,91.2260370319497,32.5216543280531,"F",1,1,1,0,0,0,0,0,0
"375",375,"Nkayi",2017,"04",24.6053350373426,35.3772620051293,16.412173127673,"G",0,1,0,0,0,0,1,0,1
"376",376,"Nkayi",2017,"05",16.0753289374234,29.0580261104389,9.7271155425523,"H",0,1,0,0,0,0,1,0,1
"377",377,"Nyanga",2016,"10",13.2711494376647,14.6288024545826,12.5280485297737,"A",0,0,0,0,0,0,1,1,1
"378",378,"Nyanga",2016,"11",19.9428732482814,46.3987770291456,12.3821819849464,"B",0,1,0,0,0,0,1,0,1
"379",379,"Nyanga",2016,"12",81.9776565350185,112.54622044261,42.6501509926394,"C",1,0,1,0,1,0,0,0,0
"380",380,"Nyanga",2017,"01",124.215535722504,127.80053797724,112.177639180248,"D",0,0,0,1,1,1,0,0,0
"381",381,"Nyanga",2017,"02",121.394984352018,125.319550992226,117.901708807689,"E",0,0,0,1,1,1,0,0,0
"382",382,"Nyanga",2017,"03",104.63045872538,123.523745349903,87.5016347709754,"F",0,0,1,1,1,0,0,0,0
"383",383,"Nyanga",2017,"04",64.4570928305807,80.5607824089129,57.9747428166054,"G",1,1,1,0,0,0,0,0,0
"384",384,"Nyanga",2017,"05",44.1551615238018,55.1097473238917,35.0039308836739,"H",1,1,1,0,0,0,0,0,0
"385",385,"Rushinga",2016,"10",17.58445445186,18.1774218332753,16.9323318164412,"A",0,0,0,0,0,0,1,1,1
"386",386,"Rushinga",2016,"11",20.1823948995622,36.5098452891506,16.8804435213764,"B",0,1,0,0,0,0,1,0,1
"387",387,"Rushinga",2016,"12",73.5948417821699,122.021688049176,29.8308560122823,"C",1,0,1,0,1,0,0,0,0
"388",388,"Rushinga",2017,"01",138.67104816619,147.05866024329,105.347671649932,"D",0,0,0,1,1,1,0,0,0
"389",389,"Rushinga",2017,"02",137.275640907059,146.016146496222,121.930976579548,"E",0,0,0,1,1,1,0,0,0
"390",390,"Rushinga",2017,"03",116.231119681367,144.662749196794,92.2631643731247,"F",0,0,1,1,1,0,0,0,0
"391",391,"Rushinga",2017,"04",58.0903185554717,80.0337392516342,49.7537812972548,"G",1,1,1,0,0,0,0,0,0
"392",392,"Rushinga",2017,"05",31.2738851403408,46.9620219606533,22.8490651471118,"H",1,1,0,0,0,0,0,0,1
"393",393,"Seke",2016,"10",12.9538561707742,13.338503855453,12.5495652938607,"A",0,0,0,0,0,0,1,1,1
"394",394,"Seke",2016,"11",28.2324626307141,59.3711780847774,13.4452413062186,"B",1,1,0,0,0,0,0,0,1
"395",395,"Seke",2016,"12",102.604464484034,138.099327591006,50.7693521390083,"C",0,0,1,1,1,0,0,0,0
"396",396,"Seke",2017,"01",137.986621586647,138.256414018847,137.536422510114,"D",0,0,0,1,1,1,0,0,0
"397",397,"Seke",2017,"02",136.261720603495,138.352114130379,128.821757622891,"E",0,0,0,1,1,1,0,0,0
"398",398,"Seke",2017,"03",108.616685316368,137.781286006173,75.8229051666955,"F",0,0,1,1,1,0,0,0,0
"399",399,"Seke",2017,"04",51.5633847708779,65.6188074052334,43.9870914608516,"G",1,1,1,0,0,0,0,0,0
"400",400,"Seke",2017,"05",34.7729255107093,47.8496885572181,22.7316516890639,"H",1,1,0,0,0,0,0,0,1
"401",401,"Shamva",2016,"10",14.24137969979,14.973588145388,13.7065984421401,"A",0,0,0,0,0,0,1,1,1
"402",402,"Shamva",2016,"11",22.0275930925588,65.1522796331688,13.763290557873,"B",0,1,0,0,0,0,1,0,1
"403",403,"Shamva",2016,"12",95.114929253484,129.410870420592,49.7262078144284,"C",1,0,1,0,1,0,0,0,0
"404",404,"Shamva",2017,"01",133.167844315947,135.575429561278,124.366245108135,"D",0,0,0,1,1,1,0,0,0
"405",405,"Shamva",2017,"02",130.869350229768,134.736940605503,125.631806876115,"E",0,0,0,1,1,1,0,0,0
"406",406,"Shamva",2017,"03",111.943295650893,129.010702607926,90.6827043094355,"F",0,0,1,1,1,0,0,0,0
"407",407,"Shamva",2017,"04",61.4965539955518,79.0172411181632,52.0027253807711,"G",1,1,1,0,0,0,0,0,0
"408",408,"Shamva",2017,"05",38.3856805087294,52.9030245604948,28.001999115214,"H",1,1,1,0,0,0,0,0,0
"409",409,"Shurugwi",2016,"10",12.1805075929799,15.6855475103006,10.8132335469609,"A",0,0,0,0,0,0,1,1,1
"410",410,"Shurugwi",2016,"11",23.1656548881451,49.364642724877,10.8885884718987,"B",0,1,0,0,0,0,1,0,1
"411",411,"Shurugwi",2016,"12",72.191626030201,112.545801767061,26.7335397925915,"C",1,0,1,0,1,0,0,0,0
"412",412,"Shurugwi",2017,"01",112.347300061169,114.508472374342,108.018310659622,"D",0,0,0,1,1,1,0,0,0
"413",413,"Shurugwi",2017,"02",108.889397989178,114.624638733355,91.4146481013606,"E",0,0,1,1,1,0,0,0,0
"414",414,"Shurugwi",2017,"03",94.2009328522553,114.178612569775,64.1105060895188,"F",1,0,1,0,1,0,0,0,0
"415",415,"Shurugwi",2017,"04",45.8769301937429,55.5701322651989,36.54259201267,"G",1,1,1,0,0,0,0,0,0
"416",416,"Shurugwi",2017,"05",35.2009061114736,52.6541691039083,21.3418898802359,"H",1,1,0,0,0,0,0,0,1
"417",417,"Tsholotsho",2016,"10",6.20180872014735,6.78850993680482,5.91391486630058,"A",0,0,0,0,0,0,1,1,1
"418",418,"Tsholotsho",2016,"11",8.31691660877047,10.947753131218,6.57371049186152,"B",0,0,0,0,0,0,1,1,1
"419",419,"Tsholotsho",2016,"12",27.2896859544843,51.6982356712732,6.37812736014136,"C",1,1,0,0,0,0,0,0,1
"420",420,"Tsholotsho",2017,"01",55.5151618585728,60.3313177900154,48.6155195320837,"D",1,1,1,0,0,0,0,0,0
"421",421,"Tsholotsho",2017,"02",50.9028063448014,61.474956976256,37.0338156972371,"E",1,1,1,0,0,0,0,0,0
"422",422,"Tsholotsho",2017,"03",32.8058230478089,60.4340965496978,9.28339066918176,"F",1,1,0,0,0,0,0,0,1
"423",423,"Tsholotsho",2017,"04",10.5927107289236,13.3992339806819,7.82876528564533,"G",0,0,0,0,0,0,1,1,1
"424",424,"Tsholotsho",2017,"05",7.31831462232099,9.62950618667424,6.68200621140124,"H",0,0,0,0,0,0,1,1,1
"425",425,"Umguza",2016,"10",7.86869109309419,8.62047105930969,7.30999365020022,"A",0,0,0,0,0,0,1,1,1
"426",426,"Umguza",2016,"11",10.712201278684,17.0763794341616,7.6052507970845,"B",0,0,0,0,0,0,1,1,1
"427",427,"Umguza",2016,"12",33.7035155963635,64.9300355043625,9.35524843674487,"C",1,1,0,0,0,0,0,0,1
"428",428,"Umguza",2017,"01",69.6657613093946,74.342874598978,61.6632283369623,"D",1,1,1,0,0,0,0,0,0
"429",429,"Umguza",2017,"02",67.8039117069294,76.4329005567034,51.1629878996711,"E",1,1,1,0,0,0,0,0,0
"430",430,"Umguza",2017,"03",47.0981290599234,73.6659435978448,19.0989019417904,"F",1,1,0,0,0,0,0,0,1
"431",431,"Umguza",2017,"04",16.6229863494523,22.7908176092886,11.0848211945576,"G",0,0,0,0,0,0,1,1,1
"432",432,"Umguza",2017,"05",11.5799731335625,18.6003811477666,8.45336765669495,"H",0,0,0,0,0,0,1,1,1
"433",433,"UMP",2016,"10",13.941430582789,14.5988126361777,13.3036584237733,"A",0,0,0,0,0,0,1,1,1
"434",434,"UMP",2016,"11",18.0392649753272,43.8714196872097,13.4689683145361,"B",0,1,0,0,0,0,1,0,1
"435",435,"UMP",2016,"12",60.7783183607412,92.12852742209,31.2151257206624,"C",1,1,1,0,0,0,0,0,0
"436",436,"UMP",2017,"01",113.432458693793,125.084884734946,81.5694110181389,"D",0,0,1,1,1,0,0,0,0
"437",437,"UMP",2017,"02",112.763283600804,118.686616705461,105.215556805535,"E",0,0,0,1,1,1,0,0,0
"438",438,"UMP",2017,"03",92.4084891460492,110.993795881474,73.4986928477925,"F",1,0,1,0,1,0,0,0,0
"439",439,"UMP",2017,"04",48.1514246792985,63.0414457505951,41.0449576539305,"G",1,1,1,0,0,0,0,0,0
"440",440,"UMP",2017,"05",28.8709391727835,40.6549401702865,21.5022725474588,"H",1,1,0,0,0,0,0,0,1
"441",441,"Umzingwane",2016,"10",13.5562537541853,15.6962285580853,12.2555323572339,"A",0,0,0,0,0,0,1,1,1
"442",442,"Umzingwane",2016,"11",17.5974813392524,30.7840691678302,12.1414881939782,"B",0,1,0,0,0,0,1,0,1
"443",443,"Umzingwane",2016,"12",67.8520722461755,131.641575988027,18.0406888660317,"C",1,0,0,0,1,0,0,0,1
"444",444,"Umzingwane",2017,"01",130.671747602798,134.645015480053,125.299945170608,"D",0,0,0,1,1,1,0,0,0
"445",445,"Umzingwane",2017,"02",127.356833650823,134.822442479568,104.872359468918,"E",0,0,0,1,1,1,0,0,0
"446",446,"Umzingwane",2017,"03",106.772325971902,133.98234222074,69.7141245058385,"F",0,0,1,1,1,0,0,0,0
