district_id,district_name,year,h_k3,a_k3,m0_k3,m1_k3,m2_k3,g0_edu_max_k3,g1_edu_max_k3,g2_edu_max_k3,g0_edu_dropout_k3,g1_edu_dropout_k3,g2_edu_dropout_k3,g0_hea_chronic_k3,g1_hea_chronic_k3,g2_hea_chronic_k3,g0_hea_visit_k3,g1_hea_visit_k3,g2_hea_visit_k3,g0_employment_k3,g0_assets_k3,g1_assets_k3,g2_assets_k3,g0_services_k3,g1_services_k3,g2_services_k3,g0_electricity_k3,g0_cooking_fuel_k3,g0_water_k3,g0_toilet_k3,g0_land_k3,g0_livestock_k3,g0_rural_equip_k3,rain_year,rain_season,soilmoisture_season,soilmoisture_year,maxevi_year,sum10_20,sum20p
37,Masvingo,2017,0.511381042,0.448556448,0.229383264,0.136559091,0.108993616,0.083133084,0.041566542,0.013855515,0.005179496,0.003107698,0.001243079,0.290954502,0.145477251,0.145477251,0.094373176,0.047186588,0.047186588,0.047462463,0.41155577,0.341138209,0.305929428,0.40194143,0.257222933,0.139103135,0.177991952,0.239756842,0.162964598,0.113739051,0.025521669,0,0.124566976,734.2944,785.2959,14.9236,9.105699,0.5315479,1,2
38,Matobo,2017,0.79050015,0.503231348,0.397804454,0.225760479,0.179382664,0.16375076,0.08187538,0.027291794,0.013113162,0.015195502,0.013405806,0.708902255,0.354451127,0.354451127,0.410408679,0.20520434,0.20520434,0,0.659859133,0.50409173,0.426208028,0.703904877,0.420150292,0.217511211,0.209827232,0.393364934,0.20623953,0.182400355,0.006685787,0,0.120685623,769.7324,718.9901,11.68083,7.20174,0.4788711,2,2
39,Mazowe,2017,0.751502309,0.495908046,0.372676038,0.197676106,0.167997433,0.173158987,0.094492987,0.039411157,0.00550621,0.004955589,0.002973353,0.559145922,0.279572961,0.279572961,0.393058498,0.196529249,0.196529249,0,0.592077898,0.489493445,0.438201218,0.564786891,0.204749133,0.064786205,0.275816168,0.356528083,0.08386926,0.036218052,0.077263188,0,0.422993235,813.6309,856.9732,18.46458,11.53554,0.5316244,1,1
40,Mberengwa,2017,0.772092596,0.471413848,0.363975144,0.204923947,0.161482981,0.174801015,0.087400508,0.029133504,0.00646018,0.00608241,0.004639266,0.587533127,0.293766563,0.293766563,0.138253212,0.069126606,0.069126606,0,0.729869177,0.59454898,0.526888882,0.719712971,0.259813059,0.083628638,0.162100256,0.386046298,0.208340302,0.21041518,0.068388209,0,0.065843931,681.0281,671.9718,13.57048,8.460253,0.5771862,3,2
41,Mount Darwin,2017,0.745688055,0.462103009,0.344584694,0.193878874,0.150078896,0.232683418,0.119229748,0.04263129,0.010022256,0.011093319,0.009102549,0.387161134,0.193580567,0.193580567,0.037771938,0.018885969,0.018885969,0,0.662304163,0.516227921,0.4431898,0.680402621,0.292004507,0.118958939,0.284246566,0.366204651,0.192456463,0.156655391,0.09971189,0,0.16393411,941.3184,908.0408,17.62664,10.559,0.5575401,1,1
42,Mudzi,2017,0.840324975,0.453700615,0.381255957,0.216961278,0.172707126,0.222867633,0.111433816,0.037144607,0.019381492,0.026585666,0.024596409,0.278173759,0.139086879,0.139086879,0.034863314,0.017431657,0.017431657,0,0.823703552,0.694457816,0.629834949,0.658304889,0.273824676,0.108061032,0.325117679,0.420162487,0.204069428,0.228648682,0.075982951,0,0.330655745,868.1671,825.7883,13.35667,8.756857,0.5363978,2,1
43,Murehwa,2017,0.754963369,0.472453398,0.356685008,0.192103822,0.159039003,0.155388725,0.077694362,0.025898122,0.004714384,0.001414315,0.000282863,0.452957691,0.226478846,0.226478846,0.350775659,0.175387829,0.175387829,0.032796485,0.664917694,0.541751946,0.480169072,0.579355215,0.204673455,0.06799649,0.23438471,0.366959107,0.116668831,0.092278665,0.065672652,0,0.271637775,995.5923,976.1492,18.83796,11.68898,0.5324644,4,0
44,Mutare,2017,0.54448425,0.454634433,0.247541288,0.141587925,0.115372368,0.120798507,0.064260601,0.025281549,0.016125981,0.020080881,0.016794407,0.315663741,0.157831871,0.157831871,0.153964116,0.076982058,0.076982058,0.073533302,0.482325142,0.394947403,0.351258534,0.436883646,0.210218158,0.087350568,0.214171699,0.253766913,0.084430384,0.058858293,0.014345448,0,0.12677507,1026.046,940.498,13.9016,9.171066,0.4988379,2,1
45,Mutasa,2017,0.631756725,0.435227673,0.274958004,0.144210379,0.117418489,0.1545006,0.07836189,0.026861692,0.014129895,0.012172126,0.007841221,0.423724837,0.211862419,0.211862419,0.099677258,0.049838629,0.049838629,0.00560901,0.548129276,0.437774853,0.382597641,0.396884112,0.122423244,0.029743865,0.169535358,0.298450804,0.14289785,0.018093844,0.0078383,0,0.332629945,1175.528,1166.203,16.28564,11.70403,0.5436387,0,2
46,Mutoko,2017,0.713126195,0.456597858,0.325611895,0.184745256,0.152095995,0.169764589,0.084882294,0.028294099,0,0,0,0.427319686,0.213659843,0.213659843,0.110828689,0.055414344,0.055414344,0,0.635706373,0.511522473,0.449430524,0.424959649,0.190683102,0.082075226,0.289857755,0.356563098,0.213038881,0.113225916,0.060710136,0,0.291338225,874.5667,881.7111,15.47423,9.489992,0.5222413,4,0
47,Mwenezi,2017,0.844015736,0.479082394,0.404353081,0.230910262,0.181474542,0.253241851,0.126620926,0.042206977,0.014613532,0.021920298,0.021920298,0.465773388,0.232886694,0.232886694,0.14853664,0.07426832,0.07426832,0,0.771376968,0.635579864,0.567681312,0.725287234,0.296441589,0.109218057,0.254305705,0.416408605,0.282721295,0.253272913,0.067303133,0,0.188512999,543.1907,510.772,10.94258,6.836098,0.54435,1,2
48,Nkayi,2017,0.86367793,0.483336789,0.417447318,0.243731701,0.190586295,0.231421398,0.115710699,0.038570235,0.004926361,0.001477908,0.000295582,0.867274068,0.433637034,0.433637034,0.15063178,0.07531589,0.07531589,0,0.762028054,0.606749496,0.529110218,0.801462703,0.46561289,0.232398113,0.067680346,0.420909905,0.194665949,0.33684021,0,0,0.127908747,856.8746,821.2466,14.25801,8.587993,0.5118189,2,2
49,Nyanga,2017,0.735089584,0.471977117,0.346945457,0.188306984,0.147782671,0.236794198,0.120979165,0.042908456,0.008363227,0.002508968,0.000501794,0.435744538,0.217872269,0.217872269,0.180261244,0.090130622,0.090130622,0,0.67834346,0.526302181,0.450281542,0.539244589,0.256049506,0.107840315,0.308180605,0.355926458,0.15664374,0.139008538,0.029854652,0,0.227616644,1020.604,1036.517,16.71392,11.02855,0.5221602,2,1
50,Rushinga,2017,0.777498562,0.45646756,0.354902873,0.188764161,0.147940581,0.204192244,0.104520231,0.037264187,0.008822706,0.010477851,0.009926609,0.359676929,0.179838465,0.179838465,0.245518725,0.122759363,0.122759363,0,0.71759351,0.560454292,0.481884683,0.570772423,0.227438972,0.079546873,0.254882029,0.388749281,0.18616283,0.186712954,0.017554068,0,0.23093959,864.5716,827.6046,14.54382,9.440179,0.5774496,1,1
51,Seke,2017,0.625543065,0.462432403,0.289271379,0.159100692,0.137355241,0.057814262,0.028907131,0.009635711,0.012511649,0.01667704,0.015004693,0.348040759,0.174020379,0.174020379,0.330223275,0.165111638,0.165111638,0,0.49632793,0.418598654,0.379734015,0.434154515,0.175024104,0.069735233,0.219480154,0.287487169,0.078246796,0.077841756,0.078261121,0,0.327688737,838.8019,860.3352,16.345,9.833355,0.5713183,1,2
52,Shamva,2017,0.521942744,0.44001143,0.229660771,0.118015078,0.089587294,0.112472116,0.056236058,0.018745354,0.016359505,0.016807801,0.011752077,0.074678192,0.037339096,0.037339096,0.17589432,0.08794716,0.08794716,0,0.461268423,0.343353072,0.284395396,0.41922899,0.160003555,0.053616571,0.169596495,0.258333372,0.117732686,0.112994932,0.004312477,0,0.258905837,975.4918,972.1086,16.49563,9.994823,0.5241825,1,1
53,Shurugwi,2017,0.506771853,0.463313656,0.234794318,0.121754199,0.102958783,0.083879831,0.041939915,0.013979972,0,0,0,0.699186821,0.34959341,0.34959341,0.064963429,0.032481714,0.032481714,0.018687488,0.368892681,0.304626635,0.272493612,0.335079247,0.108677741,0.029398447,0.162909324,0.249772357,0.080839499,0.071392168,0,0,0.094943192,840.0118,847.7698,15.70697,9.424939,0.4757082,2,2
54,Tsholotsho,2017,0.782827459,0.490564292,0.384027199,0.207716401,0.163433366,0.284051055,0.145981024,0.052120313,0.032132182,0.024750517,0.018621971,0.589598485,0.294799243,0.294799243,0.288753399,0.1443767,0.1443767,0,0.675565021,0.54257574,0.476081099,0.593917295,0.2667898,0.10882398,0.208952753,0.389769108,0.094862327,0.291253008,0.023758476,0,0.175645286,765.0006,723.7889,11.71905,7.143547,0.529662,3,1
55,Umguza,2017,0.821363105,0.488702094,0.401401872,0.217153747,0.176758855,0.243361283,0.121680641,0.040560216,0.013923313,0.006799007,0.003981815,0.727494269,0.363747134,0.363747134,0.169467134,0.084733567,0.084733567,0,0.752586749,0.627191272,0.564493533,0.671127401,0.23670512,0.07574524,0.195426709,0.400666225,0.07520473,0.2367648,0.070304219,0,0.256990947,838.4201,767.1651,12.73604,7.91567,0.526668,0,2
56,Umzingwane,2017,0.664724102,0.464116386,0.30850935,0.171850233,0.137550832,0.153535746,0.076767873,0.025589292,0,0,0,0.560029288,0.280014644,0.280014644,0.123968317,0.061984158,0.061984158,0,0.524469696,0.418766662,0.365915146,0.516827201,0.245109432,0.10320394,0.203636605,0.322202419,0.130690097,0.153514555,0.079564761,0,0.162400126,845.5067,778.7114,14.53305,8.757645,0.4998973,2,2
57,Uzumba Maramba Pfungwe (UMP),2017,0.820796107,0.480049638,0.394022876,0.220883665,0.177830776,0.248829057,0.124414528,0.041471511,0.005638422,0.001691527,0.000338305,0.380151577,0.190075788,0.190075788,0.172314147,0.086157074,0.086157074,0,0.735796079,0.606725246,0.542189829,0.627819929,0.257913175,0.09774751,0.334812434,0.403887165,0.184401659,0.167736811,0.14689246,0,0.334937583,937.9769,912.6502,14.43601,8.987231,0.5118918,2,1
58,Zaka,2017,0.794112885,0.468803021,0.372282521,0.226202737,0.179705192,0.173283935,0.089448799,0.032623099,0,0,0,0.442539469,0.221269734,0.221269734,0.11275279,0.056376395,0.056376395,0,0.773089927,0.659052658,0.602034023,0.65115167,0.417583164,0.239179394,0.151692692,0.39258556,0.242234627,0.307697502,0.034153604,0,0.255502179,755.4923,822.1782,15.18244,9.524195,0.549272,2,2
59,Zvimba,2017,0.818882311,0.501324034,0.410525382,0.219058875,0.174299929,0.215286622,0.107643311,0.035881105,0.023954364,0.022075387,0.015188765,0.395698124,0.197849062,0.197849062,0.412353129,0.206176564,0.206176564,0,0.722155177,0.584400089,0.515522545,0.650788698,0.282535322,0.106362514,0.263726992,0.404098684,0.184854389,0.162462979,0.016816092,0,0.447795911,759.464,844.6959,17.33683,10.48345,0.5609224,1,2
60,Zvishavane,2017,0.536875372,0.445494768,0.239175168,0.134233574,0.112894748,0.08547084,0.04273542,0.014245141,0,0,0,0.396101019,0.198050509,0.198050509,0.169075837,0.084537919,0.084537919,0.036406238,0.510015501,0.417092391,0.370630836,0.329739766,0.125034597,0.042713297,0.132437612,0.246925654,0.076161817,0.130657042,0.012804019,0,0.14636876,726.1855,753.1298,13.86589,8.309947,0.4972846,2,2
1,Beitbridge,2011,0.547857271,0.473825477,0.259588733,0.15454513,0.123717232,0.144351259,0.078631453,0.031290914,0.034364895,0.043263111,0.037528385,0.30611547,0.153057735,0.153057735,0.209763776,0.104881888,0.104881888,0.006730465,0.416597023,0.334856241,0.293985849,0.406617983,0.26738335,0.146158157,0.252684379,0.263170257,0.10412023,0.215333188,0.034659331,0,0.071584712,410.8704,395.3774,,,0.4297667,2,3
2,Bikita,2011,0.652374371,0.464306142,0.302901426,0.168460464,0.137032449,0.213321707,0.121169944,0.053264752,0.028406539,0.03034716,0.024028454,0.325755714,0.162877857,0.162877857,0.309979041,0.154989521,0.154989521,0,0.620930217,0.513366234,0.459584243,0.304811847,0.120348602,0.047421408,0.246940614,0.324629367,0.140850543,0.218209663,0.015203018,0,0.128525293,645.314,430.0569,,,0.4943157,2,3
3,Bindura,2011,0.411526882,0.452720582,0.186306688,0.107459093,0.089409835,0.085626861,0.046580291,0.019293624,0.016591304,0.023792011,0.023354034,0.303775727,0.151887864,0.151887864,0.219098542,0.109549271,0.109549271,0,0.206840381,0.156566418,0.131429437,0.239199363,0.113832475,0.049573463,0.139705624,0.196430442,0.121446379,0.075745372,0.067822066,0,0.09763149,876.6504,756.6884,,,0.5403584,2,2
4,Binga,2011,0.891103694,0.49087178,0.437417656,0.250676578,0.204334732,0.224353339,0.12722997,0.057178388,0.020595731,0.017153411,0.013219912,0.445923458,0.222961729,0.222961729,0.303482433,0.151741216,0.151741216,0.004171915,0.778046858,0.687506281,0.642235992,0.541678774,0.243514634,0.09443271,0.397367187,0.431678134,0.321819197,0.370694072,0.029484581,0,0.286172045,782.6379,699.4647,,,0.4749289,1,1
5,Bubi,2011,0.663534703,0.495227651,0.328600733,0.191164038,0.155752913,0.192517966,0.107135943,0.045919987,0.01168376,0.014925675,0.013365695,0.343674775,0.171837388,0.171837388,0.362156671,0.181078335,0.181078335,0.001972491,0.59001007,0.490617984,0.440921941,0.453855565,0.290672458,0.161166967,0.249259376,0.319320637,0.136030502,0.250537427,0.034593343,0,0.176094388,716.1202,617.6319,,,0.5016758,3,2
6,Buhera,2011,0.63299534,0.450493277,0.285160144,0.16428993,0.13541082,0.179096864,0.099320858,0.041957207,0.027045624,0.03490802,0.031007105,0.365119196,0.182559598,0.182559598,0.306450686,0.153225343,0.153225343,0,0.572612446,0.491044871,0.450261083,0.169959718,0.071967997,0.026132164,0.177002659,0.31649767,0.1780972,0.22617695,0.045068095,0,0.14589428,735.6826,533.4075,,,0.4764431,0,4
7,Bulawayo,2011,0.10116622,0.440773857,0.044591426,0.02384378,0.020952459,0.039855054,0.023665153,0.011184154,0.002012156,0.001715339,0.001092572,0.153830534,0.076915267,0.076915267,0.128168471,0.064084236,0.064084236,0.011568775,0.0399285,0.025213745,0.017856368,0.027113211,0.009226174,0.002503335,0.00816525,0.006344173,0.003316208,0.003316208,0,0,0,699.3201,598.9706,,,0.4836543,3,2
8,Bulilima,2011,0.646563567,0.469350263,0.303464778,0.16785694,0.134147388,0.173700001,0.091533724,0.034949804,0.037555856,0.042950752,0.036389568,0.338569305,0.169284653,0.169284653,0.356850153,0.178425076,0.178425076,0,0.529559445,0.397701075,0.33177189,0.4370769,0.177134734,0.062582474,0.231048137,0.321407616,0.162432685,0.180782902,0.023924518,0,0.090007888,648.8398,535.3627,,,0.4690137,2,2
9,Centenary,2011,0.717113794,0.467499098,0.335250051,0.190629676,0.15213803,0.231845462,0.118757678,0.041475858,0.018775821,0.028163731,0.028163731,0.439164083,0.219582042,0.219582042,0.241448086,0.120724043,0.120724043,0,0.579054607,0.452161774,0.388715357,0.445409402,0.240770772,0.109370345,0.332191577,0.352426981,0.19592312,0.109015526,0.069916002,0,0.169704827,638.5983,691.5545,,,0.5216914,1,1
10,Chegutu,2011,0.504816503,0.46732217,0.235911943,0.135558911,0.111077028,0.149030875,0.078270981,0.029091821,0.011418689,0.017128033,0.017128033,0.308888717,0.154444358,0.154444358,0.157273629,0.078636815,0.078636815,0.007244538,0.390527546,0.28999273,0.239725322,0.214504926,0.133986436,0.078821071,0.186587132,0.235423443,0.119945559,0.134511805,0.089837264,0,0.235969332,912.5283,761.6021,,,0.4779943,3,1
11,Chikomba,2011,0.403489255,0.452259854,0.182481993,0.100583182,0.081392991,0.152391724,0.091267399,0.044831122,0.031330968,0.035080471,0.030606631,0.320729851,0.160364925,0.160364925,0.216329358,0.108164679,0.108164679,0.002874308,0.311640706,0.231715772,0.191753305,0.168487021,0.081366076,0.034553778,0.149494966,0.196940982,0.065546783,0.087930628,0.004539803,0,0.025341824,820.7072,718.7897,,,0.4539124,1,3
12,Chimanimani,2011,0.624787064,0.456470651,0.285196958,0.152620287,0.125245511,0.191038171,0.114920027,0.055976607,0.048511246,0.062071474,0.057793942,0.36191094,0.18095547,0.18095547,0.248672235,0.124336117,0.124336117,0,0.466626769,0.353869698,0.297491163,0.285311541,0.10847473,0.035313211,0.208758697,0.295594986,0.107735067,0.022764453,0.106051894,0,0.366395097,745.9167,609.1041,,,0.5247387,5,1
13,Chipinge,2011,0.617854394,0.466929146,0.288494221,0.158279043,0.133264931,0.206067235,0.112559764,0.046104301,0.025556628,0.027894406,0.024773227,0.38047058,0.19023529,0.19023529,0.232730051,0.116365026,0.116365026,0,0.539092018,0.426924515,0.370840763,0.194463543,0.08127405,0.02813615,0.286066767,0.29273666,0.137035171,0.055334618,0.056086908,0,0.335054943,619.3268,443.8285,,,0.511987,1,2
14,Chiredzi,2011,0.709202908,0.496058433,0.351806081,0.206015739,0.165574459,0.267492168,0.144750789,0.058476296,0.025340431,0.029097785,0.024333905,0.385911101,0.192955551,0.192955551,0.23239263,0.116196315,0.116196315,0.008107377,0.535310368,0.414412211,0.353963132,0.467108637,0.237728339,0.10455491,0.298674423,0.343248124,0.158754912,0.199134667,0.168536369,0,0.252146571,490.9605,408.9421,,,0.4784875,0,3
15,Chirumhanzu,2011,0.554955579,0.464700747,0.257888274,0.144804508,0.120071797,0.15933213,0.087428669,0.035582069,0.011059136,0.013686349,0.011854276,0.360609937,0.180304969,0.180304969,0.238891212,0.119445606,0.119445606,0,0.501316425,0.427478709,0.390559851,0.243575007,0.092056433,0.028839939,0.210323374,0.2590262,0.133409297,0.152055579,0.027169184,0,0.153171107,827.4488,705.236,,,0.4224682,1,3
16,Chivi,2011,0.693435429,0.460356078,0.319227216,0.18281583,0.150318952,0.187923799,0.105396571,0.046566863,0.031565397,0.039137017,0.033942983,0.437309859,0.21865493,0.21865493,0.284826124,0.142413062,0.142413062,0,0.60786704,0.501582907,0.448440841,0.32783788,0.147234389,0.05308419,0.270484757,0.339016095,0.183027411,0.178468863,0.047380133,0,0.13695119,604.94,504.2647,,,0.4794139,1,3
17,Gokwe North,2011,0.718490025,0.4641342,0.333475793,0.191424155,0.149653282,0.18736354,0.098124491,0.036233724,0.037127901,0.039225572,0.032403733,0.371491097,0.185745549,0.185745549,0.284835096,0.142417548,0.142417548,0,0.592423841,0.464427491,0.400429316,0.389163125,0.222662107,0.109716475,0.255557699,0.359245012,0.287840513,0.263553715,0.004582607,0,0.134835888,851.1996,756.7527,,,0.5170916,0,2
18,Gokwe South,2011,0.633277874,0.455577518,0.288507161,0.159456205,0.121280915,0.179481814,0.095711042,0.036710328,0.029280496,0.036136988,0.032202347,0.281319344,0.140659672,0.140659672,0.251650321,0.125825161,0.125825161,0.005862954,0.549579092,0.386038706,0.304268512,0.364413428,0.208061871,0.096698925,0.278413283,0.310066202,0.173884304,0.214396153,0.012609341,0,0.089861301,839.1558,744.7589,,,0.4881661,4,0
19,Goromonzi,2011,0.574684935,0.481185221,0.276529898,0.157932003,0.131793196,0.220307805,0.127329442,0.05801407,0.019508554,0.026579419,0.026042736,0.389513477,0.194756739,0.194756739,0.219233489,0.109616745,0.109616745,0.012773458,0.434528884,0.33288668,0.282065578,0.228086759,0.086018163,0.028127399,0.194737077,0.252922761,0.103809736,0.077365653,0.178852845,0,0.295393532,988.378,803.6292,,,0.5018172,1,2
20,Guruve,2011,0.518667572,0.446925509,0.231805769,0.126781167,0.103274735,0.174371201,0.101607086,0.047129355,0.007712994,0.009255593,0.007404475,0.349243478,0.174621739,0.174621739,0.192673256,0.096336628,0.096336628,0,0.391782534,0.291766561,0.241758575,0.218296067,0.092711186,0.03580364,0.209376749,0.258426914,0.115604759,0.120706901,0.032732994,0,0.131226965,639.9258,679.5173,,,0.5341861,0,1
21,Gutu,2011,0.585547158,0.470645937,0.275585391,0.157895831,0.128467957,0.205685872,0.114289928,0.049089263,0.034645883,0.044711699,0.03936901,0.406042944,0.203021472,0.203021472,0.223667728,0.111833864,0.111833864,0,0.515546757,0.430883598,0.388552018,0.201409438,0.097079644,0.044893039,0.229466688,0.292773579,0.211759593,0.168082214,0.013494053,0,0.115486463,732.1919,567.7162,,,0.424356,1,3
22,Gwanda,2011,0.580734166,0.46800404,0.271785939,0.162497023,0.131427186,0.177455994,0.097298595,0.038146598,0.019510737,0.025938207,0.024953595,0.373503282,0.186751641,0.186751641,0.190845248,0.095422624,0.095422624,0.029802747,0.440526359,0.337283524,0.285662106,0.387864129,0.20224239,0.100510595,0.249795012,0.283184634,0.199316063,0.206852238,0,0,0.023309956,496.9574,437.1611,,,0.5018577,2,3
23,Gweru,2011,0.308900541,0.453314929,0.140029227,0.075445799,0.063996888,0.114465189,0.063017385,0.02597112,0.021934501,0.021300201,0.016479452,0.358781022,0.179390511,0.179390511,0.186329958,0.093164979,0.093164979,0.005130357,0.199867402,0.157150388,0.135791881,0.078528343,0.021331163,0.004121553,0.093519917,0.096856529,0.028708481,0.06724335,0.016070368,0,0.06284224,786.6807,717.1863,,,0.4648133,3,2
24,Harare,2011,0.224581059,0.440331083,0.09889002,0.059196869,0.048701198,0.089704958,0.049478466,0.019841262,0.006876566,0.006983069,0.005737132,0.216720955,0.108360477,0.108360477,0.16827107,0.084135535,0.084135535,0.010638759,0.145362181,0.093635617,0.067772335,0.035801124,0.019985801,0.009345248,0.111766995,0.039019903,0.068252935,0.047039747,0,0,0,976.2977,760.8416,,,0.4671538,1,3
25,Hurungwe,2011,0.775733073,0.490902637,0.380809411,0.220260473,0.177428407,0.198979369,0.109157236,0.044268003,0.029580214,0.032195423,0.027416973,0.437622751,0.218811375,0.218811375,0.323593809,0.161796904,0.161796904,0.00789631,0.590813732,0.488770387,0.437748715,0.521421431,0.282690107,0.131028602,0.329667903,0.382778822,0.277255464,0.217879382,0.060039663,0,0.240160557,704.8679,722.1483,,,0.5105829,1,2
26,Hwange,2011,0.441891709,0.48505225,0.214340568,0.122081708,0.102871622,0.112970222,0.059943113,0.023213779,0.011046422,0.016569633,0.016569633,0.319687237,0.159843619,0.159843619,0.223844298,0.111922149,0.111922149,0.015710495,0.370590049,0.321030694,0.296251017,0.253168982,0.131114835,0.060132245,0.188299904,0.182542399,0.057398486,0.145062378,0.032986832,0,0.122927698,663.5121,589.459,,,0.5472171,4,0
27,Hwedza,2011,0.594729711,0.440663665,0.262075774,0.150454634,0.127856098,0.180382461,0.094250162,0.034885258,0.029270664,0.033666598,0.02997559,0.319790409,0.159895205,0.159895205,0.313237958,0.156618979,0.156618979,0,0.50942598,0.432670992,0.394293498,0.195800654,0.085838059,0.030961554,0.224015966,0.288082574,0.090914273,0.106990388,0.059901864,0,0.171906661,861.5474,684.897,,,0.4983547,2,2
28,Insiza,2011,0.749807297,0.4644542,0.348251149,0.206816694,0.165474326,0.214246253,0.108952563,0.037969916,0.028924691,0.0306664,0.024489764,0.412344777,0.206172388,0.206172388,0.255113878,0.127556939,0.127556939,0,0.608593423,0.486220012,0.425033306,0.529273035,0.30257106,0.148041856,0.302157967,0.337843292,0.201821215,0.191530442,0.073008427,0,0.153528503,667.0756,604.8721,,,0.4525419,3,2
29,Kadoma,2011,0.51830316,0.465510439,0.24127553,0.135964192,0.112535197,0.182333323,0.101717744,0.043296504,0.018259583,0.024765415,0.022666247,0.331819694,0.165909847,0.165909847,0.281988036,0.140994018,0.140994018,0.003233418,0.378592058,0.287156427,0.241438612,0.215237643,0.094394527,0.036305097,0.206446215,0.232177662,0.099315954,0.148066766,0.048502413,0,0.146144776,850.6585,772.229,,,0.477987,3,2
30,Kariba,2011,0.438682067,0.482718499,0.211759948,0.124389829,0.102153631,0.104560495,0.065224307,0.032268958,0.016893887,0.022438711,0.020576976,0.299057565,0.149528783,0.149528783,0.251368745,0.125684372,0.125684372,0.017841497,0.331099828,0.259314757,0.223422222,0.258323804,0.166336468,0.092261673,0.152670439,0.162423057,0.119096583,0.11556841,0.019692648,0,0.16312255,859.4371,762.7126,,,0.4129251,0,1
31,Kwekwe,2011,0.421242577,0.45268671,0.190690915,0.114207465,0.09401541,0.118146816,0.066056708,0.028674259,0.016642909,0.020418137,0.01771125,0.285316352,0.142658176,0.142658176,0.214443295,0.107221648,0.107221648,0.02833318,0.338155033,0.268273592,0.233332871,0.248313738,0.163791814,0.082378165,0.140851061,0.184495186,0.086070127,0.069320379,0.021000744,0,0.060474876,848.8443,764.2485,,,0.4779074,3,2
32,Lupane,2011,0.835673448,0.487529963,0.407415845,0.235570672,0.18781402,0.199499528,0.11444298,0.050918193,0.031816999,0.032257036,0.026561358,0.425489213,0.212744607,0.212744607,0.285817492,0.142908746,0.142908746,0,0.780845863,0.660539462,0.600386262,0.66246656,0.359179769,0.175257177,0.331345583,0.417836724,0.204187806,0.332749654,0.019285409,0,0.179109708,756.924,668.147,,,0.5232181,2,2
33,Makonde,2011,0.485444816,0.477436506,0.231769076,0.135543048,0.109565961,0.172703184,0.095238303,0.039754068,0.017318245,0.023031571,0.021853252,0.222041008,0.111020504,0.111020504,0.203180736,0.101590368,0.101590368,0.010076532,0.379473505,0.295156793,0.252998437,0.285638704,0.129692998,0.052375273,0.183606869,0.2313744,0.130551513,0.121000151,0.092276874,0,0.1525645,812.6135,742.1019,,,0.5481858,0,2
34,Makoni,2011,0.514793696,0.459433238,0.236513333,0.137585608,0.112657474,0.159289087,0.081144141,0.028547644,0.030670254,0.032989976,0.027756904,0.319824212,0.159912106,0.159912106,0.197601113,0.098800556,0.098800556,0,0.464264219,0.390884019,0.35419392,0.282080239,0.143724552,0.062641719,0.206756746,0.255388125,0.111248567,0.105967626,0.027927862,0,0.085858617,939.9641,708.2152,,,0.4884384,0,3
35,Mangwe,2011,0.647092062,0.479997823,0.310602782,0.180222867,0.143883213,0.207489386,0.109939815,0.04244694,0.012096598,0.011413772,0.009286067,0.345549803,0.172774902,0.172774902,0.333684635,0.166842317,0.166842317,0.018272586,0.527548323,0.40691971,0.346605403,0.481816681,0.259785158,0.13172993,0.244954957,0.314425297,0.226894942,0.153362132,0.023949572,0,0.060681516,596.2388,490.9391,,,0.4781628,2,2
36,Marondera,2011,0.576620468,0.457692188,0.263914685,0.162097827,0.139565409,0.159685794,0.083388388,0.030943289,0.037141107,0.045262269,0.040679018,0.35312055,0.176560275,0.176560275,0.210432607,0.105216304,0.105216304,0,0.429495058,0.357499864,0.321502267,0.268753838,0.116819359,0.044266803,0.153159967,0.274627057,0.050683468,0.083239551,0.219056386,0,0.267794119,915.2628,691.1938,,,0.4980265,0,3
37,Masvingo,2011,0.419351259,0.451621339,0.189387976,0.11116714,0.090669172,0.135898404,0.077346279,0.03517917,0.014723092,0.015244807,0.010742104,0.259332146,0.129666073,0.129666073,0.157195836,0.078597918,0.078597918,0.00324982,0.365911317,0.301144015,0.268760363,0.182597915,0.09580963,0.046369115,0.126757481,0.19460228,0.11520222,0.132507397,0.02557403,0,0.085633843,648.9208,517.1417,,,0.4789343,1,3
38,Matobo,2011,0.752247797,0.450975038,0.33924498,0.195271352,0.15597464,0.187800148,0.102904268,0.042278429,0.023255112,0.032986523,0.031469608,0.354010882,0.177005441,0.177005441,0.264568225,0.132284112,0.132284112,0,0.603668292,0.465387317,0.39624683,0.534257024,0.296302371,0.154222968,0.321220351,0.372821344,0.197567186,0.21134116,0.049025567,0,0.103292008,572.8314,492.2814,,,0.4942215,3,2
39,Mazowe,2011,0.477351955,0.490704486,0.234238747,0.138567613,0.117772473,0.144160224,0.077954912,0.031541451,0.048959447,0.068431554,0.06603381,0.318427217,0.159213609,0.159213609,0.21457926,0.10728963,0.10728963,0.003761325,0.359362483,0.266428289,0.219961192,0.197683505,0.074451947,0.024658557,0.182700086,0.218022229,0.119530289,0.034123158,0.159427334,0,0.224531532,818.7534,691.2322,,,0.5635988,0,2
